Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Neck_vel_X,Neck_vel_Y,Neck_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Head_vel_X,Head_vel_Y,Head_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
22,0.7403846153846153,937.1480850426756,613.46128368914,925.727993355678,618.1108867642932,1160.2957213900631,600.1548946797577,1375.9423439592138,739.0704971736643,1479.6570496343793,653.0831887766967,1495.434811358273,689.6030443527782,1406.022823771231,776.0971262273277,957.4725962816389,630.6855887944215,951.2264609095687,877.3379611434218,925.4634338063353,1067.2944940903697,1029.3289501622742,1067.0060142757613,1008.7283971905796,1085.5403673618648,913.1083956034804,1083.674074748606,927.9405027301108,337.6686626176204,984.3554437329653,201.3917585645483,978.5379444013791,284.2388344731533,866.0363024694368,370.7984122900539,802.0965887303961,520.7352717134064,753.0007538637252,665.6669833351051,966.5767460008586,390.0178164626536,976.7510397583512,541.3242066437872,1056.219831389344,653.0839858743408,13,2,trajectory,person0,36.92701687154145,6.289905440310254,11.781493476976216,2.19260910051542,-3.3531504413809228,-25.012961623037665,1.9171606778698445,4.346369226416552,31.61573736417706,59.72701147034126,4.2002278989635125,-32.465594026695825,-97.73386746136713,4.461422844845631,-91.44396202105688,-21.45420883261744,91.90918842032404,-10.812830302325146,67.50725845168836,-113.10377320271364,-86.17362736786367,-108.75740397629706,-54.5578900036866,62.316375148607214,3.869309253819914,0.06243638495111362,-159.96074094088243,-613.9333793732678,0.6344301639668758,35.19003205539205,49.41849561893936,0.06066733936228495,-7.089710797732353,-80.68974969532535,0.08100061546117868,-21.93233860271197,-15.808408136673492,0.02703577711847126,11.34564376125523,10.905134433093524,0.015736759175927924,-32.51641040378115,-71.33305549014604,0.07839465384264019,17.2538731544089,-24.064627356319495,0.029610849846415294,106.91461233446834,152.44063413110533,0.18619581430559382,79.98481871900283,13.292481224389597,0.0810818184466314,-18.607746536619583,-25.001777234159313,0.031166281395726456,337.9945911409954,94.83027705509886,0.3510457592492971,71.05223792729454,40.69542932318754,0.08188124621838277,-13.53221460146007,6.381757948326137,0.014961539577563297,85.67849033843878,38.85349110552333,0.09407655115787847,-57.15904100276655,-97.35078705199082,0.11289079549723269,29.187091668275816,14.172266839722681,0.03244594685671291,-25.823118687240164,-28.057659912498682,0.03813221392078786,-775.8809797925915,-74.8114411956686,0.7794793432398864,-61.30255190844077,-100.68712598834625,0.11788087296198729,-52.256469604159875,-51.60451090913655,0.07344225052149259,80.01600778189861,39.606054596101266,0.08928158299460316,-18.07845440973024,16.355719964901876,175.5283496553626,2.036118450132232,26.22818533837876,87.44776557547841,36.927016871541454
23,0.7740384615384615,936.5109290020848,613.0231399354994,923.8749005298948,617.0686434233866,1159.4972189675893,605.3064711897977,1370.627050314798,748.489654837843,1475.560824439467,666.6319664265762,1489.4493433398393,701.6159137943253,1398.4013584813304,786.4417888755354,956.8608385568745,629.5761950257636,951.6156020915372,875.6758305714634,925.1903035585024,1067.4586059938354,1027.665516609492,1034.8027022326999,1011.6159094237413,1081.1019054025146,912.9801999585492,1084.0941310410537,930.3221332072286,337.7064919315469,986.6002464627675,201.8116471022058,980.682592880066,285.59376200019983,866.8972985334393,371.1560014285134,804.6930989717173,521.6202820478252,766.3399698358604,668.3356822100162,966.919958341858,391.6269264147545,978.0041739493321,541.6413486191155,1054.9656011883665,656.406652382674,13,2,trajectory,person0,36.92150139703628,6.645160493559306,19.907077343388877,1.6837488308415356,-2.499676524899578,-23.749770361140925,2.9249464426642726,7.779103085895844,29.57065980431932,57.75033259897335,12.211257555726364,-33.933408705489754,-97.85614396990977,2.98809269154653,-91.21098347635048,-20.754939870471308,91.2886930485491,-11.572656536192474,67.50261107721707,-112.46107731259184,-85.78638402120792,-104.68197422669596,-56.21572421688859,70.76844846292931,1.1240710423869873,0.07077737515307145,-49.427739854102995,-956.8984149938304,0.9581741376622466,10.1983095611227,47.813552862426626,0.0488890719407983,-157.94015400549966,279.88354202130904,0.32137188635858427,-23.726929124932845,153.07541629832986,0.15490335774477768,-3.8092420208149607,12.481672689873898,0.013049999153650791,-226.4663971856211,307.3842615467419,0.3818011436610312,11.563052264207844,-49.38902270962131,0.05072454772470911,-37.26855454333743,98.73066196190197,0.10553051108179602,66.70270968554806,12.476687976108842,0.06785955512857188,-18.177943821570917,-32.96484341154991,0.037644634979345906,396.3652746005879,79.29848085450331,0.4042198411446814,63.72669765240731,40.26070366081099,0.07537914998820944,-8.115870221318087,4.876467988693838,0.009468225255771718,37.23598738914472,9.423647266897564,0.038409945126951825,-177.85390683345832,356.9538348345396,0.3988082902586257,25.58388304464491,10.62550582851125,0.027702643299039098,-18.932636634697484,-13.019128679606295,0.022976998096305715,85.80036349966342,-131.88572679212234,0.15733895674041032,-121.71640579167538,402.59225016785126,0.42058935237837103,-55.06332968041405,-30.969516415514732,0.06317500472896542,77.15344717068491,26.297449937015475,0.08151202539202117,-0.16388838529638053,10.556150153686117,241.4459206019763,-15.120419441738283,25.36036780401711,88.30060035700258,36.92150139703628
24,0.8076923076923077,936.2070751187762,613.0035357283801,922.3535608757705,616.7532002614233,1158.643927488862,615.9451964301061,1360.3301274347225,769.2096130847552,1469.2898225096337,695.3627364288315,1479.5783144736606,727.520740444888,1384.826622439855,808.5440961012567,956.414284797444,628.336734432596,951.7945575501744,873.2957478784234,925.0799350815726,1067.3691473812273,1034.6222714072228,994.6702689530767,1042.83799405924,1075.9106327351478,912.376891274836,1084.093247031391,932.80747355339,337.686075868839,988.253665666194,202.154687261039,982.3362541403046,286.67426594694,867.7064610802356,371.1894288339927,807.1296123163123,521.8142745819787,781.1243919922117,669.8699520594178,966.6275235551168,392.8648414262188,977.9563743030379,540.9728210413826,1049.2392041903165,657.6404919933965,13,2,trajectory,person0,37.426513114891584,6.779472543171669,28.82206529873495,0.8987415820133419,-1.7773100956963743,-22.613111826677727,3.651273697985267,11.924787006839312,26.788492712354447,53.84706849215734,21.122028397025424,-37.051660979860586,-97.8481780895312,0.3748521350309964,-91.06870554635954,-18.81574506967633,90.70860454933684,-12.374113187842486,67.75485759146558,-111.90450727734088,-85.64015834176605,-99.97972027050156,-58.85166562941159,73.85011314308242,-0.6066487204638329,0.07385260478761813,206.71499970400464,-1192.506588880223,1.2102904839853001,-8.689490806021967,36.78376034065361,0.037796193925666396,-305.9657084365232,615.6787593368177,0.6875138903597414,-25.354946796476924,316.1221214263058,0.317137303044155,-17.9268866017626,-0.026267715688175763,0.017926905846390305,-403.3635852324077,656.7542718500046,0.7707323500961741,5.317533628077377,-70.72245716461421,0.07092208479230167,-170.15579651348185,36.66266271860928,0.17406075354529504,49.13017061610284,10.193193291043196,0.05017643724135804,-13.269025994505625,-36.82968619697989,0.03914706676381868,439.3085440744385,45.58973266793092,0.4416677717714258,49.13736316137484,32.10640298885146,0.058696691315059384,-3.2795204573426417,-2.6581987746412006,0.0042215252167472446,-1.4203323470243496,-19.864819452632776,0.019915531523454284,-293.3105720235961,769.7434204738643,0.823732981629128,24.043687104804413,0.9932714770989465,0.024064194933987638,-9.028801104025696,-0.5825250115424482,0.009047573418609442,927.7419434548088,-154.25495925890033,0.9404784453145488,-186.33834305790378,853.714308638438,0.873813537814316,-45.205521151120884,-9.373168241191946,0.04616703830030823,72.39925366796693,5.764349586276329,0.07262836675729,15.006062473414694,3.9909866170530495,264.9024992445683,-23.325929679466256,21.46460246775227,90.33375241430585,37.426513114891584
25,0.8413461538461539,936.4591688689304,613.2866356035536,921.449298143566,617.1563222085579,1157.340498669664,631.5294576832009,1344.7389566407485,799.486770285785,1459.5760126048222,736.5260780733076,1465.1062373665056,765.1080787782402,1365.263423174398,840.3510450056473,956.3390484448344,627.2163527071659,951.7788077119544,870.7123004661596,925.1081453418648,1066.7986254398143,1054.63427560908,957.0020586291024,1093.3624905012332,1070.9149343118218,911.5885206121109,1083.3100603898558,935.2351710372518,337.5466414444356,989.349104248474,202.33818030807478,983.487674593763,287.28781310304817,868.592985486542,370.7558076002231,809.3805144524654,521.2802570820976,796.8574316931433,669.8336353661459,966.2114447758928,393.62115021695723,977.4083289475608,539.5290494186546,1040.4480946701299,656.7643586706113,13,2,trajectory,person0,38.338982658212345,6.690326453749252,35.943584852277304,0.1185715372608575,-1.3144021972127202,-21.72177294357712,4.119587680249635,16.65647476752198,23.399378332994743,48.486284887711896,28.312627879190668,-41.63227135137607,-97.75340315637015,-3.2932886931637344,-91.06307670262096,-16.081555429932664,90.25132549459178,-13.192678445811898,68.19808666481639,-111.47044744898534,-85.62911893980785,-94.81397268146333,-62.22974060681311,72.13729666332344,-4.143194325129457,0.07225618055992249,594.642410569472,-1119.283963912382,1.267436857724789,-12.363483725513296,22.473175496226826,0.025649548664942273,-463.28050359237653,899.6640996877446,1.011940866491598,-38.73045634188292,463.0751915205333,0.46469202839109375,-23.4258711209771,-23.271831634192257,0.033020441932033864,-581.3064924592944,945.1207674447468,1.1095812287663644,-0.4679951928212896,-76.7652945358418,0.07676672107544419,-261.2215400284046,-26.033675877047262,0.26251560954442793,32.55017501632019,5.452364826206592,0.03300366912619156,-2.235594477540357,-33.29134269849302,0.03336632106385888,467.49603682768014,-1.0791246000782757,0.46749728230171583,34.21363633133521,18.231115495785744,0.03876785373519586,0.8382477343969544,-16.952651973413023,0.016973363490949165,-16.284776277035164,-42.90064250391827,0.04588746087595266,-430.027434041175,1116.88091047675,1.1968068190879475,26.34243950167686,-12.88474523201127,0.029324746863244065,7.490785718868411,8.412110576580647,0.011263901412859708,1501.2993228478015,-148.44361029311318,1.5086202843062004,-288.6389228858347,1223.1392945787188,1.2567347221061493,-26.869521185507043,11.978480714855017,0.029418619426726425,66.88394918854891,-15.867948567896564,0.0687404862567163,27.11338071581689,-2.648912371408949,211.61086673382997,-23.1821956155024,13.754977554942869,93.54461418775551,38.33898265821234
26,0.875,937.5240323016131,613.828965936055,921.3602999023336,618.2429286179475,1154.7785688189456,651.2151844174199,1323.454509742083,836.6914424530991,1444.334882826129,786.5834183528,1444.8520817262863,811.3028256083845,1339.3117794536922,878.7625521140817,956.86527477683,626.5243411696484,951.5929181158737,868.4603443851073,925.2816570930562,1065.5913649613483,1088.070677495177,935.0385217981656,1145.63672291273,1066.5869509155236,911.0760407310268,1081.8307325544927,937.6182894530149,337.10148094954263,990.1141435519488,202.2586695586946,984.4137443707056,287.2722650602761,869.7397502785898,369.8094584582975,811.5131951838736,520.0789866496254,813.0292373180024,668.0255236161183,966.246358388368,394.0199955184917,977.2945468286316,537.8526125454841,1031.0765668745144,654.264999293839,13,2,trajectory,person0,39.48742780209569,6.360153853154034,38.646465466828296,-0.5069613540389534,-1.215699126563194,-21.152618769748415,4.40757180323746,21.79898586417811,19.84869491636281,42.11592971580415,31.128304302852044,-47.377095908119294,-97.60562272495405,-7.889668106023629,-91.24546887180004,-13.085831790752197,89.97023025476315,-14.07774812966314,68.74328631149027,-111.18238851498523,-85.62221954438327,-89.3834026508071,-65.77352462802047,70.81266149695765,-13.227626133962241,0.0720375119047194,993.5387989011642,-652.6308086906928,1.1887162476277657,1.03743305640615,11.851403245596591,0.011896723340326177,-632.4521364174823,1105.5102586859,1.2736359907441386,-76.12591556419905,584.9473086739355,0.5898800801394873,-15.22797360935461,-43.957169965074584,0.046520145868060817,-771.1345562724043,1141.3704969363378,1.3774524003224724,-5.523576569257775,-66.91526640840884,0.06714285350374068,-278.4682544982878,-74.26667862408999,0.2882015064450168,22.732596446109053,-2.362605124440278,0.02285503979772692,15.636439579298314,-20.56262854337783,0.02583253637043764,480.53365285295604,-53.726749143677175,0.4835278224650086,27.51750194343877,-0.46199898522798183,0.02752137998483194,5.155777749687373,-35.872882788706626,0.03624149229510914,-3.3809543910392805,-49.81412423135318,0.0499287274575567,-601.8377675950901,1372.6439058100038,1.4987861724279365,34.07529667798798,-28.12008878864627,0.0441799189358044,31.641656285430294,16.114958451473328,0.035508960818052986,1553.2914773701932,-128.60293520428763,1.5586061492930263,-452.8792848525976,1487.4181111620596,1.5548351308294746,-2.644519168049341,32.28773330757738,0.03239585164448409,63.37108459041374,-35.69489285059927,0.07273252187145127,34.12522713253364,-9.810842989115056,80.31416683237235,-18.587263055765813,2.932891242157351,97.85989836078679,39.48742780209567
27,0.908653846153846,939.4662217255,614.737035291603,922.1356132956577,619.9820477520723,1150.022989981929,674.11699399391,1296.2252875914205,877.6663121481765,1421.3150234520344,841.4922707070577,1417.414902323587,862.339311871432,1306.597622275696,920.1050482289388,958.1647965904722,626.5953205514056,951.2610107999033,866.8162722732598,925.5761036983428,1063.8310642654042,1126.915789274925,935.3281090018431,1181.86187758525,1062.982614955542,911.1846608757808,1080.1040325059769,940.1222752836679,336.1897786982268,990.9307256492959,201.8104462070992,985.5266947414036,286.54551704072264,871.3275310090481,368.42889245366877,813.728815020176,518.2770375196421,829.1629767567362,664.4658889987261,967.0846818752398,394.2286252613208,978.2277180197698,536.6430026331007,1023.7023739041459,651.1866521917251,13,2,trajectory,person0,40.61582342131967,5.770609179773754,36.23738601521236,-0.9723020568860602,-1.5038960450714904,-20.882192729760767,4.620581072878374,27.118542568900473,16.745246904912218,35.11769658876739,28.861697378714492,-53.91000235782573,-97.4268004535556,-13.29417893650609,-91.65619127378186,-10.373991674517097,89.84770477128963,-15.05863403931294,69.30304855849235,-111.03448795847112,-85.53172558995703,-83.91594538957061,-68.78647868504483,74.40415039655082,-27.090581181955763,0.0791825560651378,1154.2547500267995,8.604876909275948,1.1542868239159854,24.9101836099032,6.199283786921605,0.025669989617253045,-809.0968867625518,1217.5389852251665,1.4618614683724247,-141.3086282999225,680.5109131299948,0.6950275040032768,3.2275700155471516,-51.3076585844672,0.05140907544029079,-972.07781328903,1228.4627416986148,1.5665426846500097,-9.862388817407297,-48.85242846632836,0.04983800237011361,-219.11887683380297,-91.47088531995486,0.23744474103699084,24.26415374974369,-13.318636733120186,0.02767914813754244,38.614362462508964,2.109101629358694,0.038671918727533866,479.402543322376,-105.77200005965676,0.4909322911976586,33.07052530074156,-21.59479829530316,0.03949677147668928,8.749270557085996,-52.306077822339994,0.05303277771753786,27.72851539382169,-35.94269453939563,0.04539546074992198,-815.2761879659183,1516.5127346734157,1.7217683169029685,47.17977027647831,-41.022532708967645,0.0625202280322104,57.71077145263648,26.982632279137107,0.06370710781670734,1076.4045959834575,-107.1002685251731,1.0817196132882472,-684.0186785445234,1631.5773270979519,1.7691597233991885,23.037883687342976,51.67668284256666,0.056579356963496565,65.83556085012758,-53.54363129093333,0.08486012917896288,33.529469828369805,-17.51789886615694,-71.58407513373098,-13.82726659888551,-8.563565578532268,103.14188370779571,40.61582342131965
28,0.9423076923076924,941.9700856495085,616.2117409695882,923.5329455170972,622.3416419085805,1142.3070321219736,699.461456588828,1263.0722482322424,919.2952406556294,1388.7520945065917,897.1046270115407,1381.4773054316865,914.246962192611,1267.2487123693988,960.7035882903305,960.2192878988835,627.7091828431737,950.813562109746,865.7337803599515,925.8932975719604,1061.8927883972572,1153.7659565585193,954.9259517433992,1190.9459587014628,1060.3971763241866,911.8849573498364,1078.6615910228622,942.9035522754784,334.8811555187608,992.221967943129,200.9595511445662,987.1939154999689,285.1993995777582,873.4753814535432,366.77292250245756,816.3550526728803,516.0015083942694,844.9702308611566,659.341467830782,968.72789261682,394.237111961785,980.1986669057704,536.3818352543151,1019.5510359847431,648.8594189716126,13,2,trajectory,person0,41.4606563527792,4.948041315096305,30.283509554968575,-1.3441085521980098,-2.0804470197679596,-20.75139486558624,4.832585104737283,32.346740225615534,14.462463108745744,27.78145940898998,23.06797215782834,-60.87446636279429,-97.2378728351838,-19.413810010015116,-92.28983152008747,-8.380153805676484,89.79061549968046,-16.05836221458845,69.79253875461498,-110.96077936590578,-85.37680354706566,-78.61403914029022,-70.91434043831993,82.64365918522311,-38.88480304698966,0.09133456252441617,797.8335421410843,582.3358986062339,0.9877517197003096,48.826833464098485,0.25217624236528574,0.04882748466783868,-985.1188838155723,1236.9738756500185,1.581317041042266,-229.274176410098,753.0926028204145,0.7872198653434475,20.808809514797,-42.86111835540724,0.04764537774117584,-1169.2247515013999,1206.356618967058,1.679994884411599,-13.295618221814635,-32.165473995444216,0.0348050453419019,-123.35404103368599,-69.15207282620025,0.1414150933086719,38.36834244532435,-25.28373900098032,0.04594994189192595,61.047741735652615,33.0976223839638,0.06944263372377522,469.7012648170606,-152.26851470462353,0.4937661174494445,49.540273968793606,-39.998918899514074,0.06367222516948055,9.425189387494818,-57.59448293922442,0.05836059166960834,58.56533832687397,-7.760402112485313,0.059077260382389765,-1067.8600219307564,1542.398752400739,1.8759847914749501,63.821841779281336,-49.20596426456107,0.080588177838346,74.40052802768325,43.81982586013269,0.08634590731013506,269.9269817388908,-76.82446218884262,0.2806467057730634,-967.5841743788648,1652.4814444760532,1.914918812599138,41.52072886563244,70.11365493624368,0.08148555414336955,78.03677596607375,-67.61572258250462,0.10325514197139729,25.10360710622604,-24.442016550415474,-176.91518624724273,-11.047964432126435,-17.13180039098069,109.20442550969557,41.46065635277917
29,0.9759615384615384,944.3847383588054,618.3779999479887,924.9805860650157,625.2418115411452,1131.0959680565845,726.4240055535324,1224.3496784623403,958.7705392228204,1345.724631157852,949.3453007678592,1336.2456417354942,963.0898479607558,1222.1932465651983,997.1351240336407,962.746977211981,629.9125171455113,950.3288328630199,865.0038793424536,926.0715170810234,1060.2667796747469,1152.1811290823748,986.6403100908265,1169.005552187002,1059.972624999572,912.754406152618,1077.8000719650838,946.011525126898,333.46992051064876,994.278806986974,199.8353358419865,989.625211306979,283.4784323977469,876.2465918441744,364.96206318188376,819.7763294681504,513.4315825155572,860.45000500756,652.9360064923817,970.9255961024056,393.82444089441196,982.6761285263974,537.0455670246023,1018.0939220845269,648.3316401153448,13,2,trajectory,person0,41.85636821075797,4.01754371471063,22.89561250861803,-1.6380140500185745,-2.724095079719428,-20.505831569681988,5.062616037019008,37.23978010579201,12.961360152383865,20.366590945897975,15.819133415165116,-67.99548761070976,-97.08094754878825,-26.13911939995182,-93.06340383407762,-7.230917949529504,89.6606912456418,-16.931944792194862,70.14353651775473,-110.8451403240402,-85.27669274237869,-73.60536021824815,-72.31533258999484,92.35119329932606,-41.93384024104308,0.10142578499164209,-47.092016434002275,942.3695051806972,0.9435454108342282,65.30318928597137,-12.262226001941421,0.06644447845714567,-1150.6135017342372,1172.9803002822512,1.6431050530088949,-333.1287608001337,801.1728835226479,0.867670882630175,25.835050139796618,-25.59942343113376,0.03637004668311941,-1338.7909838962448,1082.5370620869405,1.7216990995390862,-14.40338333128826,-21.688487377081273,0.026035512979272105,-43.297098749281204,-15.682571729099141,0.04604977541903269,61.11750301710926,-33.40525470522535,0.06965098862878645,75.10848244632409,65.47050498374773,0.0996376994827596,459.9704317788469,-190.33370834103678,0.4977948559815275,72.24421826544564,-51.137310491764566,0.0885113077358847,5.295665412159187,-48.315687754588225,0.04860503837418921,73.61600244148852,19.722315459963287,0.07621210889725824,-1344.0265784011458,1451.3314628248784,1.9780724098055897,82.34453732161363,-53.80839123990703,0.09836648715155749,71.74968050482126,64.36883821532949,0.09639172156225445,-651.943507858267,-12.615239359976973,0.6520655501578441,-1278.530339505414,1552.29430590204,2.0110339234263868,43.015604852434414,86.17646908192208,0.09631576238730737,101.66079620231028,-76.36351182459097,0.12714677904953828,11.75829520851199,-27.649071554317306,-219.5260836629884,-8.733191935239665,-19.125542352843702,115.79981064559362,41.856368210757935
30,1.0096153846153846,946.0368603947612,621.128391452515,925.7586680665416,628.4548416932953,1116.0635934518095,753.9121156915501,1180.7236604734326,993.6018413244087,1292.534003860648,994.5310310415026,1281.909425305634,1005.3017721426547,1172.9063087077384,1026.6732655243125,965.3283017700169,632.8282565422668,949.9813540984728,864.4198882714181,925.9574509989205,1059.2573718106414,1122.182778679445,1022.0723879553739,1123.023076240739,1062.9475836573226,913.1196095460688,1077.3571210728703,949.4301498833388,332.1995046950731,997.2312944583335,198.7054584128809,992.8119414042308,281.6343762476647,879.7057862382026,363.05583698571246,824.3276793884909,510.7291257055043,875.8432114570205,645.6487136935472,973.3906540539964,392.7276568209489,984.8274806980077,537.9512693260532,1017.8002097027205,649.7474319257858,13,2,trajectory,person0,41.768135462098016,3.200107686183115,15.508680073829192,-1.744388870327492,-3.159750757848264,-19.91108515801465,5.22688377810141,41.64222558200356,12.061341405931056,13.170497631737772,8.47494545262802,-75.08528676176495,-97.02968033639608,-33.31715129966694,-93.82957265021294,-6.622708905294198,89.33017810763532,-17.552521163212788,70.29552167188791,-110.58090705037937,-85.44293642914396,-68.93868146837575,-73.38159502321291,101.58199276281343,-37.74949851996329,0.10836939555138707,-891.3795548299195,1052.8388851179832,1.3795025294595378,73.24743627584091,-32.590155325760286,0.08017047552023472,-1296.3159630989703,1034.9872624471973,1.6588049040237234,-446.67627397046124,816.7895583868108,0.9309483747329149,10.851757976820716,-13.161969368628744,0.017058666092289086,-1464.5261534788074,877.7047757228162,1.7073964178098975,-10.325083289399679,-17.352877539339424,0.02019231794094851,-8.727453630816079,42.06924236738783,0.0429649810920948,87.73105629182713,-33.57350075056681,0.09393571307403831,76.70221543877915,86.63911350359173,0.1157132915524623,457.3981344982555,-216.53670030822684,0.5060644188469083,94.69140860405318,-54.794811316728456,0.10940262433166596,-3.3893921539132075,-29.993833676275226,0.030184731865184267,63.92589309927517,26.91229695739901,0.06935986978118676,-1614.561859630132,1254.2971756907104,2.044522292252643,102.78749056540933,-56.642149829090435,0.1173609873594937,49.09162621125724,81.72591899163784,0.09533684282109173,-1366.3364281175238,88.39877154458773,1.3691930388413263,-1580.5214968311993,1342.6616995596924,2.0738342849442084,23.120150902485655,95.47289594960064,0.0982324551192577,135.2401119186878,-80.30157378442838,0.15728391724532803,-2.6217731030386635,-24.289527704817605,-219.4974209194398,-3.160851803464976,-12.945197292971127,122.64732940730227,41.76813546209801
31,1.0432692307692306,946.5623143067512,624.1487870740814,925.4218022158635,631.6137819021397,1097.1570215002434,780.5806069129601,1133.1340361922978,1021.8525784949477,1231.3401110565464,1030.3866307289536,1220.187997264786,1038.7298438939324,1120.779537609757,1048.064935743245,967.5681302219934,635.7969812824178,950.0367889046836,863.8125987091082,925.509325405918,1058.7986336730548,1079.6647618609745,1053.3328378774,1069.9188862149715,1069.0372379803841,912.1054240451629,1076.8029107018754,953.154930784496,331.0660291163051,1001.1169820517589,197.85993188345842,996.5821690530372,279.8369692644424,883.9458762260423,361.1488078372203,830.2128649917381,508.05842734555705,891.4981028695177,638.0449515735214,975.8938177795936,390.8692981569022,985.6453549161612,537.9730654150529,1017.0709816658972,652.2197622479754,13,2,trajectory,person0,41.24234681041651,2.7495751333648664,8.917855708595843,-1.5460779083623462,-3.1483937974042115,-18.84824234192497,5.096047420950257,45.50425813514697,11.813369926769989,6.422654157314991,1.7455502200590982,-82.03152333680632,-97.1658954819378,-40.7891765263898,-94.41632034857292,-6.078731172459973,88.73207344883129,-17.875656617963966,70.18896043450455,-110.11616889309371,-86.1718771938236,-64.61191075794669,-74.35850726705361,110.67920392009803,-33.68041719767703,0.11569034827070157,-1263.3924997488407,928.8819405402021,1.5681142394236958,74.37972213203206,-55.21980030310247,0.09263676057566357,-1414.0916929251496,839.4504759245887,1.6444854567705771,-561.7952808465338,792.4351677219005,0.9713739921491992,-30.135797741204843,-16.46796530956613,0.03434181397270506,-1548.909769768601,635.6382007911398,1.6742632401117867,1.647205670261702,-18.04517556578089,0.01812019999117002,-21.668490237038363,73.46352957363501,0.07659251690974107,115.46043134749608,-25.1242168742684,0.11816233528707501,66.55490257301821,88.21353513591497,0.11050422090435845,465.1739162570615,-225.94036013790972,0.5171419715176675,112.02962156453378,-53.408664644319444,0.12410931297441798,-13.315731906361751,-13.63107608828992,0.019055575339696505,24.302548196564274,0.647655215993179,0.02431117656809585,-1834.0081474994902,993.2912748951094,2.0857165296073346,125.99124535294992,-56.66600898376747,0.13814785731141704,15.613487670559836,89.74889846940246,0.09109690320592594,-1577.953075051386,180.94972845668585,1.5882942772964566,-1818.3328147504537,1065.4235335699732,2.107477528013771,-10.009728134433448,93.86565191995274,0.09439785626635276,174.8740864964902,-79.3578941241476,0.19203807301626769,-15.62343422139347,-13.387252998028002,-195.8416382812202,5.892668584107209,0.33746396748041635,129.52124997522108,41.242346810416514
