Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Neck_vel_X,Neck_vel_Y,Neck_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Head_vel_X,Head_vel_Y,Head_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
47,1.5817307692307692,941.438760436059,638.8747044172367,914.0819990163211,640.5955302178788,854.2132180240964,852.0830447398012,665.1456321777522,989.5941925267434,674.6993746726556,1080.8096268359532,650.4099213072649,1073.3855429212256,627.8647411502255,992.0228677856574,970.141553521508,649.6528392602595,961.1021177117403,868.6741836660239,913.582158821149,1061.1000188283467,959.1326884864703,1105.4509930270387,953.3365293680544,1097.9841746754696,893.6697557270228,1069.0283434584073,984.0677573228212,324.2067219673264,1036.73011656336,192.2174261912404,1032.8168410857038,274.0918626850991,941.1532542226142,361.5326036136179,930.5079444662395,512.935474695936,1045.8600903643871,622.6302719277749,989.3167420895068,373.4557921413882,964.280315624414,515.9289140868758,988.0230337077533,624.264778905857,13,2,trajectory,person0,37.36267577048614,10.980234539678127,-15.72418056446782,-11.236012154723651,5.374816674634335,3.877191720720461,-2.2805486291452977,50.44844486177108,22.209728123984952,-64.55477711268317,-29.081229655732223,-143.29026745903246,-103.33686625782131,-105.92759168854629,-92.3566317181432,-8.881610229529516,82.26855160722246,-13.437311253404106,68.25317302158525,-93.85425667205708,-100.01199702036152,-43.405811810285975,-77.80226889637652,-65.45117068062295,-7.418338884723423,0.06587023223940111,-264.6452110630982,1.6047433314488355,0.2646500764023914,-104.07749824286374,-53.80791115449867,0.11716405994716864,785.4254551624001,385.22643881972317,0.8748100106781983,458.0429543626248,120.57717747248618,0.47364776339435305,-331.4389867605687,-41.04999440788136,0.33397141192886487,812.8998421069081,409.03546879135257,0.9100088834878468,-12.38721153840465,-33.605479088049556,0.03581579587883705,47.57756275014873,71.87547501452639,0.08619575619372538,-63.366303748417714,-43.890013477757336,0.07708191573783345,-1.4294555538142522,-49.83722304295729,0.04985771899930645,-471.80828297276287,184.73024304569608,0.5066836474344012,-74.47546311012971,9.29688424178158,0.07505349200452553,-293.13462023819005,-22.54075759979601,0.29399998526421844,-62.33395680088938,15.886392314310834,0.06432650799802005,672.8900318395554,189.05948632323893,0.6989452656094358,-46.996971744640966,28.078105576865465,0.05474573376941974,36.85956479547403,31.88774289415127,0.04873864651172869,-254.0676010554362,-21.85990582389501,0.25500627715547286,688.4128635876857,133.2075738054911,0.7011822362782324,106.22068836599288,14.797784167269214,0.10724648737001347,-333.5639835094627,60.15458976702583,0.33894469425665924,-23.126012197770166,66.4666904259253,58.60598046551403,-137.94517101962475,-21.683558090095097,188.19614329576876,37.36267577048618
48,1.6153846153846154,943.1002775679757,640.2186412941267,918.3597325022126,641.4334693523684,875.2991202190091,857.2994632026919,704.9437831713809,1007.229969595593,710.5543669952647,1086.6667121688358,685.2736628437456,1081.7964094251472,670.1492200117166,1010.1513127895867,970.4135415617457,647.996031528317,959.8967017505535,867.9779137612212,899.4157523381514,1060.336513232668,947.5591692228315,1105.920957482759,942.9427391055629,1096.9275478129223,878.5600644859464,1067.6158234222194,981.2502768641572,324.3372919922622,1034.067492209917,191.13190675194542,1029.5820768246108,274.66391658450766,938.2395809627784,362.8739278724215,916.092549104771,515.0719102130023,1023.4630682342043,629.8579909225934,985.9319573299971,372.1081087239483,963.1314519331731,517.0249304618417,991.4962224100352,626.304798550581,13,2,trajectory,person0,35.70132496463648,13.803660118543306,-12.600562643896028,-18.357453348964324,4.180442496990092,-1.1694730839259622,-2.1322327560849184,51.16872825012021,23.493320489715448,-65.85983022508897,-29.31697791871777,-137.23455453485772,-106.52487104103984,-101.53322957022122,-92.72121092249652,-6.807899551003051,83.0983465805134,-10.893472542324536,68.37701167596099,-98.07112650341256,-99.03388617505314,-46.90239825329234,-75.54056568533763,-83.71941934315633,3.8797950266629333,0.08380927147162286,-343.8988581195522,13.96465811282961,0.3441822719027523,-100.57646142543264,-40.04545011821418,0.1082555433593676,1182.5736295249637,524.0345186172457,1.293480794581139,626.552522363118,155.00214861161132,0.645440724895634,-448.97368259198026,-41.9720239324457,0.45093127908051583,1256.4530861700177,538.6737944024688,1.367056624475415,-35.81807427526928,-20.689162885564357,0.04136394451323666,103.20332143923538,60.6177265860844,0.11968890647238542,-79.11798078802362,-32.255434767622646,0.08544043513479102,8.081930338490066,-49.230858320578314,0.04988982871264504,-665.5115147254297,214.76650727460782,0.69930696327083,-96.11870947247193,16.99817301099729,0.09761016441111685,-420.944649780499,-22.68702341445351,0.42155557072613203,-34.13766396829756,32.56734371327309,0.04718063138355473,1035.9511770839965,249.92289040223906,1.0656717564281823,-86.57771972083567,39.856492261593225,0.09531128751337913,49.370794776951605,39.93412434187236,0.06349968239180409,-308.8440535140334,-31.396912487115216,0.31043584764763027,1065.405486157522,174.0391070342235,1.079526961549278,127.10979500934539,24.89876285340506,0.12952547386112087,-428.34317645505996,63.482655364253056,0.4330218520441055,-49.36585251667561,83.89607434342219,92.81607535413298,-211.60853834315077,-35.48997556428598,184.63157615073462,35.7013249646365
49,1.6490384615384617,945.2661906825476,641.5167432797398,923.036249117574,642.5925384054925,900.8861076741192,862.7996339593626,755.3344576712436,1026.7385814795505,758.310465849664,1093.0358938669742,731.9036801938751,1090.9385775421829,724.4447097264288,1029.4103366517406,971.3913356018305,646.64718136913,958.6295447927006,867.9526799702012,884.0979749153772,1059.8067952534873,936.8536809517115,1107.1024796408783,934.3982848654534,1095.854164162108,862.7164913259546,1066.5548800175927,977.9642988170798,324.9017749357212,1030.7360938887853,190.7112306047222,1025.7929814314525,275.43385242343635,933.8736850961716,364.5831306557617,899.9043129635181,517.1580341364635,995.4235941542352,637.9361017767208,983.2676096192672,371.4230991986332,964.0446356267144,518.7794249163354,998.4843376716057,626.9236139526131,13,2,trajectory,person0,33.600556850657505,16.72319168909097,-8.599136659161474,-26.10260576314123,2.62305702938956,-6.461662011107212,-1.6579036821884876,50.54200725834739,25.32597261141693,-66.50854543875346,-29.082838665231343,-129.7334175328541,-110.002229985944,-96.1328606821966,-93.279038296853,-4.48297683639591,84.09790467375744,-8.340606240052288,68.53864491274935,-102.36375733734975,-97.55999900848306,-51.82175007900236,-72.23402639706606,-97.64049054172875,16.773207462781972,0.09907071152373413,-318.1059371989983,35.108086984122416,0.32003744320460026,-79.16918911883033,-20.35456875221956,0.08174392316754779,1497.3228994244862,579.6844674090169,1.6056182444454925,760.2990558089875,163.4336453410733,0.777666516376724,-470.78045961118505,-31.525175451758162,0.47183479930901956,1613.3516943800116,572.2681376182869,1.711839510903974,-37.6526638904844,-0.7498040760240624,0.037660128839426585,207.64685348666248,18.387657660379777,0.2084594006446982,-98.99012154219601,-12.50009123177548,0.09977623185779992,29.054451476808715,-40.0801190158441,0.049503303838657677,-833.1729440905077,240.035293951212,0.8670606075163887,-112.59026311098926,22.878093499595696,0.11489114199788437,-455.15681484814576,-15.740191381371616,0.45542889645633094,27.134601179510113,52.133549504955965,0.0587723877782481,1385.577658403844,271.65299547763533,1.4119563723500281,-129.7294771791713,50.78773984782267,0.1393166600519523,64.35856111870848,38.572173286788754,0.0750322393464076,-253.8923545632503,-31.894828481340003,0.25588788128695217,1419.0383659592906,189.25568474468275,1.4316031566997163,138.9593508564524,34.440909007116865,0.14316381317806234,-481.0218739115122,61.987682297132366,0.4849995009666639,-62.42282395823214,86.75179523913036,118.89951497496926,-230.14167173554168,-46.27659675155853,180.23076535595402,33.60055685065751
50,1.6826923076923077,947.998238313685,642.2699028324479,927.7626292485884,643.7562711654839,929.4142335003585,867.0701302064783,810.9977477241877,1044.7197350395709,816.6066188675064,1098.407779618142,789.4785097883085,1098.7404089674492,784.5342767747602,1046.8855759855162,973.2634274453886,645.545096771103,958.4357842433658,868.4362927497473,874.3376494097489,1059.794122150183,933.4441600237136,1108.7833628136,933.5683875447121,1094.7626982983766,852.6906600490056,1066.2947835673358,974.3518505225148,325.83724113996533,1026.7207232774576,190.9690059458235,1021.5800395674788,276.26480624752395,928.232112930342,366.5433067534502,883.5074583578742,518.9909478616239,963.413471733964,646.4806483686086,981.5966522972163,371.4626048299666,967.415301749062,520.8152848412968,1009.7059326494123,625.1549965176864,13,2,trajectory,person0,31.903974111877822,18.607935468144017,-4.60082118053558,-30.162210990337876,0.9624057456077582,-11.489245687045202,-0.7912391615842672,48.070316604948566,27.928759631808276,-63.31777841894241,-27.866690308589117,-121.94225488877456,-112.39675658144792,-90.03828077689677,-93.78882111330388,-2.071943274570509,85.24877314108834,-6.059758616286014,68.7854845960875,-106.24047254595683,-95.54246602076935,-58.17015594100827,-67.613706388961,-107.34132075278816,27.796710068968164,0.11088199236851413,-101.3114790033649,49.946242846582656,0.112954163058911,-49.65130328379547,1.1738816167646393,0.049665178101257396,1653.9949044303423,534.2971343548968,1.7381520565420598,847.6928816939679,126.89474562857883,0.857137969140771,-297.9104150864857,-7.728580236209255,0.2980106480806848,1785.5185637218553,519.2642544893338,1.8594923789533853,-5.7574563230891895,14.370208306513227,0.015480671499804569,333.4416793405406,-52.553203780676974,0.33755768803132485,-119.31386959373864,7.659610135581565,0.11955947936011087,55.62787192286877,-32.74765662708706,0.06455129084094825,-951.1579233452059,253.89509873038295,0.9844613330657916,-125.18455824379357,24.69119934431732,0.12759635162399652,-290.0211007386714,-0.376572212471466,0.29002134521497175,100.15693620690043,60.494123484566295,0.11700833665392854,1710.7949365203156,231.82584806505835,1.7264305774211235,-167.63528721322334,58.24523261703005,0.17746576188569954,81.1808438966555,22.379598137613982,0.08420911962830537,-24.659806102028664,-32.43212852230886,0.040742471666274864,1732.2285468158948,159.62174803469972,1.7395674292333598,140.44100960728707,34.579487725454854,0.14463546643499642,-487.22082256770904,54.46372211905442,0.490255471127673,-50.41274423802502,56.00381514900501,118.80708850774126,-120.6282696081293,-49.345066718088,175.2870539179851,31.903974111877787
51,1.7163461538461535,951.0409284966131,642.1585275869318,932.0453264837955,644.6021170567296,959.4876821247819,868.3078847338309,867.8564176477768,1058.136378546171,883.9547974717314,1100.6184549808656,857.1655759699013,1102.7188992766582,845.2344286118091,1060.6306352992758,975.5854367706715,644.597337450079,959.7844583718615,869.0467821845568,876.0334041904396,1060.435727404418,941.8398202823668,1110.1713100748393,943.6895932294727,1093.3617991647222,854.1245171881801,1067.2676990102807,970.47828166406,327.0000746441761,1022.1397126350415,191.6575449674722,1017.0551464734073,277.0219098527858,921.7384488422674,368.6568597775113,868.1529548898043,520.4781277914404,929.5344274078609,654.8282894416503,980.616741244562,372.19247885353127,972.63610991183,522.4806448441803,1024.4705529637345,620.524239572458,13,2,trajectory,person0,31.151407155066973,18.323240878694687,-1.7127116775265083,-27.607900298480807,-0.5144015094076109,-15.919759124654243,0.4120224924049256,43.79981952330617,31.357493191254942,-53.923073720160495,-25.296404340332764,-114.5848738369667,-112.34361143772864,-83.43346668189976,-94.02037055903394,0.184678229077311,86.49403095037364,-4.261932268855303,69.11300421855941,-109.42572817428056,-93.09394655751248,-65.6259086509744,-61.73645336625748,-115.10033179408669,34.55276698226289,0.12017478972413223,249.47104768569872,41.24186147683053,0.2528570639145251,-29.117356993159042,21.687685271636113,0.036306695948662274,1689.514763443808,398.6659784818356,1.735913217385439,893.611044840022,36.77899166990413,0.8943675942744855,42.60604070689786,28.909487447508184,0.051488184753353566,1803.6616545866145,408.42461960886016,1.8493258323315462,40.074888389587166,18.140257491481222,0.04398938077871873,438.7201464827192,-137.59963494393457,0.45979237321482685,-136.1214590889341,20.459445214704395,0.1376504287061753,68.99684852269334,-28.161991253284192,0.07452290156330164,-1006.6916028327884,248.04419188466852,1.0367998381277683,-134.45396622384195,22.496792842065794,0.13632305278822382,50.388142054810714,19.064841840127897,0.05387423367552317,155.13258540796627,49.48498294282543,0.16283391106342582,2011.2728236816322,118.21799775935578,2.0147441193051083,-192.9545900456476,62.80271842924407,0.20291785348210947,90.4113654355797,-3.3094358667634522,0.09047191478951992,300.74439749003574,-41.62671711429859,0.30361155478564783,2001.2030213827038,65.68863934950099,2.002280831984078,127.25728927472754,25.13370648273293,0.12971553829480822,-456.24810305122395,44.1904893431195,0.4583831703784778,-22.361989573808312,-8.459496372208756,85.81811094655615,75.89951770089652,-43.882272720457124,169.9274976322734,31.151407155066934
52,1.75,953.695705395458,641.1740972350105,935.289375929582,644.9398458281723,990.250522321454,864.9405866634881,926.0939436201612,1065.0348686772036,959.2414674085558,1097.3615116765586,934.2718620300078,1100.8551654520895,906.4405208361976,1069.5905108278162,977.2969871611195,643.7768532043484,961.724399315064,869.5079337032705,888.2980641501329,1061.59734443201,959.8540004040088,1110.317010571304,961.3949417827632,1091.306652382685,866.1848772575834,1069.7022448625528,966.376662192662,328.23627638155637,1017.173638306822,192.38223623890218,1012.3548318777231,277.65795393543607,914.8528912820484,370.8377744890357,854.5730038395751,521.6580525940379,895.8979214671034,662.2455749022869,979.6588333195551,373.5448717583597,978.4431759782564,523.2260199895426,1041.0982269798856,613.2949280392953,13,2,trajectory,person0,31.02375174447861,15.837139626093483,-0.3013191616000497,-20.297547235121105,-1.657360141774625,-19.550441158803743,1.873411547089852,38.221823190125555,35.45102388703551,-39.55346683871222,-21.487994592284753,-107.30377861498522,-109.78659169077687,-76.28002687050663,-93.94945206468338,2.0247085332876753,87.70790807709122,-3.0506946624005993,69.5003797643926,-111.84253308171247,-90.41868037603872,-73.62070989158693,-54.96765648900317,-121.87669286439585,36.732851625014746,0.1272919111808273,535.278495043072,4.329386180664543,0.5352960030116771,-28.463549771631214,40.18538917204393,0.049244686703346516,1730.4864860365485,204.98370675067795,1.7425848037867109,914.0958229868187,-100.05685694732317,0.9195556254105166,358.36498491941074,72.3407910389416,0.3655935618476197,1818.6953118103852,266.23630141947984,1.8380789986816668,57.64395945515913,13.702787984636464,0.059250252828320714,494.0794564799191,-214.81382841397357,0.5387573574377991,-147.56335146709543,21.53368349391947,0.14912626268038046,50.85749731616905,-24.380103301707752,0.05639924175258106,-999.4847479539245,220.39933940177053,1.0234967660922318,-139.66649084318323,18.899595598750928,0.14093943159472905,364.43561023088256,34.516620248444006,0.3660665391397185,172.55282025952377,22.148290033619887,0.17396845268878164,2291.1582143574283,-55.379519358616314,2.291827405015899,-204.59942464650618,64.80432285672526,0.21461715874225912,78.88479927996072,-29.25164474280424,0.08413364533644621,526.1017855834817,-61.06721866625155,0.5296341133176371,2237.089620979904,-96.77774389940154,2.239181972062626,96.39461210336574,10.03536920858207,0.0969155811916273,-403.5185454925189,35.060622705755215,0.40503884236072146,-3.7931893431970667,-73.87272293443505,41.93852047324294,217.22191959697193,-33.96219936176238,163.98793494759786,31.023751744478588
53,1.783653846153846,955.2445480213686,639.4141344421679,937.1541177111932,644.5639313652217,1020.9509464765496,855.9596262035815,987.5961363179005,1064.351884699768,1041.2004708996521,1086.5907358421937,1019.3649066659507,1091.8436075919249,970.8133733093254,1073.0349130469183,977.4337486057266,642.8548588261002,962.8664084742522,869.7936280410811,904.358974306968,1062.9813564212086,980.9714502295188,1108.2616376111184,979.841562580669,1088.2894651386991,882.5863519600842,1073.376750299037,962.1228495259144,329.3890740429124,1012.0370344959042,192.75299475596768,1007.6325017794137,278.1821804676676,907.9445100613528,372.9467779714493,843.0803330934062,522.6414478072736,864.3351848681285,668.2172214346905,978.235216678648,375.4112257206221,983.6610142812784,522.7503479542809,1057.7508492025058,604.2227983100838,13,2,trajectory,person0,30.76891500148645,12.355885953900993,0.5886183705028972,-12.34534820890259,-2.436806964093513,-22.26874374300027,3.502920609038447,31.978647460681945,39.87655836880681,-23.373883393455596,-16.692865507504862,-99.29842696214487,-106.03915878466786,-68.52951196065844,-93.68327283076688,3.3299703838422627,88.75353413332662,-2.4359138854914315,69.92867374647538,-113.5152096096736,-87.74354525776597,-81.53656214899165,-47.866986888959154,-126.399004954787,34.25455908029295,0.1309583264681767,627.4899376722996,-61.073939388370604,0.6304551117664133,-42.3017516155277,55.457374878653425,0.06974925532343194,1827.4937258756877,-20.294381043794242,1.82760640730354,912.241174894271,-266.86282509437166,0.9504734234000597,487.35810544574167,109.18530439838734,0.49943903896294606,1912.7933306300881,102.34795165332434,1.9155295426880206,33.933986444448365,8.489203180656679,0.034979737086697445,494.82077461500216,-269.57185481085554,0.5634860991158129,-152.63051323869908,11.016824507089192,0.15302759226273116,4.063768639752614,-27.39640438223374,0.0276961583731808,-937.8641732266863,177.44321124856694,0.954502645695851,-140.320665778339,15.577016957735985,0.14118262181223973,477.2384732316728,41.12492767904351,0.4790071189545147,155.04433814694076,-14.134254762060953,0.15568726328477148,2528.4790406108846,-267.7720049877493,2.5426183562351032,-205.27761341495545,62.66753204886169,0.21463018926151795,46.022752312772155,-52.296037273038294,0.06966325606017698,548.1281608520607,-89.65356382128961,0.5554117771752058,2435.3532465925846,-320.0459105068445,2.456292902021499,55.40947008216226,-11.170029756246425,0.05652414474842998,-341.4965021718767,29.220886336145114,0.34274439629831516,-7.572291791766997,-103.44296625943437,26.443858096773372,236.29391392192238,-23.160705577475603,157.28304609398506,30.768915001486434
54,1.8173076923076923,955.4593334141435,636.9703935208016,937.7987069896055,643.276077003522,1050.4583754644816,841.1140314137814,1052.0607348087945,1055.3069519311057,1126.8188777996413,1066.5991790535072,1108.7769990404597,1074.54324271915,1039.0658343651965,1069.979073046411,975.7930228987296,641.4191863261025,962.7096338961488,870.0324896350483,917.8982050735196,1064.3050579606943,999.692755668827,1102.7040269135327,993.9277632401368,1084.0693357025773,897.3531893933744,1077.5113817402369,957.8306177513588,330.2902039702546,1006.9439707863015,192.5982260818199,1003.0618561759538,278.5969875896756,901.3167989809598,374.7879401427306,833.7153069012568,523.5931025694576,836.278765648703,672.5336529977964,976.3433654840308,377.5451548122636,987.7420661439792,521.0427759668675,1073.0270738605916,594.1263798234702,13,2,trajectory,person0,29.9419536783044,9.271260470017353,2.468397668525306,-6.108084644433594,-2.8655943673441104,-24.087652386541624,5.176199912962995,25.681048039294502,44.24265050863879,-7.6003376004721535,-10.968226128713352,-90.27930107737144,-102.5641145942303,-60.337347399067056,-93.29285412421297,4.149156473159187,89.57274024313114,-2.319904601157365,70.36193875004851,-114.51491214341048,-85.25105984396492,-88.83386410411595,-41.008409335326135,-127.54060130108094,26.77643212673968,0.13032107388169875,556.2902187680124,-165.14043215683674,0.5802845593585184,-56.21500692576839,63.40817872306172,0.08473915348078434,1915.5194980151311,-268.7637165545379,1.9342825239897992,876.7921756414057,-441.1262451826295,0.9815074546099561,438.7860265891903,122.857619967081,0.4556612468862206,2028.073128517304,-90.80210287221972,2.0301048338694194,-4.6584446065000975,7.097601649309054,0.008489820688571958,453.9221041259754,-300.0078636022344,0.5441047645787801,-151.33675022819463,-4.598840603248684,0.15140660918376403,-48.752992436482906,-42.659982857073,0.06478216119332174,-833.6764568057831,128.25968073228606,0.8434850208117466,-135.81346935994694,12.325697339667194,0.136371629287379,402.308571348961,39.33284574472079,0.40422674247904483,121.26554106310917,-50.73928191171372,0.13145267657314924,2656.8164591282584,-514.0679847910263,2.7060930491174773,-196.93770067453278,54.708818803786265,0.20439548136364802,6.382194528170646,-72.61401594916785,0.07289394844060386,418.5613910241833,-125.39813181619422,0.43694202077517214,2544.0898050282435,-594.0348302923994,2.612521830655041,19.15350998711059,-38.26767246193556,0.04279336047192749,-278.2750639952991,28.277741504897758,0.2797081370039235,-24.57256503169515,-91.65744294968502,55.85629914123713,185.33583162993534,-12.741111410874861,149.9100876421982,29.941953678304387
55,1.8509615384615383,954.5838390298455,633.9851739807617,937.647844160699,641.1164828692852,1077.4818775915046,820.9470714551671,1116.4037524413386,1037.2808203348964,1210.2269615017951,1036.3573624351857,1196.0557677412426,1047.8227097947213,1108.621370696058,1058.9815883055167,972.9199415499048,639.2737423230346,961.6385191113044,870.3729774577452,926.4697569350125,1065.3751450202894,1013.4720348817332,1091.84105504185,1001.5879364893015,1078.8635567898318,907.8119457054,1081.0324838168524,953.6251952397214,330.8073631698271,1002.0568399879868,192.0566435266683,998.8484145881248,278.89778754015134,895.2265869913018,376.1880844294605,826.325281193717,524.6726960093791,812.8051984604294,675.2127665546935,974.3406095515533,379.55700009223233,990.8585692004777,518.4382476247808,1086.1711178064586,583.6793589466539,13,2,trajectory,person0,28.67980574237087,7.282591398265777,6.214893062488655,-1.8355501812558337,-3.0043080178992985,-25.140614227330108,6.798101127538427,19.889779325117527,48.213195219404355,6.8295340039351835,-4.367861175024939,-80.66284770131928,-100.0992144573828,-51.98304195894841,-92.81662305911703,4.555470247649733,90.18768495878226,-2.5056881377958424,70.75124162905655,-114.95292926854786,-83.01421391369274,-95.06314994343032,-34.80101869428838,-124.96112606008194,15.367016215869054,0.12590245515311632,409.441439469215,-322.7854499014274,0.5213758136149871,-59.51046199361921,59.7805454619281,0.08435169649994982,1911.9068096527467,-535.63362457308,1.9855203420186456,802.9840632029681,-599.2468101988266,1.001938194347045,310.77447327162014,104.62703313371779,0.3279139968034561,2066.7930795456073,-326.7824037294299,2.092467532136353,-31.827410749663812,10.117352445851106,0.03339677971813128,390.5658772486205,-310.4257631968271,0.498904659155752,-145.217600864209,-16.09273878164772,0.14610656330997274,-85.37156007936585,-63.75033609115831,0.10654768238737253,-697.500282165848,79.60794569066012,0.7020285383362451,-125.19940718120809,8.938055671278462,0.12551804809551817,254.6975410272165,31.796872627972213,0.2566746549899894,92.60466225024373,-77.39169930771568,0.12068595026852792,2593.426269966126,-793.9815497544546,2.7122438163079843,-180.9662991212663,41.604287377117465,0.18568715126740837,-26.01469027628395,-88.7036663326157,0.0924397345897261,227.61657654660846,-154.68600197871856,0.27520367934851125,2478.411630006865,-898.6139795158448,2.6362912001398078,-4.482781201794001,-64.17079713160892,0.06432718345932197,-219.58933530975068,32.07934792909546,0.221920167504745,-37.50382438202504,-59.091880989189896,111.32443456348277,126.95530976299676,-4.121777045068459,142.17072691773066,28.679805742370867
56,1.8846153846153848,953.0090656696676,630.698587444668,937.0564312959806,638.4002700966538,1101.0081683533263,796.6221840168288,1176.4371788324756,1010.3907803306835,1284.2358542226825,996.2014575936253,1273.8552833503168,1011.4103165842736,1175.1853170860477,1038.8353661209212,969.6342478546076,636.6533464771433,960.2291183891688,870.9363048582394,930.5156375717384,1066.0830138137126,1022.062484582752,1073.768326840494,1002.8752053513781,1073.7789259648957,913.9129028714719,1083.093041149464,949.6506940253888,330.9312809376273,997.4913870991786,191.4306677264776,995.1918765731878,279.0604783077162,889.8546214703894,377.0979160849649,820.6448703304336,525.896417948248,794.670555675642,676.4895266316336,972.7140015578921,381.1126501748939,993.6594129150932,515.5650559822471,1096.9724532235734,573.4541480240044,13,2,trajectory,person0,27.47524475973013,6.382660659758052,11.765506145678746,0.9829706062140138,-2.9598411343841406,-25.620909354840013,8.35397055791001,15.11394992812352,51.56447855195088,19.522467149180716,2.876108022625609,-71.19304180309811,-98.70136752305392,-43.71779704336799,-92.31870686329586,4.5290181590207625,90.64113427108828,-2.770330994790202,71.06679629407093,-114.97977508375176,-81.00489517099267,-99.86582515562824,-29.44041661904178,-118.09946465445405,3.682127957491197,0.11815685176054742,255.25907683026878,-537.018209411715,0.5945971354993276,-48.333494668789804,46.22503102765745,0.06687959479845723,1783.85038419377,-799.0183315537473,1.9546233620181652,699.0669254941228,-722.796655310616,1.005549387771689,181.2855843632791,61.22798931188599,0.19134609944577394,1977.9001213025367,-598.6306020565428,2.0665061063464507,-41.87933574345679,16.738871328971875,0.0451006493931191,320.9539666799798,-303.8348388444393,0.44195820845781336,-135.65917155315555,-18.60042377709468,0.13692839950563943,-97.63204123168691,-77.86319084934564,0.12487870901121391,-538.857957033677,37.93801371478814,0.540191809215145,-108.65141530098524,4.834239950498826,0.10875890732627912,120.22045320556997,21.033815575997345,0.12204662537996577,83.2250703771431,-85.37483737814476,0.11922782895207429,2311.757035241042,-1081.9682553961484,2.5524254926777856,-159.62411833568294,27.034997763559073,0.16189734481615117,-46.793265559573584,-97.65857135821201,0.10829037935779781,38.25027475884838,-151.0861730838157,0.15585286399755413,2199.1213837063506,-1193.204029577783,2.501973364461579,-17.573410837347208,-80.71032238675915,0.08260133720608151,-168.7893513661341,36.362023326386,0.17266163984796656,-35.79266919846734,-26.74079908708642,164.9325030433611,83.7503319705318,1.3213016815932481,134.35893131445627,27.475244759730124
