Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Head_vel_X,Head_vel_Y,Head_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,918.5527658626604,590.1707811983796,922.983434089465,592.3875198376286,951.7191344074753,811.7241544876194,940.68053852586,1028.8567567423634,1035.9459207420632,1044.3533706424698,1016.0216364302992,1057.6498157582062,920.7671828620516,1055.4437332963282,920.751650233114,590.1696460185481,940.6873238437672,793.9933067870755,894.1514762089367,977.8911396985255,971.6650610918972,1000.0301944069288,965.033079709164,991.1708490680913,869.7767273192012,988.9612978473607,956.1878033303238,286.62688804813905,984.9911849008996,153.6980715226678,1004.9369299327855,229.0302820676437,940.685722423486,337.5912908211995,989.3661389483096,494.861339880058,1080.0649278118738,612.3117867359013,947.3106689006366,326.5148751955171,984.9223859886932,472.7400780219777,978.2200422089602,581.3242629621451,11,1,baseline,person0,10.37231347468376,19.78654490109525,8.00153730389894,8.407437691131713,12.653030907293896,24.257273217084613,21.4911128134182,20.468086652584116,-17.956619905239247,5.497358827500549,-6.199308452435752,-92.91007568391557,-104.20089651235168,-82.53776220923179,-84.4143516112564,-44.99557088388622,82.93261748144967,59.03321273717118,77.77390465465841,-72.81010934286553,-75.5762697051321,-52.34202260330851,-93.53288856470752,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.47037969068145,10.372313474683779
1,0.0336538461538461,918.7190326899026,590.2711761866204,920.2770473874524,592.2037469615062,948.7046929892604,810.4154165179453,941.0579242052696,1027.3200481133358,1033.5705317453796,1047.0730196966015,1012.7814350054709,1059.8817704805292,921.9248620456209,1054.3775838137378,925.4788030241789,590.692549852856,936.8206350894633,795.0769603649437,892.4139719678811,980.0659556660553,968.9899655729129,1001.9527577778596,962.3256119181884,993.2606882141204,869.100233739215,994.2240964007703,957.2617472489671,289.2007189453556,983.4483333536281,157.2674800404443,1000.9507449190862,231.1617435729486,934.9403637986958,340.8339253283249,984.8768111738392,495.2159772284736,1080.9369844504565,606.300738316033,954.8245405065654,331.134326405755,984.3486160432086,474.4028022561938,978.638047040399,577.1835225703527,11,1,baseline,person0,9.433022511966566,16.686707187061984,9.145982439657674,5.63516240332929,10.47930243524431,25.2428367435255,18.78602907635848,22.973144142099983,-14.629872111689536,3.8637786795470745,-4.359238703648193,-92.0150166970899,-103.50525264451994,-82.58199418512336,-86.81854545745793,-26.303657560770908,82.70215210729774,41.25962588795832,78.79777662388818,-72.0550112486368,-78.51181881634379,-49.08186714629824,-93.05576837533724,-45.844731690357044,106.06242452821654,0.11554642928522048,-20.10152351959075,156.38029987274624,0.15766695733760672,-17.049164094400663,49.40666295956406,0.052265594238636186,-96.2802709091834,66.32094032045707,0.11691175172468923,31.911476439688162,76.47954666014823,0.08287015980377112,-89.57197356981226,-38.88821395603115,0.09764953473458643,11.213745902456468,-45.66219926253629,0.047018980621196256,-70.58298733002552,80.81242903704947,0.10729681629619166,34.39961002605742,-31.679870339826625,0.04676480893463649,4.940500009482216,2.9831653648686185,0.005771292397535018,-79.48855256410718,57.127597307657396,0.09788765173852469,223.2693277190263,137.26369310421316,0.2620887524193161,140.46396864878398,15.537713933722713,0.14132072403880744,-80.41834771694656,-5.460679747636081,0.08060353387308751,-114.89589441360357,32.19999202808088,0.11932269708530062,-51.628697448508305,64.62310303516728,0.08271437508754723,-118.44664040706496,63.33485615763172,0.13431645702678602,-80.45047150327292,62.098077482004804,0.1016289800797981,-170.71922770805187,96.3525682117269,0.19603283426566365,-133.3971681556927,10.537795495778461,0.13381274082040542,25.912540117892487,-178.6140101903734,0.18048386180389703,12.420714991325376,-123.03914307040483,0.12366448515396522,-27.910360035025256,-92.10946350270295,34.00636974825956,-82.376179980415,-64.59078888375923,165.2841462924211,9.433022511966541
2,0.0673076923076923,918.5782926999642,590.3129997842084,917.2464729734636,591.9726404011594,945.663396251063,809.091849860704,941.2135403235909,1025.769603701822,1031.4946580168307,1048.8748345935119,1010.0355380691648,1061.1419507379564,922.8233669727408,1053.0338368679231,929.7161505330116,591.2042081967187,932.8597870914945,795.9322348565553,890.6926318039173,982.3885127390226,966.5413350950254,1003.8442340847109,960.1593145115104,995.296455388686,868.278964982939,999.5642429610718,958.0742346857897,291.7689154053676,982.0151681540398,160.8718305096489,997.3113029780432,233.40537403707128,929.1599634696051,343.55823162902936,979.9189938380943,495.6733542560301,1080.2473940026007,600.994384065716,961.7660173315942,335.4973310693076,983.7060744194011,476.1635762769168,979.3286309378252,574.6192944377651,11,1,baseline,person0,8.622649362496615,13.64336586220976,10.32915574860408,3.227141320166803,8.424831181940373,26.028104994467007,16.236648737234113,25.242285675347155,-11.25396775772252,2.4521501020888756,-2.4294191049606986,-91.169862458193,-102.75853912031288,-82.5472130956964,-89.11517325810308,-11.33928993602896,82.45999555995652,25.901969787848497,79.66257865503486,-71.51189962067527,-81.30335570280938,-46.26961426611033,-92.36515132901953,-42.58548021633647,107.10069965636502,0.11525659630641057,-24.403414472200286,158.67864064895747,0.16054419215936458,-19.092665393133878,52.32014233005476,0.05569494739427769,-81.59236610738154,37.445356220695245,0.08977454488604074,24.142483837014556,76.31212338321346,0.08003998813765094,-90.36996022072316,-39.32883781517375,0.09855702508795264,4.624021801549504,-46.07034822783712,0.04630182030390793,-61.68310507688132,53.53964265105651,0.08167801899610698,26.698432120135866,-39.92848067564119,0.04803217511979397,-4.181988272457249,1.2427583283284127,0.004362737004862842,-72.75930562865581,56.20386740358379,0.09193906278989238,206.26102565799738,129.64356714556294,0.24362074051220506,125.90975454817313,15.203562217634088,0.12682434543291235,-90.05135401566693,-6.867166364592428,0.09031281378594049,-117.69376908250153,25.413870607887553,0.12040634576350055,-51.148393443500716,69.01312445388707,0.08590092839276449,-108.14341767670737,66.6678766482167,0.12704174339003943,-64.36998008414808,60.49136747280812,0.08833289237177694,-171.76046692155083,80.9508157923613,0.18988073249952975,-147.31800083356435,13.590631675964362,0.14794356572338588,-20.490687593431865,-157.67452629513355,0.1590003915732486,20.52020723780574,-76.19420736831411,0.07890903713497047,-24.079659298535656,-90.43071365275163,35.1571497515503,-71.5526264711138,-61.04714581245975,165.00720865565293,8.622649362496588
3,0.1009615384615384,917.8665550213848,590.3199582359405,913.7149690003752,591.6532080053609,942.6457726715976,807.7127864818045,940.8533024719178,1024.0904077391388,1030.0127764871788,1049.1977901393225,1008.2609136608692,1060.8737365012796,923.2050514298428,1051.233141014322,932.9082003177385,591.7142807127277,928.7524183445653,796.3982508261939,889.0068240609992,984.8682584083318,964.4867098601856,1005.529443716613,958.7847980934569,997.0934743769589,867.2608044482404,1004.8691010785835,958.4116639576235,294.3606726316483,980.8543055376394,164.60298166795332,994.3269028417864,235.8737480251111,923.4469209329395,345.51811167652727,974.1336062671088,496.3915980305964,1076.906858918926,597.1666067313622,967.6642919200872,339.4123872838787,983.0595427521952,478.02753463174594,980.7469117501398,574.3314731408171,11,1,baseline,person0,8.093401906901457,10.766875441810432,11.571936052992063,1.461670301952733,6.639086529171473,26.421324511775325,14.040517252032108,27.109622674332584,-7.814186045299416,1.405965705352591,-0.3609490217943394,-90.46561128706368,-101.932709824437,-82.37220938016223,-91.16583438262656,-2.195900482926701,82.19507908820196,14.26816679602099,80.20241517008847,-71.38359664390373,-83.76440365976595,-44.273974761444,-91.25645782156136,-34.49420345875362,110.86849156104563,0.11611060456855582,-30.253913031044434,157.63006977749052,0.16050712804030398,-19.211226682691507,55.38619111492221,0.058623386091835795,-52.73169670364309,-7.96979446125285,0.053330567791836044,10.026469791632277,77.01221472376918,0.07766216139885913,-89.66652921840196,-40.97788325872421,0.09858637521706619,-10.704210449716832,-49.89610860544309,0.05103138029994876,-44.033051166795985,9.596393361230243,0.04506662135773146,11.341481011029709,-53.50639107842942,0.05469518331408515,-21.14877673492928,0.20676542289826208,0.02114978745339991,-61.05172126381105,50.07480049080226,0.07896073906358608,175.26301634379274,116.33309894725444,0.21035806333154014,94.84947931760188,15.156440475695607,0.09605280534535933,-104.9361180574851,-9.491705475157497,0.10536451654044443,-122.04752848018174,13.847331669263927,0.12283056542440637,-50.09257293242197,73.68387131661628,0.08909870232048096,-88.6793183344874,73.34596993032599,0.11508107057761341,-40.84277356501921,53.39713565153415,0.06722638059773686,-169.75897823234965,58.23643569708115,0.17947031267926075,-171.9086592521396,21.342100729970312,0.1732283821705798,-99.2616139149092,-113.73966936365267,0.15096218196603256,42.14320128020694,-8.552404252170442,0.04300224450696241,-15.72621010911329,-85.47285820615163,36.928329044671564,-52.459710255503886,-53.06212682513314,164.5672884683642,8.093401906901448
4,0.1346153846153846,916.463096006637,590.3765275226554,909.7344040034449,591.268174681976,939.753678024932,806.2010257497075,939.7144544735934,1022.0680832709363,1029.1436009311897,1047.98873350577,1007.5263111873359,1059.0794305008642,922.8338320460392,1048.871136633075,934.6588677469712,592.2539051267312,924.4640401297024,796.441101134286,887.3829199937168,987.3172442486313,962.9705449187184,1006.9128889180649,957.966440026902,998.551775012796,866.0647097094554,1009.8249628914102,958.1732243341235,296.9981488545092,980.1311593631692,168.53076779905098,992.152508526274,238.604529165309,918.0470117322272,346.7932071198721,967.3668609743817,497.4283766958822,1070.5130961708035,595.4839165654759,972.2119590792646,342.7788284043063,982.7357739528544,479.87970309276403,983.7572088926336,576.0736124390847,11,1,baseline,person0,7.961082542409004,8.149997687463596,12.734484831788102,0.4098822978760458,5.2242038993708055,26.287456496308387,12.464348141821556,28.463179072945177,-4.287074791596278,0.731227430546117,1.7126241579530637,-89.999929050191,-101.02146199688885,-82.038846507782,-92.87146430942524,1.3394204415504425,81.90433179120396,6.409575581834207,80.29645246789644,-71.80821196358272,-85.63132006697452,-43.345034306119,-89.47519404560705,-21.4877720414009,116.71135932404505,0.11867293601562896,-35.54110080960848,147.25989386685026,0.15148810576555097,-9.620558608984283,55.03586284168058,0.055870397767307685,-21.82818778498935,-53.31652115520405,0.05761181484791188,-7.085063098289255,78.37072205072445,0.0786903310061576,-85.93652664377503,-44.9208903251719,0.09696892800893685,-33.84005480735418,-60.09192705515979,0.06896512891720989,-25.826930806539448,-35.92625425413885,0.044246198702473934,-11.03051883302059,-70.18527304277137,0.07104677964421746,-41.70278215250627,1.6809159480976499,0.041736644782300894,-45.051758260740286,41.108085986004006,0.06098799599771155,135.13068130127184,100.03139329270596,0.1681266804318277,52.019832182910775,16.03455401610275,0.05443500585867073,-118.27964562307262,-11.440990180576835,0.1188316911645698,-127.42609552735249,1.2732662975918962,0.12743245673065612,-48.25314942782013,72.76986496889633,0.08731448721314776,-64.61057394665293,81.14321102302306,0.103724379780468,-24.316925406200806,43.332361750590536,0.04968909775891263,-160.45444482116565,37.88855031653141,0.16486713167868491,-201.06900298389178,30.807137482777613,0.20341539686272286,-189.9860930870692,-49.9999363577673,0.19645536185675694,89.44882937695816,51.76642486280885,0.10334822601276233,-3.931775402061452,-77.75865327202014,34.544306569939366,-31.253129263992932,-42.04222671407689,163.94317829898597,7.961082542409002
5,0.1682692307692307,914.4570544612284,590.5122204747594,905.5305049115084,590.8988444700394,937.0656647814291,804.4255013388188,937.5425782341588,1019.4949333819026,1028.2763299860828,1045.6896343232802,1007.0076789457501,1056.252648003879,921.2797363061384,1045.9188813466278,934.9967621430551,592.8204798503683,920.1168588078173,796.0831996160066,885.9063345160488,989.3324760485251,962.2375898867238,1008.1755821616101,957.312565358972,999.86382512299,864.7801978442883,1013.8839701344235,957.4391651420084,299.6150865576931,979.9180869323923,172.58471842172628,990.7149317747236,241.51768046360849,913.1938898317816,347.58263822521616,959.5742950038132,498.5946954961237,1060.9654392680113,596.2319959309394,975.430950011654,345.589352472942,983.3145821157791,481.6023687955995,989.5301466491564,579.2835411920297,11,1,baseline,person0,8.286699852576836,5.853997120784961,13.409648544367098,-0.0710773182862449,4.201419324868727,25.55995488882943,11.758560687464072,29.18138309756208,-0.5911322144222858,0.2644313252260969,3.347988976505665,-89.86396379621733,-100.06098023515486,-81.5772639436405,-94.20698311436992,1.0840719651573154,81.59159756076137,1.6056609150250134,79.94427268017458,-72.8484476548558,-86.6498417517746,-43.6670665582425,-86.74926834234998,-6.331295085943683,120.4602470737806,0.12062651624971005,-38.168352564968416,120.61050093525363,0.126505794623711,17.198871126907513,51.18778088425402,0.05399990814709201,-15.41078660712006,-83.99582276756047,0.0853978371286394,-21.81204456570289,77.76043460889277,0.08076168942450435,-79.8723935212317,-52.7584396378353,0.09572383297710976,-64.53575111462824,-76.4593109884327,0.10005443222943751,-25.770336654600506,-68.31608999397699,0.07301505600461188,-46.178844842767916,-87.72415708300144,0.09913633767159016,-59.60809163499914,4.032019148233962,0.059744303216107394,-21.779235236409626,37.520027808197625,0.04338303325276818,95.6500162767144,83.51271518231778,0.1269775539647014,10.040290626492844,16.835363216648027,0.019601961394230562,-124.91585873182511,-10.974383440402917,0.12539700496665093,-129.17338785030222,-10.634787971731155,0.12961042721914115,-43.87568276499017,59.88117348256276,0.07423496801200113,-42.71656633178426,86.56221000661385,0.0965283442332191,-19.42941870420539,38.986631845763874,0.043559841297466366,-144.20705075609877,23.45738141593824,0.14610243745627535,-231.550531696891,34.65633006431844,0.2341296861626904,-283.70180511153825,22.228644002347504,0.28457130360900473,171.5387219081054,95.38074008750912,0.1962728170009981,9.675485787844174,-68.22401683845099,20.06200745949021,-14.291371451679522,-30.39131307091896,163.1688615044019,8.286699852576831
6,0.2019230769230769,912.1321875501708,590.6707954641167,901.4044272806476,590.6309626626972,934.5972292493319,802.311317017348,934.0151704631065,1016.3720290864616,1026.379131561751,1043.071663944619,1005.2830876622514,1053.1802401960547,917.8578989484027,1042.5478895392073,934.3733919926284,593.3597449972631,916.1585199605046,795.3313187231084,884.747165812287,990.5058121459878,962.6526311868764,1009.6221585868259,956.9326076405143,1001.3555198159152,863.6091156302168,1016.5061312158984,956.4536012330032,302.043377606661,980.1455360263835,176.5280095810516,989.7766985149,244.4410352374064,908.9862069232084,348.04865243398297,950.7510073463112,499.5734975671998,1048.1454599350034,599.1527580684229,977.6987024128288,347.9340912077905,985.2240184801639,483.2289497863556,998.64366202212,583.4973382852552,11,1,baseline,person0,9.094490180177033,3.981542557350615,13.191447256847788,-0.1784129345936316,3.559990127194599,24.224360828505816,11.96002255243304,29.15510027175408,3.300257357472484,-0.2350413240839368,4.036814967720999,-90.15202216843456,-99.1537171107605,-81.05753198825755,-95.1721745534099,-0.849999587901633,81.26783531939552,-1.0975474564183414,79.2831111858475,-74.50780353302378,-86.77214212817148,-45.352705372608405,-83.0398527702881,6.758487364313066,117.1720801628093,0.11736683313923651,-34.797871503838,77.91564356382696,0.08533310830599664,56.73753768457314,48.332692296753585,0.07453319614212864,-51.24499813824602,-91.2944034324952,0.10469344741808835,-29.285327581871215,72.154934026475,0.07787146406702822,-73.34779866802741,-62.82147698084693,0.09657348258968693,-104.81440233983679,-92.79487049310512,0.13998909574566634,-56.37389603729042,-77.79111982307174,0.09607015393841489,-101.67745291557203,-100.16661370620928,0.14272930649578355,-69.08175964285428,4.711942540903832,0.06924226973360903,12.332655775962191,42.983985206413465,0.044718199681042,67.3846427777629,69.67223669264189,0.09692734726609528,-18.5229987555357,16.02387865058623,0.02449216548013446,-122.60344960272116,-7.959916561024259,0.12286157302486997,-117.61921146300489,-22.341603674687168,0.11972228764910842,-34.44387005463839,34.86484403888918,0.04900956574177006,-27.87893114904295,86.86539899285188,0.09122955850052344,-11.290172205599278,44.324642304063175,0.04573993773296192,-125.02829214046082,13.847279346213353,0.12579276998640457,-262.1776903943434,29.08440439769115,0.2637859812796742,-380.9365287522353,86.78836065665216,0.39069791205389326,270.80159965377413,125.20997077012738,0.2983471855997625,24.002912591548665,-55.63864988490621,-6.48369540057378,-3.189401170276629,-19.05961044517407,162.32536730765307,9.094490180177004
7,0.235576923076923,909.848460757226,590.8349348088607,897.6742569946197,590.5402598616697,932.2967100325687,799.9732073934787,928.7731672590148,1012.9402369595688,1022.544349278921,1040.8312098149315,1001.140137524857,1050.521885628624,911.9378303868065,1039.1089381635811,933.3580146073573,593.8359521441436,913.251562057247,794.2294032296045,884.1115752395075,990.7011521041732,964.4611542274765,1011.4283948866334,957.4319597458835,1003.1853314571688,862.8545260661077,1017.6097829745523,955.5197965507805,304.0887329089771,980.6451071057209,180.0592534409553,989.0771491871466,247.1098007249849,905.4268800097007,348.33959031794296,940.9160436289742,500.1424775248048,1031.7659840926913,603.518365319379,979.4195152084983,349.963706894013,988.0945517317268,485.009355830856,1009.936089824437,588.3628558422732,11,1,baseline,person0,10.369265674924364,2.701693018018888,12.070678748818178,0.0202275601783408,3.3139141566592905,22.277196302133873,12.749346189058643,28.328284119020264,7.204699023200222,-0.9044997898905804,3.631947096207885,-90.95145567619198,-98.4378433364697,-80.58219000126765,-95.73615031845084,-2.9478715289384043,80.9499355248899,-2.5392121162027954,78.5239489857906,-76.77286703649084,-86.30071828605149,-48.44458391618328,-78.79489618227176,14.844397786022387,104.92838897999565,0.10597321812404745,-22.422089904956763,32.79422368571267,0.03972670667012963,85.29584518929911,52.90349389372673,0.10037011942167082,-123.10480408257692,-78.99110714650871,0.14626820500861035,-27.747339128903295,60.77627184024957,0.0668107030911536,-68.35828529810722,-69.47525739497263,0.09746623291681648,-155.7623809215834,-101.97325177052636,0.18617320802686838,-113.94781640409053,-66.57349413929037,0.13197020491449746,-175.910608687434,-102.18598373289029,0.2034367654094069,-67.85931041892988,4.877283386679422,0.06803435825938732,53.73897034926308,53.67102147999359,0.07595034878724988,51.13272307132541,60.30858039061178,0.07906756754459908,-30.171213733770845,14.150155221590794,0.0333246009873186,-110.83934564197376,-2.695168944817747,0.11087210865669526,-86.37817769679646,-32.74263180697679,0.09237569766917375,-18.886119876876897,5.804387328938695,0.01975794615510703,-20.786608596101114,79.30046020233257,0.08197954674935229,14.83789113097119,54.37154591153625,0.05635980853431679,-105.76285685851765,8.64501140909738,0.10611558845494246,-292.23892188658726,16.906833025976127,0.29272756697722047,-486.7044250287045,129.72090117126507,0.5036950561035982,335.54642612599105,144.57537883710742,0.3653675467961246,37.8790432724922,-38.02981488299997,-33.3028356671656,5.902460416081477,-7.31197169590632,161.53212552615753,10.369265674924335
8,0.2692307692307692,907.9143040278523,591.093382595718,894.6662522944845,590.6830776670118,930.0465283070803,797.6406875622703,921.6602454639062,1009.4765103137344,1016.3504936231833,1039.2231930081034,994.1284039089884,1048.4659930818343,903.423728214432,1035.9054406482771,932.331922184362,594.2540897751657,911.947177709402,792.8927699200297,884.1712667520777,990.020634310322,967.506716803028,1013.529712362389,959.149398955918,1005.2131225259615,862.8231258712281,1017.5330184496715,954.8718326118004,305.6281124105476,981.2484489025181,182.9549917234722,988.4654545174544,249.2317992370802,902.5423900536672,348.58735509304177,930.1325281202708,500.2317617672639,1011.3815978325478,608.4070517519427,980.7180275661798,351.7697880815503,990.6686402290433,487.2599427748055,1020.6561004870188,593.6252416386184,11,1,baseline,person0,11.99482888050239,2.175081577806968,10.408184780473444,0.5760076182227611,3.4966634221421584,19.68697263340652,13.540634227006946,26.6694287027768,10.827632858685789,-1.7104834608281825,2.3894408486419643,-92.27771042738064,-98.01850132215417,-80.28288154687829,-95.8434197443472,-4.46821656109996,80.65991683351065,-3.3117846983989288,77.85023165451837,-79.65310815928936,-85.79944893948245,-52.98367710712835,-74.80598249785761,17.92787053340633,86.0447946805022,0.08789263469411052,-0.9330343621391413,-2.2810030250265507,0.0024644528644534205,76.4872010631169,66.87458347735561,0.10159971378768484,-208.34865601438074,-61.08937853318036,0.21711995447809246,-19.253785615406684,45.74156233238091,0.04962860853510936,-66.86254270023018,-69.30916069876412,0.09630347539474995,-211.35539048322605,-102.92216319050725,0.2350831188369985,-184.04599662763445,-47.781070831459964,0.19014720509242367,-252.99046455055517,-95.18964045475114,0.2703058319818692,-57.47208567282147,7.679591380900859,0.05798290054284744,90.49671653067121,62.43914785102319,0.10994681844962406,38.584367199676215,53.66641242967901,0.06609718008562737,-30.48960342614386,12.424661036087134,0.032923974835143845,-89.38071108973088,4.243729073025336,0.0894813989125739,-38.7588491931075,-39.71710405593642,0.0554950155001702,1.7736906592298913,-20.221100160151504,0.020298740607277058,-18.176070185140865,63.05367007368867,0.0656211462650322,51.032479383879846,60.25436318698279,0.07896139711995318,-85.71055869356397,7.362153317221533,0.0860261656301683,-320.42446083004256,2.653017490214176,0.32043544373247296,-605.7074774442592,145.2638254247524,0.6228829161318528,318.5374596881433,156.36803509139966,0.3548479612776727,48.302449537175505,-15.647882794868437,-49.399820773671976,16.51460743903417,5.430263888633779,160.94279838038892,11.994828880502354
9,0.3028846153846153,906.5888209058555,591.5710212894886,892.7475098681322,591.0973186882502,927.588566725118,795.5335544664271,913.0312191144524,1006.1568647917571,1007.9790620653688,1038.062377461136,984.6873894913922,1046.8220209577203,893.0792189176932,1033.0485513967685,931.4705490221672,594.6330085852551,912.4622984503484,791.4690306230135,884.984970093044,988.5934186075192,971.1999201185444,1015.6378259135465,961.7008254860793,1007.0524934964311,863.6856984180341,1016.5878121463447,954.5834113518927,306.657551391087,981.8525311393048,185.1284731195694,987.9521476209992,250.67143878701143,900.427728193706,348.8343625863973,918.5263625716112,499.76289864717734,986.6258568643575,612.9620722770837,981.4316469629932,353.31439761486126,991.38835194473,490.0657691175307,1027.852345593027,599.0685032201505,11,1,baseline,person0,13.62458641249457,2.4619723769056305,8.612875762949404,1.461562737094655,4.085863614857879,16.38085891122032,13.72541751243508,24.131891947336072,13.995954528816773,-2.5285461812403267,0.6776642384890165,-93.96908130351216,-97.93669169801711,-80.34449489101763,-95.47471932111152,-5.199552209779644,80.43941706403062,-3.768670430354818,77.34814668953184,-83.17972020520415,-85.83516542353433,-59.04781933345238,-71.77395749110971,17.949872178803396,64.58344719831656,0.0670314818816735,25.63072710509578,-28.08613015599758,0.03802321500183182,21.385719551834715,83.37312561240589,0.08607222011271544,-280.5329998371432,-48.849457402242734,0.28475433883633827,-8.570231722974665,30.589043993171426,0.031766940113924384,-73.03657272116293,-62.611954847912514,0.09620082039531033,-256.40535438377174,-98.64089551018212,0.274724829645444,-248.75110914648852,-34.49280482417252,0.25113117665126067,-307.37970481738216,-84.89042347339917,0.3188866051296511,-39.385784196471995,14.192692614897824,0.04186493186943028,109.7408985182009,62.641088377254114,0.1263604794256061,21.20469064817171,45.896968989812095,0.05055858649068854,-25.595088248074454,11.259301785514984,0.02796212472477762,-57.01406066875628,12.308876059653146,0.05832762247676931,15.306444873835776,-42.30539625419316,0.04498926324024516,24.17861356014182,-42.40869516899749,0.0488170337036943,-15.25254778038084,42.7778609122424,0.04541569770486805,75.81381689622408,54.655594551096804,0.09346105524820526,-62.83566669599099,7.339651231134541,0.06326287607534425,-344.86891916017055,-13.931932711144515,0.3451502138950114,-735.5991601976536,135.3491813184759,0.7479475418550923,213.83128314995648,161.74262985124247,0.26811284184975714,48.42708095062491,8.524755173217414,-53.34632509214302,26.31363781790775,17.50766286926716,160.78391195504827,13.624586412494523
