Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,952.8144654693992,713.2725817896097,926.7238459159544,721.0885524878332,944.9816658119652,1070.745861631207,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,997.1781084592768,726.3157891192277,1010.2228713382743,1068.1446345378479,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,991.9358954281404,212.3175013860803,1111.9737767210208,32.2830763427715,1091.091809388492,144.4766951915491,929.3058061877148,220.1453905719413,754.4837281649521,334.9747276155371,937.1496031224658,535.8727952125588,1025.8648613515174,295.8204210847078,1025.8482774942165,436.7040479957628,1028.5155112312289,556.7376803416981,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,6.650914067312627,7.454358682499225,-52.23537308925593,4.460790954015012,98.97974022733676,1.2733826552576724,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-87.01100424563255,-87.81444886081898,-4.243945256025234,85.53463707186827,-38.0855085302133,56.30641145544596,-146.7007360173877,-90.0045719741167,-47.720995790050864,-88.73118931885898,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.54564131750084,259.0216774792357
1,0.0334591194968553,952.5896047444879,711.3723124410851,927.0556958070993,722.2365909812393,946.7196046471747,1069.02916243064,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,995.3190491467184,726.5086210812501,1010.4603868121167,1067.4861582835117,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,995.6086764182083,211.9668588726063,1115.5261290517487,32.0914587838229,1094.1760156669905,141.9299269475651,935.1178294292024,219.1169492542417,759.3275504496208,330.925041688011,944.5637092046668,526.1701875429833,1025.782061269771,290.89978755450653,1019.0797567633267,426.0212562301927,1031.6205213872029,545.6908680807766,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,7.4689059291614575,8.159983126428408,-52.62067254740776,1.948051836847711,101.05563614128386,8.873649418320703,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-86.76486612890601,-87.4559433261728,-3.5497830835558126,85.07515074466562,-38.408158195562805,56.30750511207515,-147.54552180274217,-92.97679741848664,-46.48988566145826,-84.10314800016593,92.8001155638906,-330.15848674558737,0.3429526028751023,-6.720461515204229,-56.793764363799454,0.05719000151764395,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,109.76920628210642,-10.479729256083777,0.11026832443219789,0.0,-0.0,0.0,9.918070054893843,34.311676776609616,0.03571637267187576,106.16992868152361,-5.726915765569091,0.10632427437055816,173.70520590160518,-30.73724990869132,0.17640373320672212,51.942156916977595,-51.30736332521168,0.07300981575495996,92.17834554158671,-76.11581781831903,0.11954273340080396,0.0,-0.0,0.0,-202.2922549269713,-319.27892682812865,0.3779698262030453,0.0,-0.0,0.0,144.7683727936709,-121.03384633019694,0.18869836702740433,0.0,-0.0,0.0,221.58700508834008,-289.983951026788,0.364954096671248,-55.562111033229385,5.763210895032359,0.05586020750310126,-2.4746640973122447,-147.0640472372189,0.1470848664961337,7.098676755813715,-19.680023390869664,0.020921150359115223,0.0,0.0,0.0,0.0,24.447501134203804,21.089151613672964,171.84001687357164,258.7755393625091
2,0.0669182389937107,953.1063186921596,710.0358355109995,927.7041909853205,723.7129632930319,947.7659309732728,1067.4082839127789,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,994.1676157737476,727.3316906425083,1010.774433370236,1066.7247744513243,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,999.4650051387164,211.7733122153439,1118.7941689311338,31.999896501500398,1097.3330973115276,139.97716402032938,940.9249648732608,217.8551292789894,764.0184722103381,325.9061416766829,950.6208382323273,516.6939579197821,1026.4645581751336,286.4779863854326,1013.3488045526948,417.6398950534465,1033.4063114919531,535.7420552125776,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.119548661047446,8.635751184196629,-53.280890095349875,-0.3935484081610147,102.97736530903823,15.2899040121705,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-86.68077611134103,-87.19697863449018,-3.097204917739077,84.68347270446237,-38.78395494438539,56.42321219768766,-148.59741739088753,-95.71007570369862,-45.62005208184925,-80.42017169152813,53.37229824347447,-297.34233948188813,0.3020944704365719,15.443142421012375,-39.943577421732726,0.04282499299569853,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,115.25493732345339,-5.784571147504053,0.11540000797570903,0.0,-0.0,0.0,19.38171679270085,44.124661198314115,0.048193741001280134,97.67262045530867,-2.7365418964807904,0.09771094845593291,173.55912323407654,-37.71228873404403,0.17760908191683575,31.271783054433364,-48.44354968795324,0.057660228249398565,94.35638749650661,-58.36265139670603,0.1109474061861941,0.0,-0.0,0.0,-171.2822183252768,-250.49556900425645,0.30345613917862,0.0,-0.0,0.0,140.19860149512152,-150.00095898518163,0.20531910665513337,0.0,-0.0,0.0,181.03073597706876,-283.2181409941695,0.3361318829813567,-34.41314028239958,24.59925944361958,0.04230115588575116,20.397933825683232,-132.15533569224678,0.13372026195116202,9.385977958828247,-22.75564460861435,0.024615359916059915,0.0,0.0,0.0,0.0,19.445901197344366,14.219383681418607,171.36424881580342,258.69144934494415
3,0.100377358490566,954.8022009984828,709.5410668673603,928.9136235983084,725.6499233133669,948.0850571313616,1065.966752424073,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,994.1068084606633,729.0669727325771,1011.3642571529084,1065.775731036264,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1003.60814263673,211.870703846685,1121.6551354729625,32.1965562856633,1100.7367006180937,138.9680563839361,946.7156144615336,216.36854641118111,768.4327562137295,319.3938576940329,954.5114976984368,507.89968943582363,1028.435005637858,283.0204307656407,1008.7991408563717,413.0012772602748,1033.181161929581,528.0191528799168,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.534952709771062,8.797761441726566,-54.40768571223025,-2.682981513521483,104.64443564354627,20.25649751485657,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-86.8030749486925,-87.06588368064828,-3.0095480521284284,84.39916360958097,-39.22736061098775,56.69887631872208,-150.00852210264932,-98.28381790394052,-45.364086459103,-78.02732038908395,-6.729094063372568,-230.81606595734434,0.23091413341529973,50.685204267931084,-14.787258334328785,0.05279822857566412,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,123.82685379401711,2.9107649216604825,0.12386106035778177,0.0,-0.0,0.0,36.14657621524302,57.890346472416624,0.06824856911892595,85.5063308554055,5.87761384998151,0.08570810323956285,173.06640686755196,-44.429826312315306,0.17867845603817922,9.53779307069979,-43.083365921851126,0.04412647635848133,101.7242341624075,-30.1594199598744,0.10610094452098146,0.0,-0.0,0.0,-135.97679092394387,-138.63538141246283,0.19418922897357874,0.0,-0.0,0.0,131.93066852241196,-194.634051361157,0.23513424941090152,0.0,-0.0,0.0,116.28098780289861,-262.8362197273308,0.2874093709762637,-1.817361424888881,51.86275419566504,0.0518945861849639,58.891192964885136,-103.33671871182528,0.11893969078047177,17.6281920009254,-28.364267480179123,0.033395880328397354,0.0,0.0,0.0,0.0,12.415271381025379,4.842035892342119,171.20223855827345,258.8137481822956
4,0.1338364779874214,957.7145915377744,709.827289677009,930.8319572956259,727.8806428847273,948.433672240927,1064.788637542742,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,995.13678681255,731.5085234178268,1012.3535450034165,1064.62217235028,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1008.047345045216,212.3511943460344,1124.115560069713,32.9356401062968,1104.5322963259564,138.9804535242773,952.4621188474036,214.9197874248213,772.4871603457327,311.5099610146121,956.1611655584056,500.40021654663747,1031.817592575915,280.9233800048932,1005.1402000822509,412.6916714613662,1031.2500800351436,523.67850517549,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.731491014810304,8.742802906910692,-56.051070018004566,-5.073847267062883,106.02989458466698,24.115876361763284,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-87.03347566213223,-87.04478755423344,-3.2603969586253654,84.2237214309571,-39.74260013386865,57.11475906364915,-151.82734858704748,-100.8501258361058,-45.797454002380505,-76.73424947434252,-57.714665642025345,-129.72988439921758,0.14198882187131895,87.04325108033147,8.554403521456678,0.08746259416597209,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,132.6754103288123,14.360524322660474,0.13345032470826154,0.0,-0.0,0.0,57.333657495013036,66.67000222675023,0.0879320048598367,73.5352464066424,22.089159300888408,0.07678126999930152,171.74702957769298,-43.2993757201525,0.17712108317903852,10.41913579340224,-35.21057634053219,0.03671979135171932,113.43979653198978,0.3705160365127233,0.11344040161843819,0.0,-0.0,0.0,-109.35556073030094,-9.25325602001255,0.109746350324785,0.0,-0.0,0.0,121.1748603361856,-235.62773910298964,0.26495995586556215,0.0,-0.0,0.0,49.30398303290155,-224.13838146251882,0.229497051805783,30.783187584586177,72.97115769825069,0.07919845007126586,101.09611337426104,-62.675013338130356,0.11894780971634686,29.567061697513566,-34.47665997584058,0.045418621957455975,0.0,0.0,0.0,0.0,5.87398317692471,-1.6425577134819553,171.25719709308933,259.04414889573536
5,0.1672955974842767,961.6121433881027,710.6629588143271,933.5051144220984,730.0691289257115,949.7759519766136,1063.9215437879889,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,997.1070229633108,734.1327673831441,1013.6747993980293,1063.3441406112884,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1012.7388532323238,213.3232434197242,1126.228627095263,34.4542973119226,1108.6367775835502,139.984494260443,958.1081423880568,213.9468184290567,776.1504963374829,302.99599804433046,955.9557187049268,494.7203654290862,1036.3600425807845,280.45495790584255,1002.7907696083464,416.5449504984523,1028.474428949411,523.48856872435,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.741840443078074,8.644038805387021,-58.11163190649605,-7.324035468041151,107.15220364432832,26.67900785335606,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-87.22400469175,-87.12620305406047,-3.6942839568433263,84.131956502863,-40.32118460119202,57.63271302511646,-153.97967540363305,-103.19207896517815,-46.827471759304736,-76.5130711118221,-82.95648921644539,-5.676672129938234,0.08315048833043036,116.48698199289674,24.975825720595275,0.1191344150287355,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,140.2161281485207,29.05184261591721,0.14319417639115917,0.0,-0.0,0.0,79.89322990773195,65.40775949558069,0.10325261830734096,63.15369493654514,45.388439040320065,0.07777210028445328,168.74393664734018,-29.079336527551078,0.1712312003348809,40.117007138000915,-25.915020113865836,0.04775942345979992,122.67152630778071,30.00798440795975,0.12628848916234958,0.0,-0.0,0.0,-70.21794085541529,115.16379077005466,0.13488238551606183,0.0,-0.0,0.0,109.48692155794706,-254.45866772082326,0.2770137172966212,0.0,-0.0,0.0,-6.1402349066028155,-169.7549488140323,0.16986596225130857,58.88487743815037,78.43135159501122,0.09807602002490852,135.76119375455602,-13.999833411475468,0.13648112347578023,39.488618184857394,-38.196813251815115,0.05493948952023025,0.0,0.0,0.0,0.0,0.3093156192810788,-2.951784237267599,171.355961194613,259.23467792535314
6,0.2007547169811321,966.0955719826914,711.803392492474,936.771528599505,731.9450367534838,952.5756503114208,1063.3950972458476,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,999.8692379269434,736.4295711521714,1015.2587014601238,1062.1292658124532,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1017.5654197697701,214.9174215206166,1128.116434363163,36.8773406866469,1112.7308201326125,141.9422220872189,963.526655845628,213.91997312406892,779.4225208737193,294.9788024698709,954.37585038293,491.1202250051677,1041.5706688252017,281.6534342431351,1002.9755345366849,423.316118748857,1025.6049609697516,527.2280496715332,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.609622624305706,8.638938867414206,-60.370947531194545,-8.856412307365693,108.0295432613926,26.981021379738028,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-87.27364940655823,-87.30296564966898,-4.097152571037779,84.08741172602757,-40.90057088415403,58.19922456951039,-156.283535805167,-104.76900058133812,-48.253992543774395,-77.78797920160011,-85.76041518155196,111.76268244401012,0.14087493034316936,133.99720799616318,34.084390004768686,0.1382642303445262,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,144.25264651390194,47.6455485041151,0.15191749181224237,0.0,-0.0,0.0,97.62403274579815,56.06566628116301,0.11257802052400552,56.421307442884114,72.41802567315095,0.09180269264003971,161.94429318681034,-0.8023314836574108,0.16194628069698067,83.67519459292178,-15.734022594065728,0.08514163292510837,122.35954234979457,58.51103843183655,0.13562963991113086,0.0,-0.0,0.0,5.522109700339691,202.3713819199895,0.20244670882913568,0.0,-0.0,0.0,97.791710763457,-239.61167224418594,0.2587990961531721,0.0,-0.0,0.0,-47.21786902208315,-107.59818184267635,0.11750274843949927,82.55492090556075,68.64507505175567,0.10736601554767952,155.73112271848885,35.81912361456995,0.1597973472861076,47.33842629192101,-36.309228010300004,0.059659757311772504,0.0,0.0,0.0,0.0,-3.95162277909896,-0.15242295821008356,171.3610611325858,259.28432264016135
7,0.2342138364779874,970.7002421483752,712.999351019502,940.3218688892612,733.3694286484879,956.6644925900412,1063.3042125524432,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,1003.2728049479811,738.0868396472814,1017.111799672699,1061.2696381974808,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1022.3151535798189,217.23126578573,1130.0348195060017,40.1668216607143,1116.4697823451747,144.8015825195308,968.5491192459318,215.1375206579685,782.2517683403247,288.58612752319164,951.8769522422164,489.47086133633013,1046.9362783898234,284.3492473782556,1006.2496093334677,430.86936384881517,1023.2057573087343,533.510909340987,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.390427544118154,8.781440820712893,-62.56231413100067,-9.391057083960254,108.69100555149708,24.697933368029886,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-87.16136562894258,-87.55237890553983,-4.305961562262454,84.05719355034454,-41.39693007282429,58.72307413490037,-158.50512058065615,-105.33386353361573,-49.81411502915905,-80.63593016558583,-71.70552295145403,187.77719688780945,0.20100238230624196,137.6207812676201,35.74387327019534,0.1421868626599023,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,141.9563300371741,69.15436807387755,0.15790480126114098,0.0,-0.0,0.0,106.10979437429266,42.571111147678835,0.11433104550603346,57.33519505852202,98.31343512720248,0.11381061514160011,150.1074587684774,36.38910862594686,0.1544552245944471,122.20412073320337,-2.71629064874227,0.12223430516456414,111.74717890928729,85.45832871007336,0.14067891789498244,0.0,-0.0,0.0,97.85298734745496,225.74548325063046,0.24604111514314403,0.0,-0.0,0.0,84.55833593801862,-191.05927002293348,0.20893481480668322,0.0,-0.0,0.0,-74.68511360403704,-49.294891606236924,0.08948660532458791,101.7231496889095,49.53114487264682,0.11314121041878338,160.3631430027925,80.57035497822605,0.17946565057149913,55.38395033824644,-25.691877966279808,0.06105288321204464,0.0,0.0,0.0,0.0,-6.551131155981345,4.25898695009235,171.21855917928713,259.1720388625457
8,0.2676729559748428,975.1082020538015,713.9457285426558,943.9915828237538,734.205001320903,961.5489465815624,1063.7305934883298,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,1007.1948366313827,738.918340506992,1019.1372266747809,1061.0424398206603,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1026.7319132342327,220.2900419809896,1132.31056003406,44.122456657096905,1119.6613720373675,148.42339478953122,973.0436490880619,217.57799707499962,784.488961152058,284.5847253383618,948.9869964597673,489.2693547332322,1052.1091143970518,288.2589489567739,1011.3866281120652,437.1942916627656,1021.7788091006593,540.3320961799155,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,8.096974077586083,9.023874955881318,-64.46083126312163,-9.35348125468581,109.21652220362652,21.206712813450288,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-86.94567612183324,-87.87257700013001,-4.276358913634528,84.03044892228544,-41.77048227124195,59.09570759411952,-160.43038234083622,-105.32303233240036,-51.213860137209664,-84.11631951895008,-42.64751223382329,203.86629838150986,0.2082793266637688,131.74165882759053,28.284591387492892,0.1347437671308128,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,132.0046588443218,91.41831109892397,0.16056941664210353,0.0,-0.0,0.0,109.67754052337094,24.972942653006893,0.11248471345034419,68.01555337617644,118.22292564376552,0.13639199261261203,134.32899340200714,72.939050809764,0.15285412523522487,145.98274147591727,12.743340001116904,0.14653789108353021,95.3877370411004,108.24589303196704,0.14427748866718662,0.0,-0.0,0.0,153.53120033778256,189.03449669513344,0.2435279663979945,0.0,-0.0,0.0,66.86346937323171,-119.59077958419888,0.13701342305840525,0.0,-0.0,0.0,-86.37273861079079,-6.02247178431761,0.0865824470751485,117.21861610166599,24.851247498870023,0.11982398951395268,154.60167765964218,116.85010356849718,0.19379273835503852,60.534378445679515,-6.790327427530068,0.06091403385409487,0.0,0.0,0.0,0.0,-8.770507740338203,7.245681859357056,170.9761250441187,258.9563493554364
9,0.3011320754716982,979.2630852328657,714.3665687160219,947.8425295807377,734.2898872234019,966.688074127258,1064.5892349551173,614.4375000000001,1013.1591796874999,578.0625000000003,1027.9619140625,572.71875,1040.5371093750002,572.71875,977.4267578125,1011.592138338145,738.8301761953568,1021.0824568710857,1061.529770695587,1050.9774169921875,1095.851440429687,687.8120117187501,1032.1572265625,543.9375,1009.9912109375,614.4375000000001,997.2509765624999,1030.6329611852734,223.975528450031,1135.105595922887,48.4607400821479,1122.3038047185778,152.5086560554286,976.9105225781823,220.91050453626852,785.9641676528486,283.2216186639551,946.3231457625484,489.8751106408219,1056.955153819058,292.9669103908335,1016.364087810971,441.23198524889466,1021.6559829339518,545.9244539645575,2001,2,trajectory,person0,103.13721159053316,-10.386367560798334,19.95159069476322,9.141640223524892,7.6796545884112755,9.249404400417882,-65.92584542718843,-9.465350362777526,109.71105494050973,18.514096437864932,-90.0,-81.86989764584405,172.01067323360311,-80.53767779197437,-86.73038664564004,-88.30013645764477,-4.077996228204309,84.02020895394207,-41.99557746181877,59.25638787953195,-161.90563647324635,-105.44514140883544,-52.194581532736606,-86.9310449709705,-3.6709324260308067,167.14001649588118,0.16718032437795996,124.17789952465988,12.577742023535004,0.12481326181446875,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,116.59147071719154,110.14893770255317,0.16039438743609039,0.0,-0.0,0.0,115.09408540609891,2.5370034769437644,0.11512204342396123,83.53584705329182,129.65922266599785,0.15423926790951054,115.57009115209402,99.59937713190867,0.15256631965793593,153.59422551984855,25.66240474045982,0.1557232966839107,78.97496171286198,122.0970942251288,0.14541232752338432,0.0,-0.0,0.0,148.76242333196012,120.67542860799364,0.1915536939485122,0.0,-0.0,0.0,44.08981835069594,-40.73946639674156,0.06003012747353282,0.0,-0.0,0.0,-79.61508662740576,18.10435889224887,0.08164759536929837,131.4231149201491,-2.6349860056407306,0.13144952752507189,144.83463686071246,140.70786992772113,0.20193012824779502,58.13751902489817,14.564964119049698,0.05993420807985704,0.0,0.0,0.0,0.0,-12.47251856744254,6.740447684457449,170.7505955995821,258.74105987924315
