Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Likert_Score,Nose_vel_X,Nose_vel_Y,Nose_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,976.4569666185422,605.8600282182064,973.6645356927685,605.8583852326428,997.454783021435,699.4199054716356,959.7074839565204,800.0010701740197,994.6396204690628,823.7439135762935,983.4685639606814,823.7424494632468,951.3285993553068,813.9724925054533,972.2743987822158,605.8577370281052,991.8718757216908,700.8166437496831,961.1051800294837,797.2078583356953,998.8466091357444,815.377496602535,994.6482273869176,811.1770038778568,947.136618121974,809.7791841583482,994.6253017209018,456.3660579774208,1019.7494945096884,393.5011842891788,1029.543057322979,425.6276528143485,984.841186621604,473.14810707835545,959.7448481500858,537.488636333058,951.4509002450992,599.0451461906665,987.636656249124,474.5382675590073,973.6800356432333,541.6510317575248,986.340537447614,590.6155124211097,5,5,trajectory,person0,34.83886761527853,29.366488042467346,11.524507689778105,7.855246426970713,18.59323638119453,21.197139714078993,-14.37551283900127,-4.803112283085306,13.652348993511682,26.272651309637347,-12.715193035362638,-6.177562280083152,-110.57065997154912,-107.70218371196198,-75.73177517117182,-78.33567848439581,97.98265219665056,83.07115332534717,-26.612394294132297,68.2127165979466,-111.30437977979814,-101.73204055293728,-97.65209390695112,-75.45937146666117,5,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.80292849651897,34.8388848003773
1,0.0335443037974683,974.3401661097306,592.6430857483465,971.885619439426,592.7566212216213,993.5096437444531,690.7719151860936,958.9091717364666,792.753454170976,995.0988146036392,814.9316949282075,983.9333507492736,816.426010005904,950.2635720179816,807.1223146879428,971.9451171503134,592.3695416154709,989.9263852740175,691.3024110707041,960.33682567553,788.5997917706536,998.0076654717333,807.8494991846316,994.4578939890688,804.0521636053942,946.397337114622,802.1449352048746,995.123333460356,445.5112368172427,1021.5080267700519,382.7691531728076,1031.257401676673,415.90560650160904,986.1077934243843,460.4067218762285,954.9655407788642,517.1173420099155,938.5136653447256,574.2572199684162,987.6918083474344,462.1236989336931,965.529041506778,522.2449756491492,961.1102762492294,568.6285082746247,5,5,trajectory,person0,31.307902685813897,27.282635840730812,10.596150313878349,8.740448034727732,18.437928348726768,20.619938738079323,-21.624714776123177,-13.089724717780848,13.069485929665108,15.660891552630822,-10.01079975964154,-6.311874814995099,-108.75154825964276,-106.90829175667947,-77.44360521063464,-79.62561555275441,60.04760845599257,81.93652459659185,-17.283925513109246,67.19527616983167,-119.68824364507702,-111.1532985045638,-106.61880125710508,-95.49238168713596,5,51.106869412009814,-289.8270410212908,0.2942985317806618,52.4241692712135,-319.9360219597464,0.3242026398276303,-31.74987156554268,-204.2128481446502,0.20666625678077785,-22.038943238040446,-227.5870442733656,0.2286516515141241,-142.47746502886952,-607.2951892559455,0.6237846382642549,-117.60981240813726,-257.80801228596874,0.2833673219930616,37.7592216677915,-379.8375211200124,0.3817097081180321,-385.67605929415623,-738.9608194557663,0.8335521071915103,-53.031843024172055,-390.5808893851692,0.3941646959425085,-22.905658098994607,-256.6178334484119,0.2576380826211546,-25.010018662974254,-224.41954566580114,0.22580884285245986,-242.99190067168547,-578.5201632308222,0.6274795957293395,-752.1474093103335,-655.4616330461585,0.997675136368439,13.855908037276523,-218.11272344531517,0.2185523880360725,-5.674089973605639,-212.40089868850893,0.21247667415675256,13.68918363454181,-262.70387667879095,0.26306029835504563,-23.79874165443337,-216.0610053737523,0.21736774863684605,-57.997639760824576,-283.63184212805356,0.289500860252227,14.846983930898055,-323.5965553411592,0.3239369746733279,1.6441568930275618,-370.09468732068825,0.37009833941114473,-63.10461894193018,-394.0145113656365,0.3990358731975203,-9.816320347278467,-402.10091984834884,0.40222072284760346,-105.26272808592701,-62.1223863913911,-27.675559507955033,26.389029061435714,-4.629937571680448,-17.207123435461888,159.3801298072265,31.307943049008117
2,0.0670886075949367,972.242985013996,580.0233426839723,970.0976651328053,580.188506688208,989.6758935504664,682.0819617754711,958.2875366009762,785.419327299025,995.4788528773548,806.7303172810405,984.2937615405821,809.3789119441496,949.2806972386926,800.1829871540522,971.5160003289102,579.5473389343458,987.6802512725704,681.9146737659048,959.7461165510178,780.0107928829274,997.2337987146884,800.3063613486729,994.0620812385238,796.9834530780221,945.8567239181848,794.5279729015317,995.58732170918,434.95472775777847,1023.4386327796576,372.2421173727612,1033.016767321408,406.36099698522696,987.3866082351495,448.0296982646768,950.5899693995674,497.0017748983153,926.2210080838652,548.6635221260523,987.7123335810612,450.1087442140609,958.5099058524345,503.0087070190108,939.2598630392912,545.8151371749592,5,5,trajectory,person0,27.89536877755341,24.91393582794909,9.443465052453988,8.728875753847953,18.202061205957612,20.15104145824911,-28.881533026290395,-20.97915649987345,11.859043057501424,6.485097166107233,-8.178776901137558,-6.431569872245259,-106.90795041723756,-105.87549763677174,-79.01251151097016,-80.96149168010864,31.22548055397079,80.83647158337496,-7.688729020657351,66.07235467608247,-128.04516038616677,-120.1427596620426,-116.18608498053884,-113.6576356052166,5,52.449013560024454,-284.53741577138834,0.289331021491439,57.55391500334315,-313.82484083157084,0.31905874671472784,-29.30079530710732,-206.8705189348513,0.208935272776053,-16.116393403224503,-227.07170640154138,0.22764291771200637,-130.44156187337558,-599.6716233269492,0.6136945957783433,-114.28915672639864,-259.058988467614,0.2831493790406306,38.12315850960384,-368.97542087267226,0.37093966682320995,-366.4603485313087,-762.981935678016,0.8464246104743532,-53.301279329444164,-374.6720936376044,0.37844445316180975,-17.609819183571243,-256.0494008039139,0.2566542448192148,-23.069990115675957,-224.87090152480357,0.2260512039262682,-209.24970441250503,-573.4585742569548,0.6104426059717163,-651.3896768245714,-680.096723348515,0.9417218613704399,10.744321703157276,-210.0833007089014,0.2103578705102512,-11.799700865304066,-210.7275968537347,0.21105770067983964,11.32944287680398,-244.493899670261,0.24475625273293922,-18.531764416506412,-218.64000863552357,0.21942397241078904,-66.96022117521625,-279.8608479543955,0.28775990936471185,13.832102512111309,-314.70347762176254,0.31500731084712424,0.6118843232150373,-358.18166900035584,0.35818219164317133,-62.519738325674254,-376.2112083341733,0.38137067395982294,-12.792539204096283,-382.24679690900865,0.3824607990454515,-101.7321429255011,-70.61407585273804,-34.36307005755637,-0.3449849771707735,-7.0315110485899055,-13.978447210032726,159.8489830943451,27.8954389062674
3,0.100632911392405,970.2224068424692,568.5638198250058,968.2815649144908,568.6708200181266,986.130445796368,673.496760061249,957.9316818277184,778.0648034888202,995.7522306960688,799.5429401280512,984.5004876469612,802.8460325812699,948.4452032817776,793.216867506633,970.8961449191236,567.9503584700133,985.0884186794023,672.8897328059375,959.4717218069566,771.6448540925485,996.521312852921,792.9415813455325,993.3677671659252,790.147715784917,945.6458081013816,787.070303432313,995.9575600130876,425.06434297295806,1025.6421330945211,362.26082657428424,1034.8108680104217,397.2890679877353,988.6590849520348,436.4455118175687,946.8356094130016,477.6647645213807,915.0615820856136,522.2597144868212,987.6443029279178,438.9009847893222,953.3386056116703,484.3546872488814,922.7899381555882,522.208615440633,5,5,trajectory,person0,24.808156274044453,22.2251275564961,7.897038833225448,7.460492053757479,17.887721897578526,19.884266081667008,-36.069395143220895,-28.169533921235196,9.596121694722358,-0.5804958800472408,-7.637692187655917,-6.614122069387574,-105.09828082818822,-104.5117961789112,-80.29002815781503,-82.28657222608638,15.48074315654558,79.82560769362695,2.8382933589828014,64.74871939104956,-136.24393188862155,-128.34389485496988,-126.64761514869735,-128.92437748223364,5,53.48451110645121,-270.44618520824383,0.27568411637594903,65.68925466951558,-297.555461539503,0.30472008609709855,-24.907178338219502,-207.66922722495076,0.20915753744242663,-6.287679066963759,-222.32297662954122,0.22241187208750496,-111.9224297881886,-576.4618187840902,0.587226411876674,-105.69448021651776,-255.93620204662025,0.2769019007993414,37.934211559975154,-345.3398978571862,0.34741711163770955,-332.67722787240655,-787.1323786789666,0.8545475525151758,-54.140346130887444,-343.35745167412387,0.3475996500276152,-8.180069728617296,-249.39968469431616,0.24953379784387797,-21.24014455834954,-219.5538189615458,0.22057883661280564,-154.16329019636296,-556.1009667321596,0.5770741765532491,-490.99021351416644,-703.7415913251974,0.8580930119326272,6.162778265643301,-194.7537621386787,0.1948512450643324,-20.698419522749784,-203.78235703973908,0.20483084145560562,8.14975384090642,-214.26520569289008,0.21442014098093456,-10.608500787686433,-219.24806830421713,0.21950456884560057,-77.26595277746715,-269.04540974996934,0.2799204529257172,11.037292833471525,-294.8454332078541,0.2950519468104201,-2.0280836220115397,-334.1181111525874,0.3341242662892814,-60.23610398136473,-341.6235116446609,0.34689337256754205,-18.47870844269478,-345.72130440840493,0.34621479313795805,-92.03388218007854,-80.15692582822129,-46.10100804492635,-37.81219332345194,-9.370869947904849,-7.952926320749507,160.115635851442,24.808252670373193
4,0.1341772151898734,968.3094570105632,558.7130022066771,966.404115469193,558.6227671730463,983.0913649813876,665.344549390267,957.8419430381163,770.9551836757045,995.9833875882458,793.5136965435366,984.6186137903665,797.0158590402473,947.804278194032,786.4586386798522,969.936830561432,557.9278550004464,982.3814362452208,664.5647889605871,959.5389384574952,763.9188555349998,995.8399774219056,786.1605142571364,992.4422166334613,783.8632607790389,945.7570763958,780.0505793377887,996.1839741401334,416.2652525648029,1028.114009201961,353.304688589908,1036.5528298546333,389.1173213285273,989.9113046366245,426.08807550167086,943.6537063935219,459.8667230046326,905.292045709368,495.9663983367954,987.4077961594664,428.8666402189787,950.1006873898734,466.9482049244999,912.0321212409184,498.8668339661486,5,5,trajectory,person0,22.300816108881374,19.513971218496277,5.914761681755374,5.181153345164206,17.659096705064723,19.921333546107117,-43.001414198062015,-34.48158639171317,6.242516494514144,-5.4752141624757185,-8.26272144836097,-7.003412985682478,-103.44342090610688,-102.91881273752108,-81.14250777625846,-83.40474449805777,10.836119414766138,78.93582766840578,13.618404855146808,63.1854546243616,-144.0657467706567,-135.54549078864204,-137.82276859009966,-141.02073339830804,5,51.93018328027036,-243.61056078393625,0.24908402048502906,73.68989150480958,-266.99430217574354,0.27697681762974835,-19.106823370529266,-201.47172728893636,0.2023757090070351,3.3170548147381496,-209.2672465914799,0.2092935339388755,-94.85673152410945,-530.5831244615456,0.5389955950458343,-90.5990129748869,-243.02816717266845,0.2593662876923873,37.330322672676175,-308.7688562097831,0.3110172978403996,-291.24278253713123,-783.8384814535975,0.8361968209622974,-55.96924761453733,-299.5457263250336,0.30472971439971086,2.003817129262387,-230.32222114956258,0.23033093764919108,-20.311509075554913,-202.1525660314305,0.20317041456377996,-96.52661868753233,-518.9102277834484,0.5278117207996791,-320.70473066374115,-695.8493345223641,0.7661969855235139,3.5214963505709513,-173.80517348709049,0.17384084464654648,-27.591883797983783,-187.34790394881682,0.1893688178279004,6.891092257352335,-179.73971440628134,0.1798717656758584,-2.675231840970266,-211.94715669288436,0.21196403962842617,-80.69872162276725,-248.17757123874824,0.26096817916656595,6.7497041647623615,-262.3125065072674,0.2623993322713246,-7.05057913496741,-299.13706454986306,0.2992201431281781,-57.02756102663283,-293.6658837162146,0.29915179086121413,-28.598428021749164,-298.7840656965222,0.30014960936083,-74.74712190486147,-80.82315120829652,-59.09429998722097,-67.95009735051633,-6.815618946637896,1.1050300719881798,160.07833544466422,22.300913129848425
5,0.1677215189873417,966.4354194105048,550.7479096863988,964.4115935522536,550.3381296311849,980.849900780038,658.0058002975666,957.9775376964233,764.4176225434132,996.2793983914776,788.5621668900966,984.7961834542521,791.9382445852366,947.3784170277571,780.1708377591573,968.4348794101616,549.653057766006,979.9542828788395,657.2750763821277,959.8371663038988,757.275896182947,995.2072247846377,780.3356881896182,991.439502572192,778.4434909084865,946.0059657508684,773.7610149783694,996.2597047591688,409.0315258401438,1030.7618935875598,345.91706670014275,1038.0992588883782,382.3766132792021,991.1360653222297,417.391852720101,940.8390410354592,444.4983524432453,896.9360426904597,471.490108601955,986.9546045840132,420.3678640811073,948.2887185974778,451.642166112565,906.081485090544,477.607552336875,5,5,trajectory,person0,20.70813031875906,17.336954671608336,3.696995361813937,2.500662949637109,17.850334534789148,20.459146197608092,-49.35949157553411,-39.848375581381845,2.1902878848006098,-8.203527837447629,-9.620403379805476,-7.659988440807808,-102.1195756103002,-101.35721157636736,-81.41141017359344,-84.02022178681136,13.000573733148393,78.12876468229057,21.758700429683728,61.42991353558414,-151.23082067512752,-141.71894503088404,-149.0397269481379,-149.9225837384628,5,46.1010919493734,-200.94940977233642,0.2061697746197899,78.9369307404933,-220.23476577035976,0.23395382255619301,-12.695483824797579,-187.44765008864138,0.18787707905250026,7.419720396378539,-187.50022052608182,0.18764696892859672,-83.90889180639886,-458.15142428286737,0.4657718644321466,-66.82100826664949,-218.77780314088304,0.2287548344689629,36.51173364633972,-259.2458866958578,0.2618043858734662,-249.10348622406153,-729.6705241707152,0.7710198575215476,-59.399709976685266,-246.97598709700324,0.2540186287417784,8.890565987127806,-198.03539200459437,0.19823485730311116,-18.86319182798707,-173.64575823922274,0.1746673105089044,-54.0171828676439,-456.2932325067388,0.45947945555422304,-177.39632297342555,-633.7672636651387,0.6581264315449497,5.293586206400967,-151.3703931871135,0.15146292611905376,-29.89223050576029,-161.570498027788,0.16431241973008903,8.824473002005446,-147.61163872519379,0.14787517442390474,4.042255851417328,-194.89333186830422,0.19493524729790987,-72.35664752608176,-217.3159598861435,0.22904521575979178,2.257629775018487,-215.64694764078135,0.21565876499457876,-13.51023941917103,-253.3597414686186,0.2537196980256136,-55.867536001739055,-237.44992796301477,0.24393369973938928,-44.77514752843803,-246.682634536147,0.2507132545716075,-47.480066950816244,-64.89973856760291,-66.11454312278262,-79.90895896099664,5.701052282350803,16.03290545984041,159.540174855884,20.708165436706764
6,0.2012658227848101,964.4575466001319,544.7950923911823,962.2554215344385,544.0200598517474,979.7731704834596,651.8227147468947,958.278914684944,758.6891533685657,996.7150085740042,784.4421927599963,985.168883059972,787.5099840650837,947.1589583628091,774.533767537964,966.2480603862799,543.254259295822,978.2395113720244,651.2612033615337,960.2080860972017,751.9289192839484,994.6837892650417,775.5609228303085,990.5121219628304,773.9744614206135,946.1367163890606,768.3605810401491,996.2124898256403,403.81115415162685,1033.4179920766999,340.58252973154157,1039.3141817627654,377.5756199134032,992.2830374499915,410.81534580629733,938.269081044121,432.461440890907,889.9077381578297,451.0086229422155,986.317796233042,413.8059557237742,947.1060532547688,439.3520197786859,903.3600511765419,460.4752269043745,5,5,trajectory,person0,20.456263322073244,16.31298648635812,1.6865942532342693,0.166542134992054,18.846170639605116,21.78278327288937,-54.70838492004361,-44.25602148596834,-1.8986889595741192,-8.744294856783545,-11.194171320441065,-8.465342159562937,-101.35768542574044,-100.15102137483532,-80.90155989828283,-83.83817268309288,18.686938822252184,77.31457879668304,24.941665487779865,59.60844192508643,-157.39367761093274,-146.94024807251284,-159.29125374567917,-155.6847809981613,5,36.218455500598935,-143.12395316909812,0.14763550551814783,79.18180401587662,-159.02959264886576,0.17765182077668915,-6.542352653166524,-168.0485084808569,0.16817581152139277,3.897849214032634,-160.9940683469451,0.16104124711202458,-76.61390162857398,-358.8362311829157,0.366923875936565,-32.09875223762015,-184.32594660493655,0.18709993181991819,34.19275399743126,-196.05435705301517,0.19901370642596455,-209.52304078406166,-610.5801385356299,0.6455292481317857,-64.2783356254327,-188.35000474549497,0.19901615190331598,11.057608932424197,-159.4004434041074,0.15978351627351448,-15.604304169084791,-142.34206165489132,0.1431948212218801,-35.25681587698357,-366.3854944816798,0.3680779450501871,-81.12953932307947,-510.7372487424683,0.5171407346204716,11.110667491273984,-132.0122947517273,0.13247902814301807,-27.646440807383346,-133.22767152527305,0.13606593309628315,12.986114875320675,-122.82187029355732,0.12350648161923505,8.984446072882116,-170.77323200489036,0.1710094062928488,-51.11960341071736,-179.28149759506874,0.18642711506859636,-1.4075395278289304,-155.6261748652226,0.15563253988386633,-18.984098010082715,-195.61915480351522,0.19653816347798225,-58.96300076206243,-177.46134578192448,0.18700044038878288,-65.19196335345215,-190.75663363945023,0.20158890188533019,-7.508487825728098,-30.525844013119585,-59.93271229350701,-69.58322428564495,29.687189539796748,39.459369414045646,158.21613869496588,20.456125527457615
7,0.2348101265822784,962.2073394928,540.9325065247917,959.8857685163528,539.8345080508279,980.2126692593108,647.0287312764874,958.6697754295255,753.8478199748617,997.2567784048,780.8086838129021,985.7456703693446,783.5433801982874,947.1073955314351,769.6138347604964,963.323900134527,538.9192268085471,977.6597114798394,646.6132375116961,960.5587172494272,747.7199965703016,994.3172247327834,771.5925275245185,989.7925963468582,770.1940646719498,946.0074808123068,763.7837942388156,996.1013720179168,400.9385839155328,1035.8555601960527,337.6753506124604,1040.1502829174067,375.0653904591973,993.2874154697167,406.8397422687998,936.0402803044187,424.61950008853563,884.182219753381,436.825254995659,985.602156493778,409.6098666021933,945.8177107482276,431.007115078875,902.1157515457649,449.2746452270066,5,5,trajectory,person0,21.99255468897434,17.025203159189616,0.4211078310561237,-1.1166442260610887,21.027885823541123,24.20755456902783,-58.57676932289972,-47.58853708174981,-5.266236961858588,-7.3804720265663875,-12.518438364907308,-9.191316532275236,-101.39702124124469,-99.60933899665392,-79.40493315537368,-82.58460244056768,25.972836618879267,76.3861721082706,23.43204700060843,57.89511749234347,-162.19001420069594,-151.20067032046697,-167.4551220610831,-158.58153294130537,5,24.925279704403696,-74.83325542727108,0.07887512717064839,72.66712506749555,-86.66684921034447,0.11310019371169806,-1.5371561051109448,-146.6696941207326,0.1466777488999635,-3.85268323152888,-136.4400593605099,0.13649444298718527,-66.44349374961341,-233.77861259899626,0.24303739953012682,13.102038978207235,-142.91497892912258,0.1435143011260481,29.941835305015253,-118.51799224992519,0.12224167860589114,-170.68526564205857,-422.824931236968,0.45597629585631616,-70.6424861995352,-124.7768272726949,0.1433862527604772,10.45277774559205,-125.4735450483391,0.12590818507784285,-10.927772848456849,-118.3031053424212,0.11880673782697461,-38.4071917044357,-248.77263067360715,0.25171995182521434,-37.09421540807213,-333.90413302342,0.3359582576256494,17.19479148695696,-118.2497001799641,0.11949331549058018,-21.45000892898308,-112.69862005449977,0.11472175837757173,16.150874201082082,-108.3197006869573,0.10951715981694922,11.652075027149941,-144.32654268023148,0.14479613867250402,-17.284600559475265,-138.5620008064802,0.13963590327704273,-3.31256860760768,-85.63511269865299,0.08569915774201696,-21.334165812022025,-125.09095871882778,0.12689718115108123,-67.08164584121266,-115.14878620560505,0.13326361158767244,-87.17307920320324,-129.2330439602692,0.1558856163634247,45.798874711391235,21.23211968063705,-37.72582164229193,-38.25348019743336,65.03981114375273,72.28563486601455,155.79110526364428,21.992088085871003
8,0.2683544303797468,959.5524999397826,539.3015339058006,957.2362318863288,537.9658935148389,982.3582906784773,643.7169163143158,959.07268125223,749.8493567940246,997.7341417546226,777.3660820745857,986.3617184587424,779.8769285402974,947.1541110715395,765.3980137947357,959.6933530579525,536.9144043176022,978.5865979913737,643.30182259199,960.8836091850355,744.2822747920702,994.1295420073307,768.0650290036119,989.3930273899898,766.6863616457706,945.6475156447119,759.8366890757559,996.0000477118867,400.64025258651645,1037.8320493562464,337.4942392146458,1040.646300266517,375.0441945699588,994.1228816832815,405.9340028412935,934.3976319565633,421.8136617699772,879.9392733521983,431.0801491296331,984.9311686875501,408.20570157806554,943.9650021507284,427.56290717715177,900.9658950259204,445.4000444586024,5,5,trajectory,person0,25.64062063297503,19.958687057866342,0.3371967536720866,-0.9084219125076844,24.72102223548115,27.985418676446542,-60.555359974482315,-49.53420408349853,-7.187153913660779,-4.803069181673786,-13.30841269822416,-9.645704188166189,-102.39411072319332,-99.97657471634486,-76.75444823484686,-80.01884580310711,33.22088187561478,75.2590338851588,18.77178245676617,56.46262671405928,-165.29502313620273,-154.27337190448003,-172.48174653762626,-159.0769458632026,5,14.786932294235207,-0.6318774527700788,0.014800426878628039,58.92175232276095,-5.399169972586957,0.05916860597629177,1.3926519502815324,-125.67919105475195,0.12568690681065975,-10.731037071695344,-117.6684180685731,0.11815672544292433,-48.96951678512752,-83.64574610042027,0.09692587072017902,63.96380834496078,-98.72957811756791,0.11763884721155601,24.9063512723086,-27.001288593584718,0.03673412472638591,-126.48783611073,-171.26919374190356,0.21291385443173158,-78.98618632901676,-55.705867299296905,0.09665382187150713,9.685457703041727,-102.48302659633295,0.10293968540491125,-5.595069928592172,-105.15938986853325,0.10530812924474545,-55.231690265070306,-102.6763865042017,0.11658893581767044,-34.27874153498542,-115.5069663033713,0.12048606303564943,18.365207193370075,-109.30176640800222,0.11083391617715624,-11.911678336832555,-104.5692600257193,0.1052455140285165,14.230831938108377,-102.62850465169782,0.10361045576916574,12.011154714584379,-119.19946840985973,0.11980309306011606,27.63171109856559,-98.71765232331377,0.10251188388894845,-3.02061138731087,-8.893650940485884,0.009392609871827827,-20.003032713962998,-41.86001392682772,0.046393772035803305,-79.14427346731023,-48.62144788690571,0.09288628110376405,-108.23140341485917,-59.766406333826055,0.12363680686272188,108.75366399096369,87.45102943224941,-2.5015000427694023,6.207382177629775,110.09727416726854,112.62311867399154,152.01348212000568,25.63966248834646
9,0.3018987341772152,956.470255160222,540.1768097361163,954.263401828256,538.6755406393114,986.135810652645,641.9196064628203,959.4279296121812,746.6778614161117,997.9491316505747,774.0619498385821,986.7936803254695,776.5202523555375,947.2267145825108,761.9123434510002,955.5204675347396,537.5655887587861,981.2243740129328,641.306945917176,961.2044681455733,741.395242517886,994.1599918232024,764.8436268608343,989.3881092426672,763.2529942063904,945.1771499496411,756.4461443598929,995.9422364471678,403.1017925527024,1039.091533199536,340.3088110359011,1040.8186932166072,377.68392146013707,994.76673750199,408.5080167552307,933.6175845106832,424.8773421013401,877.7481740530667,435.4718586763256,984.3626913211829,409.9974722574129,941.4535202662432,429.9030691930153,899.4806603472998,449.8395771220657,5,5,trajectory,person0,31.45375144939181,25.344462042860716,1.6163410967408032,0.8401901330190653,30.044046224220295,33.17928646434058,-60.3057199612085,-49.69585632366979,-7.138558748875512,-1.6596107763670274,-13.514743026183488,-9.76986805777261,-104.35021442936927,-101.37616707682926,-72.89798559405803,-76.0332276480491,38.253322991029606,73.92293094252196,12.339873043979516,55.45722474270813,-166.38059368784528,-155.77205144604463,-173.52069563418198,-157.43211366459053,5,5.1392615309873895,78.69374502795606,0.07886138164912433,37.546876837681985,83.90610335063054,0.0919238931929602,2.164406553483134,-103.91243666230298,0.10393497558005144,-14.022222607769564,-101.07661605780187,0.10204462279100322,-23.25424461302657,91.33235704817683,0.09424626961582157,112.61285960726507,-53.580180478545365,0.12470963029790076,19.19419233130717,76.73475441548601,0.07909892258720191,-65.3195640118455,130.9226619580025,0.14631264079657294,-88.6239904104723,21.15551805031626,0.09111403635144667,9.565229389613982,-86.06624515492479,0.08659614407318347,0.9077492278747215,-96.03425255827747,0.09603854264350188,-74.87059202805067,69.76332047291221,0.10233536257832411,-44.27680740038787,132.34833223154763,0.13955829147006332,12.877353762808337,-100.0669504135963,0.10089212459359577,-0.1466164673535466,-102.35321800416334,0.10235332301491869,6.40913274725261,-98.50054590350247,0.0987088371214042,10.590422806091022,-94.54646598306518,0.095137749001638,78.63558705780358,-59.46990841898388,0.09859120426938568,-1.7234301557719394,73.38175748252368,0.07340199277080797,-16.94706111057344,53.41505044092194,0.056039008680487425,-91.88578776803443,26.09312852639131,0.09551884290571701,-124.39922880521567,19.412668246612537,0.1259048045778454,173.29710735733036,160.55706559039825,38.132982302803235,52.128434564759694,158.68637551335559,154.83605858250138,146.82091653658,31.452228835311246
