Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
27,0.9085714285714284,989.5500385908308,1062.506664223143,723.0265621052446,974.6075001885004,484.4310255386641,968.3803866834423,1543.719726564131,1064.5751953093957,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-1188.0763809504547,0.0,-1468.0793417381278,0.0,-678.5605470589952,0.0,-0.0,-639.2470703125,-0.0,1153.7323292426129,351.68986202001753,1365.5526736943243,3.2702148952917,1343.5650949544151,147.2374839970057,829.60610081819,355.375101504902,310.9732269675858,556.9535850276596,94.567609096218,342.1026030158858,1337.446940685965,567.7240907502504,1320.0965172498045,1033.404530483296,1411.2732670931252,1078.3536114154638,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161967570527,77.4295754295334,0.0,0.0,86.44870219085566,-55.38333252383464,10.748447153785156,-71.04420685748975,67.32884716086568,0.0,0.0,-71.5650511754111,-140.19442869193742,162.64598163775815,11.988986768636323,-0.920256253427416,77.0770320681075,-22.770761178467943,58.76820425394268,-157.85555903684764,-92.17244855353152,141.16085513742374,-28.13631409879361,-224.91314059045123,-352.52694310798654,0.41816404248491007,0.0,-0.0,0.0,460.7150091899816,-844.3213148687933,0.9618403206534298,-448.8140395058336,-1795.7838018504815,1.8510195852681066,391.3005529810275,-15.993216143970729,0.39162725355353617,0.0,-0.0,0.0,-714.3277291258854,133.48323195546507,0.7266924231140853,-6.747621329608139e-08,2.738375564040072e-08,7.282107822431257e-11,-65.05930224509187,-2362.6680769834225,2.3635636557548354,308.5900861837953,-786.9146725789661,0.8452588616577666,0.0,-1.3581586495589466,0.0013581586495589467,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,808.5572045460466,0.8085572045460466,431.9957989569508,-1176.2695911003932,1.2530883932364631,0.0,-0.0,0.0,0.0,6.9623066745812125e-06,6.962306674581213e-09,0.0,-0.0,0.0,128.84770732403652,-8.050203955490101,0.12909894448207376,-1043.227354967121,197.78965002474524,1.061811687545681,-602.996349226536,2348.052420108888,2.424243132352804,-1109.9964945284794,28.242074943309277,1.1103557234790193,-5.4700998447824275e-09,9.651455483873313e-06,0.0,0.0,-0.4606029988911794,85.56894956965066,234.21103281316925
28,0.942222222222222,959.1988760643893,1067.1441546228702,697.2068515158702,1028.5855609059693,486.5224141002267,968.2497223874174,1543.7197265575642,1064.5751953136573,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-1161.1504229740285,0.0,-1468.0041174210137,0.0,-678.5605463711759,0.0,-0.0,-639.2470703125,-0.0,1160.8096698635786,325.2063958232218,1373.7329309530626,4.620231649081401,1354.9572511729978,119.29995193871589,840.98016077218,317.6288114634905,297.4984192646944,506.28554206210765,96.56144442284551,281.2314772579113,1329.0392832361983,552.6988889757085,1290.278881311521,1026.8860308710687,1376.8438260575215,1081.5751856314657,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161967696602,77.4295763323241,0.0,0.0,86.44320271082265,-55.48001336471387,10.352962744285705,-69.30347337845616,63.28676216431256,0.0,0.0,-71.56505117716434,-140.19442971114486,162.64599247271448,11.979176506422444,-1.040995470025119,74.91273235323841,-25.599073562254706,56.21759697854351,-160.31936023998125,-94.73306429083502,136.4511920241168,-33.54782144201685,-249.85019779967064,-446.5036376396898,0.5116547857354703,0.0,-0.0,0.0,338.5404914012754,-830.219113052953,0.8965898951006804,-400.4306062651693,-1505.7012768065022,1.558037549422549,243.0925506134525,40.11842240035436,0.24638075407719495,0.0,-0.0,0.0,-901.9449241348176,137.81221470887672,0.9124126548308761,-1.9514390103836408e-07,1.2664492096535205e-07,2.3263722427589078e-10,59.25076678185511,-1808.906095637924,1.809876215712079,210.317197698508,-787.0086652821376,0.8146262719044391,0.0,2.235439612357853,0.002235439612357853,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,800.1581851485113,0.8001581851485112,338.0027250478162,-1121.7057889664757,1.1715245277588742,0.0,-0.0,0.0,0.0,2.0439914855014605e-05,2.0439914855014607e-08,0.0,-0.0,0.0,62.14975442379439,-3.882948419612055,0.06227093433831966,-1023.1390496429398,95.73546019251238,1.0276082878424686,-767.2838524200889,1604.0650118870503,1.7781307804952975,-886.0901245810697,-193.71012998600295,0.9070167161300225,3.746551748085869e-08,2.682821427654594e-05,0.0,0.0,-0.16342794437716232,87.73326011947607,234.21104364987883
29,0.9758730158730158,921.3201605546432,1070.758719440687,664.3075509787083,1057.5562640674482,487.1229651089286,968.2122056783736,1543.7197265448824,1064.575195323225,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-1129.7577152661836,0.0,-1467.8992936817158,0.0,-678.5605450342699,0.0,-0.0,-639.2470703125,-0.0,1164.1488417439143,297.41769703214436,1376.536871097945,7.606952613381,1362.573190008547,90.85169026099291,847.6044882696834,280.69628886284545,289.61658371025624,464.1184776081866,94.2959610986794,246.8958448298668,1318.9073561593102,533.4561054491404,1263.776067434759,1010.6041205319127,1341.0848882582432,1079.3005296487163,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161968090274,77.42957804523664,0.0,0.0,86.44331687101369,-54.40082117081654,10.561691934184472,-66.22967860809821,56.19735994063139,0.0,0.0,-71.56505118135509,-140.1944316550095,162.646007537079,11.974311660984068,-1.188337665776962,72.73817802851325,-28.02393331140877,53.17573914720021,-161.56534131235236,-96.6995668245247,134.99446333956914,-41.54496466571726,-301.09028577544484,-571.8374349876326,0.646261102219199,0.0,-0.0,0.0,226.32271067906277,-845.3964555172356,0.8751669191475556,-234.22435845735941,-1253.0778587721757,1.274780440013033,83.32463638094178,88.75633054286502,0.12174022030311298,0.0,-0.0,0.0,-1125.6410741103766,107.4139544917235,1.130754431936445,-3.7686646256526176e-07,2.8432256549137803e-07,4.720886059354248e-10,-67.32332519927556,-1020.3513410220726,1.0225699434471118,99.23010776469316,-825.7962376593722,0.8317367614933026,0.0,3.115045082911887,0.003115045082911887,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,932.8965026387878,0.9328965026387878,196.85501525599335,-1097.5230772833147,1.1150375788290159,0.0,-0.0,0.0,0.0,3.972881127851889e-05,3.9728811278518886e-08,0.0,-0.0,0.0,17.846562994444138,-1.1148833347900198,0.01788135273308078,-1062.6476798842118,-67.59590892132441,1.0647954256410939,-977.6678933213171,860.9218392326259,1.3026975561883232,-787.5836199226407,-483.8492223428358,0.9243365341325731,1.1698741598095481e-07,5.090258949441576e-05,0.0,0.0,0.0033924962433526475,89.90782950856574,234.21105871843406
30,1.0095238095238095,877.8714485732028,1072.2416092977883,626.1776741286983,1067.7704376585334,486.94603953640393,968.2232659994268,1543.7197265256768,1064.575195339392,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-1092.092060560546,0.0,-1467.810546841888,0.0,-678.560542998817,0.0,-0.0,-639.2470703125,-0.0,1163.3402996555733,267.3578243191609,1374.116432212228,11.9621340205878,1366.509641209592,62.2577987977916,849.1961953549358,243.7241137166251,290.59607516435995,426.8168307925679,84.9581709395159,235.15354714877552,1306.4204650399274,508.902516290167,1237.5010186412255,983.7881872050775,1303.692899021559,1069.7081731426308,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161968874874,77.42958060102842,0.0,0.0,86.44571842206176,-52.38841150149616,10.953735668430165,-60.86015277918568,47.88681526690556,0.0,0.0,-71.56505118871142,-140.1944345682539,162.64602300048472,11.972801962032442,-1.3650647079356617,70.64792981987128,-29.94763590632735,49.50886252110503,-161.73160967780356,-98.398202478014,138.08923143761885,-50.83572733059124,-371.0727077929832,-729.6585457619451,0.8185942510623032,0.0,-0.0,0.0,116.97944606878723,-849.7241331045657,0.8577384759837149,29.107529060628714,-1108.4923346150824,1.1088744311906604,-71.92813669819942,129.42284370473016,0.14806731348104438,0.0,-0.0,0.0,-1291.1645541654436,44.06700990442599,1.291916331383409,-5.707302555086294e-07,4.804364453439927e-07,7.460242640609731e-10,-277.4909339751413,-348.94563863620255,0.4458298746849783,-24.027429983719077,-893.2886702443193,0.893611753379781,0.0,2.6372881646888446,0.002637288164688845,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1119.3095502146919,1.119309550214692,47.30072942023509,-1098.7014312320166,1.0997191432338387,0.0,-0.0,0.0,0.0,6.048751264015983e-05,6.048751264015984e-08,0.0,-0.0,0.0,-5.257693900497817,0.32867935205073023,0.005267957409451641,-1111.177038637308,-285.0558773034862,1.1471579073432032,-1133.1048309201071,303.5344038860162,1.1730557072010364,-780.8151292417956,-796.8885847125537,1.1156628892716915,2.3315957466627598e-07,7.595041612987329e-05,0.0,0.0,0.07136684718311134,91.99809318061344,234.21107418919615
31,1.043174603174603,833.7008427963304,1071.111466150411,587.8990253272217,1066.6131956270162,486.4959364620579,968.2513930356372,1543.7197265032203,1064.5751953609786,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-1050.241349271425,0.0,-1467.7523608544063,0.0,-678.5605406015957,0.0,-0.0,-639.2470703125,-0.0,1157.9490023085584,234.8417507324056,1367.729122723076,17.2619783236212,1366.5767988641,35.2968626664007,846.3657684192959,206.77415185398908,302.4295348995608,390.9662210999678,71.0163163691103,235.0953279890685,1291.4489101596948,478.8423624164108,1210.551693678101,947.9377135684508,1265.9355979100058,1051.7626497562771,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161970093647,77.42958352811891,0.0,0.0,86.44841458332994,-50.02609463487404,11.163150869009687,-53.546748167150945,39.969140543139616,0.0,0.0,-71.56505119892793,-140.19443792559775,162.64602932315094,11.973082396391652,-1.5653322711059554,68.91236270128594,-31.311809082791527,45.13581091539877,-161.14375775710332,-99.92456839239134,144.93637982418565,-59.89568881280723,-444.9094138937037,-893.2970254937031,0.9979599001598896,0.0,-0.0,0.0,1.9957227518866745,-801.1976303196392,0.8012001159130643,351.6546996781414,-1065.3718918084035,1.1219083276547779,-189.81155557385765,157.495373156182,0.24664391173303402,0.0,-0.0,0.0,-1312.6170584636632,-33.584442587157575,1.3130466316752387,-6.673388257089003e-07,6.414859209862279e-07,9.256593839647945e-10,-414.30982921488544,-1.7300976705389182,0.4143134415174304,-160.21308153865212,-966.2795452667892,0.9794714855967497,0.0,1.7291118921463946,0.0017291118921463947,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1243.6767977427623,1.2436767977427623,-84.11174384212775,-1098.0413195028682,1.1012581553785488,0.0,-0.0,0.0,0.0,7.123818374821688e-05,7.123818374821687e-08,0.0,-0.0,0.0,-13.375704567829573,0.8358506043676843,0.01340179536176697,-1122.0330047301268,-533.2867798774943,1.2423175331998755,-1137.5258841948284,-34.389739615839254,1.1380456016364509,-800.8525814513458,-1065.3678486356114,1.3328066289315024,3.6218243498648905e-07,8.698429291570743e-05,0.0,0.0,0.08012177353541795,93.733666621865,234.21108052207887
32,1.076825396825397,794.1151170475644,1067.559357492986,555.3923415605689,1060.1099100551285,486.0546262582758,968.278964715079,1543.7197264875672,1064.5751953815843,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-1008.8140639573973,0.0,-1467.7224018433942,0.0,-678.5605388949052,0.0,-0.0,-639.2470703125,-0.0,1147.7518216841863,200.701456363241,1359.7532956959658,22.797234140444303,1362.8351866999535,11.9721101779159,840.0950410046752,170.6712525567661,322.4607777464329,354.7889345531296,57.0412944391236,236.56184832671582,1274.583276221393,444.2468438494558,1184.2150920634729,906.3016507394289,1230.002591024154,1025.3524937917289,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.921619715675575,77.42958544142444,0.0,0.0,86.45049822286339,-47.99004333032055,11.020601345062062,-45.51656969505462,33.37663050063425,0.0,0.0,-71.56505120939528,-140.1944401642862,162.64600936992997,11.974017470994838,-1.767239855026378,67.80407801151064,-32.10119309168955,40.134648307071565,-160.22394662701626,-101.17547089445664,153.55189020802322,-67.59667068564181,-501.19572552500756,-1028.0743725085608,1.1437368887525705,0.0,-0.0,0.0,-111.18941808548408,-693.1412296106274,0.7020027427868933,595.2680657325143,-1075.0797417220701,1.228877748656115,-237.01750127732927,164.49109266974173,0.28850409958860956,0.0,-0.0,0.0,-1176.368265175589,-105.55794595177488,1.1810947359402557,-4.6516092864338065e-07,6.123403670913643e-07,7.689833643883066e-10,-415.29546301375217,43.58055720367016,0.41757584528560693,-303.0294242148299,-1014.5464836119585,1.05883492544842,0.0,0.890291364979028,0.0008902913649790281,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1231.0938560300558,1.2310938560300557,-186.34708826467192,-1072.8691772287875,1.0889322792314942,0.0,-0.0,0.0,0.0,5.071768806817006e-05,5.071768806817006e-08,0.0,-0.0,0.0,-13.11440699918584,0.81934707775114,0.013139977190776014,-1067.8204876455827,-784.830106493643,1.3252165445294113,-966.0005081599598,-193.2580146362814,0.9851424475609899,-782.644293264883,-1237.298093503945,1.4640487225391734,4.3800178578418484e-07,5.685766417684543e-05,0.0,0.0,0.061919476701659815,94.84193135841933,234.21106057932525
33,1.1104761904761904,762.4896133941388,1062.0608003113111,532.2283523993653,1052.1504132610069,485.7362679194721,968.2988405579072,1543.7197264986269,1064.5751953863453,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-972.442945090488,0.0,-1467.7119858354351,0.0,-678.5605399765567,0.0,-0.0,-639.2470703125,-0.0,1133.455996581266,166.68678019863663,1352.717286845739,27.815196895551598,1356.245892121593,-6.6121604744044005,831.6714235904822,136.7936385650109,343.4223013983267,318.80938986702154,46.5201264253866,233.5649211162359,1257.146734842026,407.0511942147616,1160.7452144468748,862.9707653934155,1198.3146561814754,991.9156698399664,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161972696136,77.42958364826379,0.0,0.0,86.45175234386504,-46.7606467381525,10.587202421188676,-38.258328054015166,28.3882112438372,0.0,0.0,-71.56505121362848,-140.19443822978153,162.64593880622846,11.97495188446596,-1.9316991230611835,67.40810213722443,-32.335902280562124,34.88641252539634,-159.38356178773765,-102.00483814117813,161.70325971280573,-73.41021173596627,-518.1613711793018,-1105.3424183895024,1.2207674096540946,0.0,-0.0,0.0,-195.81394265882858,-552.2684203283891,0.5859552100899942,622.9132028628848,-1069.2034505777456,1.237423483302404,-209.08894224730733,149.11870451498172,0.25681622574581275,0.0,-0.0,0.0,-939.8144953612351,-163.40052002146896,0.9539135262875663,3.2865785564749e-07,1.414849369738492e-07,3.5781835261666004e-10,-312.65735135161975,-89.05962936803584,0.32509419702200487,-424.82876485093783,-1010.8134897972105,1.0964594796894178,0.0,0.3095323119968033,0.0003095323119968033,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1080.8398531204216,1.0808398531204215,-250.32447976139554,-1006.7404157927305,1.037395107930596,0.0,-0.0,0.0,0.0,-3.214341858719357e-05,3.2143418587193566e-08,0.0,-0.0,0.0,-9.460648747467609,0.5906500463080302,0.009479068635692228,-941.6697618343287,-993.6414664910604,1.3689650485982565,-688.3638288470866,-236.53221605172993,0.7278682917227287,-697.4539103045672,-1287.663102263611,1.4644173660300122,3.353794525114968e-07,-5.328732118200931e-05,0.0,0.0,0.037268690143396226,95.23783666900403,234.21099001985692
34,1.144126984126984,740.0626765441724,1055.2842292371004,518.516107383807,1044.7583377566561,485.5549736032719,968.3101286816805,1543.7197265671678,1064.575195349611,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-944.3489611944652,0.0,-1467.7121282275903,0.0,-678.5605471058827,0.0,-0.0,-639.2470703125,-0.0,1117.2864220340223,135.31772588921731,1348.0064770451831,31.814207373478197,1348.5584370043407,-20.2722356261302,822.7409681982957,107.2081502210206,358.5782016424,285.8264429471763,40.407660281394804,224.46011611580678,1240.8702942121158,370.2867229124883,1142.0282276804544,822.557701851717,1172.962425667777,955.7540823053884,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161972250479,77.42957404836594,0.0,0.0,86.45230174050945,-46.43169376420707,10.054471314934297,-32.90439034862752,24.908805599119567,0.0,0.0,-71.56505119999268,-140.19442745029428,162.6457917629168,11.97560339928693,-2.0278979234062513,67.58847971040163,-32.08906851936328,30.08781072868597,-158.86298734884704,-102.35715834009386,167.77597852505423,-77.295884115386,-483.68667909638333,-1092.5291000203833,1.1948107121743747,0.0,-0.0,0.0,-228.44795867306408,-405.93619554656783,0.46580324674341994,450.38760159274403,-980.1536112972852,1.0786797918787456,-139.99104595991017,118.83851891951663,0.183630298502001,0.0,-0.0,0.0,-666.4608592206963,-201.37923475249409,0.6962209944139065,2.036830138514339e-06,-1.0916352727424e-06,2.3109185580317873e-09,-181.64404107145415,-270.56731840897737,0.32588530412983197,-480.5109417341268,-932.1935950440626,1.0487495715219106,0.0,-0.0042314649887793725,4.2314649887793725e-06,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,834.8683893629403,0.8348683893629403,-265.3861743904477,-879.1913989015967,0.9183721127408778,0.0,-0.0,0.0,0.0,-0.00021186204677407143,2.1186204677407144e-07,0.0,-0.0,0.0,-5.387519773874785,0.3354489611867253,0.005397952882292793,-753.3917558315952,-1074.6132144709477,1.312399595576971,-407.48652640574255,-219.6701682896707,0.4629257521877889,-556.2123425870242,-1200.9542467580193,1.3235041642746224,-1.324357076834168e-07,-0.0002852799833043336,0.0,0.0,0.01632640971614573,95.05731205251516,234.21084296290945
35,1.1777777777777776,726.4722463602043,1048.373051648955,512.1277670988687,1038.861749414788,485.4797112045518,968.3147590623066,1543.7197267301551,1064.575195236366,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-925.7804745357056,0.0,-1467.716173079469,0.0,-678.5605642255573,0.0,-0.0,-639.2470703125,-0.0,1102.3958395726363,109.54519516034699,1345.6060327695682,34.5649145686028,1341.5537477048308,-29.2851334115123,814.9854260963192,84.2370775079504,365.76807218064425,259.4483027905517,37.752496724635,211.4630374508921,1227.477732612697,338.1866404945236,1128.9664710416664,789.6709405825127,1155.172951968873,923.3749300686926,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.9216196828258,77.42955181168985,0.0,0.0,86.45238081128322,-46.750149958255285,9.602282584044712,-29.800340048334977,22.70186367364318,0.0,0.0,-71.56505115198254,-140.19440228992886,162.64555556243403,11.97592293301036,-2.0582835147789735,68.08062635164605,-31.54076143506217,26.425580393148444,-158.67932015302932,-102.31716847638684,171.26827261870844,-79.52625422537291,-397.98650036008945,-953.917543552729,1.0336111137011559,0.0,-0.0,0.0,-208.15821974958843,-267.836113433526,0.3392138383210428,213.66124712707133,-783.8786933336594,0.8124758054160016,-71.33395724704754,81.74271381738244,0.10849149606653091,0.0,-0.0,0.0,-403.8665573537744,-205.37933398734106,0.4530881448215936,4.8434935307767245e-06,-3.3652986058218834e-06,5.8978525150280505e-09,-78.90344531880577,-386.23394145737274,0.3942111251815136,-442.5031580506197,-765.8818093956781,0.8845247259675502,0.0,-0.1202007869634657,0.0001202007869634657,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,551.7993676895584,0.5517993676895584,-230.47129831345333,-682.6309343978445,0.7204873433608415,0.0,-0.0,0.0,0.0,-0.0005087450460905553,5.087450460905554e-07,0.0,-0.0,0.0,-2.2365712827192903,0.1376009337015442,0.0022408001070243076,-528.6494542598903,-962.2106560904913,1.0978704806047812,-189.84218771278967,-175.22880449890883,0.25835090509168895,-388.15597558662154,-977.2952641320197,1.0515565104541345,-1.1791399253229056e-06,-0.0006608068837479964,0.0,0.0,0.0023497446920734493,94.56492921078798,234.21060671441657
36,1.2114285714285713,719.979606267091,1042.6604503477497,510.36573876612476,1034.84201483407,485.4690146586795,968.3153225237952,1543.7197270154022,1064.5751950117972,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-915.811540161338,0.0,-1467.7203549351493,0.0,-678.5605943565653,0.0,-0.0,-639.2470703125,-0.0,1091.250627399622,91.52311018532531,1344.8205011397063,36.111341962687995,1336.3741122863146,-34.2994097669783,809.4761317265082,69.1200294221304,366.882462996914,241.76751606064133,37.1536570774825,198.68592521908408,1218.1131899281957,314.54416907180513,1121.321555689508,767.1556768367418,1144.7440477025232,899.8161058165296,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.921619583757014,77.42951349742599,0.0,0.0,86.45221599533451,-47.331363600276845,9.310711790145715,-28.535811858253393,21.50055677593271,0.0,0.0,-71.56505105208262,-140.19435873796596,162.64525776989794,11.975983982562653,-2.048792617625944,68.61855511306365,-30.938374202166766,24.15933139225131,-158.7158433009708,-102.0707876899487,172.64810437476635,-80.53140421006543,-278.2859382658456,-702.5828771845587,0.7556889325307303,0.0,-0.0,0.0,-153.92312800307164,-149.00915584639506,0.21423365249256532,33.11633086084596,-525.4196056529964,0.5264622050767133,-23.343628623255913,45.95515369215439,0.05154416696552602,0.0,-0.0,0.0,-192.94166314440236,-169.76126508298475,0.2569929425091348,8.476677850210358e-06,-6.673507030004989e-06,1.0788408754574184e-08,-17.795706495569604,-379.6972031150483,0.38011400029868236,-331.20205985844115,-535.5619591633797,0.6296994652668779,0.0,-0.1242721263517294,0.0001242721263517294,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,296.24663470997774,0.29624663470997775,-163.71959683872157,-449.2330327389897,0.478136407412052,0.0,-0.0,0.0,0.0,-0.000895402593579774,8.95402593579774e-07,0.0,-0.0,0.0,-0.317869051866233,0.016744374424740013,0.00031830976769369455,-309.9155513113343,-700.09713579541,0.7656263112599678,-52.362162718334865,-119.45437669114868,0.13042677714032586,-227.18380527640784,-669.0856679167738,0.7066032213282814,-2.9440252198351323e-06,-0.0011385842562508237,0.0,0.0,-0.00489783243800713,94.02670265683429,234.21030882198056
37,1.245079365079365,718.1463216069114,1038.8732666890232,510.9584412541558,1032.6168870069362,485.487914098911,968.3140256405823,1543.7197274103723,1064.5751946643352,1157.537109375,193.541015625,1147.4882812499998,213.638671875,0.0,-912.0494394401344,0.0,-1467.723417501923,0.0,-678.5606363125074,0.0,-0.0,-639.2470703125,-0.0,1084.5339626762457,81.2995435646469,1344.9135610357603,36.7433819966788,1333.2839112825188,-36.3623031942805,806.3345245483179,61.1549731322365,365.00133542705385,232.2747600236472,37.535825962835396,189.1323882727756,1212.7990278772897,300.4023550946053,1117.907092953692,754.7426641685047,1140.092769154449,886.0758967999531,0.0,-0.0,0.0,-0.0,20,1,baseline,person0,59.92161940557289,77.42946127916768,0.0,0.0,86.45199185933976,-47.87963480612285,9.167428801122677,-28.391751916255835,21.016878575868844,0.0,0.0,-71.56505089177914,-140.19429909992405,162.64500541966416,11.975919788821178,-2.024861262430897,69.03882433710827,-30.46192385975445,23.080827505431596,-158.84023517195033,-101.79378106585106,172.7568366849234,-80.76930862130494,-157.92085339956026,-420.25201913376765,0.4489440449816146,0.0,-0.0,0.0,-91.83144492412231,-61.30296505662178,0.11041316860585743,-55.901432500562365,-282.09605204274936,0.2875815584033866,2.76545917519007,18.782321764821017,0.018984819602169314,0.0,-0.0,0.0,-54.47968565628118,-112.5436653300778,0.1250364457073847,1.1737324320018544e-05,-1.0325523455124847e-05,1.5632697042277513e-08,11.356905555298344,-283.90227717803526,0.2841293407775162,-199.59899885505627,-303.8135363692161,0.3635139959136508,0.0,-0.0910102390242702,9.101023902427021e-05,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,111.79827614897599,0.11179827614897599,-93.3590812386751,-236.69742748269564,0.2544436877319921,0.0,-0.0,0.0,0.0,-0.0012468039416939573,1.2468039416939572e-06,0.0,-0.0,0.0,0.5616343087672996,-0.0385394539691818,0.0005629550482025764,-138.22195685315245,-408.3175320963787,0.4310783181436895,17.613328653751534,-66.12408165539439,0.0684296976541204,-101.46752469641618,-368.8772632542161,0.3825782193407487,-5.295094234778801e-06,-0.0015517689967709258,0.0,0.0,-0.006660645127186722,93.60618108255589,234.21005631144328
