Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Nose_vel_X,Nose_vel_Y,Nose_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,1008.1134316433748,568.64228393202,1009.8432053759503,565.2003624833108,1008.1110172252421,678.731444956312,984.0199425988942,785.3768624897131,1016.6965952255645,807.755253109557,1011.538198717164,811.193617694862,973.6938720187522,799.13947975118,1001.2388161740402,565.1988637160689,1004.6774951296862,677.0094920704333,984.0221161358378,776.7762340225885,1014.9875673547424,800.8610545736094,1009.8272538057429,795.700960512356,971.9864296876628,790.5348056458463,1008.0907095538212,422.4113875717566,1014.9708369056835,355.31714910672804,1037.3365960625642,384.56223778850915,1013.2484162417563,429.29744393930406,1076.843387432764,396.64564761234726,1126.7043714491929,343.35947345832153,992.6124006289219,434.4558619170555,1023.4101280788248,489.5257507342954,1047.5589643626333,515.421081375123,5,2,baseline,person0,11.858748384179933,13.460687948974073,-1.8034130738715992,1.4050155369749553,1.753697600279845,-0.881014178332099,117.12523170317549,29.189072402194537,19.72943670585216,13.646493011950474,-11.32538021469664,-13.501036611703023,-102.73039575227384,-101.69762353831828,-90.87164736749143,-88.23693558887945,-45.30845751936929,90.0093668086186,14.03160719653943,84.14564320288774,27.134598513413746,-60.8015607876567,46.86447036937743,-47.04581873052919,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.88101417611003,11.858748384782402
1,0.0335443037974683,1005.4013898843317,566.5673301788885,1007.0134617314048,563.7944285749685,1007.4939547399695,676.5156639408741,984.2535602129065,783.3385793953636,1018.4053920358085,806.2252777047443,1012.2651953507628,809.508752340947,973.7598999172736,797.8619370432386,999.8763339808312,563.630810884227,1003.4997588024894,675.2439200370712,983.4127495985309,775.2162356226152,1016.2920261175703,799.1447159741725,1012.045099438047,793.0046251543441,970.4020651189165,789.4133286106647,1009.2386606457763,421.43653626569125,1017.3758912232333,353.9923108379054,1037.9475927040135,384.9656529637554,1013.3400676765465,428.8464537815915,1078.6055632292193,398.87650818525987,1131.0832990444737,348.2111185607751,994.4694236176956,432.86500476602305,1014.9411128185579,469.2208162373646,1051.3811606323038,514.3394060871801,5,2,baseline,person0,12.514291060246634,13.190731712925253,-0.8672889196328535,1.5960014916060177,3.3694782426865535,1.777897036889766,116.2360324870679,15.57553414284606,19.313071570766205,16.65582086808279,-10.677836442294383,-12.2259863003789,-102.27383793450495,-101.35869738117016,-89.75954687365315,-88.16796566785635,-35.89877839336477,88.46255608395252,11.492658437330366,83.1335521456791,24.696017892505505,-38.605827072552806,44.01260520834779,-44.76295375951676,18.214616858295336,12.02633918658558,0.021826706153822217,71.69784569299361,-39.49517857999532,0.08185627775608932,1.968378861581137,-38.085235444292294,0.038136067891038496,-47.23200035130253,-33.432711614848266,0.057867158761313424,52.53278789432528,66.50490009814953,0.08475019493201781,-18.395447674164377,-66.05535857343023,0.06856896449121397,2.732250320159916,-13.444612248790897,0.013719431122767158,130.5416151045977,144.6339483372951,0.19483349887981857,-84.35839544116693,-41.91274670152241,0.09419669430226452,-18.166021300844562,-46.50561267845057,0.0499277111482271,38.88763858996448,-51.166320511514414,0.06426694943585479,-252.4725304004095,-605.3169151915221,0.6558589379003431,113.94471898263043,-32.24616896131657,0.11841965376031294,21.672729831812255,-50.228061494072854,0.05470434516393637,66.11690752906556,-80.38131821997895,0.10407978564538133,50.94148981482274,-45.61058753969944,0.06837661208534884,6.964449625269183,-60.76391111457017,0.0611617237536868,-35.10987541454482,-52.6340342021167,0.06326962073550346,34.22193821300419,-29.06160497327029,0.04489674752893671,55.36030796721486,-47.42555280436249,0.07289682268126813,-80.84954677902265,-61.85711188580685,0.10179858302170319,-40.61739368434392,-46.745725930381695,0.061926856552446945,19.542592984630012,-8.047751942587482,27.907097428249447,5.693543553152436,48.168555000049125,79.26565509529347,178.22210295760567,12.514291060851804
2,0.0670886075949367,1002.5109922967268,564.4980469887281,1004.0145889332383,562.2754269778163,1007.358812695885,674.4341585781732,984.457200036763,781.3527789355281,1020.1707636220705,804.5738651101426,1013.2083680409902,807.6678117018668,973.872914540993,796.5635905702254,998.1807057211064,561.989883252508,1002.7087050360864,673.5754499610084,982.9259414141258,773.5826468876238,1017.8699330592389,797.3319110133128,1014.247406571479,790.3618949359608,969.0863067488392,788.2002583395337,1010.4338940865576,420.42227735308,1019.7715400734979,352.7866625948436,1038.8058533327805,385.2875731368905,1013.6641597585982,428.27802799384716,1080.6978779392791,401.6655165878777,1135.8584498852072,353.9477600429788,996.336148741488,431.29696643110935,1007.3382561693729,452.4966609649474,1056.8813932456292,512.7833521474383,5,2,baseline,person0,13.76449438641758,13.452797034651375,0.2714476774146334,2.1810310831801623,5.441157232920621,4.851697443959158,114.9332647415012,-1.624998192693102,19.18303537249069,19.178039219998347,-9.90638703529201,-10.914813300283855,-102.0874181186872,-101.18626097769342,-88.32292373205345,-87.73346394309199,-26.38021223124701,86.82537881412912,9.343962170155349,82.14698834007038,21.75167101843375,-27.56093593928267,40.94324152120394,-41.90766110482127,25.585882895325824,9.596865538744265,0.02732649321998825,71.41745629090545,-35.94196649127614,0.07995172304787063,3.369115197671968,-38.70542315775164,0.03885177884004542,-39.22449480607966,-36.16322695069901,0.05335110098470259,62.37466494140445,83.14402407804022,0.10394001908043986,-4.028762823650852,-62.05242402014019,0.06218307049884641,9.661613012108827,-16.945523483697905,0.019506345945161225,142.3535533652606,171.01685928078953,0.22251134873075906,-89.40035888873594,-45.28344383963263,0.10021484149272475,-14.512394931323705,-48.699437760118194,0.05081579326148846,47.03948995917689,-54.04211015393303,0.07164679536105809,-226.65119822098734,-498.56915717772006,0.547669581174554,163.96919866139635,-46.38802310928336,0.17040465603277355,28.11722359545732,-54.8808718820148,0.06166432000149734,65.65368435514425,-78.78327820840914,0.10255345530340998,52.628058609319886,-49.23079055604954,0.07206513228850431,6.070772107420663,-59.199334463018374,0.05950979310033393,-23.582357564469547,-49.73929660715675,0.05504657314741045,35.631487479892535,-30.236397772182865,0.04673160226514177,55.649541426263276,-46.74529375780462,0.07267732761636768,-86.16656959274965,-61.688064914216206,0.10597214288784917,-50.548917931418536,-48.91821996445221,0.07034333904875299,37.27021236509604,7.812513364665536,33.94724194971747,17.440504805417866,61.75948687867588,91.63404987112511,175.14830254618258,13.764494386633743
3,0.100632911392405,999.3267147464175,562.5630493881455,1000.7284318114462,560.6696521117998,1008.152211963935,672.5400045193888,984.56595965397,779.3924735060289,1021.9045937573936,802.7123843784453,1014.3185166956401,805.5492368814356,973.97358472872,795.1038908261638,995.9038407073671,560.3490927417124,1002.6069380912346,672.061112609663,982.6085807355772,771.8038311817776,1019.719602956054,795.4194236667645,1016.2405275171036,787.9021152613542,968.1749253926092,786.6767959004553,1011.6878946510051,419.4178167671973,1022.1652014489393,351.8753869728111,1040.0195531742531,385.5583287032993,1014.4009994844074,427.62711359051656,1083.2841119264167,405.5593493173386,1141.2621109060121,361.4628831885175,998.1343521519289,429.8961854742655,1001.4017604205447,441.9187553944707,1064.8439596420112,510.53009867344525,5,2,baseline,person0,16.16456095403773,14.69200611779901,1.5006857723668514,3.3486958082056035,8.304739448227188,8.675130900495688,112.88991649040504,-20.034613979659472,19.45571021200701,20.999318902545497,-9.091624664442175,-9.837471316270957,-102.44032047177872,-101.3381570875963,-86.2757595186084,-86.64615097087689,-16.824353565603005,85.04910956693466,7.808694009190293,81.17042316062438,17.92460415570804,-34.77223796427902,37.3967734389456,-38.213223104842434,36.18199527408471,8.071581036338426,0.037071379829189885,71.35820704146047,-27.166329864364254,0.07635445756778964,3.001111256766281,-43.51557727579786,0.04361894238082148,-27.16948194044258,-45.4164274291269,0.052922893244201845,77.09905093731099,116.08029646317486,0.1393517092913203,23.652280066396237,-56.46723420526932,0.06122073906064825,21.966165410915202,-19.404618061553577,0.02930958247697259,161.09027194098036,224.03574660285233,0.2759385646659714,-97.96468400814332,-47.87026959068186,0.10903504951849168,-9.46094098314681,-53.02884557051122,0.0538662033823409,55.14110258429991,-57.013773727290946,0.07931652784154775,-176.97477892733014,-315.34133587458956,0.36160784074401386,237.37462087327637,-67.17246205488809,0.24669586598329343,33.09499762918478,-63.15751351473845,0.07130322840825733,59.417567812958026,-73.32928086562883,0.09438024579898986,51.68776629831236,-55.49319917135146,0.07583614137850263,3.2422678337187607,-58.439293936014266,0.05852916688665098,-3.033807035203283,-45.144396511803905,0.04524622107471321,37.38341305333962,-29.944296711220645,0.04789760408461182,53.60681865087649,-41.759130411572116,0.06795230664663744,-94.92751942431714,-57.68483413057505,0.11108003435688191,-67.87635323977726,-48.9141322086229,0.08366475756765007,71.54915427999701,36.942459459872964,36.64521113253789,34.809627651701895,85.36716792800725,113.98160115712693,171.32486908554307,16.164560953170323
4,0.1341772151898734,995.8332443471344,561.0307841180456,997.1243421851577,559.2078140044134,1010.152441244417,670.8424362505804,984.5297524491448,777.3846040921093,1023.4453889161148,800.5570201286403,1015.3493304225929,803.0644176760428,973.9651465321386,793.3047090606784,992.9931064704967,558.9668421570558,1003.3322334631752,670.703625380588,982.4599754319178,769.8462718999714,1021.6354138387632,793.4782310381049,1017.7830947864164,785.7605665766025,967.6480018708,784.6144175185045,1012.9833143176621,418.6157278290545,1024.582908315614,351.5141669860725,1041.5644814493003,385.9977479733585,1015.5776602589808,427.1452925294255,1086.2530621417948,410.9778937102363,1147.2027528059384,371.48042311991657,999.7429218084768,428.9233529753551,997.61549255337,437.3882955578606,1075.0954323472426,507.58886407346483,5,2,baseline,person0,20.053944433912093,17.1063927644636,2.524557823840974,5.132893715088791,12.06981216692641,13.407293220921398,109.99445593248127,-32.839240237614895,20.013127921474563,22.194229880000417,-8.375092894226363,-9.373358170022076,-103.50798660638796,-101.89791599099156,-83.45404217540123,-84.7915232293962,-7.492103235497046,83.13866458890227,6.806798177782683,80.15597957576536,13.108483863758751,-57.350013793135275,33.148103697422314,-33.731632619531965,46.056352350465524,13.099668805538206,0.04788307545098813,72.07503489332598,-10.768444887679104,0.07287503042999804,-0.2515537848783325,-53.635984706924226,0.05363657459968987,-15.708286121858068,-61.48222346192882,0.06345718284566933,88.50832717542005,161.5339649203458,0.18419268661453067,59.629476663423645,-50.606752164480135,0.0782094486094289,35.07781177029969,-14.363722198563952,0.03790474104897822,177.09838116760972,298.6360960681233,0.34719930081582445,-107.44267187803264,-43.57932471076178,0.1159443197510624,-4.430120373244117,-58.35742764629756,0.05852533919606351,57.11285272981807,-57.86951609966194,0.08130657316937494,-112.87364585162386,-135.0589913555462,0.1760153148842887,305.60994102387934,-87.68208807488766,0.3179395927244535,30.729918652554975,-74.07574234944849,0.08019690458499332,45.985967651211375,-63.84239475297489,0.07868011558591494,45.93313869395228,-64.25425499419009,0.07898393833645077,-1.0793845966764475,-59.85723913194318,0.05986697042281471,21.622012974831414,-40.46848720638754,0.04588256642622915,38.618171194681125,-23.91133060878591,0.0454215243899229,47.953585987656886,-29.00142166563051,0.056041313936267635,-104.14496662013603,-45.678851448260026,0.11372216820805632,-86.77283196707589,-41.206715542592164,0.0960599696720465,115.94765845663181,71.97605474962347,30.522978138285108,53.18929609198928,112.2417904819766,141.0720087975964,166.5927067643035,20.053944430986732
5,0.1677215189873417,992.1417791802872,560.2846276091003,993.286068705328,558.3256596812787,1013.3288968540688,669.4295175348145,984.374583559022,775.3551057821771,1024.6698340343721,798.0889663924676,1016.0885067187853,800.2570514990518,973.8223848317045,791.1592868621749,989.6485888254583,558.2604198410669,1004.8717530231032,669.537401520508,982.479245739758,767.7961081817008,1023.3938305188015,791.6203980497708,1018.779132585534,784.0285538099955,967.4091120761385,782.042100277593,1014.3074395904364,418.3911682674923,1027.0551627163338,352.0298220700932,1043.363196316186,386.9908354553917,1017.0144378861668,427.2769230250813,1089.1638655379368,418.2080003021828,1153.1709958827832,384.5246963748991,1001.11283568434,428.7340189418833,996.4192434666702,437.1836932448308,1086.9522888109952,504.18731772219917,5,2,baseline,person0,25.369809133210182,20.606668346264293,3.219380824296599,7.4987902593875555,16.603626902896696,18.956495062564834,106.33073811359178,-35.3121072469899,20.555773700487173,22.937678952633295,-7.7680570372571776,-9.637193845170568,-105.26684729064505,-102.85657466403954,-79.89703816343348,-82.2499063231016,1.091304828530085,81.14646676691258,6.034672757759939,79.07280129815784,7.442657554702365,-82.94444647944401,28.03318049444246,-28.720281237543873,53.62206584300638,29.605249464385867,0.061251912142562794,73.70116892711368,15.37235910854115,0.07528726137790441,-4.255914843127855,-63.9578693138797,0.06409931246373296,-7.121620293681503,-76.68417435170325,0.07701415500808795,86.77489369630963,215.53902670331138,0.2323509290022672,94.69433704245162,-42.12097303603942,0.10363973097906123,42.83223869724222,3.9240789270970806,0.04301161549213911,177.92120870594113,388.86701401646116,0.42763712549013055,-114.42400185152982,-26.298185482130787,0.11740718359355809,0.5744733280667416,-61.11808820504831,0.061120787997576774,52.420723669069375,-55.384455123921896,0.07625857420226691,-35.66176522614496,-6.099465180887405,0.03617962098388455,353.46855118357104,-101.40458933961803,0.3677266748754424,22.03582166007407,-83.6912935782211,0.08654368871864998,29.69320231331751,-51.63358813658795,0.0595626870404484,36.5023261669145,-73.57594156892392,0.08213305664194849,-4.625789554604001,-60.50202508854358,0.06067860387993646,45.89511140917887,-34.76667356464999,0.05757675609142871,39.473923226100574,-6.6944171182693335,0.0400375553126494,40.838941959694296,-5.644297601612815,0.04122714246467794,-110.04745214374552,-22.243911021387422,0.11227303015799191,-99.70448828605072,-21.059382250236418,0.10190428138770616,158.4729476394528,104.34783809896429,20.71359133433755,70.53050075456709,135.159005336473,165.429036033899,161.04350493034605,25.369809127211568
6,0.2012658227848101,988.4936144262963,560.7065140489622,989.4255967779384,558.5076340469525,1017.3269157853028,668.5005642670724,984.1723025053985,773.5085170567216,1025.5163806741905,795.4924726818177,1016.485335559679,797.427025626704,973.582369223309,788.9334576955954,986.264314031621,558.6681121266232,1007.1230078709676,668.7194485713995,982.6449084043885,765.8871122963295,1024.8201331229116,790.0051300234687,1019.2784355780132,782.7543009077309,967.3136080157044,779.3482948065827,1015.6531420573069,419.1932088117713,1029.5665802927167,353.69099566758547,1045.2934344225105,388.9022125322844,1018.4062077771812,428.5070360428104,1091.3918773083005,427.40289483855446,1158.3620013048446,400.8557483373856,1002.3077581022696,429.6984630366969,998.4912845793463,440.419527236772,1099.5243526430452,500.81744843305574,5,2,baseline,person0,31.632963712839427,24.918055810161217,3.7760880074181578,10.30811797189193,21.58411395515799,24.9647350031124,102.0440574214218,-27.337895301312653,20.773141852020608,23.34777319280617,-7.1896960530140515,-10.387439163038058,-107.49781401538492,-104.16352716238409,-75.86485031206806,-79.24547136002245,8.124022771778558,79.17041470098326,5.147533847705913,77.95572319893567,1.1757103621980014,-99.48908211151108,21.98367873911148,-23.58231324114108,57.54294732061478,56.98067512246175,0.08098140603715509,74.86867491858618,49.521778944109826,0.08976483205495465,-7.155182288019586,-66.35490723010366,0.06673957107361758,-2.8471021789796076,-80.30589894710212,0.08035635255858574,66.41997353159675,274.11195032957045,0.282044277015895,119.18622474244985,-27.693323830802683,0.12236125347983105,41.49049863778821,36.67129373607421,0.0553736874471056,154.75072767654757,486.8502283156336,0.5108531418396147,-115.0857668919913,5.424896184237751,0.11521355493051812,4.938622832380122,-56.909688658235396,0.05712357358094636,42.519964424415484,-48.153273236929714,0.0642392800246389,61.77028222694495,96.46448504277579,0.11454677926927646,374.7898274460153,-100.46025428012392,0.3880202023697234,11.829991860606393,-84.36680902470846,0.08519217788291153,14.884881662585476,-37.987161992038146,0.04079931590503107,25.236673413454877,-77.40490684578458,0.08141504338131847,-6.030265372169571,-55.0492487965982,0.055378550843522036,67.11288037029624,-24.38425772813924,0.07140539711079277,40.117167880293366,23.909887923789462,0.04670192607659576,35.62221547790522,28.751352260481177,0.04577753261547182,-108.75660964727844,12.576991980787259,0.10948141791763241,-100.88970140119045,12.153845493944642,0.10161913111767906,186.71291010970177,128.52815458409682,16.59617640249173,83.74976954258314,148.47489702967607,179.11356803896493,155.03526501305132,31.63296370331686
7,0.2348101265822784,985.2250048890199,562.5519649295086,985.8665067841322,560.1098363832066,1021.6088377401646,668.3442021738407,983.9582003307305,772.2278240657182,1025.9779476294448,793.2242761750136,1016.6062121066115,795.1334308136004,973.2535951692593,787.1382872762283,983.3129641953659,560.4915277150064,1009.967215552958,668.5551533831663,982.9033172153012,764.4920438782829,1025.8114337710535,788.9014581906223,1019.3551307800874,782.032509397086,967.1776645145476,777.1835204492241,1016.958218777158,421.3585538492364,1031.9950200670798,356.6028654299588,1047.1724601110488,391.9206681333574,1019.4282389332725,431.20519869994126,1092.3166867598738,438.6256189738773,1161.814874827189,420.4688717742647,1003.4414242586045,432.0878215059002,1004.6207564323988,447.112516530865,1111.7533257968082,498.339307201005,5,2,baseline,person0,38.12792737782634,29.70733479834125,4.561800618047115,13.325452148280087,26.567822974403512,30.86610901068376,97.15230472414896,-11.625873069069923,20.55758562223395,23.41331381803181,-6.572226847994979,-11.213571835539154,-109.89767898444684,-105.77537244438406,-71.76975161845549,-76.0680376547357,12.671769346612198,77.3641394327886,3.788941148625657,76.89326134717906,-5.517835223238689,-102.627074094946,15.062644622937524,-18.887557649233113,56.01623750737039,89.98414810745936,0.10599512146843038,72.39499704704869,86.80668348207169,0.11303289739982235,-9.801188781105493,-53.51640118113441,0.05440651153035814,-4.052655317506561,-64.534782728801,0.0646619068461182,27.5697911978507,334.56422893981295,0.33569825241246737,127.64974884304908,-4.66136051520815,0.12773482947710954,30.468098615553217,80.43579242012909,0.08601291609695123,102.93472010008051,584.6931137786606,0.5936847597018705,-106.10117340025936,47.76376776002727,0.11635650608172164,7.70350794796558,-41.588832085166054,0.04229627630078689,29.551981586117112,-32.90191501693139,0.044225056556748236,182.7276514683599,199.52685065409213,0.2705556481448554,364.56184118765316,-73.87666314415472,0.37197190405653835,3.603489512327103,-68.37509065478484,0.06846997998185406,2.2863852693853093,-21.517558241869775,0.021638689199956637,13.759920552865381,-67.61793359906568,0.06900377060587937,-6.38266860331008,-38.179149543120815,0.03870899014874533,84.78958750084422,-4.8978565548778255,0.08493093162915075,38.90606070499297,64.551795456506,0.07536986039684022,33.79608541526424,71.22993172341909,0.07884084323952135,-97.44156733766968,55.01532813704157,0.11189971123844766,-87.98363662797941,54.35842697444175,0.10342126907662677,193.62344510715724,142.77473210046156,23.423130656485917,89.95071695647727,148.5709481209045,175.9277534332597,149.1338910512441,38.127927365991354
8,0.2683544303797468,982.6892177780617,565.9077608638875,982.9836073839793,563.3016757764262,1025.658075280604,669.298242298678,983.7149713555814,772.0017028571326,1026.111290022033,791.915050652572,1016.5344140375973,794.0331483013501,972.7858336308556,786.384388868764,981.238775996627,563.8296787155568,1013.3181477073081,669.425346324599,983.212254884999,764.0666241441464,1026.3868482100602,788.6980833206356,1019.0830066887142,782.1236119976832,966.8978888031966,776.2331291516082,1018.0533061184809,425.0013766147916,1034.1122815817646,360.7245637188225,1048.7955691925831,396.04020665038547,1019.7987479985504,435.52765855598153,1091.3691332925116,451.8617770706177,1162.509213788601,443.09824702520814,1004.591733961788,436.0073339354325,1015.1625873146304,457.031578003523,1122.3400090982448,498.0467067496176,5,2,baseline,person0,44.14209403621689,34.65229385825334,5.863730998127586,16.283391170111447,31.066933251545738,36.01776052905675,91.45340409213152,8.124111728637194,20.08949529405988,22.991484384198724,-5.911373781594029,-11.79206105389036,-112.1947649420195,-107.65579204609304,-68.05267091550368,-73.00349819301466,14.097174920980416,75.92956868775161,1.686172080897618,75.9621068211102,-12.6410307980636,-94.48661936686548,7.450477421965185,-15.4010922882063,48.38702544951603,122.80888409253453,0.1319974478689103,63.118362135884,122.87326974348417,0.13813677300477095,-13.944589258071522,-22.47470724138897,0.02644927286642235,-8.340483470462571,-28.33241981572168,0.029534550565995715,-28.247820347785186,394.5873545820712,0.39559716853192717,120.71311913007663,28.441196174396474,0.12401838077455526,11.045364587530216,128.8582372178031,0.12933075959628118,20.699161491150804,674.6115640847275,0.674929046406568,-85.9430387215376,95.15294794881211,0.12821969196672195,9.20983996457444,-12.682324149728293,0.015673624278125783,17.153864408123056,-6.062873482621536,0.018193776380909663,314.26590177218657,295.7003231471633,0.4315109942122245,315.6030116277298,-8.722805909284846,0.31572353141858783,-2.140395264949816,-32.800874893497955,0.032870635614011545,-8.112378573013167,2.715888847991776,0.008554924800752444,3.975112835648828,-39.029741989772134,0.03923164898196763,-7.250976995012914,-6.740971878588417,0.00990037217735406,99.89571328062593,25.941600895539203,0.10320910904018338,32.64599998660741,108.59735791655163,0.11339818103294776,34.292251528867354,116.84584223888757,0.12177400939212812,-75.59516293045678,100.04070898714609,0.12539047855851398,-61.83428969825526,99.51469020508567,0.11716079954106634,179.29025132560471,147.41576065398266,38.81226416088945,88.18006895270827,134.12441958273024,153.57753583074165,143.9822396032553,44.14209402651582
9,0.3018987341772152,981.1638490231958,570.7440034284881,981.1166729586084,568.1061162319855,1029.1569749549724,671.6630199246722,983.4379205762473,773.2431061518985,1026.03383253483,792.1655805425547,1016.3364907108116,794.6660932376045,972.1350632169909,787.1498464049498,980.3760847758256,568.6343446156804,1017.1124011478223,671.6564654661969,983.5728678333327,764.9988095214869,1026.7095897406507,789.765345735181,1018.6222053219816,783.4037213654324,966.5629526771625,776.9615255407298,1018.7210839144194,430.0434830210187,1035.659767830814,365.9351899973709,1049.9775653712015,401.13474480130776,1019.346367644014,441.4193990566154,1088.0635671999923,466.9665780076923,1159.5392754654574,468.2009809862465,1005.7716236160808,441.41355087756216,1029.144301385562,469.5209458828173,1129.7532748550777,501.5374021525668,5,2,baseline,person0,49.17099217455863,39.4702495870615,7.74394367003135,18.91460389055162,34.65220665331407,39.88955196857065,84.63398222993571,28.27205939150825,19.714284210247477,21.87791222325274,-5.306259668641462,-12.01352261778927,-114.22086356102776,-109.75746629370764,-65.04987138465988,-70.28721669991643,12.80199932207782,75.0605768631016,-1.1338818721200017,75.20694444960779,-20.31872604430633,-79.80176100565187,-0.6244650227445903,-14.016423611739052,35.23686721164169,151.87491091428774,0.1559090291680174,46.13260893392653,155.33565132276365,0.16204129775744763,-19.400325545398456,22.819300135351533,0.029951512314651065,-9.984888285547576,21.714458392684612,0.023900119191386817,-98.5432910600062,450.29406567128075,0.4609506760942095,104.30682048117593,70.49714432208748,0.12589583057616124,-13.486055852218104,175.640565867954,0.17615754903172395,-88.53778397296095,748.3456539328427,0.7535649653155437,-55.65578098275818,143.22671546761947,0.15366020298191452,10.750348271079266,27.789677286755175,0.029796579529393862,9.621351289299316,31.816502169465313,0.03323943758446723,416.813362869279,372.324551873301,0.558890822427826,220.99924331691116,104.06224031433513,0.24427364861131814,-5.900355779649118,18.868924514751434,0.019769939571729258,-13.737097347879143,38.16175096309081,0.04055893341933526,-2.309109995866422,7.468626908919819,0.007817440557986445,-8.259249648074768,37.00787180622729,0.03791830402820485,113.1117063398574,66.5126083721639,0.13121808253279343,19.907338067601092,150.31185135544928,0.15162438711117826,35.17406893929241,161.1664673314128,0.16496013251035366,-45.47325722052949,144.17477834092287,0.1511760028308021,-25.717964695589007,143.23343626783642,0.14552398762120258,149.9180954449046,143.62962361352638,56.051623049206526,78.43992638293348,106.88173537347092,115.42321649871619,140.1104482477615,49.170992176367875
