Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
26,0.875,948.9458320501977,1084.1185572720005,953.0766912577636,1079.935673952753,1163.2962417233732,1074.547726621978,1152.2421662012734,1067.200615167618,0.0,-0.0,900.8224176454954,1078.3950375918798,1138.7223861255964,1044.9282327434391,1161.098837852478,1063.8793634176252,0.0,-0.0,966.5876047930828,887.7584902977036,1010.2918899532101,763.7060289897727,1034.0235464052369,837.827224012204,950.1247683271013,900.3073754339408,1099.8849499901407,842.6629848252032,1220.8563474203477,733.705761012863,939.6045521796951,901.1099217354824,1084.7973410934826,852.245985391498,1196.5700657493862,1044.040167708208,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.86774616278028,116.3144237544012,114.90844474534455,20.823212411051696,10.064994008822516,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,11.118894203792836,-3.444200207381924,84.87228665236931,-7.75548229679968,70.58220940320805,21.18927201554566,19.23260567074548,42.01244257668755,-19.903406616899847,-59.75370933251056,-4.146809583124523,0.05989742739644878,0.0,-0.0,0.0,-76.01838482403551,-25.81711237474188,0.08028273863431168,-182.10415638158855,-184.05800737277522,0.2589194350555528,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-57.226794195893824,-77.85532339445619,0.09662482783836951,12.526231233973057,-63.58596988291207,0.06480803989380919,0.0,-0.0,0.0,-39.96773740499345,-4.699796278710218,0.0402431126819968,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1944124364204722,-0.3273368793002314,0.0003807172546456995,-74.91812815786099,-125.08541948624422,0.14580496594673092,-306.59336408675443,-313.7961808815021,0.43871121941186947,0.0,-0.0,0.0,-5.855656284626017,-39.329059257802115,0.03976259061765707,-97.16568208626217,-63.93081376969689,0.11631130093221481,-1.3155335360741969e-05,3.5614721330797964e-05,3.796671205047895e-08,-47.85177460862959,-38.094123263333465,0.06116334327354197,-2.539415174386559,-43.0046334561676,0.043079544195908516,0.0,0.0,0.0,0.0,-10.19901903103489,81.66007678528163,43.01777994795429
27,0.908653846153846,948.408228306557,1084.5250606304305,953.89608428213,1079.5080404967493,1163.2962265456317,1074.5477677119109,1152.2421662012734,1067.200615167618,0.0,-0.0,898.0056996944712,1077.711792743506,1136.8636945536844,1042.42999690995,1161.098837852478,1063.8793634176252,0.0,-0.0,965.202870699424,886.8844345610645,1008.4191196659605,763.5860122172811,1032.0506959199295,836.6368974959008,950.8282339693368,898.6664301086265,1094.0517007812991,836.9006703859641,1211.024342017549,724.228996433054,937.1549760265492,900.6087455620153,1083.459441721653,849.8307641911249,1196.568464203512,1044.032358677972,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.5401843402772,118.36086152218584,115.72246326371037,20.41886659650182,10.05663816525942,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,10.99701053907161,-3.773752087568013,85.14182243100207,-0.7508348996432294,70.67658886834757,23.504073131626193,20.08499925545752,43.922979046583706,-19.90484631377912,-55.648031392560824,-3.5662126683226374,0.05576218495237736,0.0,-0.0,0.0,-72.78740569348153,-14.892092011594523,0.07429522751879333,-173.33083363414923,-171.22305762310634,0.24364095170991826,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-55.229692422531066,-74.23329333796121,0.0925251358544649,24.347678438315953,-12.706822692678642,0.027464027167893795,0.0,-0.0,0.0,-41.14638449729024,-25.97194188870547,0.04865764814157319,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.04758879169537133,-0.23203975557757092,0.00023686946038593558,-39.75472419150821,-71.7665728110859,0.0820419348174565,-292.1510176831629,-281.5952903714669,0.4057685605030268,0.0,-0.0,0.0,-15.974511239611143,12.078956936204417,0.020027136840076353,-83.69676197329164,-20.30213263739261,0.08612389072980922,-0.00045099574766790707,0.001220958002891495,1.3015896470237165e-06,-58.6218429919908,-35.36970219872502,0.06846558485402805,20.9029790835709,-48.75951823790857,0.05305115600400373,0.0,0.0,0.0,0.0,-9.733265582948858,81.92961256391439,43.01777994795429
28,0.9423076923076924,947.4812775817805,1087.0115529984969,954.812489900686,1080.7192613608256,1163.296185593428,1074.5478785797459,1152.2421662012734,1067.200615167618,0.0,-0.0,896.0269291110625,1078.9530343712413,1135.2580571542483,1040.187815013729,1161.098837852478,1063.8793634176252,0.0,-0.0,963.8051725321666,885.4197165479349,1006.5325056004382,763.5370703056949,1029.8051780603723,835.4708019411535,951.9009748504244,897.0463298359988,1088.542729552889,831.7182922104507,1201.5762956165358,715.7600562415593,934.196776124796,900.7359436508566,1082.9714558088042,848.805966357598,1196.5646086996828,1044.0277937138858,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.25087891500586,120.3622154718962,116.07845977671924,19.99132473104555,10.053047857774864,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,10.941064106573016,-3.228058493844809,85.3653281366576,5.302234708866079,70.67863818493521,25.728108272827967,20.4480801845827,45.71945986029778,-19.90529484716352,-56.059389375518315,-1.4542739442762413,0.056078249347326956,0.0,-0.0,0.0,-87.90079708066497,3.779600354142003,0.08798201808468177,-163.69514507275284,-153.990665786682,0.2247425764509591,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-47.71036844038302,-66.62483348770424,0.08194600474691498,27.230338379949337,35.99056281826437,0.04513105294874002,0.0,-0.0,0.0,-41.531602684220594,-43.52304953299474,0.06015920430134921,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.11456354235000155,-0.13564464713563612,0.00017755076888690692,-14.500152838936293,-30.451135624800187,0.03372723073708376,-280.74195020153195,-251.64850854727248,0.3770185863548721,0.0,-0.0,0.0,-27.543678679071274,73.88434465111924,0.07885144652890838,-58.79775447842878,36.882608366988606,0.06940823244873946,-0.0012168654858360814,0.003294358529716723,3.5119168174853475e-06,-66.72395925540957,-34.649696483923954,0.07518436144003358,31.875729038029938,-48.14012238665499,0.057736760258158104,0.0,0.0,0.0,0.0,-8.596504065205387,82.15311826956992,43.01777994795429
29,0.9759615384615384,946.3027104323146,1091.727850981517,955.0421362014408,1083.5464740247444,1163.2961089710777,1074.5480860155733,1152.2421662012734,1067.200615167618,0.0,-0.0,895.40501747852,1082.7259516911529,1134.0901619499375,1038.3904879090048,1161.098837852478,1063.8793634176252,0.0,-0.0,962.4942839773062,883.6194366452407,1004.4938923308646,763.5635304342538,1027.5068973660716,834.2400742838914,952.4921401675474,895.7018168038898,1083.2411495156546,827.2512326218425,1192.396772109077,708.2066187472813,931.0040824690982,901.6246254522672,1082.9667571677048,848.6299182311792,1196.5619902312944,1044.0255405732591,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.03556995623616,122.2076062101928,116.15003400743862,19.71147275265232,10.05186168660019,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,11.00662356617784,-0.6405410103860069,85.5459770991595,9.34114764846156,70.72432406339638,27.753775652200133,20.512058398698393,47.46514671263045,-19.905280685408304,-60.57593715304292,0.7862438200389403,0.060581039453891476,0.0,-0.0,0.0,-94.8686114835937,26.406544956199333,0.09847516977060168,-157.53266396353897,-132.73548491864287,0.20599817759396938,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-34.70317178523593,-53.40629111180631,0.06369098886243325,6.823775793858059,84.0086048707313,0.08428528702218141,0.0,-0.0,0.0,-38.952117058708865,-53.49403139433757,0.06617309738990408,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.07780591782489794,-0.06695046433082219,0.00010264563080174171,-0.13961676409378193,-5.2311443278730545,0.005233007148844194,-272.76298422163944,-224.44499982997414,0.35323533728970463,0.0,-0.0,0.0,-35.0202810127029,140.1414257811656,0.14445081966602552,-18.479659938407234,112.10954322023362,0.11362239001397832,-0.0022767784006053537,0.0061638074428621,6.570863115158106e-06,-68.2917692020753,-36.57019324435534,0.07746705606048944,17.56605513736918,-39.95124438266844,0.043642504749530485,0.0,0.0,0.0,0.0,-6.397751917728156,82.33376723207182,43.01777994795429
30,1.0096153846153846,945.0638477602016,1098.537883899578,953.6625427303576,1088.2170081598406,1163.2959960217852,1074.5483917975077,1152.2421662012734,1067.200615167618,0.0,-0.0,896.3961833377203,1089.5388695803827,1133.5167712326024,1037.2224930743714,1161.098837852478,1063.8793634176252,0.0,-0.0,961.3546355644812,881.8209268510706,1002.3102458245841,763.6179014429026,1025.3941507399495,832.9434055040383,951.6184144644938,894.8354356102776,1078.1222580077256,823.438489811222,1183.4293537164779,701.5045760787473,929.2660400611255,903.1294499335523,1083.1639568644769,848.8517369595556,1196.562072600713,1044.024585122662,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,104.93027951756712,123.7683060717267,116.0849910421233,19.709125356832995,10.051456271449853,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,11.24773730677155,4.986199898006334,85.6991479773751,10.66775853682183,70.90116344603948,29.467691077957895,20.435593137176163,49.17645315133959,-19.905100560961337,-64.88549618662228,1.615595685564385,0.064905606574497,0.0,-0.0,0.0,-51.64468869404285,44.71478458676007,0.06831241344693476,-152.10420480703291,-113.29292922986617,0.18966016169312752,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-17.037895600814025,-34.7061322291091,0.038662714607340276,-40.99363456933223,138.78158572857004,0.1447093867464733,0.0,-0.0,0.0,-33.86383855251399,-53.44143388391387,0.06326726181114108,0.0,-0.0,0.0,0.0,-0.0,0.0,0.002447548432371605,-0.028390532027649285,2.84958383302156e-05,5.859648132654019,6.591185071757521,0.008819251492540335,-266.46043223722626,-199.14641072215395,0.33265666211811584,0.0,-0.0,0.0,-36.81191939993032,202.3552638509599,0.20567637253242912,29.451785530524337,202.44098870854194,0.20457214272776242,-0.0033562075511131954,0.0090860917662131,9.686134043579755e-06,-62.77875689048684,-38.529586601350076,0.07365936030394091,-25.9621351764484,-25.743898324475424,0.03656201257946706,0.0,0.0,0.0,0.0,-3.1286301775944603,82.48693811028743,43.01777994795429
31,1.0432692307692306,943.9039330179078,1106.7993839345572,950.4151747144884,1095.0012388437904,1163.2958688989988,1074.548735950637,1152.2421662012734,1067.200615167618,0.0,-0.0,898.8362739425792,1099.0888760302528,1133.5970908864253,1036.7635308768029,1161.098837852478,1063.8793634176252,0.0,-0.0,960.3713138541038,880.4137122474665,1000.1368334850638,763.6072898600758,1023.6157757038402,831.7404573372725,948.8627666761154,894.5315516679696,1073.2824650952514,820.0843114922709,1174.6853852642116,695.6455458704796,930.7313139611728,904.8945643913546,1083.3925453577801,849.1821388815881,1196.5646251421895,1044.024318139683,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,104.95200589079172,125.0003871307356,115.97968443537717,19.991963759522136,10.051298602734365,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,11.68889633067682,13.681793349643048,85.84177878159029,8.734944148318739,71.20633518386673,30.842758754337897,20.32051856671953,50.833977307469915,-19.90479580149935,-64.58139523146016,-0.3153156039990647,0.06458216498362525,0.0,-0.0,0.0,43.539567315689816,52.44911531755284,0.06816600046673885,-143.81098939923274,-99.66701290597675,0.17497175238759644,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.386641142163939,-13.637733870609276,0.013844993357421053,-96.49322104296824,201.58856889451036,0.22349248939546912,0.0,-0.0,0.0,-29.218702251214424,-41.81437679280938,0.051011515051174065,0.0,-0.0,0.0,0.0,-0.0,0.0,0.07584694673415805,-0.007933208527179329,7.626070499562616e-05,6.792343801012862,9.817657111822479,0.011938271460997876,-259.82077686734317,-174.0968976170954,0.31275640017727396,0.0,-0.0,0.0,-34.466038056730824,245.48457246794985,0.24789228124147017,72.50554940151994,283.77162022471373,0.29288801125852765,-0.0037773627928418593,0.010226264407720046,1.0901603249309151e-05,-52.84314393010618,-35.74474552675877,0.06379721540310877,-81.88210571181696,-9.029694285722233,0.08237848393054326,0.0,0.0,0.0,0.0,0.6455836615312582,82.62956891450261,43.01777994795429
32,1.0769230769230769,943.0381540505429,1115.127968256757,945.9306852739696,1103.5848776963576,1163.2957905330875,1074.5489481067486,1152.2421662012734,1067.200615167618,0.0,-0.0,902.219763475717,1109.6473864253144,1134.2544073813392,1036.9326666749105,1161.098837852478,1063.8793634176252,0.0,-0.0,959.4483360614786,879.7181474020675,998.1294489216722,763.3799414532574,1022.1529265851855,830.8823680415957,944.7170107727889,894.7503115763978,1068.749217400657,817.0599775035595,1166.2056568375592,690.637754009345,935.4008546952696,906.54013081634,1083.5731494214767,849.4798282854706,1196.5677285354366,1044.0247575427204,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.08827420693964,125.96045663159327,115.8819908019092,20.42036915749273,10.052064544183894,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,12.309781223962617,23.892520778621932,86.01767628899489,3.723160321112321,71.60120934562858,31.979217583366943,20.216349565368496,52.39842667199287,-19.904180453070612,-59.64799845506322,-6.755495516888773,0.060029329826126895,0.0,-0.0,0.0,138.752067527446,48.89683091385077,0.1471157242328591,-134.7022172108079,-89.86592423599504,0.161927674164416,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,19.531690134586242,5.025749429486923,0.020167921976284066,-133.25340051827322,255.05669733342097,0.28776794054292365,0.0,-0.0,0.0,-27.42562583800524,-20.668212548995804,0.0343415195146739,0.0,-0.0,0.0,0.0,-0.0,0.0,0.09221511362663823,0.013056547400326792,9.313485175373814e-05,5.36652074983782,8.845628001080817,0.010346239881809473,-251.96907324910077,-148.80295815942907,0.29262729577229724,0.0,-0.0,0.0,-25.726003601701283,247.47793414536622,0.24881148516532145,100.53797469895233,313.73859459611566,0.32945377535507614,-0.0023285870856933986,0.00630406732174799,6.720385600007558e-06,-43.467516668599536,-25.497510500109577,0.05039392867239244,-123.1881754131315,6.500294421867515,0.12335955734837661,0.0,0.0,0.0,0.0,4.0491156798238865,82.80546642190721,43.01777994795429
33,1.1105769230769231,942.874841758326,1121.888057380552,941.1333490538636,1112.59806846225,1163.2958815019142,1074.5487018314673,1152.2421662012734,1067.200615167618,0.0,-0.0,905.8306788946763,1118.7870425259375,1135.3256906936258,1037.54111216456,1161.098837852478,1063.8793634176252,0.0,-0.0,958.4658193168119,879.8020793199452,996.340252634054,762.806094046041,1020.8538788854175,830.558342755289,940.2206606385424,895.3581665454135,1064.381461196768,814.3957294932214,1158.036713569422,686.4022014355122,941.0180148670469,907.7810517676472,1083.6842166156434,849.7056860906606,1196.5674938783832,1044.026593897142,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.30675800440656,126.71490037784832,115.80566027156117,20.79471100870408,10.055607040882084,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,13.060388492678618,33.179267739190934,86.32409686957108,-2.786747505750228,72.04027336308681,33.04041806949507,20.136210431131698,53.83374293189589,-19.90291142656357,-53.16468968922635,-17.05146581442811,0.05583221933769372,0.0,-0.0,0.0,166.9099022470955,36.87307969598626,0.1709343133323486,-129.78475577270348,-79.16622659290164,0.152024255511872,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,31.83241842222923,18.07952312100873,0.03660835995904444,-142.5494191117216,267.82052561509283,0.303394414631901,0.0,-0.0,0.0,-29.19478327009467,2.4939769883626313,0.02930111416663677,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.006972666727936659,0.05456595995718349,5.5009654310382894e-05,3.300282340958398,6.711203354217768,0.0074787775733541955,-242.73431425321618,-125.85641933674538,0.273422357542769,0.0,-0.0,0.0,-4.852708111584226,200.87121967848265,0.20092982772883042,107.29577244907944,271.5783527042306,0.2920054527624238,0.002703073714067313,-0.0073178940788969455,7.80116537791865e-06,-38.600274507387496,-9.628179935970667,0.03978294912302376,-133.60583256046493,18.061976222178032,0.13482119076475152,0.0,0.0,0.0,0.0,6.49208998187407,83.1118870024834,43.01777994795429
34,1.1442307692307692,943.8610568200356,1126.2805615842833,936.6234771069933,1120.2639592867604,1163.2963232189725,1074.547505993178,1152.2421662012734,1067.200615167618,0.0,-0.0,908.9291694369653,1125.0797640346252,1136.644561459534,1038.390091542294,1161.098837852478,1063.8793634176252,0.0,-0.0,957.3322217479637,880.4243174609319,994.7394231757636,761.9336104333514,1019.58895202267,830.8155806263231,936.3442469746228,896.1895394440978,1060.036112893136,812.1123185703741,1150.2891324153666,682.5974025173261,944.4254517159364,908.4809990430477,1083.7320637347764,849.873717696987,1196.5578582912601,1044.031052024814,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.5730323742752,127.29209128626884,115.74633363349456,20.965986263182614,10.064657638026413,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,13.888216438211838,39.89366188845298,86.8798034464165,-8.422904229515284,72.45351226705931,34.17302681437947,20.0740492364151,55.13799931059699,-19.900627277458582,-47.56750390348728,-25.925227348492733,0.0541736544888686,0.0,-0.0,0.0,101.24955208129,20.798433326188434,0.1033636620166186,-129.11892102220128,-67.84992456460691,0.14586057736537417,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,39.18930275842176,25.226815795524146,0.046606798708692165,-134.00762356414828,227.78647021402452,0.2642815150287192,0.0,-0.0,0.0,-33.68404204577947,18.48936190360544,0.03842487725607377,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.2863145888000988,0.13247007939400338,0.00031547482576970104,1.4217429685225724,4.992939159412776,0.005191415463834593,-230.21384000622123,-113.0568821403868,0.25647664753289984,0.0,-0.0,0.0,29.304676119370907,130.52012491086927,0.1337694548438101,92.06943325658283,186.98372482957652,0.2084219131745296,0.013125306874124117,-0.035533480595769946,3.788009931071841e-05,-37.58639820735725,7.643639596443489,0.038355736943544015,-115.18486315646715,24.703651846622307,0.1178041727399042,0.0,0.0,0.0,0.0,7.912152704668183,83.66759357932882,43.01777994795429
35,1.1778846153846154,946.2166408002112,1128.6888157889507,932.5771821704823,1125.6798978787951,1163.2973258923141,1074.5447915061884,1152.2421662012734,1067.200615167618,0.0,-0.0,910.964369466397,1128.714314191413,1138.0834231165734,1039.3286968990822,1161.098837852478,1063.8793634176252,0.0,-0.0,956.0589985999808,881.1964225436494,993.2561944196304,760.9834761332564,1018.3470938210206,831.5579634372408,933.530751613518,897.1336712304468,1055.7797733556108,810.0381788763842,1143.1726751634583,678.6250629644632,944.0122334239048,908.703706563876,1083.730731502739,850.0099847279558,1196.531160939173,1044.039459129558,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,105.86065781358532,127.71014532838127,115.69538871347724,20.89710436337262,10.081960837940228,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,14.753077732557257,43.87287937023425,87.7466721110317,-11.860221058954345,72.7874184148506,35.45637116565563,20.019305174004742,56.35403396331915,-19.897203889609383,-44.07308303938517,-28.232562059963854,0.05234036882814498,0.0,-0.0,0.0,-12.278486391794846,6.617594904609428,0.013948254026759187,-126.47408911503544,-61.63157947855837,0.1406916728399367,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,42.75474638059037,27.889987744568263,0.051047230624792696,-120.23276382775464,160.9307467347451,0.20088460056028012,0.0,-0.0,0.0,-37.83291639720422,22.942551029320597,0.044245793142973756,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.7932927477293691,0.24981111239747605,0.0008316964443096272,-0.039586323402269315,4.0490774916445185,0.0040492709973948115,-211.46044405670125,-118.03523242792951,0.24217315188718305,0.0,-0.0,0.0,69.99449541093031,71.55955351011988,0.10009994548649093,60.474515160259166,107.99806180169487,0.12377701053423094,0.029793722146414185,-0.0806590419775787,8.598573679441569e-05,-36.90092942043767,22.0593749529816,0.04299179707116643,-83.60100501568724,28.05420165150978,0.08818257350484016,0.0,0.0,0.0,0.0,8.546584482357801,84.53446224394402,43.01777994795429
36,1.2115384615384617,949.7665988979472,1129.9940872457469,929.0699046376641,1129.0841078372437,1163.299032084889,1074.5401724169624,1152.2421662012734,1067.200615167618,0.0,-0.0,911.6829675408073,1130.6485940658652,1139.5485085327564,1040.2651009558767,1161.098837852478,1063.8793634176252,0.0,-0.0,954.7811668841416,881.7966411941663,991.8312714672549,760.1782733482249,1017.1651905136052,832.5402350935392,931.63755192389,898.1199097348865,1051.8727065978119,807.9501463236963,1136.9052769720583,674.0288359944274,940.6736213653634,908.6703547030463,1083.692307913358,850.120672102235,1196.480517953227,1044.0523415074113,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,106.15213136266804,127.97530469520382,115.65116379037497,20.69284271329103,10.108435882769555,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,15.627207123637676,45.81524500572869,88.87196823090578,-13.45751176868013,73.04841916280567,36.84320802872217,19.968802840601796,57.540055554004454,-19.89316826219507,-42.34056772773251,-23.926025612364178,0.04863309960418121,0.0,-0.0,0.0,-99.20447259666047,-0.9910267217951505,0.09920942252198058,-116.09569794602558,-62.044395851296144,0.13163479075885348,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,43.53396665229666,27.824577687608368,0.05166636600320398,-104.21624668945505,101.15366733675118,0.1452346050007073,0.0,-0.0,0.0,-37.96985669922102,17.835068472503878,0.04194996645026407,0.0,-0.0,0.0,0.0,-0.0,0.0,-1.5048201538283839,0.38279065620727576,0.0015527435016279019,-1.1417295130320697,3.2889962642934227,0.0034815287888317883,-186.23126054445947,-136.5736013953461,0.23094248418615668,0.0,-0.0,0.0,105.48446918987122,38.78520900193942,0.11238890371203472,21.352628496763906,57.47574484085743,0.06131391350038067,0.05069829365719346,-0.1372529370011116,0.0001463170724665517,-35.11941256320066,29.187500644294737,0.04566490263479166,-56.2550764918026,29.305372703353846,0.0634305801674637,0.0,0.0,0.0,0.0,8.660928315600916,85.6597583638181,43.01777994795429
37,1.2451923076923077,953.8954402254441,1130.8307256483547,926.324414798902,1131.0786957241464,1163.3013273073636,1074.53395867664,1152.2421662012734,1067.200615167618,0.0,-0.0,911.1639445469376,1131.6417602337785,1140.9507813880998,1041.1567531310475,1161.098837852478,1063.8793634176252,0.0,-0.0,953.687030941162,882.0585061558477,990.5022091480914,759.6137773486233,1016.0596929338654,833.4078069585587,930.3012010705788,898.993114684394,1048.6338119050324,805.8048344852466,1131.665326595673,668.8957808095404,936.292805959592,908.5799918278944,1083.6260972437833,850.167510008635,1196.4051379216828,1044.067895424435,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,6,2,trajectory,person0,0.0,0.0,0.0,0.0,106.43528413504455,128.0803052160851,115.62808899027374,20.55125916404197,10.140044028769994,0.0,0.0,-39.8055700808666,-66.03751026218045,3.2122098670876853,16.487742378945324,46.51686103648015,90.08231569710073,-13.851932543965024,73.26580303878919,38.152405092727726,19.9366871433256,58.71340022080068,-19.890255800885104,-39.492137483712895,-16.773595416733965,0.04290667111576893,0.0,-0.0,0.0,-130.1728006286363,-2.6850682902297196,0.13020049007290985,-96.24144229973383,-63.74640891393363,0.11543838124885256,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,41.667536273065814,26.494807490787554,0.049377711601907466,-81.58026949464241,59.267754353682385,0.10083653641883442,0.0,-0.0,0.0,-32.51146801996476,7.7811302899600285,0.033429650632373124,0.0,-0.0,0.0,0.0,-0.0,0.0,-2.2398637944520443,0.46217353441794234,0.0022870492328792317,-1.9674027530796443,1.3917549330295387,0.002409907754756895,-155.7013826125941,-152.52506835092996,0.21796058593913095,0.0,-0.0,0.0,122.68557087419111,24.860112534636244,0.12517896986299637,-15.422397532129601,29.51122327514264,0.03329808770536768,0.06820089638586499,-0.18463685529062462,0.00019683020753798576,-32.84907094083891,25.77927827486559,0.04175682758602746,-39.70871106981823,25.94666135679075,0.04743428054045179,0.0,0.0,0.0,0.0,8.413682379187774,86.87010583001305,43.01777994795429
