Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Likert_Score,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,916.4821111492654,568.6413823946357,916.4783403839733,567.3115799135443,964.2199944816238,669.4626552251253,953.63333198905,780.8893607039043,990.7645194214551,798.1581935258333,978.8195090188464,800.8104175102247,944.3394132584632,794.1527693733676,920.4546555822488,565.9864277710693,961.5670286654,668.1402998644212,953.6360671559863,776.9161680634393,990.7662887289348,796.8450537930804,984.1237158096504,794.1813994356195,944.349864340968,791.5059165626853,1018.6061024114576,458.5074063505341,1075.642314841887,410.7481363350643,1062.3795901066223,445.2457813918943,1015.9709960354777,462.48792274287246,1079.6617528780528,507.5201447329222,1143.3596394798417,541.8701423232687,1017.275383621627,461.1629641752091,1082.310327527887,507.5176253958563,1142.0135382603771,540.5679420560872,4,3,pure,person0,30.477250389828676,26.0936725180669,-2.3901843031337817,0.4927892478474079,64.76213928593143,67.88866637333113,97.4557145127518,97.22668839423729,6.816191205034458,6.4374915931340375,-4.934673095809043,-6.56059579336297,-95.4274624966476,-94.17041171236528,-64.95021180173853,-68.07673894684072,18.710040449145644,47.1611201928573,45.05466022860517,39.94125572889053,-34.72529948228425,-35.152831394014044,-27.909108235520975,-28.71533799016865,4,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.11133199459583,30.477250694909074
1,0.0335443037974683,916.165680823547,575.3314757864819,916.6398860869274,574.441719373734,965.6126276320148,675.5905799715423,953.2351844063401,786.1515770259592,990.9441995608576,803.2844843779088,981.241537467627,805.7576008236525,944.1405550697186,800.0671523376075,918.4018383342848,573.1817126978107,962.2756060551776,674.7309053550871,952.4137948688156,782.0931662296348,989.1936443026308,801.7582097581133,983.8080610482621,798.8047643228327,942.9886959483316,796.7683229880754,1020.006180245016,467.6738155791036,1077.0468217762057,419.2198093718399,1064.1518771260703,454.8973342654704,1019.7891104390877,473.3738932552569,1071.7401419668176,527.6096695665988,1123.765621913796,571.925110010468,1014.5154715476934,469.6777646162502,1070.1954512280374,526.4057523775491,1120.1300140809446,567.9329928990986,4,3,pure,person0,32.235344446774036,28.622844245658477,-0.9093346253159312,2.4457834315319498,67.32953156987398,69.81422495358464,87.84288010675235,88.87267708328044,5.475432150773086,5.065756732535265,-3.971377960089999,-6.176196858142238,-96.3946693235015,-95.26686251141784,-64.15932457881308,-66.64401818112071,13.117756747194012,46.026447341698386,16.734159007352684,40.34750059974882,-45.41307439211258,-44.43616650398735,-39.93764217196339,-39.37040600562033,4,21.123627846199803,196.47465425004108,0.1976069265386665,-46.88260742566661,146.4676683915451,0.15378802542163286,-61.19719342987097,214.50094687266775,0.22305997555133927,-361.16046327853377,563.0800119070706,0.6689514033506708,41.87020672119922,252.55176222840498,0.25599903674730645,72.20386696364785,147.4820685889801,0.1642082792059791,41.73816937777679,273.2627656818832,0.2764319335589139,-584.1235425349524,895.9782819957538,1.0695687891630183,4.815890767308335,212.55887447358006,0.2126134236621898,-5.928225249365661,176.31556761318828,0.176415201264993,41.51623353996012,182.68153017620162,0.18733963572843568,-652.3767585566651,815.7883081501539,1.0445601939665285,52.83421680618191,287.7255384952883,0.29253621992486034,-236.15368376889947,598.8952686265848,0.6437733336671615,113.82303316422336,324.5251586710837,0.34390734433738973,-36.43755120244901,154.33315287903395,0.1585762189460146,-82.27662409085289,253.8374471102834,0.26683870114219455,-9.433205936510074,199.44051998333748,0.19966348285418806,-40.57822755406774,156.87928588898842,0.16204228735878998,-9.410085339503123,137.8286136188108,0.13814947136409958,5.356502268977035,152.82150087319437,0.1529153466650529,-11.869305295881585,156.8736186574867,0.15732200303486288,52.411105848559885,75.39794961499433,44.146084734947316,58.22133604191663,76.537354879797,57.40344446793487,110.18577192051147,32.23534474468842
2,0.0670886075949367,916.0286711385868,581.7116327211471,917.1642331220902,581.3166653456465,967.051172400739,681.6031878548432,952.863866783422,791.4934364294683,990.8929492530503,808.3759643433131,983.1326306351308,810.7096111293062,944.0676006462899,805.8489424674673,916.5872658369357,580.0415556871939,962.9814710436248,681.1204353047201,951.161261383887,787.3716824908655,987.8958010547516,806.6493829981137,983.090018353438,803.4643167059638,941.7998071847788,802.1088147925997,1021.3269552837284,476.099284039382,1078.4024670883562,427.324966261481,1065.7616232686999,463.9312112224746,1023.0890154535155,483.4383266876086,1063.0376611166434,546.1543039043423,1103.2769850882796,600.0230118866655,1011.7462612303259,477.4453396469529,1057.1789880616238,543.3962637701923,1097.3006788796292,592.6675633577518,4,3,pure,person0,33.81621669256861,31.007727484314085,0.7071144764846037,4.269677228285081,69.56644497378973,71.37712053338868,78.17260195826364,80.17865039055991,4.2341280878680685,4.0777648037249845,-3.1635353835381443,-5.657036709218594,-97.36196505307468,-96.36415141895957,-63.54574827467805,-65.35642429975387,6.423336249490838,45.07712649046367,-5.963484297791213,40.51505477886146,-56.3570199419362,-54.01653822011206,-52.1228917630638,-49.9387673758075,4,21.04276758012279,190.480326800381,0.19163912169860048,-38.6904213518699,145.81233432453772,0.15085816366891117,-54.09480275116403,204.50097968349692,0.21153462689639577,-388.03795854591374,506.50958491275486,0.6380638031427355,40.41357723014327,241.62543180439422,0.24498184936683925,56.37598499350939,147.6259676025039,0.15802429558319167,39.374048323876266,251.1743427781109,0.25424174745982786,-610.7933242323742,837.6355653658876,1.0366782650816329,15.631477652023,204.95121954003318,0.20554645578197786,-2.174867717311571,172.36280009770692,0.17237652075358142,42.88491952045666,179.24378218142382,0.1843026038149699,-680.5726343033691,737.3702136730543,1.0034410508718852,47.98865859160091,269.3118036238982,0.27355394152630724,-259.4324479863221,552.8400425214109,0.6106859321150693,98.37452684520548,300.03405326633305,0.31574987039022334,-37.33967747522982,157.3595413725397,0.16172902267351463,-82.5538170083153,231.5616707266081,0.24583722267455854,-4.084439664851862,190.20090484473928,0.1902447551212211,-35.442344271948954,159.2071141726088,0.16310446030278095,-21.405801090979768,138.90741066692672,0.14054706350022692,-1.5278393648175577,151.78374236488165,0.15179143170618511,-11.069468758686847,159.24788410460627,0.15963214504100876,47.12788959161173,71.09651919011046,48.18848265744983,54.37268299754609,66.6853429846581,46.591981435667385,108.62287476514172,33.81621677839664
3,0.100632911392405,916.2542849194398,587.4498610714311,918.2726575126784,587.5964365490134,968.532316282418,687.3229980080391,952.5432853459172,796.7644916062532,990.5790177040832,813.1808053649279,984.3348652364052,815.4605883591438,944.1546555470816,811.2305696295803,915.2865454811244,586.2125042792179,963.7441382522505,687.040655670291,949.9583604674988,792.5865944652971,987.0769814686224,811.3150751547696,981.9072699654312,807.9236051266408,940.8624433557857,807.2956702829149,1022.4869019896925,483.0551100521297,1079.6649970249427,434.610427629037,1067.0785348585866,471.6556054357297,1025.5348862376136,491.8928556864919,1052.9579590861017,561.6091971343816,1081.2742014051375,624.0294133656218,1009.0530702638584,483.82303946186124,1042.6069940618374,556.7490642265855,1072.898602659211,612.2069819230962,4,3,pure,person0,35.064877141277165,33.10964599633269,2.4273539787794847,5.93257202523053,71.1723346126772,72.25809787381313,68.25186345638521,70.71512345294796,3.3597726999532003,3.966070666013368,-2.5485450604096345,-5.018048449465312,-98.31487025565264,-97.4454023992138,-63.24999359842068,-64.33575761884153,-1.162060259306923,44.49190308257361,-20.595113189655883,40.2585549309729,-67.90574460297763,-64.38837091174815,-64.54597181910981,-60.42229264297132,4,22.736116785449415,176.48958825664337,0.17794804233112851,-24.41009332234138,139.09044542484008,0.14121616290101438,-38.776191739277095,183.9641278376984,0.1880063652563025,-434.4103871634435,398.06461737926963,0.589209490830551,37.63768490201895,217.18922567431235,0.22042630304433053,35.84020132101177,141.63290609704683,0.14609722831123642,34.57954330987617,207.36236038002585,0.2102258150606041,-655.9320418748008,715.6625346556821,0.9707830381026653,33.04359504017734,187.20827360980837,0.19010212224260967,2.5952215707729236,160.4334135120479,0.16045440270098282,44.15485534061843,170.5150951330099,0.1761392884008856,-727.4581212879344,582.4958742121569,0.9319317366105503,39.25887381171923,230.274393527228,0.23359699374627482,-300.48923034444965,460.73077931060766,0.5500605680806065,72.91463846934245,252.04067581576584,0.2623757739746238,-35.860065054591516,155.4634135773945,0.15954565875277066,-80.28757975506491,190.12765485953142,0.20638464236786375,6.725844787695076,171.06416591412486,0.17119633713372318,-27.944053769986954,154.62701273015387,0.15713173838200573,-35.259291566995365,132.93727744659756,0.13753376813248464,-9.358714101286193,143.23865687078182,0.14354406414678103,-9.556956061467075,157.13711659094767,0.15742747161686202,37.22421715017965,62.66096696206412,51.28261157784748,49.573090173090826,47.873691121551246,26.263098073030847,107.74189668099429,35.064876657231956
4,0.1341772151898734,916.987342614074,592.2350547832541,919.9971578761553,592.8835157808913,970.0019272288718,692.4538663416196,952.2969853163268,801.5856826238982,990.2126771343106,817.2846410982826,985.0666848734339,819.6233488816073,944.3353759364708,815.8521419904517,914.7572207266492,591.3459575312785,964.6774483442092,692.1472165154647,948.9739846390089,797.3702132362731,986.8056590063792,815.417776535546,980.5933017724187,811.7999025962685,940.2057060664915,811.843049678496,1023.430578839734,487.9799404412048,1080.7475425074408,440.5612183938002,1068.049792712744,477.45100530370837,1027.021812921579,498.07332530537127,1041.3201806819748,572.6247750526704,1057.64096916035,641.8789865485504,1006.6546567180256,488.3788655493761,1026.4263020746712,565.2981192674391,1046.9630262375417,624.6961258580891,4,3,pure,person0,35.881931208704685,34.8273560690444,4.049216304668303,7.479638864398036,71.95601726728539,72.27098469247098,57.91765467996144,60.18561990639883,3.1250462889464283,5.11440129039384,-2.049097987294057,-4.4290865180016565,-99.21790985114728,-98.47830217723096,-63.33598019060098,-63.6509485905187,-8.351453005808143,44.393031429250094,-27.892584592830698,39.5599413979482,-80.44034534509905,-76.06386572591047,-77.315299044262,-70.94945801783116,4,27.823206514993014,152.2333233089513,0.15475501783936974,-8.088480949893455,122.3069468231419,0.12257411131750313,-15.779870039072042,153.03502147652344,0.15384642373734267,-482.36779886269323,254.85862197261878,0.5455562396063506,32.27211061032029,177.40093223256244,0.18031245070772833,21.81650993406399,124.09738916023092,0.12600048453116722,28.132253265387654,146.81569839129511,0.1494866982975798,-704.5378669200766,532.1193514910773,0.8829069091107942,51.40963347723348,157.61481483711384,0.1657871535143817,5.387513494999101,137.77517604107356,0.13788047154984498,43.81104330937779,152.95796164258678,0.15910859670587013,-773.1737876648579,372.31787579790085,0.8581481845058485,28.954479425818146,172.7685243661562,0.17517798060966236,-346.9375448777493,328.3889266206838,0.47770801455793593,44.32724831444133,184.24796222319733,0.18950518865332128,-29.345543566301725,142.60599354985018,0.1455940600558334,-71.49987551727993,135.81519279761287,0.15348615179761096,21.85341806645243,142.65294461661193,0.14431713165448273,-19.578205982728296,135.5633857550569,0.13696984232624534,-39.1711272633896,115.55754720776564,0.12201608061136715,-10.92109623095623,122.34076337170627,0.12282724748710129,-7.342529184014578,143.72607184677523,0.1439135034085492,24.357460878027922,51.207205941216955,48.34985801706282,46.1201057714086,23.362614986432654,0.3841730845169549,107.72901161985106,35.881929660546305
5,0.1677215189873417,918.3404649673645,595.7610983040485,922.2798204570554,596.7614282607169,971.3661660348718,696.5751124007415,952.1549912842385,805.5208858357186,990.05522803525,820.3522042328332,985.6181994831194,822.8454285236079,944.514763810766,819.401005648172,915.2335364341125,595.0968357213288,965.8529069574823,696.0686754422818,948.3632863352796,801.354902527322,987.029035366456,818.6632108871593,979.6719978794089,814.8588401722038,939.8870593881928,815.3020548059712,1024.1439163278496,490.51433953493563,1081.519082818635,444.6150336845191,1068.680674606445,480.8235590641862,1027.564651544964,501.460532043815,1028.4134000325478,578.1016800044291,1032.7363876191384,651.7213953481751,1004.8538345482281,490.82923229453365,1009.448182362926,568.6108533807164,1020.3490333923581,629.4916863871042,4,3,pure,person0,36.18420727675977,36.040194525443994,5.320344133669543,8.88031674940028,71.79778516765764,71.34865267005601,47.110558936884175,48.63437104606289,3.536198106960495,7.3726050621986765,-1.5992666053493645,-4.091462682816086,-100.00495030261692,-99.41180509969676,-63.82074613987043,-63.371614501797694,-14.212873057762907,44.83060417031539,-30.075465849250374,38.591936538008135,-94.1025736024466,-89.29418810056336,-90.56637566584372,-81.92158368631301,4,35.04197375418144,116.90386989379174,0.12204283969464709,6.659144319272283,96.7506844443208,0.09697958106482743,14.199600335695548,111.81863283546431,0.11271661500810722,-506.1401725388179,98.75697922600486,0.5156848021839212,23.000635692207705,120.84958791199794,0.12301890968767923,16.44137893024369,96.054449704924,0.0974514045524416,21.26553266457949,75.55378430367371,0.07848947191894177,-742.4384685870664,293.4152057246589,0.7983153277924409,68.04918637400469,115.60569279479806,0.13414681499286238,5.347789460123397,105.79631281505598,0.10593138655455703,40.669760631698395,122.85978817759974,0.12941621606616507,-793.3982772715134,142.96199312912927,0.8061755130595685,18.80742249146635,100.54028191613227,0.10228424819368752,-384.7681778508424,163.273770259976,0.4179771222705435,16.182736319772665,100.9771065422849,0.10226561983602918,-18.205723016838625,118.78885056334461,0.12017586849582766,-53.684887326041775,73.04866900658473,0.09065415142641496,40.33836449431877,105.1160143934916,0.11259023106846015,-9.499278334188531,103.11751134737777,0.10355412804590151,-27.465285867088483,91.19096924486502,0.09523725531313262,-4.693765594635848,91.44810853943284,0.09156848797974812,-4.233029635841867,117.31360518257044,0.11738995059556817,9.011248821264846,36.15631624738423,37.89399943060308,41.75605770384054,-4.717107875695291,-27.495935762559338,108.65135031018582,36.18420416274649
6,0.2012658227848101,920.4070830949827,597.7280872388714,925.0357468620351,598.8580990242205,972.4892668502564,699.2593991987278,952.142266871809,808.2240589470994,990.1985511884552,822.2708324736944,986.0840485692944,824.9682354707678,944.6457341667096,821.6921707733785,916.9276110870502,597.1535036227349,967.1865251032804,698.5111932558931,948.194936072388,804.2288658712481,987.6362793681665,820.8593807943508,979.5271584496307,817.0710224616429,939.9414032755028,817.4570490183568,1024.6193543127936,490.4761206319155,1081.8848096041213,446.2398262843672,1068.985240663982,481.4095533534014,1027.1885868631412,501.7316885318408,1014.8774721258924,577.3425850485876,1007.3206342197394,652.1988759760818,1003.9070258818709,490.9866173743663,993.3219378318736,566.89097496,994.7024086858376,627.1442066658851,4,3,pure,person0,35.86764555192306,36.52479980638374,6.102492934975484,9.939923703008503,70.5588366574819,69.48096255636585,35.820761821091764,36.56316125371415,4.297551435571549,9.867485086731396,-1.231189647356881,-4.0602495810229495,-100.58345914359474,-100.1627393260466,-64.71581846349888,-63.63794438101792,-18.906266851394747,45.80323616523411,-29.547785690586657,37.60725212815287,-108.4458316521026,-103.71679805463876,-104.1482807170282,-93.84933030862943,4,39.756918308695674,72.81468199067541,0.08296137936900212,18.102745711367106,65.47072553514649,0.06792735313840002,50.50260286116469,61.311986494745355,0.07943344751226876,-480.74464828420247,-51.271847259096354,0.48347101172175944,10.902798510720272,48.43721335396222,0.04964911532809643,13.887576531257242,63.2836788021264,0.06478957311668468,14.173434268138045,-1.1393559768267367,0.014219155073180707,-757.6771768122727,14.234328152691976,0.7578108737410507,82.15780603524651,62.504524647843574,0.10323139393604096,3.904399290392929,68.30265844955372,0.06841416143676113,33.481118647313885,80.02213473242072,0.08674403352974316,-764.5597554019331,-69.98147093445522,0.7677558373952059,9.07951643223949,17.469263716226276,0.01968788443257342,-403.5238885380274,-22.629623211877973,0.4041579251574339,-11.210984854337637,8.083533039259125,0.013821348986295865,-5.018743686200193,85.67664308307954,0.08582351052114552,-28.22561684611734,4.691857096896218,0.028612916128236885,61.60861587993914,58.63853805698581,0.0850535107805813,1.6200630556554088,64.24322368998332,0.06426364753408831,-4.317854699043874,65.94807579837283,0.0660892772748347,4.2726524917776345,57.19684189737479,0.05735620526454641,-0.3793315403477907,80.58516067889911,0.08058605347119,-9.437123117773604,14.446723469524496,23.31688879364878,31.588282767943245,-36.934691435427425,-55.678309049631096,110.51905462873299,35.86764068009586
7,0.2348101265822784,923.2578262752978,597.8986268650772,928.137254925691,598.9157880730409,973.2023828956736,700.2089838099469,952.2671940172054,809.4019150950741,990.4628466094586,823.0318423856546,986.2544580182516,825.938012464004,944.7605949122864,822.5982834771712,919.9495741739396,597.2849485468454,968.4123415150044,699.2935453382526,948.4382725002907,805.6214473099659,988.4506319868563,821.7890075564419,980.1461766334348,818.3499502623305,940.2879155529178,818.2513722840381,1024.8074786925015,487.8576044785703,1081.8630736511207,445.02906911822623,1068.9672468427557,479.0205301756082,1025.918668726041,498.8319130224613,1001.472370224499,570.136647711403,982.4189451685364,642.6610270168244,1003.8575672780314,488.7578111851644,979.8366363681467,560.5093961082944,971.8782293067542,618.4729002238004,4,3,pure,person0,34.83028934073811,35.98940547146574,6.45688246638631,10.382478454301758,68.08005576952587,66.6831609458172,23.92602930898856,24.579813692287328,5.023328481139182,11.489175386381532,-1.0609925731985232,-4.165584414240029,-100.86024093085489,-100.62246220704009,-66.02995753580655,-64.63306068151137,-22.87126346978298,47.286921881570514,-28.24499761616696,36.824130604960075,-122.02799132561404,-118.29264976246084,-117.0046638175837,-106.80352082008282,4,36.54320623630145,23.322948870341328,0.04335165355597658,24.27692712320492,27.713401586866006,0.03684293443878093,90.08871089217472,3.9185467942356262,0.09017389222603432,-402.01464740921574,-190.24329406971583,0.4447564363447171,-0.6479774668166636,-36.094270235901455,0.03610008613091919,5.080130742497286,28.910333005909198,0.029353280615178754,5.608236225255681,-78.06142494878108,0.0782626244039417,-742.3522396396356,-284.33587463446827,0.7949426000046361,92.46005170898535,1.7197867384200578,0.09247604461942502,3.424150528514778,27.012416452688228,0.027228577808166732,21.258931165268667,28.308371428795212,0.035402062754029746,-680.4189324330541,-258.5030977074308,0.7278693393306758,-0.5364195761820124,-71.21993624364687,0.07122195633728995,-399.6237925321067,-214.81850929720017,0.45370273031404107,-37.85793691732349,-86.44613782678451,0.0943724437153318,7.254180303516003,41.51469194668129,0.04214371577476011,-1.4744263031408908,-66.4436562063948,0.06646001341405959,84.98441933769841,5.084011498211677,0.0851363535928085,10.329988647466077,23.67982565615942,0.025834914525945,18.453749630385037,38.126526888423214,0.0423576785010061,7.878995569534401,22.686710582963087,0.02401594071153308,3.7242432023820133,35.11344743018984,0.0353103975885743,-30.924958748532497,-15.960812248498973,10.564819993001992,13.19314164232723,-73.89573213151961,-83.40616122012956,113.31687941737707,34.83028339504834
8,0.2683544303797468,926.8930797594307,596.154248071715,931.4219843062798,596.8470161178543,973.3643542477907,699.3282056787481,952.5338134556471,808.7710939823987,990.472716066118,822.5790742370687,985.72967457194,825.6682130396183,944.9469239740964,821.9720657267263,924.1714942768709,595.3819778806853,969.2073282816976,698.3284528421328,949.0029106491028,805.1299478238774,989.2422528691221,821.200018396432,981.1594909570475,818.3753840963933,940.7784948839845,817.6252638842259,1024.6215596754005,482.81102298359406,1081.5672795726264,440.8136672972785,1068.6199966094143,473.71847344560507,1023.8424318954211,493.000128183508,988.9010325458843,556.7122217250071,959.1911671944316,623.2151295313016,1004.4359013859063,484.1352438275083,969.8514296064176,549.4830455718723,952.9355978158636,603.5035702347467,4,3,pure,person0,33.028463588639845,34.249269302502064,6.502135834290504,9.983329165026074,64.31299377347462,63.01329654321513,11.115137008732928,12.689818043730948,5.4346890483614105,11.681706666294136,-1.2557160239640497,-4.1948693975275955,-100.77589169126668,-100.69700001898428,-67.7474327634137,-66.44772986564737,-25.521562756225517,49.23934082208522,-27.406051894192917,36.35699338637444,-131.91366627561274,-131.46416109494305,-126.47897870919154,-119.78254101714224,4,23.699605497646484,-28.770681959796473,0.037274970706572444,23.599264037361337,-17.558544770107428,0.029414754079355534,125.86101438927308,-56.73006891571203,0.1380554079428917,-297.67220157607755,-328.71007259522395,0.4434625704799745,-8.818012151337316,-125.66669579428985,0.12597569515646945,-15.644487644760035,-8.043077179798688,0.01759093755850574,-5.542491453198602,-150.44525966155499,0.1505473193588696,-692.4507396053871,-579.7078873042611,0.903077660770555,97.92212115717443,-61.672824324431225,0.11572501489337776,5.554715427544642,-18.668378220810574,0.019477248493466347,4.8285799310396085,-26.257159382907588,0.026697445627060473,-564.7048633133411,-446.25549778688475,0.7197468665821057,-10.35198808829311,-158.06131383782835,0.15839994504266922,-374.7681798530423,-400.1998690284061,0.5482801508359715,-61.895362120368816,-173.85320840653208,0.1845426073438236,16.832608964584846,-14.652248830563073,0.022316476432164622,17.240903593251385,-137.8048382093717,0.1388791639902217,108.37170764018994,-52.00223572664993,0.12020257708310944,14.624817794066125,-18.665118334025617,0.023712273993289054,30.208238326568267,0.7582161852695071,0.0302177523085082,0.2942215381473355,-13.497616505015657,0.013500822850107353,7.948277598826229,-18.805610528811304,0.02041631955444814,-53.7148054399105,-51.875757489860334,1.3490626658231388,-11.899167491614701,-112.3010934671881,-109.4035048322882,116.98677358549892,33.02845892785298
9,0.3018987341772152,931.1705094916241,592.4946444607999,934.7108388606275,592.7460873799077,972.914556428931,696.7165264231194,952.9597215515994,806.1484327310521,989.8817765811634,820.8339063415009,984.2426457928676,824.0532238715398,945.2937949353221,819.6621094473164,929.1461337871629,591.4628156389491,969.3890655631519,695.6455882061547,949.8325859468212,802.553865559059,989.8515859159957,818.9745798276847,982.0932431713795,816.7492097181737,941.3704730245398,815.4459070796438,1023.9758409241844,475.5505623265734,1081.0627148833896,433.7552925611019,1067.9225563730392,465.8187474969889,1021.1663137402636,484.6717687215706,977.78208221363,537.6891144565261,938.9117726992824,594.5632897333162,1005.133304248149,477.1715234745285,963.0033125736144,533.5031238009253,937.8062212277306,581.391188390617,4,3,pure,person0,30.505794261843715,31.387112036534123,6.158889426875652,8.581729287012038,59.45460243429781,58.60055572840911,-2.972038804321831,0.1306458427571795,5.339916339537218,10.556632632065105,-2.026935417150463,-4.1821796093048285,-100.31379521244456,-100.34106592431957,-69.80799945229931,-68.95394197304313,-24.612877962754148,51.591541215620325,-27.508766434591077,36.17324860339621,-133.2731913268811,-140.75091931246513,-127.93327673326716,-130.19441392059562,4,5.417828390524993,-79.97973820463375,0.08016303005594867,18.165022906794743,-66.34326299284223,0.06878514811892031,148.300574080399,-116.83540267817565,0.1887950518195521,-204.1514134307366,-476.382573548982,0.5182838565756402,-15.041739792341257,-210.41947326715132,0.21095641413810085,-44.3302919044247,-48.14496010498354,0.06544548849112487,-19.249728809838643,-216.44392147344675,0.21729823561652753,-604.5555340063362,-854.1491864305099,1.0464502980923596,98.04509803527394,-122.25410199916098,0.1567128160182432,10.340681485598267,-68.86284757486074,0.06963491559343701,-13.409067052801202,-77.85760799798983,0.07900386194607938,-451.02669828773713,-659.1993078061296,0.7987294973771896,-20.791614593823127,-235.50126412855695,0.23641729345284035,-331.4705948105963,-567.1039525320748,0.6568711047089774,-79.77861670092341,-248.2793952803991,0.2607820657244541,24.733716422547914,-76.7964146870398,0.08068113804883269,20.790500421572563,-207.5977010888306,0.2086361675384852,127.51582975217607,-109.0976170801074,0.1678170935570739,17.647650227872802,-64.96950474037003,0.06732366675081136,27.83638676687867,-48.47840599220866,0.05590188078929608,-17.616686532608497,-52.025759905605454,0.05492747343674106,12.696882860465744,-78.18499579486031,0.07920924442143551,-75.20410445920537,-85.32468830621406,-10.23262874934841,-41.7835435332486,-144.83506256413867,-131.5496318376132,121.39954066791964,30.505795760145247
