Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Likert_Score,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,971.9738784062736,450.45824110664773,980.9552552812706,450.4617747375654,1015.5392028668526,339.0445953597595,1069.4938498310469,435.2313057173797,1105.3990197947508,421.08061390003934,1105.4091416621254,427.5048313499198,1070.7906889307762,454.4841907214856,965.5578372502888,449.1504639942407,1001.4560830690223,346.7135201980508,1063.028696332154,427.5045389369674,1092.601965323067,417.2377143819735,1091.31131305685,418.53105055934645,1068.1617853899809,450.59436114569263,866.9690962406233,361.9183946475382,809.3860528496938,320.918902219923,854.1809788473861,319.6567628461259,890.0329726203161,358.0930074323913,964.4124258397085,340.22318179771923,1018.3726461084257,303.10094868975966,865.6633272493532,377.2901225750201,944.8139221540131,341.5372219224505,1004.7375557898755,313.4038916195674,7,2,trajectory,person0,133.4090650337817,123.32224660267518,16.572491619166783,14.638243307434305,110.7383091151963,112.76999785685864,53.69835659914646,64.9856544467083,21.086341048753606,1.0861633669659996,43.989882245507566,53.978912755280135,-61.02152163658105,-52.966391947136835,72.76076728769944,70.72907854603709,-4.801718582425405,139.99076943084077,38.2264644152301,144.61864298507007,12.98146258823074,23.67734371053133,34.77546678121094,24.756760109709653,4,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.23000214314133,133.7822889242805
1,0.0335456475583864,984.5653058233088,420.89486641637956,992.2113707807174,418.7358466216133,988.8538504721296,321.36414123197886,1058.3148577506581,377.1062395781474,1081.758137477236,352.923191794435,1087.2398545037795,358.2619325044248,1061.6542206406737,391.8151189884616,975.9855448331964,420.9634569341526,973.9844752033672,330.8614533298247,1049.0669088832262,372.8505479014484,1073.649778102228,352.93979034608117,1070.867951498823,354.4285902183279,1059.7168718135517,389.1330349307999,868.7120357418639,374.825514277432,808.849288676077,354.5551851556961,848.1924148636856,342.0598671433134,892.7043166041487,365.85040832721586,961.5227951425488,336.8100159972881,998.4058340726084,294.70226892191073,872.7698154963142,386.5336853710245,938.9952124322284,347.59631414181393,982.2588592714471,313.302928435509,7,2,trajectory,person0,132.60069766292906,124.31115783679904,7.780138248384022,10.156387244206952,115.76259677530383,116.33441141807457,44.08700720067494,52.17945647756309,27.62193647441004,17.336541120775113,68.33318629297563,74.53554068179618,-37.511898176823536,-29.7941729934642,82.7021027023083,95.7923380815073,8.833373425636054,83.56699199784045,48.70145446050272,87.46039044670094,21.787273720098668,32.63583763095762,55.17552784139384,48.71953901815629,4,-595.2131942322752,-250.36570700359917,0.6457257419613998,-609.4191958120662,-1910.9024570012507,2.005726790068289,-541.6287501000575,-2064.1395795081116,2.1340182535833367,375.3520451533921,-881.2879417162218,0.9578922663928595,211.84531419738266,275.5517770201316,0.34757332890534065,310.8512830094631,-840.2582484368036,0.8959143062897893,-16.00100796034923,1002.7018520727315,1.0028295151249953,-86.14025685836651,-101.74690455715516,0.13331382688449162,-564.9671000642488,-1916.7292544876761,1.9982589569832758,-173.45647335193533,180.6223060329218,0.2504227736934904,-251.74394268975936,-1832.169914380663,1.8493841158187314,-333.24716897868075,-1732.7155792138258,1.7644707291657205,-416.2026511674028,-1629.242390995535,1.6815633843110473,79.63310230285849,231.249102624201,0.24457632437927382,335.5462278632569,-945.7539330768002,1.003514709888947,-704.7376944018629,-2031.7813804898512,2.1505326772723308,-818.9321078938948,-472.5521199325631,0.9454920958909689,-272.3592762429359,-1868.1729611553365,1.8879220821176583,-178.51985040018621,667.8393749351468,0.6912877604157854,-670.0927886189695,-3.0097252969304615,0.6700995476834094,51.957247157235734,384.76286997974483,0.3882550986750955,-795.493732779402,-527.056575581309,0.9542530653630632,-24.097533650100747,29.479569067869555,-262.1011669391571,-133.60469656835974,149.77465113358537,106.25561945143691,0.8648892955321514,120.21400087913183
2,0.0670912951167728,994.7981418466167,391.7161480577493,1001.1389253006575,387.9227331132442,962.4652306476515,307.9626522203244,1043.5229900919655,323.64040385225127,1052.9067459284115,292.0927272758553,1062.8065175664053,295.93796340198907,1048.2216805658832,333.5396917598551,983.8426762681224,393.0007521763158,947.4884897225252,318.1514671105322,1032.2500178757864,322.77150530268824,1050.046862622396,295.0038467668895,1046.1920699139673,296.4711811913538,1046.9139200346715,332.0373412937027,873.4819471574905,388.289379305699,813.451771802603,388.9157401865616,845.8233497650693,366.1227965191589,897.4975839605398,374.4941817604125,958.3491027322679,333.66066006958863,978.1337970532724,287.2380872621315,881.6801565830573,396.0307213096515,934.9628534199812,352.02381457904056,962.9028329106716,314.22708116332973,7,2,trajectory,person0,132.04604776092083,125.89015083991858,0.6406849663596003,7.105702943252005,120.15925430598526,119.69905273780354,35.85804499917303,41.352560610944174,33.337501171842646,31.89933205028864,89.12502099744637,91.0383255041858,-13.01801564753636,-6.401917158352348,81.0444484975576,112.06114506453576,17.78745229947412,23.088579611834756,55.78316952562538,26.482383526183927,33.07850340457908,43.13817493272376,76.16893954412815,72.34304471383506,4,-604.3119896270417,-222.50820011113922,0.6439742851416449,-735.5911535738659,-1727.7176994749884,1.8777919997420578,-728.3608669305908,-1857.8854080536223,1.9955570004223022,305.0421371505055,-869.8212877794222,0.9217590672792974,265.6183956870904,283.1078434869188,0.3882050787550279,234.2220826487419,-833.5717684139961,0.865853265338389,137.20060459454433,1024.2924949074463,1.0334404293547013,-94.60817248369258,-93.88269885737101,0.13328416051972544,-703.6058981646144,-1727.0778117594489,1.864901881548689,-120.20513258028016,131.9843484768205,0.17851930467457439,-381.6576131552244,-1702.0298546248607,1.7442958922481206,-440.9474472939333,-1593.8233308162698,1.6536950931563246,-501.31364965216704,-1492.8625989883576,1.574787006164913,142.88790663672128,257.67198019212697,0.29463842797428214,266.1315303096067,-918.5428140785974,0.9563194511879186,-860.0636341453363,-1813.3638473576616,2.0069872689389596,-789.8486811061124,-378.8862980561241,0.876022697137317,-400.4257199510285,-1737.1978623211191,1.7827498899316654,-70.62213047140789,717.3189706343829,0.7207870635245137,-577.00559594464,27.54910979769315,0.5776628871600413,142.1916630860826,401.35952077935247,0.4258026937108518,-786.6480972993141,-399.5000838284349,0.8822786101700288,-16.534183787713893,47.06998129552541,-212.82800606541164,-90.94128517403674,131.06491752854123,100.3003836450853,57.955868885722836,94.06246414509395
3,0.1006369426751592,1000.838618897385,363.8603475425902,1005.8700718529599,359.2703991157305,937.3130944745513,301.8322196754073,1022.3093438254009,279.35090462721627,1015.9615692718154,245.1509196192377,1028.517022438484,246.9692331642122,1027.3134886643156,284.0575466262299,987.5157093509273,366.4150003405679,923.6510626593229,311.3834170825912,1010.5507330032768,281.54891524033496,1018.9638751346693,249.3398855207148,1014.6777215966936,250.53433954843763,1026.8563418475749,283.51018364861017,883.6672082898865,402.1444685968006,827.1628062451085,423.145316153969,850.2301861463235,392.09378991908426,906.1007844262132,384.0281973534677,954.9234682596984,331.34623499624587,958.0093309605652,282.49709591476204,893.9287412705992,405.6896729369274,933.7581955682076,354.3773941452536,949.2224568728952,317.3328076610963,7,2,trajectory,person0,131.69036672202898,127.69151246198432,-3.767783753013311,6.44165548141595,123.2274938072766,122.4771694906002,29.7771467694304,33.47139799653115,37.59838098259551,43.017191656672885,101.54541456610671,98.67363249910504,12.408889756328335,17.158068333049414,58.88109619791772,110.85261450228904,19.92957026213591,-36.15990156513456,56.87370670377282,-33.14829556473108,48.1146611786113,55.797291043077976,96.77340721458432,94.52568417102668,4,-599.9128816243742,-141.32955219057166,0.6163355481077235,-939.446712495945,-1369.3830641654129,1.6606535165537974,-1022.1741902057502,-1459.7640469615767,1.7820637328458322,180.0673855007536,-830.3849394075902,0.8496843007352932,365.131859989381,287.9345706612001,0.4650027872617051,109.49358113930964,-792.5246275086878,0.8000525792212002,408.7276723050671,1020.3879924461319,1.0992042418204933,-102.11859725191012,-68.99330440154594,0.12324075607096137,-926.5877915645129,-1361.2484649967278,1.64668221552683,-35.911003049706515,70.16050479027408,0.0788168546217248,-597.9189446912986,-1446.6007120783913,1.5652989122229866,-632.3814804779712,-1320.2755781640183,1.463910495606833,-646.8584287944287,-1228.8506278081252,1.3887043214330475,256.46249489444193,284.2102116663931,0.38281647783623113,141.03607760344303,-854.1297033436051,0.8656955153629937,-1101.3403927377744,-1399.3412282447393,1.7807600999969904,-710.5967181498931,-201.7564280481149,0.7386835263522078,-623.2758471923023,-1475.0690099960427,1.601343612702779,131.36835035257673,774.1986007192944,0.7852649978383544,-407.81374137928356,92.58210002835823,0.4181907374672831,303.62392363028704,413.02196557650905,0.5126154806961387,-749.7883631348224,-182.74897016809766,0.771738152218676,-10.602896792282216,53.698817974238246,-131.41701055852164,-19.79533889397356,91.464607918242,82.816012061217,95.04099776305227,46.472206441589385
4,0.1341825902335456,1001.8168241843646,338.8034790203813,1005.4657126976907,334.229180467565,915.028142557148,303.8060428038648,993.423825305233,247.7981360484537,971.3123278851751,216.5824754951089,984.5407488938722,216.0697460572613,997.7444797738497,246.9665167769864,986.937114178596,342.98338858902963,904.4274622364372,311.95400521947397,982.9822594839775,252.2065240407922,979.9790777787632,220.0319104558975,975.9173154256305,220.9408838234953,998.6323424441043,246.76919335787738,900.3223170220427,415.3237276133626,851.524943555632,454.5553198936795,863.4110026192342,418.37683990816873,919.2160799535017,393.5114231681685,951.6875599926368,330.74803227785037,939.242103386962,282.956650285749,910.4639645031431,414.9471763916331,935.8010346329808,355.9714372398759,942.522794758728,323.74450074188036,7,2,trajectory,person0,131.03550957351678,128.53249329943745,-5.097058355354992,8.29071612706762,124.49034134469782,124.16760999764688,25.78683457175944,28.416048953334105,40.67095972191329,49.34272803094533,99.31419869575272,91.7827320844988,38.05273006304012,40.87847768417043,14.804090450224637,85.59928713155203,15.523517735934984,-82.1304090896439,50.745407258981096,-79.86223955463316,66.72084823363662,68.93377334747385,113.9894535895876,112.67204209723432,4,-559.4534295675377,13.699373970561606,0.5596211331803554,-1155.4526143399207,-882.1846611675849,1.4537264255644264,-1310.9382809817848,-921.1176219856887,1.6021912651353605,29.160423428314783,-746.9484224025568,0.7475174085091177,492.9170976283648,275.9673498206563,0.5649117128378622,-17.247995327090564,-698.499312340161,0.6987122316680031,726.2383970415555,936.3361874306104,1.1849673688459017,-96.46283504974954,-17.83249875723301,0.09809728109260676,-1162.1417439640336,-873.6744465524649,1.4539190044918326,60.897291108112675,47.518626428297694,0.07724312216591411,-841.3609948756095,-1095.2535713250102,1.3811114036160388,-861.0809634809569,-940.5920253542529,1.2752151911851226,-821.8196852905069,-874.7003958851054,1.2002034734546254,390.96861983245844,282.6961619445617,0.4824661456225538,-12.053997603276619,-746.4818976763263,0.746579213758774,-1330.9995375384515,-851.6289355990305,1.5801365804502816,-573.0579619733629,17.009304586821703,0.5733103384935523,-881.4558979373094,-1105.688294873019,1.4140407014749161,392.92180751524944,783.5010471429603,0.876505241111065,-199.71777568181895,191.13338234489316,0.276440155856367,496.4908995471866,392.8753795443493,0.6331305372395895,-664.3172375377828,58.839917310347275,0.6669179319518402,-19.521374490458836,25.069745217748412,-39.625844158413436,55.120731905185906,37.64564494464534,50.39224549487239,96.93449953986854,23.248639612815488
5,0.167728237791932,997.890673568582,318.20912285728906,1000.0759653322701,314.2302236742592,897.423495751942,312.9620239973953,957.6162510718284,231.3535309713411,922.3054357498615,208.57512668356708,934.4420297585964,205.7675365979353,960.4775771125934,224.84646689222902,983.2932393097527,324.1886314960226,891.0840638544354,319.4227409484754,949.8536041180967,236.4484952823341,934.8568632005638,209.1902314608105,931.6933473511637,210.1732618329063,963.0668410103874,224.1569104885936,922.8246933008064,426.2055129237631,885.3005868739031,479.6837865264231,885.704101962788,442.1372182074439,936.3949238675192,401.6436387704687,949.3571984242044,332.7708817470102,923.3775967203678,290.776340784514,931.3980785291352,422.6866561867707,941.7216982850008,358.9277885746235,943.1431257311435,334.1479807611314,7,2,trajectory,person0,129.11883497832707,127.08339550585062,-3.681122161422258,11.873073768757664,123.9528648426154,124.43120209294833,23.333972680061727,24.829125482019037,43.74179252650668,50.38342638311477,76.83098728218671,65.67662903816326,62.397933422102625,63.955035644246195,-40.87212640099606,36.835412349820096,5.336964645457605,-106.9969878159157,37.57388163031662,-106.29292435910736,87.33803019457093,78.37640735920847,122.9118086272181,122.73826490220408,4,-472.9229518965748,233.10596360242397,0.5272518456085142,-1318.3220862704986,-320.98417452958364,1.3568360119952,-1493.4491590325908,-307.1101680596549,1.524699001751094,-117.0390468375702,-613.9203641023068,0.6249770811351053,624.0485890026794,230.71487237403912,0.665331491642177,-108.62437109019955,-560.2740880257147,0.570706849185979,1006.8562027155467,749.0827711406478,1.2549439871829031,-69.46837333744568,60.30139873254894,0.09198974716376053,-1345.0989282488565,-323.19182320797347,1.3833813940359023,176.4957329178127,88.12920751051352,0.19727519092533408,-1060.2120997013094,-674.0750146476373,1.2563545764334492,-1067.4283205021259,-490.21575894430595,1.1746125785667931,-987.569409957587,-469.7488319768201,1.0935983287421225,512.1035116140686,242.4223764989493,0.5665850467801447,-160.66905120968792,-596.1714335219648,0.6174422419662067,-1460.901657957767,-238.70008166051838,1.4802740905685305,-397.7683948052444,222.6439574911183,0.4558399145678751,-1110.9310856614986,-659.4014870709321,1.2918893908692002,664.560113342646,708.2998847442161,0.9712511884032164,18.49214481061513,310.1290562700776,0.31067988503066263,670.7986852720073,324.3873975442163,0.7451161384966527,-524.7967496994959,272.9409583641056,0.5915305530975317,-57.13631229964246,-43.19778865692387,42.209237173564425,106.79053476177283,-16.022242562077416,7.857713727024169,66.12486141491965,103.27005982309868
6,0.2012738853503184,990.0017406255508,303.46820171166087,990.7279236033755,300.46291544144,885.6539895686055,327.6853726827916,917.5743188524302,231.2829058144007,873.9902497273891,221.3953706685056,883.6950839500511,216.5127255302814,918.2352301418324,219.392705911753,977.995414641092,310.790137258833,883.6536579366993,332.1411490297464,913.1331998223357,235.3107277495039,887.2583648165671,217.7471716642144,885.7614458387002,219.39409175889278,922.545551091891,217.5933385499924,949.09966182595,433.2742161306003,925.1707358933457,495.90374080757823,915.562738477,460.55631309151966,956.35527098338,407.4664633105463,948.5899029292444,337.8963182156588,912.071497840288,306.6370304854367,955.70381855317,427.4589162234813,952.2999292428774,364.5995420258563,951.0692787700076,348.6851117661029,7,2,trajectory,person0,124.90545475491552,122.4474710572636,-0.4899446175075825,15.863525445290083,121.97661036234182,123.31347076111088,21.92442058397654,20.650000648553327,47.82960509380989,46.441832503063296,34.35680334965947,21.265724664255508,82.63425114370621,83.75537444258916,-91.0337511030578,-23.672227737354593,-9.495027401637175,-112.01636264386384,19.296045267023143,-113.75252696697676,107.2759214917817,78.6308900776856,117.08106807018284,119.80489897438038,4,-337.0362387669367,472.80916766674784,0.5806392470991661,-1369.2357982512829,274.874107287319,1.3965537748578922,-1512.772878216763,320.3154422237344,1.5463129578436623,-235.17008963086587,-439.4287252905621,0.4984000157177744,724.5571867924281,142.26167577789218,0.7383911574007991,-157.92882398349602,-399.410809222552,0.429500300312612,1188.5341891238947,483.5188902800044,1.283122767304049,-22.87317583077018,152.7899099198413,0.15449252003219624,-1418.9172619533217,255.08347062045777,1.4416635437066756,315.3384038708778,169.07568832472555,0.35780566979620737,-1207.9447817475846,-195.66091032159238,1.2236885991048108,-1193.6550680592732,-2.1053448682864873,1.1936569247403555,-1094.6399002090768,-33.91699417487521,1.0951652266318521,595.0204741500281,173.57913660611072,0.6198218141713367,-278.666307234769,-410.40520111758474,0.49607191000118905,-1440.2818111762351,382.1730960067111,1.4901234750571684,-221.50134096542212,379.1373548277623,0.43909905246455805,-1259.249710330914,-162.57730517748104,1.2697012298675867,890.089734062904,549.0755500252972,1.0458220184714766,236.27962539904757,433.3537154013658,0.49358231738067987,783.2601376799123,210.71893736837552,0.8111096805266305,-350.8504691361704,438.9048880266862,0.5619017284426066,-125.60139779916706,-138.19749463825863,95.12940653062105,118.95586959789684,-58.912396215750455,-33.319712487053025,20.982611540806047,173.668002246764
7,0.2348195329087049,979.4182996937257,295.4543086349777,978.8109555768117,293.6584541477314,879.650818223478,346.40936691612364,877.3364926190178,247.9402203683537,831.6426682293743,253.63448235397118,838.0074874060703,246.98235341451542,875.01180266887,231.6952091527409,971.6459855399494,303.2383197632854,881.0064311101862,348.4120324171574,876.2467618586325,249.7644292950464,842.5068017775105,245.68649929455879,843.2342689108564,248.35189028858179,880.8724755708663,228.7672985339959,976.3173773192788,435.7510641242518,967.05637736113,502.4560127115323,949.8114650390223,471.8414019396714,977.4422107827941,410.62295582093424,949.7803738542616,346.0246173078837,906.7284187646982,329.5452905518399,981.1118274432073,428.1912254370836,967.491968454136,373.0313508131034,966.1083346991792,366.973072310467,7,2,trajectory,person0,117.7839016586662,114.42245907945876,2.941094031938481,18.87308997823103,118.94986093737474,121.11766726464266,21.38490727419188,13.799371666443465,52.858513261837714,38.32224507371759,-17.378591559018425,-30.820697588632257,94.02991993570753,95.22355618764716,-123.7812788540597,-78.065349513195,-25.6196407314324,-103.43792263263776,0.4972312627128494,-108.10741637909985,122.66160598344436,65.13104983692556,90.53186958577297,99.74508895059034,4,-159.27786358245297,682.8981323592324,0.7012269939235926,-1267.7405274059736,863.2356397141447,1.5337345971517578,-1361.9530362161333,908.3034641439361,1.637049558148506,-315.493713853775,-238.89516703277107,0.39573625599995665,757.4159612156656,21.830230354852997,0.7577304911784907,-189.27728523026187,-225.1206354685376,0.29411764859983514,1248.6162741345795,195.32405485837742,1.2638014426483448,35.488088967285655,242.305624837843,0.24489062923396537,-1334.0497589490856,832.8748932843154,1.5726949313886254,452.87661193055465,251.35328726540308,0.5179533769103378,-1242.2796563545917,333.097161548458,1.2861619119007226,-1199.4946934137477,496.5566553741674,1.298212629550383,-1099.5893848673516,430.86667265509465,1.1809923390597556,628.6043446534161,94.09544129067733,0.6356078776957048,-355.2463253488358,-202.84185248966722,0.40907794953442655,-1262.3867649091746,961.0520002439404,1.5865816371654913,-78.91416679036148,485.0370933842131,0.4914147206574329,-1288.4958442889388,366.7391788927394,1.3396712903114651,1020.9588740957281,336.40992705566106,1.0749551905155916,448.3161609265717,545.1664187592071,0.7058284524519247,811.3635441365735,73.8351522158135,0.8147161655795188,-178.9552976933577,558.1646382214809,0.5861508013586904,-212.29439926160927,-239.22662288266264,102.27969644867672,89.7154996845052,-90.22778349110702,-65.45718017952704,20.343356221421942,217.81119878976722
8,0.2683651804670913,967.3422993227172,294.5359340660141,965.6323018680308,293.97642728408704,878.2582537900095,367.914595321843,841.4457312285368,280.6120577069161,799.8230006015355,302.135793451698,802.4558048832965,294.15901276020367,835.527057400686,261.9844041499657,964.0008256548072,302.00813014348034,881.3871363074071,367.3556523210572,843.3768898476492,280.112089622344,806.6727146691005,291.15598496216836,809.4742642081965,294.4190427043003,842.6758116293356,258.4267695236727,1001.6002153076369,433.91440132184727,1007.2143222429513,500.4660135988841,984.384417198844,475.62179793002866,997.8278069207468,411.17907556175334,953.1155173528804,356.5937790333822,907.7562072906063,357.39620063984563,1004.6578330650742,424.8764030438133,985.7180589119741,383.1341000551925,986.9853269731944,387.6710459122847,7,2,trajectory,person0,107.69609645776028,103.46134529979656,5.018958103137155,19.814059470293948,115.1540958423992,118.108786646448,21.704954225077312,2.6731935164559,57.779714252534,27.553360887193463,-61.741005954129655,-74.65381612614324,90.27065830377948,91.5507186576945,-137.68123107399592,-114.2645482251941,-38.16470396805801,-87.7773710270992,-13.308288950024297,-95.33238134607733,128.1328053356344,37.4601752930241,43.051284999061544,62.984248851132065,4,30.6385060571346,830.2391551551074,0.8308042927224675,-1006.3900136046097,1373.2676447976853,1.702552461374177,-1059.8001562168631,1406.3421868239986,1.7609584655971287,-359.9870996674031,-27.376862150750302,0.36102659806192944,701.909408094894,-98.81527514115896,0.7088309218518528,-227.90318391784814,-36.67210828659474,0.2308347997293221,1197.1134202112535,-59.322125446664366,1.1985823523719155,99.42104986388784,315.0680489056829,0.3303822340823905,-1068.218672662098,1355.451123382539,1.7257864527521825,543.3220636482143,301.16423373569387,0.6212075019899245,-1138.6473871177845,884.1525845656822,1.4416114819826922,-1069.9081401845913,973.9516067381581,1.4468189799353237,-979.8550453907063,904.6675958327334,1.3336188994339429,607.6972013275795,16.577999868721104,0.6079232834667709,-392.8573352427694,9.478819444525142,0.3929716705719531,-948.5483197919046,1445.8302232297049,1.729210498864873,11.348870119685953,564.7117072618237,0.5648257334537415,-1177.0452545135872,902.9247369425882,1.4834785511613566,1030.62408020734,112.6940830036888,1.0367670669187308,622.3457823456426,617.0092130668438,0.8763644457717211,753.6846007921931,-54.751150628641106,0.7556706729564457,-41.512522035677286,641.0735809553044,0.6424162402092741,-300.7187499763727,-326.7521892544871,61.941390983201,28.050419668457916,-113.15223795781506,-89.69511209934736,49.90386004689671,227.9518893777754
9,0.3019108280254777,954.7990772869617,300.7527040252051,952.3149364833914,301.1822075238701,879.7284510508051,391.46669079144,814.0702633405399,327.1957431847301,781.7560181642978,362.30285578114456,780.9141456435585,353.692538477462,804.4274493140364,308.8905478476152,954.8437852126608,307.41256148334577,883.0663630901381,388.9239985736546,818.4431175717178,324.8324364833341,784.7218876716056,350.038904757171,788.7117407883318,352.7771125347029,812.3882329640414,305.1703009261287,1022.5252558823219,428.976855901453,1042.694320825051,492.2830333635333,1015.33786889861,472.9934045193061,1015.5975018686072,409.5243066197246,958.7082306177797,368.7722724863197,914.5071949397914,387.4547451711099,1023.6930112130349,418.6659877500481,1003.5847058697265,392.91364280530723,1009.4173383009708,408.2566901202295,7,2,trajectory,person0,94.88810636862686,90.3063771881742,4.982372681267851,18.193951090915977,110.74675276383245,114.2975872682962,22.89469186981038,-12.245324676975482,61.0944807238593,17.146969738766973,-87.63579513288455,-99.65988645671445,65.87673553130517,66.90763020729418,-137.72556526251174,-130.90091646319337,-44.448630421796345,-69.8155125434281,-19.882087113495057,-79.8743288299853,117.29856770234323,1.0023725770383671,-15.069526162994515,17.392821354681878,4,201.2477963776043,896.0490173560428,0.9183705771917846,-618.9334513136893,1739.6614487417485,1.8464832989749227,-642.159588728897,1774.7019375208029,1.887309170336582,-373.9150366354939,185.32269941639044,0.41732116833573224,567.4410701069311,-185.13326603565898,0.5968782909749099,-272.97253469942694,161.10678234662217,0.3169690836947852,1057.6632488714538,-243.9356766360904,1.0854290222530563,166.71949036503602,363.04243141351765,0.39949367388510176,-654.3569313810206,1755.307292623179,1.873309020205289,532.6070074114772,291.52940729772376,0.6071734675223971,-902.8765538831371,1393.4305880099218,1.6603719086859925,-816.0661629902887,1388.6655607626835,1.6107004755776384,-743.278907719218,1333.1192007295147,1.5263257640536552,529.7168557241931,-49.32887162629878,0.5320087262576146,-396.992347858556,214.80522107201458,0.4513803354800094,-538.5790334138582,1793.5877441246419,1.8727050945376122,50.05796295356411,642.9551319603405,0.6449008461532666,-927.0832537222756,1398.278081113476,1.6776963227755688,922.7263133284723,-78.35274028166661,0.9260469757082522,668.7010971761191,613.6606596165836,0.9076015439198009,623.778108270674,-147.18885398770243,0.6409084857418833,43.82676644523799,702.0909472265932,0.7034575208458436,-381.8078058216353,-392.15126459329974,-1.0906160569900258,-48.295635866267375,-131.3834550636039,-113.61233589300616,67.91005271908364,203.6023007938169
