Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,986.288759216163,730.1803674151207,1090.1560885346044,749.8282965731049,1120.991646516919,1055.849323516843,1088.8439941537094,1074.8928222664329,0.0,-0.0,893.6466884699133,741.4048225702892,924.5143963906331,1061.4645492815146,1074.1944579418932,1058.3576658783068,0.0,-0.0,1062.0846275342346,129.35669806394858,1261.4245050939771,182.6860628126053,1216.52234431727,28.2955119177258,1210.877165725248,76.00151303522159,1286.6753260307448,457.8274939086149,1407.37744145219,775.0565838343322,871.1833253801663,146.1934821040504,792.5916306419275,466.2523402427541,1014.3419712049238,477.6747420995788,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277523565479,-16.22019429500489,0.0,0.0,12.699012946723103,12.94578339601603,18.417374587996314,-6.60417226534737,9.603078655459496,100.8378102266062,0.0,0.0,-127.56859202196836,-63.434948286923685,-84.24415708886656,-84.49092753815947,-2.4525920303980175,82.81005951511742,11.675440457447989,-14.978829379314089,-78.77256589688628,-103.79411275022994,-69.16948724142675,-2.956303888520914,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.05421660398397,43.3244349331018
1,0.0335585585585585,980.9907853029316,731.1101474396107,1084.1104033353322,750.2750639000901,1112.2527091218028,1055.1961864311404,1088.8439941632164,1074.892822266953,0.0,-0.0,888.0827365983571,741.6206745730622,918.7655891592193,1060.770830508824,1074.194457922687,1058.3576654706546,0.0,-0.0,1054.9509445332008,132.18194529092588,1243.435221713279,136.83559372788957,1204.4176023449954,31.768405423747197,1201.466522267311,90.8871570873508,1275.4115175384536,461.891796471003,1397.5410438746387,775.9176686308581,867.4276100493281,155.66281669160432,791.3858932372556,470.7231760328816,1004.2746038516848,462.8897578203726,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277523591326,-16.220196725598413,0.0,0.0,12.525924626419991,12.3249484212948,18.31250024744491,-6.525343492333276,9.987916843744507,106.12924120551745,0.0,0.0,-127.56859202102343,-63.43494582106586,-84.7143602199897,-84.51338401486451,-2.5372606741188033,82.9606913587155,10.94643639974643,-0.2789716983478316,-78.7268083938396,-103.56465213361776,-68.73889155009506,2.564599163766201,-536.0564980557078,-1366.2824344707255,1.46767989011603,0.0,-0.0,0.0,0.0,-0.0,0.0,-299.9940338817529,-440.5726859038622,0.5330109866871315,-111.91527563034604,282.1734601928824,0.30355706309792974,-360.7050627979761,103.48756487741628,0.3752570031489743,-165.79829738060198,6.432099948402455,0.16592301625769937,-157.87251123991555,27.706196702925556,0.1602852555319374,0.0,-0.0,0.0,-260.40860425715164,-19.46260845986221,0.2611348967472936,0.0,-0.0,0.0,-280.42454331034014,443.5722120231798,0.5247801747112305,-293.1114445928038,25.65917111795342,0.2942324115622559,-171.30673897635782,-20.671888260040067,0.17254948792433308,0.0,-0.0,0.0,-212.574178017383,84.1885750857667,0.22863835490734666,-35.929356219753075,133.22490542393453,0.13798476025845102,-5.72318747203826e-07,-1.2147486417205204e-05,1.2160961105298621e-08,-335.64637386425323,121.11076091948455,0.356828116463261,2.8329768061642617e-07,1.5502766855481282e-08,2.837215388771568e-10,0.0,-0.0,0.0,-180.1533039246242,13.313066656472685,0.18064454228887653,7.702182158283808e-09,-7.242842441416933e-05,0.0,0.0,-5.157799611716902,-18.500048911156103,167.6750515787052,42.854231801033734
2,0.0671171171171171,975.6815791411929,731.1066731346424,1077.9150486589479,749.6491038775032,1106.750330268461,1054.9314804670241,1088.84399417148,1074.8928222673462,0.0,-0.0,882.7715252422391,740.8315422335417,914.1255939920584,1060.2366437815817,1074.1944579318017,1058.3576648393403,0.0,-0.0,1048.4181762675112,135.3275177778277,1227.068043291769,98.8526627582549,1193.31507984836,38.151651965702,1192.434969315862,105.1209083421333,1263.7111237043716,465.7355033070033,1386.9099777930494,775.9198983628027,863.6893621085115,165.4605997456128,790.4374600894564,474.9168888942726,994.658129098237,448.528868117436,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277524038808,-16.22020063313364,0.0,0.0,12.556702619869196,12.347157817127464,18.13412149194745,-6.350151049919917,10.50728575523153,111.30183101359472,0.0,0.0,-127.56859202383536,-63.43494180971098,-84.61500010177974,-84.40545529903801,-2.600609182611322,83.03784208109279,10.369740766667816,12.250376435439414,-78.82803642695977,-103.31230896882712,-68.3207506717282,7.989553293929267,-487.719947593983,-1131.8403590951532,1.2324501392582674,0.0,-0.0,0.0,0.0,-0.0,0.0,-286.55803963293886,-427.93523678549406,0.5150185209882552,-111.39477085386257,291.9607836228032,0.31248983047009044,-330.8402676849757,190.2121788340892,0.3816227924255546,-158.2669692695565,-23.51508447967104,0.16000435231535678,-158.20721716859222,-0.1035296245613362,0.15820725104309621,0.0,-0.0,0.0,-163.96350408615533,-7.887882420640719,0.1641531277840679,0.0,-0.0,0.0,-269.12815506330804,424.1466816861358,0.5023249659663953,-316.791499344005,0.06644301901806772,0.31679150631179726,-138.26562779996402,-15.918047442651892,0.1391789066823874,0.0,-0.0,0.0,-194.66772550108928,93.73383786472496,0.21605914864364803,-28.26203473978951,124.96701412467051,0.12812297696693076,2.716060933208063e-07,-1.8812319755670135e-05,1.881428033328689e-08,-348.6560310290153,114.5373043747747,0.3669874957901774,2.4624454600665375e-07,1.171143718915996e-08,2.46522887779327e-10,0.0,-0.0,0.0,-184.61325344393202,-18.65276845829623,0.1855531705962264,1.3334364485067957e-07,-0.00011643930474918983,0.0,0.0,0.9171428920434019,0.6618101845437764,167.65284218287252,42.95359192205562
3,0.1006756756756756,970.434846189322,729.5903248630597,1071.6037754963788,747.1942310532442,1106.5130855531754,1055.187332943311,1088.84399417133,1074.8928222671736,0.0,-0.0,877.9264402334322,738.5702371985112,911.1336422433213,1059.9096665499246,1074.1944580035656,1058.3576640788588,0.0,-0.0,1042.8196868285895,139.20163477316,1213.3270078110766,73.0622056313191,1183.630672431394,48.3758380283057,1184.0420260135968,118.1849607346374,1251.3310480360708,469.19556842642953,1374.8849773132422,774.4488365071779,859.9670911291641,175.8464239436303,789.9098388956033,478.6677864818937,985.941246025575,435.28066359973985,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277525215197,-16.2202055644204,0.0,0.0,12.875142210146032,13.36674814990373,17.822328044502132,-6.0231537634686125,11.23231815845412,116.1330539877614,0.0,0.0,-127.5685920339102,-63.43493667639122,-83.62901324703267,-84.12061918679036,-2.55563112951301,83.0042386030636,10.0698199689981,21.45286597803389,-79.17343335243429,-103.01891516040504,-67.94111519398014,13.114200903947353,-409.4644129817133,-768.5210043194303,0.8707959804561598,0.0,-0.0,0.0,0.0,-0.0,0.0,-259.751415051138,-394.7787118024899,0.47256854414307137,-110.91867884766792,309.4836203972999,0.3287598889942812,-288.5823418209997,304.66702092590947,0.41964480415079713,-144.37702979263452,-67.3838547351346,0.15932768312728643,-156.3455993711849,-45.18514312635873,0.16274410466153474,0.0,-0.0,0.0,-7.069574066229637,7.624060367203646,0.010397363798611264,0.0,-0.0,0.0,-250.09844471179395,389.2912256558272,0.46270605185136104,-358.32887335801547,-43.83566871794514,0.3610002040636184,-89.15614606974727,-9.743482607771597,0.08968697695506332,0.0,-0.0,0.0,-166.82747052893936,115.44348630386199,0.20287583259982966,-15.722403360454173,111.77171334924618,0.11287209518944387,2.1384687309535323e-06,-2.266132659599029e-05,2.276200280299172e-08,-368.90963736413164,103.10529617619038,0.38304702405803265,-4.472842677893873e-09,-5.1411224271058266e-09,6.814503755350006e-12,0.0,-0.0,0.0,-188.06746873696127,-73.15191503161198,0.20179339798397786,3.5054806127217295e-07,-0.00014694572627912703,0.0,0.0,9.489072354558107,30.38242333910489,166.63325185009626,43.93957878687753
4,0.1342342342342342,965.4296483826593,726.5501884348051,1065.4073446190077,742.7467459543038,1111.799362300212,1055.9281180737423,1088.8439941508962,1074.8928222657437,0.0,-0.0,873.6594095316467,735.0309374112367,909.5760871365349,1059.813295702681,1074.1944581801883,1058.35766350255,0.0,-0.0,1038.1977084597781,143.93174280529038,1202.3447071668454,58.8432313830425,1175.0636861559256,61.306745101115204,1176.312798545453,129.8627863037597,1238.401570236927,472.2056445490926,1361.346436619954,771.4212472433484,856.2919845765568,186.8900076208757,789.872991746266,482.00993829491927,978.596542730041,424.1707018316711,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.472775273884146,-16.220209752459883,0.0,0.0,13.414420582203949,15.340354614670709,17.372155252279796,-5.543276056489646,12.118090193771057,120.27814915309725,0.0,0.0,-127.568592054994,-63.43493218045534,-81.78961975016246,-83.71555378262923,-2.2908161261025577,82.87002563516683,10.09903432577685,27.498898600541796,-79.75781911255339,-102.67325042132283,-67.63972891878232,17.60499491156549,-327.25781785494024,-423.70634672716795,0.5353734655397672,0.0,-0.0,0.0,0.0,-0.0,0.0,-218.8622995447695,-331.06194798808775,0.3968661229781294,-109.51324223876708,329.08396997966196,0.346827636619722,-255.28469169852357,385.3236738474773,0.4622170566334905,-127.15178735522117,-105.46638292281108,0.16519907673606532,-149.14817625223222,-90.59198484194651,0.17450526123005689,0.0,-0.0,0.0,157.52395138819563,22.07440254439572,0.15906311485898497,0.0,-0.0,0.0,-230.32060374871952,347.98352702619417,0.41730098920654946,-403.4303401221444,-90.21809618391285,0.4133949010451373,-46.41305150424399,-2.871721891019616,0.04650180788480128,0.0,-0.0,0.0,-137.7287513927657,140.9508702191874,0.19706942120926946,-1.097995590989828,99.59163791834683,0.09959769042290556,5.263119872808487e-06,-1.7173228029788628e-05,1.7961631099615353e-08,-385.28108341072686,89.69622808472509,0.39558428503514964,-6.089021009997936e-07,-4.261110480123738e-08,6.10391247360531e-10,0.0,-0.0,0.0,-184.64532278877277,-132.52908616976538,0.2272836419735551,6.475897023102517e-07,-0.0001247979550701669,0.0,0.0,16.06977162373924,58.8108235138616,164.65964538532927,45.77897230483154
5,0.1677927927927928,960.9269481718702,722.5004566272169,1059.702719956437,736.813786986363,1121.4092053371728,1057.108359756393,1088.8439940946816,1074.8928222622017,0.0,-0.0,870.0002087634251,730.8030101744095,908.7451408517786,1060.07648152912,1074.1944584953815,1058.3576637490892,0.0,-0.0,1034.4496171608346,149.2890119142308,1193.6327125188639,52.161192295917395,1166.8970960405088,75.083049945634,1169.0550316546355,140.26848962318232,1225.3625552881065,474.7396674437977,1346.6623048011984,767.2622842581553,852.8485561974003,198.3289055861967,790.433987328706,485.1353109404378,973.1802129527147,417.4583712310423,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277530555933,-16.220209402559867,0.0,0.0,14.009986736429168,17.92703764072632,16.84092236686296,-4.943639129055949,13.019960651779138,122.98663000923524,0.0,0.0,-127.56859208896552,-63.43493216725945,-79.39516800819278,-83.31221891248994,-1.7735836657895934,82.67779435108089,10.409520577819572,31.438263074333825,-80.48128328205615,-102.26584477797508,-67.46132263027701,20.720901158706152,-259.60574655729914,-199.11579561634517,0.32717310969806607,0.0,-0.0,0.0,0.0,-0.0,0.0,-161.39935712301533,-200.01844205900596,0.2570158159402541,-102.60954364734987,340.8638051411083,0.35597310587008235,-243.35342357349572,410.5153926823046,0.4772250793850297,-109.03927121411914,-125.98655658733682,0.1666198520814385,-134.17442238861233,-120.6765719845095,0.18045944322548005,0.0,-0.0,0.0,286.36042338327024,35.169617925961695,0.2885120345935398,0.0,-0.0,0.0,-216.27171137737616,310.0759915317876,0.3780483747703729,-437.5674179548645,-123.93151445810076,0.45477935917493606,-24.76108392159464,7.842584358317317,0.02597339805242233,0.0,-0.0,0.0,-111.68808971348702,159.6394284811771,0.1948306354494713,16.716915342508827,93.13190970538464,0.09462033536159405,9.392334426983794e-06,7.346538232341779e-06,1.1924242952387564e-08,-388.5451434413664,75.51048088919921,0.3958145540729776,-1.675112666027152e-06,-1.0554850058840658e-07,1.6784346665453063e-09,0.0,-0.0,0.0,-169.9901577302948,-176.79421354132208,0.24526077482317693,9.438780001886648e-07,1.0426550827735752e-05,0.0,0.0,17.747071978254827,77.07968211870397,162.07296235927367,48.17342408077273
6,0.2013513513513513,957.1979078906861,718.2081817847356,1054.9191125709426,730.3730382065543,1133.2997407487246,1058.6187603140993,1088.8439939885338,1074.8928222558598,0.0,-0.0,866.9926155468053,726.5619029502475,907.9555617351414,1060.8370102891145,1074.1944589402367,1058.3576658278078,0.0,-0.0,1031.438653478264,154.9838550534739,1186.6183564284627,48.474238451937104,1158.512195469977,88.0413362394302,1162.0636916840747,149.62070942666668,1212.744477663578,476.7845431696978,1331.4448755560145,762.5731182719112,849.9859153859219,209.5614853514731,791.8216250859128,488.2295458642627,970.1210240498574,419.1044080170782,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.4727753406172,-16.220198288338405,0.0,0.0,14.493994082458167,20.66137014227197,16.300158518705018,-4.261265233850539,13.781266635660923,122.95838031415212,0.0,0.0,-127.5685921319523,-63.43494302199753,-76.85931705933831,-83.02669311915213,-1.0876368329263906,82.4793127983897,10.88294240422762,34.43602002963864,-81.22052868290527,-101.78195243546084,-67.43926204724436,21.176515870161165,-209.01839625088303,-109.86627561927881,0.23613404771388324,0.0,-0.0,0.0,0.0,-0.0,0.0,-91.15972301131445,49.04968677852014,0.1035179543488496,-85.30285371117061,334.7157997169615,0.34541459643656414,-249.858782101749,386.1395378822498,0.4599273352490442,-89.6222408173958,-126.37930251865112,0.15493183712275546,-111.1203949560883,-127.90402886319785,0.1694319414237906,0.0,-0.0,0.0,354.321994814025,45.00790923635364,0.35716913066895606,0.0,-0.0,0.0,-208.33254677375797,278.6835968286627,0.3479468309765167,-453.4589654269567,-139.7308522075437,0.47449946721227443,-23.528397838049347,22.662736203864483,0.032667799391319204,0.0,-0.0,0.0,-89.7226761786137,169.6986814646939,0.19195781075931245,41.34974256374451,92.20404739451335,0.10105141050978758,1.3256089738204855e-05,6.194302198686675e-05,6.334557512575601e-08,-376.0017761940008,60.934551832191595,0.3809072791481327,-3.1630606858567055e-06,-1.889776031410162e-07,3.1687009068230496e-09,0.0,-0.0,0.0,-142.5450791382271,-191.92566833792446,0.23907020256293424,1.044677347581091e-06,0.00033118888113116066,0.0,0.0,14.422769237374236,81.47943830109206,159.338629857728,50.70927507261399
7,0.2349099099099099,954.4205971430027,714.2729507921405,1051.3980564126405,724.3326695261749,1145.0178481511723,1060.190697642277,1088.8439938308054,1074.89282224688,0.0,-0.0,864.7545378441646,722.7747281646629,906.9768910854943,1062.0259679610974,1074.1944594084225,1058.3576709862077,0.0,-0.0,1029.021525820036,160.83697116985,1180.9743337693988,44.8009341856502,1149.7426457342674,99.02619430377541,1155.2779913014904,157.9982622447183,1200.9506189601288,478.3376529863425,1316.2360803899655,757.7718324332546,848.0692112543815,219.8965086760568,794.3526505393191,491.31819902462047,969.1286662855197,433.2229661036244,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.4727753609545,-16.220168362489108,0.0,0.0,14.777261881534104,23.073294510738833,15.787525834316265,-3.5126322594212285,14.31034762892919,118.81868485519176,0.0,0.0,-127.56859216868064,-63.43497310896895,-74.61090316911783,-82.90693579832259,-0.3660432354989411,82.3158023201433,11.405077517698878,37.229567022071215,-81.89667184554041,-101.19682993927792,-67.58632421661123,17.621817719082273,-168.18429937076417,-109.4595365255962,0.20066725864284177,0.0,-0.0,0.0,0.0,-0.0,0.0,-29.570929353422084,420.7140798943951,0.42175203246008497,-57.11521036267808,307.9698225580648,0.3132212618281506,-261.3208109164482,327.3340255415615,0.41885096453902754,-66.69171140754914,-112.8527251543346,0.131085933437679,-82.76013234707548,-117.26460139008454,0.14352778910469172,0.0,-0.0,0.0,349.18387158971683,46.84162239670546,0.35231167134674857,0.0,-0.0,0.0,-202.2047630783541,249.63982894059794,0.3212581678417909,-453.2016814581006,-143.07187331298775,0.47524869806211706,-29.163071707600714,35.42934270875558,0.045888158343924776,0.0,-0.0,0.0,-72.027159748542,174.41500373630757,0.1887021602149222,75.42116116190672,92.03771833549342,0.1189928281343625,1.3951305792951832e-05,0.00015371339387020372,1.543452182233866e-07,-351.44115867996163,46.28058782484852,0.3544753599669905,-4.7000974924130056e-06,-2.6758318156317396e-07,4.707708274441238e-09,0.0,-0.0,0.0,-104.92274726752599,-179.994878797882,0.20834332071758233,6.060243428338007e-07,0.0008917501401338715,0.0,0.0,8.441000187229236,71.87210869793864,156.92670548926114,52.957688999562805
8,0.2684684684684685,952.6181765239876,710.8833543091432,1049.2726116767367,719.0595619384877,1154.2332649752095,1061.488881533723,1088.8439936512211,1074.892822237379,0.0,-0.0,863.4361538938736,719.5145712718677,906.0518953656276,1063.3723761044582,1074.1944596271026,1058.3576802333416,0.0,-0.0,1027.068223426577,166.7670592285061,1176.5367736868827,40.227592813985,1140.9132586888816,107.7012662216505,1148.794897054175,165.2958784858275,1190.169490229677,479.3233802427126,1301.398934672398,752.9236228885989,847.3088452676537,228.8327807391835,798.2532372762553,494.222372126644,968.9352934682847,461.0968307285756,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277533233851,-16.220112426560295,0.0,0.0,14.865336516575,24.785232618130244,15.300271804050672,-2.6972732288586543,14.60342526198693,110.04598528511283,0.0,0.0,-127.56859216624125,-63.43503011960972,-73.00824845463406,-82.92814455618934,0.2886178212899379,82.20651892723568,11.915162156598717,40.03114455283008,-82.49320926871364,-100.490754301623,-67.88978400672671,9.554914834706274,-132.23333400248842,-136.27943416237224,0.18988875374026237,0.0,-0.0,0.0,0.0,-0.0,0.0,-5.762250392770326,830.6037512401563,0.8306237385867372,-22.65788577900274,266.28891248511724,0.2672511266589549,-263.1038824262652,258.5054987608412,0.3688478627257656,-39.28607207578684,-97.1482993557742,0.10479116149209834,-53.70971509011562,-101.00542539938259,0.11439768116168979,0.0,-0.0,0.0,274.60705166929785,38.684137436380134,0.27731840060785934,0.0,-0.0,0.0,-193.18750643006646,217.45916852701194,0.2908778138963616,-442.1270267516769,-144.4701367669247,0.4651321620805553,-27.563630847037995,40.12115541289697,0.04867710814271546,0.0,-0.0,0.0,-58.20578944266517,176.70866429820862,0.18604802058259276,116.23224907380227,86.54046022137162,0.14491096224951794,6.516369368041027e-06,0.000275552179373804,2.756292194731788e-07,-321.2631648537372,29.373349115994397,0.32260318462490356,-5.351372499491545e-06,-2.8311903157455673e-07,5.3588565958004594e-09,0.0,-0.0,0.0,-63.335400183979345,-157.13152811631562,0.1694157313965657,-8.527181845641226e-07,0.0016668155968513692,0.0,0.0,2.624505903232094,51.013457696764135,155.21476738186973,54.56034371160719
9,0.302027027027027,951.7016926633369,707.9649909299296,1048.4417342431987,714.4459329205418,1159.367753577944,1062.322904885234,1088.8439935360736,1074.8928222328261,0.0,-0.0,863.1413484388504,716.6169096278124,905.5396670974344,1064.6184677878039,1074.1944590984265,1058.3576933410777,0.0,-0.0,1025.5057981342716,172.6518623907153,1173.1285588945448,35.2686721058558,1132.7529739195675,114.5076645602164,1142.7971093957242,171.3632078476313,1180.4359811144166,479.5144055425948,1287.2211675147691,747.8017286664493,847.7142749068486,236.1467322940648,803.515189038281,496.6436833358082,967.9360123061252,499.7657187031428,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,2002,2,baseline,person0,47.47277520383894,-16.220030043578046,0.0,0.0,14.805396389584851,25.59344823067151,14.818128193221412,-1.8186685982064672,14.717903540931886,97.4604543349306,0.0,0.0,-127.56859207051356,-63.43511508798094,-72.25465529363542,-83.04270713472211,0.8345938770451686,82.15189647569306,12.396924394228474,42.7175670923312,-83.02997533108552,-99.66677212251342,-68.31207179015364,-2.2071030439032193,-101.56022602671625,-147.76918083284355,0.1793047972437082,0.0,-0.0,0.0,0.0,-0.0,0.0,-29.777237315357763,1152.2809570944876,1.152665644471424,12.081259047149361,217.94593895082554,0.2182805285070597,-243.16553272318498,202.82153438411186,0.31664815034115673,-8.784806847669405,-86.34642751412974,0.08679215618823928,-27.30998886771506,-86.96331143428417,0.09115071600141723,0.0,-0.0,0.0,153.000868430477,24.852776380594758,0.15500621353450314,0.0,-0.0,0.0,-178.72602150014907,180.7982709154959,0.254226288033525,-422.4784307373978,-152.6255727942533,0.44920217041896415,-15.263714837434785,37.131859557414444,0.040146680869407834,0.0,-0.0,0.0,-46.55817649554463,175.3592351691876,0.1814346305359391,156.799099485867,72.15182395093403,0.17260313814941314,-1.575383492561839e-05,0.0003905929387532808,3.90910510371348e-07,-290.04550652185367,5.692297526690654,0.2901013583295518,-3.4312393642261086e-06,-1.3566740572120708e-07,3.433920386320847e-09,0.0,-0.0,0.0,-24.759032247707655,-137.4799519441609,0.13969161343621103,-3.829114547406552e-06,0.0024549022898474474,0.0,0.0,-1.786135327760153,24.083740400558533,154.40655176932847,55.31393677687814
