Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Nose_vel_X,Nose_vel_Y,Nose_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
25,0.8417508417508417,895.7975188024535,1081.8139349108217,727.7801468620718,1069.2263234544207,560.0421518008598,1047.6318783573959,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1068.8938641218335,-0.0,-1029.8003242490456,-0.0,0.0,-0.0,873.2229887864574,651.5731182528814,972.647686443098,338.25172987055777,1040.5941913094264,510.40068424594773,665.2832214372685,702.6438155604417,543.7974849028393,413.9652766232867,601.7503171277714,-10.538597410363801,1071.4315175270417,701.0634123809743,1279.0719638565615,459.66385380642737,1447.9349613089037,108.33030531036799,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-88.40378458386769,-160.2044280154903,136.5681683541251,-30.758761239018444,14.469502500391629,0.0,0.0,61.69924423399365,0.0,-179.9990151735615,178.8296991464027,-0.0261962606032047,92.84588928131038,0.5125504085255328,72.39687035880473,112.6660968911351,49.41586062418041,81.87199038605237,63.88536312436294,-559.1798890837994,-379.99961861318235,0.6760782931746397,0.0,-0.0,0.0,-698.093337818625,-236.78902354326965,0.7371589719845536,-0.42753138228417475,-0.0,0.00042753138228417473,-205.56093523125523,-0.0,0.20556093523125524,-796.2355072155494,-156.6321656273392,0.8114952977435628,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.014307281874736974,0.0005701836886640172,1.4318639044336429e-05,0.0,-0.0,0.0,-496.12397888620563,-262.20921770827124,0.5611529882991481,0.0,-0.0,0.0,-101.82009838035997,-3.7943989963252593,0.10189077435140777,-97.27209514141651,185.1005344633398,0.2091030089496917,-250.82375291164226,-297.52788405116087,0.3891470118254046,2253.810160224009,241.14704380070168,2.266674245466867,0.0,-0.0,0.0,365.7347942379184,-203.42693985465934,0.418502639866087,0.0,-0.0,0.0,1226.8211172356803,661.6965807268629,1.3938911071676383,-269.0854242290231,121.30240975244145,0.2951630738155817,0.0,0.0,0.0,0.0,1.5906737230382297,272.8449044548719,241.69825940755516
26,0.8754208754208754,891.7366736716709,1086.7939993074447,725.5870662531562,1077.3515974903896,560.0425761268507,1047.6318971371716,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1077.5675370813335,-0.0,-1029.8188982524302,-0.0,0.0,-0.0,859.3530914406895,642.3078330220205,945.8593070804808,331.2667939885929,1014.6620436707869,500.25167530220637,658.3383566568664,695.180130160601,553.6138128842335,407.8230983902995,675.1008794866061,1.8736604415899998,1057.0467768084534,689.0624826762119,1279.0761883162697,456.426606871423,1485.54118150862,131.3349464616895,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-88.35331400257381,-164.02318036969527,132.4782430569977,-36.764848564330265,10.538408510583825,0.0,0.0,61.69924423399365,0.0,-179.9989415508856,178.76633569084677,-0.3550810604538407,94.0053733746516,1.1867458329158778,74.46393410655327,109.99834213200124,46.48462227390874,73.20994046238529,57.02303078455351,-427.22679934206855,-356.42761223144606,0.5563842025409045,0.0,-0.0,0.0,-770.1847848675881,-301.4255656291183,0.8270683009621193,-0.551647900524842,-0.0,0.000551647900524842,-257.60808689715117,-0.0,0.25760808689715115,-795.6148670697272,-207.45259569435757,0.8222162709182459,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.012602481933021688,0.0005577593393146774,1.2614818522385917e-05,0.0,-0.0,0.0,-411.9359511693068,-275.17897135656483,0.4953934740613956,0.0,-0.0,0.0,0.12546645333557624,-96.14623396962985,0.09614631583359665,-65.1344940847948,241.32063886827117,0.24995630230796886,-206.26248397794276,-221.6714563752671,0.3027910944335765,2178.5117020573875,368.6440582030271,2.209482219355787,0.0,-0.0,0.0,291.5449410474072,-182.42269351971896,0.3439134945903191,0.0,-0.0,0.0,1116.9047399315707,683.2378421942473,1.3093090342191414,-120.60710038424092,147.90791257970005,0.19084764412163582,0.0,0.0,0.0,0.0,1.4989762644282179,274.0043149255372,241.69818578487926
27,0.9090909090909092,891.9051835795116,1091.0420003287554,725.1750624152762,1085.1919328244508,560.0425840475369,1047.6319026284616,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1085.6178449267666,-0.0,-1029.835455183697,-0.0,0.0,-0.0,849.5474372937612,634.7754565408172,920.849464993184,325.49480628450664,988.1478133020374,491.2458337900336,653.7988644722201,691.8455861919366,560.9804912672778,405.4028798575027,740.021640769742,20.026557974689297,1047.6460902871008,679.7868444471907,1281.075065858311,452.7218026286908,1514.5136192272419,153.5151473609541,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-88.34331197598993,-167.20745420881212,129.07727867947744,-42.95045494992008,7.189543401380539,0.0,0.0,61.69924423399365,0.0,-179.99945504023424,178.73211697259026,-0.6025775728313418,95.19905542387176,2.007981681098068,77.04467138186928,107.9998897950022,44.276739484805155,65.03710468485433,51.46628288686098,-279.20038968417555,-275.48645540192973,0.39223162125167177,0.0,-0.0,0.0,-787.4726419518603,-267.4734929115305,0.8316581216058299,-0.49174085862027,-0.0,0.00049174085862027,-239.09414300936066,-0.0,0.23909414300936066,-742.7923099927146,-171.42803481136178,0.7623175105581653,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0002352443806752364,0.00016309130905778314,2.862493558585886e-07,0.0,-0.0,0.0,-291.2279281637716,-223.71158149173775,0.36723368287249647,0.0,-0.0,0.0,59.36666299862351,-110.03268600914699,0.12502636788285768,-12.236513985035433,232.8579594216188,0.23317924766262163,-134.8229178839925,-99.0359558693323,0.1672881936710003,1928.1466101091305,539.141056733048,2.002104500052522,0.0,-0.0,0.0,218.7903479764146,-71.88049042406588,0.23029550857809802,0.0,-0.0,0.0,860.481400243072,658.7519667081569,1.0836892514951613,5.004744262864736,126.1656303329318,0.12626485553170635,0.0,0.0,0.0,0.0,0.29706018954113145,275.198510464106,241.6986992742279
28,0.9427609427609428,895.1129870527972,1093.3925830290007,727.9130660522746,1090.7707110335489,560.0415780611188,1047.6318723394836,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1091.1610409111393,-0.0,-1029.8363036451287,-0.0,0.0,-0.0,844.7439311901128,630.7287426880638,899.2351992842982,323.6779636096596,962.7909246891649,486.17496702402417,652.860097986706,693.228901963345,566.4081589046896,408.8834461843162,791.2522184543302,44.657886557419296,1043.2878441255823,674.3638307414865,1283.365127337982,450.1973837409783,1531.755070805014,172.7396526233172,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-88.4378815224807,-169.19239666702094,126.8142935804874,-48.86956269057222,4.655557619510286,0.0,0.0,61.69924423399365,0.0,-180.00105515756107,178.7908670546604,-0.7570478217765414,96.18310958605862,2.930663745520632,80.00596643688951,106.99352031753156,42.99745129635685,58.119587250631575,47.65300891758926,-129.43991099709558,-161.06350705941475,0.20663045241496755,0.0,-0.0,0.0,-753.0995918023158,-150.60474295048027,0.7680109268571605,-0.025199304523848585,-0.0,2.5199304523848585e-05,-164.63292073586598,-0.0,0.16463292073586597,-641.9436915539092,-53.960227442955876,0.6442075824387322,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.029877796619581825,-0.000899582646374243,2.9891336199286122e-05,0.0,-0.0,0.0,-142.66413127835543,-120.18740142677787,0.18654239683012888,0.0,-0.0,0.0,68.01482594622323,-74.97524096506098,0.1012289647594205,81.3187080188555,165.68971281021481,0.18456926397693452,-27.881364619767414,41.08447841083217,0.049651836414684125,1521.5481572322735,731.550458907082,1.6882757087348292,0.0,-0.0,0.0,161.20172883112946,103.37281990636224,0.1914991834800822,0.0,-0.0,0.0,512.0711118598263,570.9678062921851,0.7669557089059764,95.27176315658369,69.81230619727714,0.11811209485715914,0.0,0.0,0.0,0.0,-2.8087155307755785,276.1841647436197,241.70029939155472
29,0.9764309764309764,900.2323548262202,1093.463907617083,734.5843688855435,1093.2346133729127,560.0387734606684,1047.6317751717377,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1093.5825728444931,-0.0,-1029.7985442070242,-0.0,0.0,-0.0,845.1609864268507,631.057950472201,882.4645886641325,327.6193594655108,940.3445622908796,486.6509294586816,656.4028768474653,698.9340046234912,570.4706741437967,419.2637992820537,824.6523582090979,74.4891500417487,1043.4078836757958,673.1943125600743,1284.053920738942,449.5994206576694,1535.5125078875685,187.1014499430542,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-88.72395884122533,-169.58657662092446,126.00416738225653,-54.028754509234986,3.0133372717372153,0.0,0.0,61.69924423399365,0.0,-180.00424170907584,179.03643033991122,-0.8445270954521461,96.80414188845928,3.888249542309032,83.11220150971478,107.21735263848907,42.80819694004576,53.18869278147924,45.821534214915395,3.565174641339368,-34.734689987939056,0.03491717569880879,0.0,-0.0,0.0,-666.6569632290723,14.136084309325321,0.6668068202271248,1.1214553117092865,-0.0,0.0011214553117092866,-71.919498420615,-0.0,0.071919498420615,-498.08713541892234,117.05945691878026,0.5116578064722043,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.08329663337790516,-0.0028858820517285756,8.334661029285854e-05,0.0,-0.0,0.0,12.38654053111749,9.777471188876431,0.015780536403377583,0.0,-0.0,0.0,20.457164008520515,-17.759503574274188,0.027090506205609464,198.13769414808624,73.17789947910427,0.21121920086605397,105.22053216455032,169.44154900634004,0.19945375132761756,991.9841507166,885.9885254845846,1.3300406845518984,0.0,-0.0,0.0,120.65670260148302,308.29648700280393,0.3310661018300315,0.0,-0.0,0.0,111.59588135187188,426.54538039618933,0.4409020325106598,152.0452228706643,2.118340266045629,0.15205997883490818,0.0,0.0,0.0,0.0,-8.49649636671556,276.8083835975351,241.7034859430695
30,1.0101010101010102,906.0759581322421,1091.3613759496693,744.717021216109,1092.8757759364137,560.0334449512239,1047.631579504226,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1093.3949410034104,-0.0,-1029.6919390892733,-0.0,0.0,-0.0,850.2116236580632,635.510714709519,871.8116003386943,337.8771314988106,922.6035630357512,492.8948529310297,664.3853900237159,707.5240916131543,573.7048501625312,436.192163569007,837.8928068335612,106.14861805455871,1046.812334258859,675.698709450029,1281.3279224258852,451.2202210329105,1524.8768589267706,195.510011611112,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-89.28696841319673,-168.27464202096292,126.73026921310505,-57.86079436153453,2.360723806431991,0.0,0.0,61.69924423399365,0.0,-180.00918851387098,179.57403476328244,-0.9081825928029004,96.98619023707188,4.787230788675254,86.00602614798355,108.71014634737833,43.71631119036241,50.85126426987575,46.07703500129578,101.11218231697225,74.38058763165235,0.12552348477209574,0.0,-0.0,0.0,-526.9076778773123,185.4445271287379,0.5585887339072125,3.166171997196836,-0.0,0.003166171997196836,5.572665680156918,-0.0,0.005572665680156918,-316.39375326551243,304.6558293890036,0.4392267995991816,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.15825673049709688,-0.005811325098936658,0.0001583633930144094,0.0,-0.0,0.0,150.00392576700983,132.24709784834423,0.19997618016859942,0.0,-0.0,0.0,-80.96214989779203,48.137771144660384,0.09419190372239138,300.93977421779095,-10.657471864023705,0.30112842677632984,237.08064133464052,255.12558359299103,0.34827617475117173,393.24132414655844,940.2861999804551,1.0192040408525778,0.0,-0.0,0.0,96.05502775641585,502.77241932251104,0.5118658749992001,0.0,-0.0,0.0,-315.8787741356915,249.73428154131653,0.40267432414598375,173.55501818885188,-62.445190522186714,0.18444713648599945,0.0,0.0,0.0,0.0,-16.721384287550734,276.99537875094285,241.70843274786463
31,1.0437710437710437,911.3738476579953,1087.5143887882616,756.9573742530595,1090.5719888156157,560.0254852389379,1047.6312731187734,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1091.6160984880125,-0.0,-1029.4882380054048,-0.0,0.0,-0.0,858.7431245010641,642.807985627996,867.9458507606968,353.5561313624237,911.0041242436117,503.55398817040776,675.7794503004753,717.0473635248658,576.5436636678361,457.7921895187939,831.0808470596871,135.6548541370283,1051.9334605097176,680.4690778888169,1273.9357162200429,454.9990248446556,1499.97327847679,197.949338200166,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-90.15283629357911,-165.43333562509105,128.86312901296498,-59.852477068894714,2.827970915437552,0.0,0.0,61.69924423399365,0.0,-180.0151660825803,180.46770399916488,-0.9902922229558104,96.69637848835842,5.556752656978071,88.32433664623711,111.26152823408609,45.559384413546994,51.411197802625736,48.38735533385994,152.09744965050734,141.6799426320002,0.2078625515440323,0.0,-0.0,0.0,-344.50333212654255,316.5763166095298,0.4678708262804469,6.049922190893536,-0.0,0.006049922190893536,52.83162270731933,-0.0,0.05283162270731933,-114.8127624665283,465.66629594931106,0.4796113735185466,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.2364034548961402,-0.009099647941157625,0.0002365785220164426,0.0,-0.0,0.0,253.38557503712838,216.7289462787674,0.33343018128537955,0.0,-0.0,0.0,-219.54852431351566,112.23047320883036,0.24657095052929565,363.53848519743093,-68.4224774877021,0.3699214317192204,338.40359021975837,282.841175777834,0.4410398174643756,-202.31520528406034,876.3352116493509,0.8993858156907102,0.0,-0.0,0.0,84.31276110755276,641.520770708675,0.647037511228083,0.0,-0.0,0.0,-739.6363393644285,72.44799969490388,0.7431760404966005,157.34731891486635,-114.25551869380394,0.1944543707960478,0.0,0.0,0.0,0.0,-25.716276047356857,276.7115445709387,241.71441031657395
32,1.0774410774410774,915.2470806399758,1082.9690112072483,769.6678896818469,1087.4672226005928,560.0163542507786,1047.630898786193,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1089.4074233164692,-0.0,-1029.1824706584764,-0.0,0.0,-0.0,869.2898707648108,650.9536876147638,870.4484551438561,372.1643028376335,905.9324127246822,515.8702408979327,688.9789491347543,725.8132962908289,579.1894426948238,480.9709476733136,806.6895444372445,160.1944613213438,1057.1993903888244,685.86427409335,1261.6375085183793,460.30203949346736,1462.3171179059557,195.5488766174256,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-91.1864091650238,-161.49282515441757,132.11594932758476,-59.731704855434565,4.460106103640906,0.0,0.0,61.69924423399365,0.0,-180.0197335060129,181.63979754529836,-1.118503485316532,95.97319897066744,6.184075888493039,89.83700302770409,114.47922091048947,48.08906881323563,54.74918024420009,52.54917491947123,156.39811740946806,160.23732727463286,0.22391152757583418,0.0,-0.0,0.0,-150.62983211220882,365.79270600749214,0.3955927831627314,9.081290203774731,-0.0,0.009081290203774732,65.59765259483672,-0.0,0.06559765259483671,74.3273501798344,552.6626928137306,0.5576384195990084,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.27119034833287203,-0.01111767763390945,0.0002714181419597371,0.0,-0.0,0.0,313.2383640332743,241.9273490070027,0.39578670379359404,0.0,-0.0,0.0,-365.25676873940716,157.49953506970945,0.3977670306311565,377.50230823498583,-92.21155658617573,0.3886012916741113,392.02511537808414,260.3482031491053,0.4706005503292235,-724.4216878865439,728.8263333741688,1.0276062505162296,0.0,-0.0,0.0,78.57963710153797,688.4091171892336,0.6928794065320958,0.0,-0.0,0.0,-1118.387968953777,-71.29370900738986,1.1206580397447674,115.03501956482394,-134.9977141560967,0.17736244967199402,0.0,0.0,0.0,0.0,-30.697114281907233,275.9929324766803,241.71897774000655
33,1.1111111111111112,917.56569344157,1079.4074096054435,781.3225626434707,1084.7816885403945,560.0103542033938,1047.6306045300944,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1087.8325314152496,-0.0,-1028.8293106109966,-0.0,0.0,-0.0,880.2352061219443,657.6657465252497,877.8172852910582,390.280465229997,906.4445793639702,526.6310577164536,702.4072922225664,732.4720608989259,581.6827525027257,502.4740131844322,768.753680899953,178.90137934008771,1061.399892673427,690.2957496373742,1245.4128416571928,465.92818377399146,1414.4940823288216,190.6524408324646,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-91.95066434496508,-157.010413500752,136.0420269911998,-57.540929336570194,7.236508561236403,0.0,0.0,61.69924423399365,0.0,-180.01789947052845,182.72024596545455,-1.2901278415504918,94.96239459904795,6.692615451301552,90.48287738289793,117.95128768984496,51.0043815512694,60.41137438823649,58.2408901078796,124.75491785270233,131.61482365752275,0.18134566808952265,0.0,-0.0,0.0,15.211349186853331,319.59625951006745,0.3199580507455794,10.488853410155485,-0.0,0.010488853410155485,46.774289466225966,-0.0,0.046774289466225964,218.8542553718996,538.0500230531939,0.5808571359654033,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.17820140732598375,-0.008739406128377408,0.0001784155788949998,0.0,-0.0,0.0,325.076460106864,199.34814964143004,0.3813323874011641,0.0,-0.0,0.0,-481.87260577723833,167.09648513156552,0.5100220029977817,346.1437869602299,-79.7603615878904,0.35521435293608283,398.8217897080169,197.76530886048053,0.44516282115040434,-1126.6951470575552,555.595465156693,1.2562357562598383,0.0,-0.0,0.0,74.05130129468496,638.6410456802205,0.6429198864951695,0.0,-0.0,0.0,-1420.3441566408792,-145.4241428133411,1.427769485812358,68.86280020734694,-105.77956757360063,0.12621965840729774,0.0,0.0,0.0,0.0,-22.69837884425576,274.9802940695764,241.7171437045221
34,1.144781144781145,918.7825432355717,1078.2904245870188,790.9025726749869,1083.3916228395303,560.0158606040347,1047.630696592714,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1087.5012036324674,-0.0,-1028.592180468891,-0.0,0.0,-0.0,890.0727343305947,661.1621942455788,887.9310910179006,404.973252173387,910.675461771002,533.5366981044568,714.9825931408153,735.8753045764859,584.174468848117,520.0003038662701,721.9598942749926,192.5888005103632,1063.8837233631484,692.2725305022435,1227.193990792245,470.5973312929101,1359.5216040239534,186.4677616425366,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-91.5629621109021,-152.51750040516168,140.04861351769978,-53.564134448233894,11.204834282211351,0.0,0.0,61.69924423399365,0.0,-180.00175687257573,182.8724690488799,-1.460324995098137,93.88759588551612,7.122207430360384,90.34145176965706,121.3697773425135,53.93619645097043,67.8061172738676,65.14103071408702,73.76977148472082,58.71039168661475,0.09428090621596534,0.0,-0.0,0.0,125.65720748884551,205.09751952369555,0.24053009439292095,7.042765220529098,-0.0,0.007042765220529098,9.840435148628625,-0.0,0.009840435148628625,300.38003008721853,436.37577221868185,0.5297659644169765,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.16354009903466438,0.002734259799974653,0.0001635629547572481,0.0,-0.0,0.0,292.17458779691833,103.8444972937737,0.3100801015423204,0.0,-0.0,0.0,-541.0998706889515,138.67368131188258,0.5585870209270796,284.52629793602745,-41.284951315663236,0.2875059328471636,373.4864372719942,101.07633722353039,0.38692188458738297,-1389.77546276132,406.5164087571813,1.4480094707847309,0.0,-0.0,0.0,74.00397545812322,520.5308332505834,0.5257650965480242,0.0,-0.0,0.0,-1632.6826056545815,-124.28497194086177,1.637406255349409,36.14043888184764,-33.174455047214146,0.04905788204001674,0.0,0.0,0.0,0.0,11.514756351670208,273.88935275809183,241.70100110656938
35,1.1784511784511784,919.4030102405516,1079.663867940954,798.1334239711753,1083.5398009601229,560.0456418742941,1047.6316643260757,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1088.4325506733976,-0.0,-1028.7911257221758,-0.0,0.0,-0.0,897.7837037835873,661.079594194231,898.7259400511846,415.0352955633609,916.6012116718258,536.2292830488955,726.1963541320231,735.484586192908,587.0417122351807,532.7228329551467,671.123713339096,203.2033296793424,1064.4625313185645,690.8910170146371,1209.0272516287728,473.7256557546425,1300.5564303930148,186.2028141904154,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-88.6380914712659,-148.41499526019047,143.56351040551775,-48.224784198802666,16.453510411287333,0.0,0.0,61.69924423399365,0.0,-179.96150354188975,180.67659478883567,-1.5524925255734023,92.94985565207227,7.519582815162726,89.58879858368513,124.53478101707778,56.51336778150048,76.31011966252107,72.96687815112436,17.19059627585807,-41.03095058191029,0.04448657669426486,0.0,-0.0,0.0,175.99477205446885,79.96977284982951,0.19331146981014286,-5.908674022554932,-0.0,0.005908674022554932,-27.66100711562797,-0.0,0.02766100711562797,320.6070162885357,298.8426886822264,0.43828736175283395,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8845037267018503,0.028741680841526528,0.0008849705796053661,0.0,-0.0,0.0,229.01579275387962,-2.4532215250281153,0.2290289318547742,0.0,-0.0,0.0,-539.5521531551242,92.91123651345241,0.547493400731725,214.75628349679616,4.400890181598302,0.21480137135443703,333.0487014388715,-11.604335992265444,0.3332508036658576,-1509.834573796139,315.25151631868374,1.5423955260475175,0.0,-0.0,0.0,85.15712859579163,377.85911393963704,0.387336089898589,0.0,-0.0,0.0,-1751.2656568388866,-7.868939327999355,1.7512833354513153,18.427870047905323,40.79126761187529,0.04476062899341465,0.0,0.0,0.0,0.0,86.86865799719587,272.911359193962,241.6607477758834
36,1.2121212121212122,919.5157451389551,1081.699537527114,803.3376212689317,1084.8870886262955,560.114762271933,1047.634120803349,814.39306640625,1041.20849609375,685.7673339843747,249.04003906249991,0.0,-0.0,-1090.0791245268601,-0.0,-1029.9164137293556,-0.0,0.0,-0.0,903.0589864723138,658.7961026997973,908.6969436086256,421.2958472292449,922.6928251078759,536.3486379613056,735.9254750792088,731.9237540722289,590.7430702621875,541.23027909292,621.0811557129052,213.31702975888032,1063.2304669908763,686.588925848,1192.145595607777,475.9016753549405,1240.8586493866505,192.18746904284708,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,16,1,trajectory,person0,-179.10681967181205,0.0,0.0,0.0,-81.47879777394846,-144.93353886675308,146.3007183148048,-42.04751730397483,22.848139047143764,0.0,0.0,61.69924423399365,0.0,-179.88915359382418,174.227819975554,-1.4828325459450795,92.23095219747476,7.903687897460783,88.454900955008,127.29745207615782,58.531677829200355,85.24987939358047,81.3798168072413,-36.59231053233908,-127.77210764911997,0.13290864788716134,0.0,-0.0,0.0,180.92091905068867,3.5448408985801962,0.1809556433138853,-33.42105381323712,-0.0,0.03342105381323712,-48.903243447838015,-0.0,0.048903243447838016,296.1388056559992,185.93838447675495,0.3496730973883853,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.052875809876971,0.07295737501913353,0.00205417182079487,0.0,-0.0,0.0,156.67589585517544,-67.81969738468202,0.170724478899107,0.0,-0.0,0.0,-501.38518382357046,64.62778212885067,0.5055332360791818,154.5646597433663,40.01444368532755,0.15966023219646416,288.9548921314147,-105.75671398416715,0.3077001986340055,-1486.2639614978607,300.3768923622752,1.5163135693887766,0.0,-0.0,0.0,109.93033340210096,252.67115029186715,0.2755492485776588,0.0,-0.0,0.0,-1773.0240958890179,177.74424911722073,1.7819111826062806,3.3482264825862296,60.45938670894774,0.06055202772658219,0.0,0.0,0.0,0.0,212.63102281032747,272.12010579129895,241.58839782781783
