Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,Head_vel_X,Head_vel_Y,Head_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
25,0.8403361344537815,945.4732806318727,1050.7665928177341,706.6774828151675,996.5152128276168,-37.802457404536604,974.5857496214144,-59.3097748296728,711.0550970189672,0.0,-1449.3984375,0.0,-962.621091096988,0.0,-1229.1982003743876,0.0,-1704.6556002312352,0.0,99.5061857640767,0.0,-1306.2093529091562,0.0,-1247.933193290031,0.0,-1287.2525185018822,0.0,-951.6623329587808,0.0,-984.4290795319604,0.0,-989.3960467064472,0.0,-530.0831217847942,0.0,-170.6817832283923,0.0,-39.202602181409205,0.0,-1331.697460159976,0.0,-1790.713565294479,0.0,-1854.751261196016,0.0,-0.0,2005,1,baseline,person0,0.0,-166.04549692997642,177.17187956146046,0.0,91.72008206705404,-84.69465076110087,-69.3108758639978,81.18384627601957,-89.17472067992854,93.25397254343387,0.0,82.98400745065148,91.86497964305454,160.0080303246259,-46.34350231836869,-1.579362392088948,0.9469889213867596,88.85628711723378,2.3643611145414716,86.31177237284551,-160.16694398507093,-9.984088335356947,110.05384467831028,83.23652998045756,0.0,-208.39501088610714,0.20839501088610715,0.0,44.770891963044164,0.044770891963044165,0.0,7.793230344388392e-05,7.793230344388392e-08,0.0,-0.015958562352258458,1.5958562352258457e-05,0.0,6.510011529845318,0.006510011529845318,0.0,-55.064613910189976,0.05506461391018998,0.0,0.018831886026360326,1.8831886026360326e-05,0.0,124.62286825657684,0.12462286825657684,0.0,-0.0,0.0,0.0,-56.13686615818305,0.056136866158183044,-22.884156838263454,26.653284062941992,0.03512950591081687,0.0,38.63515868611773,0.03863515868611773,669.8715801781733,25.39941973878685,0.6703529402139368,0.0,-154.82447162303524,0.15482447162303523,0.0,-0.0,0.0,-34.401425682638745,-81.48363539045948,0.08844795602750499,0.0,58.97905336929228,0.05897905336929228,0.0,49.235142347396604,0.04923514234739661,314.27409567605343,1158.7022685294903,1.200566180728238,0.0,0.013489009647316145,1.3489009647316145e-05,0.0,81.01245895825703,0.08101245895825702,0.0,73.51351427653582,0.07351351427653581,0.0,-0.007735735275602453,0.10943330258506026,0.0,4.150441431557401,8.485456383344507,135.19978943560247,138.20848196142322
26,0.8739495798319328,943.6098938318161,1050.0747329625315,705.3465802687475,993.8999628694676,13.2588399534412,977.0021130986715,-52.4366995610276,731.6486859268749,0.0,-1449.3984375,0.0,-962.6210864852455,0.0,-1230.889344816615,0.0,-1703.4963334261292,0.0,95.5356543971318,0.0,-1306.2092902736151,0.0,-1247.932559923149,0.0,-1287.2534484199246,0.0,-950.7726910014131,0.0,-981.7394044832854,0.0,-987.423370903653,0.0,-527.9008415328653,0.0,-165.977459748421,0.0,-38.5502575688845,0.0,-1331.7583614849489,0.0,-1794.9924045803455,0.0,-1851.3272681554347,0.0,-0.0,2005,1,baseline,person0,0.0,-166.04598681203132,177.1785254935508,0.0,92.14339678865888,-84.40708604672614,-68.5565602661457,81.94136196163603,-90.19895225554092,94.46479133863228,0.0,82.98421013537515,90.2883272290164,159.84490922780557,-89.40964437498981,-1.4059856975165916,0.8414891458247676,88.6716084357091,2.428442664791883,86.50716155731193,-160.20504868765536,-9.45199504183667,109.81117174528164,84.99069444978392,0.0,-118.12330816661093,0.11812330816661093,0.0,19.40725222260994,0.01940725222260994,0.0,0.00013719933736333625,1.3719933736333625e-07,0.0,-0.02766506175982953,2.766506175982953e-05,0.0,-1.8118144179482547,0.0018118144179482547,0.0,34.488187451901084,0.03448818745190108,0.0,0.018842664741058893,1.8842664741058893e-05,0.0,101.86379295729294,0.10186379295729295,0.0,-0.0,0.0,0.0,-50.311547156265135,0.05031154715626514,-55.43575730168713,-20.582830692277124,0.059133544684201914,0.0,26.466848231686885,0.026466848231686886,1519.07359639984,71.88681344840037,1.5207735877595026,0.0,-127.29546875452438,0.12729546875452438,0.0,-0.0,0.0,-39.59435075599463,-77.8036862549391,0.08729906188869231,0.0,58.687105133129094,0.058687105133129094,0.0,64.92283749488487,0.06492283749488488,204.47398924219462,612.6592700102556,0.6458800147133493,0.0,0.0018634073506440534,1.8634073506440534e-06,0.0,80.01783269807828,0.08001783269807829,0.0,139.95362352914606,0.13995362352914606,0.0,-0.014573991133069345,0.19771647968792655,0.0,12.593612967743976,8.555050252648476,178.0812528106989,179.69797160400623
27,0.907563025210084,940.54476879506,1048.2870997657965,703.7347259178179,991.5514315035961,88.5547967206772,980.1472382333835,-49.0680490328403,739.1169982961125,0.0,-1449.3984375,0.0,-962.6210800619216,0.0,-1231.7357305058908,0.0,-1697.4924902440741,0.0,95.0070122042626,0.0,-1306.2102152237328,0.0,-1247.932339668612,0.0,-1287.254723744269,0.0,-950.2819148194612,0.0,-979.210143017505,0.0,-985.5096267068852,0.0,-525.0145212960177,0.0,-160.5977637174739,0.0,-39.5079612098588,0.0,-1331.8549801529539,0.0,-1795.3020984669113,0.0,-1850.686915242509,0.0,-0.0,2005,1,baseline,person0,0.0,-166.0467133133906,177.18801610715198,0.0,92.8006874483229,-84.1278372947208,-67.18562760737476,82.88423420757395,-92.22584752293952,94.44291466096684,0.0,82.98423582436416,89.55968582404732,159.76296243626703,-126.11132358247124,-1.0445055476741365,0.7167181153410336,88.18164393491766,2.461446258569406,86.73211659768943,-160.5870909846196,-9.055324154069751,109.2472009110422,85.40719374354205,0.0,-15.72710523785878,0.01572710523785878,0.0,-28.491683318985395,0.028491683318985394,0.0,0.00019109388851856762,1.9109388851856762e-07,0.0,-0.03794089925107658,3.794089925107658e-05,0.0,-2.874405373146428,0.002874405373146428,0.0,178.6143346661377,0.1786143346661377,0.0,0.006552572477336318,6.5525724773363176e-06,0.0,19.050499159540937,0.019050499159540938,0.0,-0.0,0.0,0.0,-25.179974255960254,0.025179974255960254,-91.18746984349235,-53.18208760286709,0.10556272589440298,0.0,14.600591413069745,0.014600591413069745,2240.054713825272,93.56747275768174,2.242008026945729,0.0,-9.213393125334814,0.009213393125334814,0.0,-0.0,0.0,-47.95266694015852,-69.8688081346784,0.08474142208409223,0.0,56.93388985383933,0.056933889853839334,0.0,85.86802704621432,0.08586802704621432,100.21735321357221,222.18229298481586,0.24373856732393512,0.0,-0.02751726599886651,2.751726599886651e-05,0.0,75.24552860696913,0.07524552860696913,0.0,160.04595692067693,0.16004595692067694,0.0,-0.021613415438622503,0.28234575463489625,0.0,19.554397125004837,8.307650372158568,214.2929675173889,215.67100940651858
28,0.9411764705882352,936.6936523346654,1046.6244841226694,701.700074840448,989.567065547872,175.06395185360842,982.2087929019444,-48.0975273452158,739.1634479138413,0.0,-1449.3984375,0.0,-962.6210734485951,0.0,-1230.9224624627745,0.0,-1685.0212777129163,0.0,98.3707326364263,0.0,-1306.2129279930052,0.0,-1247.9332641326703,0.0,-1287.2560022102937,0.0,-950.0040977309287,0.0,-976.8222295613717,0.0,-983.7532626794589,0.0,-521.511544693493,0.0,-156.9026381897905,0.0,-43.345675076188996,0.0,-1331.533385016597,0.0,-1787.5627138604643,0.0,-1852.7749641035446,0.0,-0.0,2005,1,baseline,person0,0.0,-166.04753815233357,177.19819449365127,0.0,93.64522499644876,-83.8839562100535,-65.23139795843593,83.25955003939626,-95.07528981810334,92.1499432660442,0.0,82.98381595508337,89.37770754098155,159.71804416617775,-153.80641061048175,-0.4851287295247729,0.5639828595140194,87.50367578898252,2.4625605953557375,86.96919935118609,-161.33566346832478,-9.414986714862756,108.77198812989546,82.842775814694,0.0,100.07068285687068,0.10007068285687068,0.0,-114.1719875233239,0.1141719875233239,0.0,0.00019674646165035515,1.9674646165035516e-07,0.0,-0.038034364231887136,3.803436423188713e-05,0.0,9.567455306610553,0.009567455306610552,0.0,371.018572801949,0.371018572801949,0.0,-0.027502805737877986,2.7502805737877987e-05,0.0,-62.11945361580723,0.06211945361580723,0.0,-0.0,0.0,0.0,24.194724282710666,0.024194724282710665,-114.57071469673973,-49.46281538302767,0.12479190186761803,0.0,8.265058383841092,0.008265058383841091,2573.6473652047125,61.33125138968517,2.5743780380554413,0.0,230.2466920417947,0.23024669204179468,0.0,-0.0,0.0,-60.53086955175104,-59.0348871827905,0.08455237473528407,0.0,52.25182981593573,0.05225182981593573,0.0,104.2135539251148,0.10421355392511479,28.873020206829008,1.381876127432296,0.02890606990746967,0.0,-0.08070488585837395,8.070488585837394e-05,0.0,71.04042531996313,0.07104042531996313,0.0,109.92998444858127,0.10992998444858126,0.0,-0.02453895855351371,0.3028069983539094,0.0,25.124992056744322,7.255462268852434,241.31008639946427,243.18411815146328
29,0.9747899159663864,932.8549162137629,1046.2870524530763,699.1556556260928,987.9605805717814,254.08114293708638,980.9186608348216,-48.3786185743523,736.1336573581101,0.0,-1449.3984375,0.0,-962.6210706976876,0.0,-1227.6260809076255,0.0,-1665.3409243824356,0.0,106.173726232549,0.0,-1306.2181985449586,0.0,-1247.9363573836097,0.0,-1287.2564526382848,0.0,-949.590559432403,0.0,-974.5686018768857,0.0,-982.2799938420852,0.0,-517.8504064834209,0.0,-157.3972192280119,0.0,-52.045432886505104,0.0,-1330.00913442042,0.0,-1767.4942122208843,0.0,-1853.0865596468568,0.0,-0.0,2005,1,baseline,person0,0.0,-166.04806206859575,177.20338605231944,0.0,94.60771862097629,-83.72136268117679,-62.96893171249803,82.03776041362174,-98.4332454198523,86.79022881489959,0.0,82.98259117447955,89.47049424796197,159.66794217115742,-171.52731596558365,0.2121796384459505,0.3787579216937596,86.85373945636908,2.3974794985911214,87.17983620471514,-162.26996311572225,-11.308332606560144,108.65688499091114,75.73294194029899,0.0,232.1390594846504,0.2321390594846504,0.0,-258.8177948569041,0.2588177948569041,0.0,8.183949817830441e-05,8.183949817830441e-08,0.0,-0.013400232736049403,1.3400232736049403e-05,0.0,45.34645523627241,0.04534645523627241,0.0,585.4905115818037,0.5854905115818038,0.0,-0.09202421544685094,9.202421544685094e-05,0.0,-9.269967413543691,0.009269967413543691,0.0,-0.0,0.0,0.0,98.0673512656893,0.0980673512656893,-114.20239959685163,-10.038592170398099,0.1146427555776751,0.0,12.302764381141088,0.012302764381141088,2350.761434733471,-38.38142899690351,2.351074745115946,0.0,597.0379237775073,0.5970379237775073,0.0,-0.0,0.0,-75.69647162707112,-47.79292803869585,0.08952161631304442,0.0,43.82974791186588,0.04382974791186588,0.0,108.91886174964438,0.10891886174964438,-8.362464066810837,-90.13626903300204,0.09052335500001325,0.0,-0.15679892061121195,0.00015679892061121195,0.0,67.04542361345862,0.06704542361345862,0.0,-14.713785887086422,0.014713785887086422,0.0,-0.015586508799913194,0.15444887037814684,0.0,28.634185329693878,4.837157484082195,258.38105542195274,260.9978102135456
30,1.0084033613445378,929.4921134207624,1047.5248019989938,696.1655996094124,986.6435792437428,311.8699802143407,974.522297740574,-49.1001926338448,732.6515736720272,0.0,-1449.3984375,0.0,-962.6210791014647,0.0,-1221.2958322287827,0.0,-1639.9273941321726,0.0,118.4178730366459,0.0,-1306.2262202407635,0.0,-1247.942682604895,0.0,-1287.254602752973,0.0,-948.7475255820864,0.0,-972.603023725759,0.0,-981.1000699317908,0.0,-514.948235660906,0.0,-164.2131294798346,0.0,-67.7300733381925,0.0,-1326.047782143725,0.0,-1732.2839454416048,0.0,-1841.2106664939736,0.0,-0.0,2005,1,baseline,person0,0.0,-166.04751455891702,177.1931037855274,0.0,95.60771450544124,-83.71125302450064,-60.90508520031194,78.31386511063596,-101.69864133449724,78.37227387968942,0.0,82.98021707739808,89.65166857100381,159.58402208157935,-180.58526954731133,0.9309367052546156,0.163444390529474,86.37022564431045,2.191146776832522,87.31037217961203,-162.83628524584586,-15.437498118405726,108.82612388999516,63.36869150722346,0.0,364.2633674218816,0.3642633674218816,0.0,-466.6180534376988,0.4666180534376988,0.0,-0.00025001236927946126,2.500123692794613e-07,0.0,0.05503408802670623,5.5034088026706226e-05,0.0,117.85023023167015,0.11785023023167016,0.0,756.0525249453202,0.7560525249453202,0.0,-0.18817533323428556,0.00018817533323428558,0.0,353.30782129827674,0.35330782129827676,0.0,-0.0,0.0,0.0,188.32489819556605,0.18832489819556605,-100.04338309176117,36.82304899104516,0.1066049503421009,0.0,25.080257046918415,0.025080257046918415,1719.2179089983106,-190.2918020538663,1.729717083383705,0.0,1047.5054366835625,1.0475054366835626,0.0,-0.0,0.0,-88.9541664962399,-39.18078950914766,0.09720070989247408,0.0,35.10273633125897,0.03510273633125897,0.0,86.33958196981716,0.08633958196981716,-21.466828269901715,-103.59198966096707,0.10579284020143971,0.0,-0.23864545019691635,0.00023864545019691634,0.0,58.4759499960205,0.0584759499960205,0.0,-202.773329991725,0.202773329991725,0.0,0.016288412942493787,-0.3058974370633782,0.0,29.749877562832207,0.30076228611545636,266.95549519162176,270.23693811831515
31,1.042016806722689,926.0965570729348,1049.5295991421526,693.022225131507,985.46445313351,346.2787521942216,962.7481289141376,-49.808457999324105,729.9224297907401,0.0,-1449.3984375,0.0,-962.6211090341516,0.0,-1211.9164622684877,0.0,-1613.3498003292168,0.0,133.1836880884025,0.0,-1306.235663251564,0.0,-1247.9527028026919,0.0,-1287.2483895724858,0.0,-947.3263875494177,0.0,-971.0620608313388,0.0,-979.9523212975748,0.0,-514.2912810813966,0.0,-179.2692719890471,0.0,-91.4484312847691,0.0,-1317.973907725642,0.0,-1682.5191543443757,0.0,-1802.469651299442,0.0,-0.0,2005,1,baseline,person0,0.0,-166.0447294215648,177.15205745912863,0.0,96.59542299266644,-83.95769999601595,-59.82163467034153,71.82213828914456,-103.67022066074664,68.3634489449392,0.0,82.97661058440409,89.82044478887792,159.4625886416863,-183.78544095955908,1.570853319286306,-0.0747576241794732,85.98360995832847,1.771354286025034,87.32255104549543,-161.91356720641463,-22.04682314453616,108.73623095501662,46.90991687903304,0.0,439.28299778976043,0.43928299778976043,0.0,-705.6211489106561,0.7056211489106561,0.0,-0.0008904974315160384,8.904974315160384e-07,0.0,0.18484211949459992,0.00018484211949459993,0.0,240.19776393797156,0.24019776393797157,0.0,790.6834156379368,0.7906834156379369,0.0,-0.29810088445581084,0.0002981008844558108,0.0,1152.5452020373177,1.1525452020373177,0.0,-0.0,0.0,0.0,279.03625631878,0.27903625631878,-101.01780134787211,59.642715008978435,0.11731091016099217,0.0,42.27885647189201,0.042278856471892015,1023.6609664014604,-350.28152258648225,1.0819329550390246,0.0,1480.502535142574,1.480502535142574,0.0,-0.0,0.0,-93.51539071768805,-35.0790017794242,0.09987824921834935,0.0,34.14552186792497,0.03414552186792497,0.0,19.544398740402244,0.019544398740402244,-21.070894623009433,-81.19203046829116,0.08388163333995047,0.0,-0.2809295713123171,0.0002809295713123171,0.0,45.84364610900062,0.04584364610900062,0.0,-447.92023964907344,0.44792023964907346,0.0,0.08285783622853445,-1.2211282103634362,0.0,29.384327494949968,-7.331797402580542,269.76905091788757,273.605885748437
32,1.0756302521008403,921.2122112340049,1051.0078780313977,690.3177773266168,984.278419784464,364.8318247502852,947.7823721357496,-50.3197181662941,728.2405794738557,0.0,-1449.3984375,0.0,-962.6211715549861,0.0,-1200.024395758453,0.0,-1591.3344955200807,0.0,144.6401564820998,0.0,-1306.2423770856126,0.0,-1247.9651244344197,0.0,-1287.235667579964,0.0,-945.234289603241,0.0,-969.8193215642705,0.0,-978.3132588703816,0.0,-517.936717903429,0.0,-205.15862944429063,0.0,-122.1575599564783,0.0,-1304.350532420557,0.0,-1622.1512667061122,0.0,-1726.3372481257732,0.0,-0.0,2005,1,baseline,person0,0.0,-166.03834415555826,177.06331535117275,0.0,97.55942640511108,-84.58729893356458,-60.75531645336689,63.239651749821455,-102.20789295910711,59.588770177292886,0.0,82.972375973634,89.93856366511477,159.3400120644658,-184.07329114971895,2.096824347082747,-0.3277636694609399,85.44477426860341,1.1475783523161365,87.21350047982763,-157.56044124758802,-30.6128225892837,107.514708914458,29.567525698150824,0.0,340.82993471249347,0.34082993471249345,0.0,-913.596577983346,0.913596577983346,0.0,-0.0018599948266584342,1.8599948266584341e-06,0.0,0.3784792775196599,0.0003784792775196599,0.0,405.29541532627604,0.40529541532627605,0.0,654.9553180717954,0.6549553180717954,0.0,-0.369543543904337,0.00036954354390433705,0.0,2264.9389944166455,2.2649389944166454,0.0,-0.0,0.0,0.0,353.78897867352845,0.35378897867352843,-145.3092887081619,43.97879695503563,0.15181872073787278,0.0,62.239913898760165,0.062239913898760164,551.9539085428901,-445.2312641570438,0.7091431419245711,0.0,1795.9446572383306,1.7959446572383306,0.0,-0.0,0.0,-80.45732219548016,-35.28449213412138,0.08785428891084475,0.0,48.76210720899903,0.04876210720899903,0.0,-108.45174545546158,0.10845174545546157,-15.209989967357448,-50.035046927307214,0.05229579061286816,0.0,-0.19973656294913708,0.00019973656294913707,0.0,36.971493195285255,0.036971493195285254,0.0,-770.2083842934921,0.7702083842934921,0.0,0.18996166369433296,-2.6400777116874385,0.0,28.679101520227956,-18.730568392071856,269.51806541832235,274.0118548148337
33,1.1092436974789917,913.4339386761212,1050.6754678388877,689.0008054113082,983.011795538343,380.0063451353764,934.1231850587906,-50.611657739090504,727.4448638500857,0.0,-1449.3984375,0.0,-962.6212721539375,0.0,-1186.4336590012613,0.0,-1577.051401739836,0.0,140.9547633471743,0.0,-1306.2380911783066,0.0,-1247.975244271884,0.0,-1287.2154937023513,0.0,-942.4579139630348,0.0,-968.5943124950323,0.0,-975.7426456909142,0.0,-527.9302513734934,0.0,-245.2470109827382,0.0,-156.5833559148207,0.0,-1285.6367757042565,0.0,-1556.174275353161,0.0,-1618.785211019503,0.0,-0.0,2005,1,baseline,person0,0.0,-166.0274113073872,176.91703642922187,0.0,98.49685990449544,-85.69453989112432,-64.85644423185727,53.865348883506456,-94.26906428636303,54.72467407802834,0.0,82.96938765053218,90.00390014517636,159.31093734137144,-183.71043980588504,2.5253239121570914,-0.5882285304857946,84.51061285376346,0.4494725237868774,87.0080176563948,-146.9839765727461,-40.02344841084533,104.22268752180318,14.904553351427976,0.0,-109.64044576403319,0.10964044576403319,0.0,-1024.1674297606833,1.0241674297606833,0.0,-0.0029928188071959203,2.99281880719592e-06,0.0,0.6001728589832814,0.0006001728589832815,0.0,556.7342623099445,0.5567342623099445,0.0,424.92203996228596,0.42492203996228595,0.0,-0.30106516456773663,0.00030106516456773665,0.0,3199.6731039115207,3.1996731039115205,0.0,-0.0,0.0,0.0,404.32441852645815,0.4043244185264582,-231.40360859704145,-9.88920322717121,0.23161482338615777,0.0,82.59717529613312,0.08259717529613311,451.441981456462,-406.36081553952937,0.6073952379030378,0.0,1962.8154927502958,1.9628154927502959,0.0,-0.0,0.0,-39.179914480432586,-37.68207132209982,0.05435995031103164,0.0,76.47574208915447,0.07647574208915446,0.0,-297.3076207344176,0.2973076207344176,-8.685202290692832,-23.672539807161034,0.025215508714913525,0.0,0.127505742351874,0.00012750574235187402,0.0,36.44401980983214,0.03644401980983214,0.0,-1192.6293507688124,1.1926293507688124,0.0,0.32525223308879603,-4.351797928038686,0.0,27.888646606684468,-32.940418487402134,268.22105265964854,273.7143399510614
34,1.1428571428571428,902.8496663409193,1047.6325637395862,690.3237093798931,981.721216908274,404.2286685165827,926.3741003189108,-50.7351422589925,727.2294409306073,0.0,-1449.3984375,0.0,-962.6213992411532,0.0,-1171.9333027709172,0.0,-1569.3758818227486,0.0,103.3163989747021,0.0,-1306.2099601279701,0.0,-1247.9731734106733,0.0,-1287.1904541765884,0.0,-939.1838488488083,0.0,-967.1986727241983,0.0,-972.2493990175988,0.0,-545.0307029638988,0.0,-301.924717825475,0.0,-191.1862393677549,0.0,-1264.9860397098655,0.0,-1489.004537556661,0.0,-1505.8172075543455,0.0,-0.0,2005,1,baseline,person0,0.0,-166.01260815178316,176.7269890841332,0.0,99.38586655007576,-87.22243659447805,-73.12156012177978,44.85510738591678,-77.11476854107708,54.69773278390175,0.0,82.97137169258336,90.02981880711545,159.5415563682023,-184.02446451484775,2.8896307786968523,-0.8484937233031474,83.19080285953949,-0.1964329128260083,86.74589975734118,-127.22569225687484,-49.139516860771536,97.80123025771424,4.706507044983851,0.0,-1119.741340081052,1.1197413400810519,0.0,-1029.4357827247957,1.0294357827247957,0.0,-0.0037808446652909523,3.7808446652909524e-06,0.0,0.7449258914440952,0.0007449258914440952,0.0,614.3593958331292,0.6143593958331292,0.0,228.34671753334675,0.22834671753334676,0.0,0.061608121019352195,6.16081210193522e-05,0.0,3360.798103088453,3.360798103088453,0.0,-0.0,0.0,0.0,431.3855978527376,0.4313855978527376,-314.88210197226016,-90.52639695421736,0.32763663819539685,0.0,97.40343714823736,0.09740343714823736,720.6141205908893,-230.53527101142447,0.7565918463579235,0.0,1998.29969944588,1.99829969944588,0.0,-0.0,0.0,39.356393065401534,-38.394714244552404,0.05498254047458358,0.0,103.92408853113379,0.10392408853113379,0.0,-508.73843481455935,0.5087384348145594,-3.6736644670844103,-6.4088318544792084,0.00738707901377168,0.0,0.8368987475108642,0.0008368987475108643,0.0,41.520283182312,0.041520283182312,0.0,-1686.1617785714247,1.6861617785714247,0.0,0.4403938792206803,-5.653908516387594,0.0,26.44794770601472,-45.45492692477371,267.2152673743872,274.0542833219632
35,1.1764705882352942,891.4787949435253,1041.6243432274339,695.518791424897,980.6555833945092,444.855807125708,926.690795445968,-50.7582450847709,727.3110911473211,0.0,-1449.3984375,0.0,-962.6215074269214,0.0,-1157.182177203797,0.0,-1563.4381577627373,0.0,8.244133386797,0.0,-1306.1424523109629,0.0,-1247.9429245174779,0.0,-1287.1699944395964,0.0,-935.6940725393637,0.0,-965.6824580085693,0.0,-968.2717824670618,0.0,-567.1046664601371,0.0,-373.98305701002,0.0,-224.50066550583009,0.0,-1246.2424770366076,0.0,-1424.7056874064763,0.0,-1420.6198931417139,0.0,-0.0,2005,1,baseline,person0,0.0,-165.9981051312327,176.55513536948655,0.0,100.1698589378994,-88.77227394485753,-85.67103885859376,36.86602685454973,-50.09841095722348,58.56117716382739,0.0,82.98410430918848,90.03247232898035,160.26008053500703,-185.35582616955188,3.2156284514174978,-1.0982471442330688,81.83113142141814,-0.8579634503805114,86.45693419750013,-96.9015418493186,-57.09191699999429,87.28668689690925,-1.3178119026539403,0.0,-2828.399901240168,2.8283999012401684,0.0,-991.1041776077342,0.9911041776077342,0.0,-0.0032185266049255994,3.218526604925599e-06,0.0,0.6086771755102175,0.0006086771755102175,0.0,557.6209895294221,0.5576209895294221,0.0,176.6472907853309,0.1766472907853309,0.0,0.8999045725686079,0.0008999045725686079,0.0,2534.6201037757846,2.5346201037757847,0.0,-0.0,0.0,0.0,438.8459856218251,0.4388459856218251,-338.2834240724708,-178.74456023653124,0.3826033099913617,0.0,103.82084520597927,0.10382084520597927,1208.6573736214743,9.42168002995261,1.2086940948247191,0.0,1912.8907919679878,1.9128907919679878,0.0,-0.0,0.0,154.55369083886742,-31.702597034501608,0.15777166415629962,0.0,118.3340923784744,0.11833409237847439,0.0,-656.7004140130891,0.6567004140130891,-0.6873090669074294,2.4290939472323063,0.002524458587090267,0.0,2.008357555969336,0.0020083575559693362,0.0,45.107387789966396,0.0451073877899664,0.0,-2143.735590740208,2.143735590740208,0.0,0.4314648613758778,-5.1126480107380825,0.0,23.32377353775336,-46.10766117378929,267.18695759097,275.3882984985322
36,1.2100840336134453,882.4583610462995,1033.1881581732325,705.0105000255282,980.3052708419651,501.855046999131,934.2418317733714,-50.738466292392395,727.4921851399819,0.0,-1449.3984375,0.0,-962.621499110597,0.0,-1142.7756123659308,0.0,-1551.3608814249876,0.0,-163.7041259260989,0.0,-1306.0236808030563,0.0,-1247.864186852495,0.0,-1287.1740022857423,0.0,-932.0841874157456,0.0,-964.2904706563228,0.0,-964.4645945542,0.0,-588.2069583791298,0.0,-452.3041190074879,0.0,-256.321007382536,0.0,-1231.3603011238163,0.0,-1367.570390020658,0.0,-1383.2412393849168,0.0,-0.0,2005,1,baseline,person0,0.0,-165.99380884429672,176.53968460555794,0.0,100.75338420856954,-89.36930127388402,-100.28638164913464,30.300977534118783,-15.180221327621084,64.36357716511705,0.0,83.01455256940052,90.02480598766601,161.69594362629363,-186.97246369601197,3.509578698849271,-1.322451935343298,80.98599355890777,-1.7317382481382528,86.13558614968959,-59.47958082069005,-63.18796439344119,72.66007866872465,-4.330460299448271,0.0,-5115.4607145586715,5.1154607145586715,0.0,-946.655170832004,0.946655170832004,0.0,0.0002474106511052297,2.4741065110522965e-07,0.0,-0.11923342283898283,0.00011923342283898284,0.0,442.74473340554226,0.44274473340554227,0.0,359.2989710480611,0.3592989710480611,0.0,2.3424455332346024,0.002342445533234602,0.0,1112.0149492647163,1.1120149492647162,0.0,-0.0,0.0,0.0,428.5953039265202,0.42859530392652023,-268.3579084424665,-250.97650536249273,0.3674305012755263,0.0,107.39408242763706,0.10739408242763705,1695.7273862343395,224.64333074025174,1.7105426023549426,0.0,1699.7750972281021,1.699775097228102,0.0,-0.0,0.0,282.3783308687792,-10.421798438184924,0.28257058521177303,0.0,113.26384040763989,0.11326384040763988,0.0,-627.7931845900354,0.6277931845900354,0.5884190732604117,5.387546281657404,0.005419584111606458,0.0,3.5334523602187486,0.003533452360218749,0.0,41.411623729331666,0.041411623729331666,0.0,-2330.0515944246786,2.3300515944246785,0.0,0.127814536345483,-0.4596602268762185,0.0,17.35987680243663,-17.761563038538096,267.9584572549197,276.997269683678
