Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Likert_Score,RHip_vel_X,RHip_vel_Y,RHip_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,Head_vel_X,Head_vel_Y,Head_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,983.7238357378312,576.3939621373381,985.053759138388,573.728620551551,979.7475262371204,674.9910836588173,966.4225093187788,770.9153356712621,997.0751485790264,790.8874313504678,989.0844652213756,794.8873378081879,958.4240215513928,785.5616539129768,983.7188691220474,571.0632506825465,979.7527121284548,673.6533670058562,967.7552496890428,766.9102521332883,998.4126276861348,786.8829904693197,994.415092631573,785.5500875746604,958.4293238012034,777.5723482421282,997.0720380022711,444.5503254339491,1006.4027680146419,380.62126271456333,1023.7157227716742,413.9182750491982,998.4003107684438,452.5377106446449,1068.9758184446737,452.5083825691168,1128.8912626259707,445.825073857162,989.0796756526472,451.20478772350407,1059.6525626210835,456.5098667533753,1122.253001691222,444.4983881768884,8,1,pure,person0,4.908579123097242,5.116904360471681,-5.778582963091174,0.0631157649392796,3.568461456698668,2.782517057687336,95.75018082338454,91.42854464850896,6.336399966396717,15.181579431664463,-7.845600377395395,-13.10978288662662,-97.90871624357388,-97.331097081937,-93.00013760452184,-92.21419320551054,-63.44308920470278,84.21734113681835,-8.124628160430824,81.69488639956226,3.7329802044868376,-4.354109468364164,6.3039267723447985,10.827469570574694,4,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.2174787413402,4.908578639052038
1,0.0335429769392033,982.7553086277214,577.4731781914567,984.64390274534,574.6324357453153,978.9410271393282,676.356326682055,966.6228560408427,772.7721985705278,997.9797246298748,791.6149651383728,990.8936410743524,795.5233855995046,958.5748868179023,786.8553419255098,982.2980421200492,572.1373535696046,978.5670798365996,674.4525802679941,967.7632349323588,767.3680100668871,997.9889728654816,786.875482846822,994.0193727325576,784.8605887948048,958.6873935852616,778.7414872803939,997.1877665898324,447.1446421660568,1006.3929698482394,382.1351310827572,1024.5493813810224,416.62689960411956,1000.1877943229418,455.747774027019,1066.1486883209186,468.0791673443415,1125.4046974631335,474.5653147086923,987.423906101308,454.17958012135114,1053.4883229251227,470.25397953382867,1118.6668059903268,473.50420925198114,8,1,pure,person0,4.076971054932335,4.540649531966779,-4.988776559807162,0.3620655142088131,4.243226451798032,3.125688915075596,85.49156494384302,82.4030355791911,5.411632944589267,12.853317097681597,-6.920078837137891,-11.61726236389454,-97.28214402594946,-96.6282849662615,-93.20517451917554,-92.08763698245312,-51.6561106149688,83.66913209366511,-7.471464890821767,81.9505925074794,-8.595669966360772,-13.927826274993295,-5.427663923467214,-1.074510262586991,4,-12.218843717744258,26.94499046410026,0.02958602124161193,53.93605511687083,18.962174778631024,0.057172214526861546,-103.94322391708707,856.8184303862474,0.8631002354581016,-12.630209340723772,-0.2238209957088417,0.012632192360339757,53.28935346847116,95.70001458702853,0.10953651439152669,-106.91345933293634,864.7360408012024,0.8713202098236182,4.49767075781557,38.568073873641474,0.0388294394057959,-11.797399489397653,-20.55568237444781,0.02370052135695804,7.693705437234478,34.854957578298176,0.035693993488259294,-183.7713959358351,409.7463622672676,0.4490701586116187,-49.36262974929909,88.68599836081493,0.10149815525920093,-42.35840499707119,32.0216923204201,0.05310012479231623,3.4501585166700406,77.34306757596073,0.07741998253584005,-0.292107835873121,45.132200726780525,0.04513314601742478,-28.87421447014701,32.17412861341224,0.04323071608590863,26.96767351592042,21.689601051918487,0.034607718917210636,-24.043754352929383,40.70130763027416,0.047272598470977076,24.853447291194843,80.75086954359375,0.08448903345584383,5.97283665153082,55.357725184358074,0.05567901323885672,-84.2838168144466,464.20402111138776,0.47179353004549873,-35.346662700933166,23.826545377487474,0.04262734836603151,0.23806006635891008,13.64690839541793,0.013648984627001495,-24.79231553216635,-17.179597074802405,23.546103397904645,8.912439400097982,20.11643141639982,10.230810998387513,176.87430661284066,4.076969506773921
2,0.0670859538784067,982.0340069806321,578.6953056795312,984.2914220348058,575.6984043881282,978.290173413698,677.6257497437707,966.7168844260614,774.5752138024825,999.0114516676668,792.4882435198725,992.6607553067112,796.2740273207177,958.6092148831124,788.2432115583167,981.1286455500866,573.4308847472452,977.6211690946056,675.3860168507566,967.6898139210577,768.064276481093,997.723552426463,787.1971434286269,993.6290888018592,784.6272555741692,958.7596979453024,780.1141049586885,997.3434916500172,449.6147327115604,1006.5717846033413,383.9111406479815,1025.3839200755212,419.316020366221,1001.6701715867471,458.9458273700472,1062.3621084873093,483.182552465401,1120.1114908978147,502.4022573554885,985.9053878367113,457.2059602097994,1046.3847421888297,484.1292416217006,1113.135568510309,501.4490881046817,8,1,pure,person0,3.4421538699060106,4.144614683976539,-4.129808565785334,0.763004047526652,4.8063995603661835,3.4105106807518277,75.09137428449448,72.66852959981709,4.758848371750639,11.900720976984145,-6.0444410569528255,-10.244131414968312,-96.80744395825838,-96.11401589271458,-93.36529320236566,-91.9694043227513,-41.01598091622564,83.22419391114477,-6.723571446608665,82.02617753756503,-20.65725433810762,-24.107271229413485,-16.925578296787894,-12.206552306013648,4,-10.50833118280009,31.7791901638608,0.03347150955242736,52.682093052195384,22.378506313661777,0.057238103333275926,-157.80372072856778,829.8888526576106,0.8447588543727407,-7.9128468382408075,9.58950609505642,0.012432689662039417,44.19337217719516,95.34196528902795,0.10508636681114396,-164.9000173730312,833.106700796135,0.8492695630016697,1.0234054440724214,41.37586342805246,0.041388518131479486,-11.63533968394599,-6.95624664019785,0.01355619772945468,2.1555737337162872,40.921164534156276,0.04097789898168252,-211.77550070073224,413.6562509946814,0.464715350170425,-45.270825763292436,90.22395638686481,0.10094458861865388,-34.86263524201062,38.563398233408186,0.05198595021085899,4.642553356759255,73.639574387825,0.07378577246116197,5.330914886473644,52.94728516324875,0.05321497589668915,-21.5038053538524,36.4346757382206,0.04230720081553082,30.758362314173187,26.03461174846137,0.040297367918302955,-19.403576695351187,37.844675027397,0.04252902792801244,24.879684829745074,80.16941272014869,0.0839412500092832,2.8032212343312537,53.752391602649325,0.05382543685185631,-112.88741128947393,450.2696689215847,0.4642050650072577,-28.199963995696564,27.828078123605778,0.03961868121747731,-2.1888638994120617,20.757442473511496,0.020872530829089422,-18.92548732859726,-11.806788905709016,25.60798332177572,11.952980024538055,16.789598299188,8.491248889222648,176.58948711351042,3.442150755892712
3,0.10062893081761,981.7426587040254,580.1973922611113,984.1154460684412,577.1152683433237,977.8777105045656,678.8073564225305,966.7205664983942,776.2786178415103,1000.297658062184,793.6133602792758,994.3441938485884,797.2300788835732,958.5439523003736,789.764612707362,980.4659623563003,575.1548863616817,977.0634383835036,676.5623536095673,967.541079465922,769.1543547983575,997.8245875953046,788.0370224463591,993.4302661956068,785.1856312933518,958.5782479592192,781.7691868123826,997.644895655626,451.8083119880059,1007.0257926027149,386.0487113391232,1026.248613791451,421.95379956026693,1002.6455785842141,462.0981536185379,1056.9487504604579,497.285246400341,1111.6855133917566,528.310487741056,984.8373479604085,460.2761618182523,1038.1233383282179,497.7348324190956,1104.177513036267,527.1444120365911,8,1,pure,person0,3.0196582319351792,3.949757931006144,-3.222863866922226,1.2240997688982045,5.146095084866779,3.5597261683783947,64.51787620430949,62.07280241297554,4.5122146132717065,12.561007758197103,-5.303993884109282,-9.095049305769512,-96.52809126757307,-95.87182205015569,-93.50843790746514,-91.92206899097674,-32.63679554304348,82.93184065032159,-6.04584178227496,81.89994079760034,-32.30241264180796,-34.99535703481796,-28.038069075435047,-22.434352333613692,4,-5.246283497246132,42.24025666426498,0.04256480674919668,50.18751152971551,28.502287217632883,0.05771626018880438,-251.1994543993612,772.389118369734,0.8122106352828137,3.0121109710879215,25.038893216141027,0.025219416844793643,29.079321111985276,93.97872628312948,0.09837483372353582,-267.062028819879,766.0418447200511,0.8112596594799281,-1.9456407478991815,45.35677175591336,0.0453984830367481,-5.9273989488987615,16.646576128128046,0.017670386387653458,-5.409477710104209,49.342127763255974,0.04963776809347485,-246.29310259449315,405.6166756473386,0.4745368056840479,-31.840938812276473,91.53038545200204,0.09691056106245181,-19.75624271475297,51.39679813039251,0.05506305462159313,8.9856069172106,65.39608217903259,0.06601051958617965,13.53511348132435,63.726326229662995,0.06514786221881545,-8.685820496334145,44.780956213357726,0.04561554030237064,38.345028136546,33.54254338970762,0.050945494401791046,-12.296550478507527,35.22664911052577,0.037311150628553245,25.77868140615021,78.63879222249344,0.0827562689906468,0.10977178142193585,50.782732913516384,0.05078285155453106,-161.3857361755139,420.4365629353998,0.4503468211210611,-16.62734682472808,35.069539622043486,0.03881161258865538,-4.434145943734438,32.49795983344756,0.0327990707732202,-12.59565120700543,-5.809166947929912,27.038288834856452,13.746416193389432,10.127172824174025,4.448486724867036,176.4402785577867,3.019653360107938
4,0.1341719077568134,981.9612934034624,582.0517981733494,984.2851877993972,579.0453071272887,977.7154351965686,680.0077945540495,966.7562905773912,777.843955791243,1001.8177932502692,794.9944667662019,995.8189624697053,798.4066251007572,958.5245482126112,791.3975019707442,980.4533998292139,577.4318084207905,976.9145394032304,678.0261973148275,967.4031759142616,770.6877326071112,998.4230137810473,789.3792728988284,993.6381320640659,786.6256549348791,958.2051338188924,783.6777929411779,998.2078820908362,453.5802097839536,1007.7986745839695,388.4766433200264,1027.1783108606505,424.4833604357587,1003.0684056897752,465.1109975688356,1049.6648026445696,509.83135070209016,1099.4871097521439,551.2224119953852,984.581471551022,463.3135897463841,1029.1908736882656,510.2106960503949,1091.1535714534016,549.3944308081551,8,1,pure,person0,2.662901533564934,3.8442587882621497,-2.3123737038602887,1.629118100843277,5.193061886614226,3.484168239766955,53.81794178546697,51.00694176526784,4.6550403969919065,13.987836156989992,-4.759905967799281,-8.17412012314235,-96.3890202404502,-95.86148384830015,-93.72612465257504,-92.01723100572778,-26.91668907442541,82.78972553697696,-5.67094691015283,81.6163152592854,-43.53304199826563,-46.2033457107094,-38.737306226359905,-32.21551304328658,4,5.060425354127964,57.539281246953976,0.057761378023561474,43.96653951704573,35.07578409979776,0.05624381945884871,-363.6649085059488,683.0617418321883,0.7738381670824095,17.84058066245375,40.015841614240166,0.04381271389071298,12.605533084539514,89.82041026825057,0.09070063707109378,-388.27625843917605,663.3286846272498,0.7686113430836441,-0.5784843664151654,48.680511164582704,0.04868394819041743,6.19700120343395,42.93070481303553,0.04337566414084462,-11.123465308493111,56.900320214709424,0.05797739146430891,-266.2991020785756,371.93668450811055,0.4574408257367737,-7.628315454832096,90.55332010742843,0.09087406109092315,-0.3745203387623542,67.88073888717734,0.06788177205519386,16.784033099705386,52.824703041689645,0.05542700622020552,23.041544066155463,72.38272218067615,0.07596164310517205,6.5180469769640075,55.28447625859728,0.05566738948056857,45.31903029478808,41.174237141485236,0.06123015850904832,-4.837832619662399,35.788061795911446,0.03611357073959657,27.716593875514622,75.4125336005985,0.08034463143310579,1.0650241050977742,46.66663762640881,0.04667878901277318,-217.15269426116512,374.0307344958971,0.43249772597370184,-4.439050849396554,43.64084046306977,0.04386602476594655,-4.111249633876693,45.71382592347061,0.045898325177651356,-10.635809070162917,-3.1451931930553294,27.143987986283964,12.074609021112456,1.4001977770957468,-2.2525707467285407,176.515850189552,2.6628955878751555
5,0.1677148846960167,982.6699849959169,584.1782257958619,984.9208764315952,581.4861680891729,977.7904216848676,681.3104393605919,966.9460372843286,779.1997842610756,1003.3504656725473,796.4984600793276,996.881494390216,799.6918144481913,958.7306176194345,793.044699913222,981.0537202850625,580.1800796371158,977.094776359021,679.7161664519234,967.3800436402856,772.5532645922082,999.4382975965574,791.0362059578298,994.26330610308,788.7342878688984,957.7950739043753,785.7125464608969,999.0927800051865,454.8306679318365,1009.0070470509492,390.9850812338073,1028.2077541685758,426.76872094007217,1003.0675177840164,467.793896392853,1040.608835022204,520.2629376184894,1083.43368819473,570.1368892561662,985.3254546330236,466.1497869777539,1020.1627003326392,520.6214409893654,1074.3219394447917,567.2126243562049,8,1,pure,person0,2.229536473149339,3.694200410245053,-1.4615664924474088,1.90773334949316,4.953499140107144,3.142503822647752,43.008299898131014,39.928655064323685,5.052396008744601,15.151882314229038,-4.413018954935871,-7.435829313215952,-96.32074748343312,-95.97441610306946,-94.09121567107064,-92.28022035361126,-23.35488271494279,82.76632008507008,-5.69904606963228,81.1339231648614,-54.48853407477884,-57.30506064367949,-49.173021305474784,-42.15318058601728,4,18.95146734740242,72.76816742617366,0.07519550721408362,31.676732880226975,38.31470742037756,0.049713501291644986,-478.5926301804045,563.8878533370342,0.7396082860569141,30.268148749897673,49.39731682147891,0.05793320065305813,-0.026470690431101885,79.98392119101884,0.07998392557125816,-501.7930292566778,531.2048951512359,0.7307358516202886,6.1434441909171715,49.1070886601197,0.04948987839144253,18.638001038110477,62.86361934545065,0.0655683591369063,-12.22491120154246,60.66108930662084,0.06188066103195269,-269.15241816461054,310.3703334930564,0.41081962966300484,22.17999563217036,84.55412996021221,0.0874148334069885,17.89705358998217,81.93283563670025,0.08386473682468235,26.381019071565447,37.27928353376015,0.045669499099998685,36.02460417182876,74.78280530459362,0.08300746999494503,21.12786810005187,63.394123496153185,0.06682216476812698,45.692796589168005,44.83780064756252,0.06401765402644524,2.235534682415937,38.8350982950456,0.03889938913276323,30.690278617520196,68.13231003484614,0.07472553025777344,5.656823700570893,40.42063625688176,0.04081454997657679,-269.9810347417749,310.99168494515243,0.4118319890747493,5.373314244507677,50.38220489967336,0.05066792946749354,-0.6896309179091977,55.6161723057038,0.055620447793421,-12.919695863639959,-4.473615394634704,25.364689990246525,8.306217100374656,-7.141964380242373,-10.185870435366253,176.85753575614072,2.229531812362481
6,0.20125786163522,983.7636379658584,586.3547413275312,985.9797316655372,584.2088057012423,978.0631234784736,682.6740822540843,967.3296149875428,780.2068614476091,1004.5838479546003,797.9077228437266,997.3668883393027,800.8922244008767,959.2897346605607,794.5253733044513,982.099145393874,583.122385436075,977.4702509034516,681.4663488265668,967.528850654465,774.4198446191692,1000.5587627601051,792.7507526367996,995.0844167295514,791.0771140788326,957.536496682422,787.6214489916705,1000.3016690794515,455.51647281820715,1010.8064524143201,393.2371009939595,1029.3997749587845,428.5745857018634,1002.8966490193798,469.88505633238395,1030.164891351852,528.0367697474754,1063.987945951947,584.189689526879,987.0199279066052,468.5218986446794,1011.4048410014145,528.1940048139917,1054.72770147309,579.9336663404773,8,1,pure,person0,1.6862746373420716,3.4134050151054542,-0.8496321845438389,2.0205129579282306,4.500440971824893,2.5965197399591364,32.123563953617776,29.15213013861385,5.496913347400121,15.423765820060527,-4.2614995419378765,-6.9537892710199385,-96.28200842499822,-96.10521757089586,-94.5957322893546,-92.69181105748888,-21.198257896657033,82.80781291342072,-6.139879715780309,80.35674678143158,-65.31133115670902,-68.04012452965789,-59.571779272764864,-52.616356504287864,4,31.567121661895985,81.16863380982144,0.08709093112701134,14.470807107148884,35.78722171443485,0.03860219548640243,-579.7261906129676,418.9491080706249,0.7152627567794895,33.40386768826557,51.11492286678915,0.06106188431593769,-5.09402504573097,62.34270569726691,0.06255047597598735,-584.1532195313606,379.2460641561208,0.696464328639136,16.668676788578516,44.14257547602236,0.04718486786606938,24.479360551678308,69.84550638366018,0.07401103873753549,-7.708833429480253,56.90915669869081,0.05742889715987603,-261.09368131213824,225.75705902167323,0.34516106402553526,50.51648446865247,70.71857907021732,0.08690818505055888,31.16673605644467,87.71749163146995,0.09308986934424761,36.0400055265279,20.445558174925203,0.041435526392655034,53.644772395497306,67.1383390995363,0.08593787396956615,32.60452916637986,64.88736928789139,0.07261835866545392,36.77020928370338,42.01364616364227,0.0558318435548306,8.129922221877251,40.65360376224358,0.04145854717897479,35.537119808098346,53.837343210901174,0.06450849872895434,11.435410277072682,30.023488623529367,0.03212753456666379,-311.36007067237136,231.7573703453979,0.38814504031163144,11.193834855838888,52.17731204405362,0.053364537203299506,4.436309110223621,55.64741705377642,0.055823972120213554,-16.19599348000418,-8.3712127175993,18.243291554375205,3.362242076470545,-13.506796641914649,-16.277150465154385,177.40354520277532,1.6862761356436238
7,0.2348008385744234,985.040899229508,588.23203095401,987.2266430011134,586.7748159020499,978.4435397574376,683.8954314922061,967.8859762244387,780.6781012702726,1005.2420302725149,799.0019541177571,997.2175926447871,801.8317114739233,960.2312544421839,795.598525171988,983.3396538528943,585.8186887227212,977.893857937446,682.9969447125798,967.8312609370566,775.7784890365378,1001.3484433940565,794.2358686102101,995.790250578778,793.109230675477,957.556578403438,789.0392589859171,1001.8225640120311,455.6327870629857,1013.2952079625237,394.8154275978108,1030.871655694089,429.6220606937002,1002.8218563490084,471.0898314528975,1018.9774707754209,532.7105541575266,1042.235776393633,592.7808775124631,989.4489725778263,470.0909794926758,1003.2813481994248,532.3836188982998,1033.940238242689,587.259549079393,8,1,pure,person0,1.0812357301758584,2.998906131228345,-0.7388546545467594,1.8683264194429865,3.9932962829832497,2.0363500944608837,21.351666177574273,19.03384145023502,5.799797551515886,14.49948515211353,-4.361931445018883,-6.927272140661102,-96.23025826053924,-96.19098247306935,-95.14900709118788,-93.19206090266556,-20.04632679778587,82.81472675174625,-6.97757680283946,79.25290538445084,-76.0024120575784,-78.15153221304558,-70.03391156600271,-63.652035488320394,4,37.173544191865254,76.49917911157645,0.08505290584412513,-4.450877892746479,28.008458365201278,0.028359902221470244,-648.4865549572365,256.12479182022594,0.6972336200623569,23.542353899674602,44.27501995730046,0.05014498797842989,-2.229756485449468,35.91735828030969,0.03598650357871039,-619.7262475563299,218.40287915392264,0.6570848039126855,28.069058489637005,31.993340050936265,0.0425610837750815,21.04267163006865,60.582476037463586,0.064132912238263,0.5986863077887321,42.26846045347568,0.04227270010777844,-242.18162915931939,124.9028698884341,0.2724934281934689,72.41589426078133,46.77822278089247,0.08621057863236664,36.98265843454414,80.38354173313859,0.08848294076515197,45.341680177528175,3.467618422460129,0.04547408425515611,74.19602478081978,47.05386187731743,0.08785849993509842,38.07835142255293,55.96669698939965,0.06769218580429143,19.6220603528287,32.62176985703487,0.03806842682716743,11.341160316614621,36.41147416150559,0.038136824303304846,43.880444421264286,31.227848194133713,0.05385788619546375,16.58651937495725,14.04883721315572,0.021736661473592975,-333.52497593485083,139.3371977246504,0.36146059846420486,12.6287847009567,45.630889851762745,0.047346217501367756,9.01560654976182,40.504586692803095,0.04149581550728832,-18.037722419892702,-12.3572479755863,3.302555113037929,-4.537061178591332,-15.119251036091459,-16.70005755641663,177.96373384293412,1.0812511693513613
8,0.2683438155136268,986.1985661464377,589.289841137891,988.3195953780114,588.5518449435333,978.8262841252282,684.6199970571753,968.5996389546601,780.4586549147223,1005.2212112711298,799.5909971677818,996.5156421722212,802.366932981145,961.4596873805068,796.0185676554016,984.4724993491708,587.6319806911612,978.2470138443252,683.8930731294973,968.2155959987068,776.1367856005779,1001.5045356995744,795.1338240980773,996.1586558513961,794.2724321961185,957.8588574020632,789.5820063967178,1003.6459472633006,455.1749785008923,1016.463023289901,395.3479540096035,1032.7345953209083,429.6846332004119,1003.0281991700922,471.141985822134,1007.8691984512362,534.1102703777094,1019.8052099020354,595.826270360896,992.310087127478,470.5044378512647,996.2020270168271,533.0064197951922,1013.6226675661651,589.3980540658936,8,1,pure,person0,0.4927780762962148,2.535490732385502,-1.2419076588174192,1.3149885663418963,3.6967303455813783,1.7634456083139411,11.092156132748205,10.017795144779164,5.872043309008347,12.34322193053766,-4.7844234396032155,-7.446225512712756,-96.0994229738692,-96.20885089269106,-95.60660577859888,-93.67332104133148,-19.908434861227654,82.63002370017892,-8.150025343100888,77.89154995993044,-86.37060782770213,-87.35229547321707,-80.40589107841686,-75.0090468422983,4,32.58364273627139,52.97767829922255,0.062195885490447744,-20.926898463371998,15.956291184048087,0.026316122580015696,-668.7112635307523,90.79077429390786,0.674846440806931,4.653501858253607,26.770297982040784,0.02717174881364883,6.151595353563572,1.5548521328631904,0.0063450524465172185,-605.7175757938699,63.75417991005206,0.6090635246684912,36.6226569737537,12.522516536769484,0.038704423832824277,10.983082189929075,34.67794533412566,0.03637565101805526,9.011692646514579,16.180657184496955,0.0185209144287602,-211.05226275619336,18.56725173860384,0.21186741243436652,85.2969775114899,12.326227315431987,0.08618300442910606,33.77295635774187,54.058766809118794,0.0637413747111295,54.35961317847242,-13.64841775741041,0.05604682731603948,94.44049444743598,15.875943651569518,0.09576561271304014,34.512944960965015,31.535966106954355,0.04675104841795073,-0.6206664787922195,17.560845928861887,0.017571810851904863,11.410566464757899,21.60111090564239,0.024429674975417093,55.53888762455609,1.8654428563428855,0.05557020708638173,21.276070144730053,-6.542244474842357,0.022259203120778576,-331.16536866475474,41.72903981419839,0.33378408315358277,10.528460473837104,26.715828429354495,0.028715570142622212,11.457989025444874,10.681716315444655,0.015664755853534766,-17.543393806286858,-13.815571578002247,-14.997267689819031,-16.496384745576236,-8.841372008793284,-8.135964993255717,178.2366294787778,0.49281719527031953
9,0.3018867924528301,986.8964764404432,588.8753251435244,988.9385961212904,588.7859980500017,979.1369054811904,684.4395532576988,969.4469474656485,779.4803186689712,1004.6964460279466,799.4920458567832,995.5142824963787,802.3196283016058,962.7557946487057,795.5714711833971,985.187768069726,587.7991014610094,978.4683523718948,683.6739700543897,968.586834637707,775.211830823526,1001.0817217087746,795.0161272475273,996.1867270132382,794.1048831444339,958.3451382858734,788.9551948021625,1005.7324253490754,454.1031232167308,1020.2045852928161,394.6686731997659,1034.9961003850594,428.685527348338,1003.5903062770211,469.9072361007249,997.6630061763789,532.4259916480233,998.5039137621986,593.8830231715142,995.2782900793145,469.53539228512307,990.371040204041,530.3917180673096,995.1129817999273,587.1316788537491,8,1,pure,person0,0.0196134378758027,2.1755627373108632,-2.1432968629808236,0.3193024860300419,3.92639378878668,2.0993000991855695,1.848878147037871,2.406723155735454,5.743662813855868,9.35227575167075,-5.518672782844353,-8.303819510394208,-95.83800467778671,-96.1668602876207,-95.81832032679117,-93.99122663719008,-20.868398976384267,82.08238414204543,-9.490908446744143,76.36026209809987,-96.10515175506092,-95.51096597814286,-90.3251439491108,-86.15864433177734,4,18.4539596590061,6.980689486587655,0.01973014578771226,-29.853035336057047,-1.4102707587649044,0.029886327683221605,-635.0448911688844,-57.93305683344735,0.6376819370766023,-12.605142100718972,-3.508837357024122,0.013084400902500883,16.75781812531585,-36.810976069509834,0.040445919788171344,-551.8200069059646,-67.56631101205664,0.5559411177503215,38.64019793317803,-13.32906357163331,0.04087454993038844,0.8368715124147045,-4.995056103350156,0.005064675646466111,14.497248848591518,-18.686820662681512,0.02365095115755831,-173.83629435618406,-77.9507952624963,0.19051347384777143,88.48955050162328,-28.889670940597522,0.09308605499770276,21.32394873155079,4.982287951101293,0.021898264377194273,62.20312793216065,-31.954685659064225,0.06993090203990185,111.54531721190617,-20.251059143283175,0.1133687046249075,20.80645064004095,-12.357758082057382,0.024199639936393992,-15.644563812400172,-2.94998595914499,0.01592026362970832,9.260399174621888,-5.379480771891957,0.01070951942192053,67.42111972500219,-29.785843214953513,0.07370755620015407,25.26038498383701,-29.166649326453342,0.038584718250415664,-304.272107194187,-50.21255962876774,0.3083874452062914,6.598654853167481,-6.532010426646541,0.009284902050374568,11.067551925194591,-27.575214290859808,0.02971334967323135,-14.106220782908546,-10.730353353162672,-26.872665649121515,-29.68389126929718,6.846841400558064,10.012662009110427,177.90070446883658,0.019684350995547106
