Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
21,0.7067307692307692,754.046563317944,717.6490540766748,740.3875076771493,717.7603971267653,782.9914343070747,833.3047699792312,766.3606147555314,947.432972278366,812.4226554285977,962.3087561925823,795.378641618842,968.4966544465505,756.092527150527,961.2489445221728,772.8738429776607,717.4313774948264,820.7811820374357,810.5910897032172,815.5051893937914,928.0154483362688,861.3450689166019,945.1298838954964,848.8462556266416,943.4201346905863,808.7973379846704,943.7297576287388,821.4211675399652,570.3168353943997,895.2779650096436,535.831639469327,866.8478159623311,577.8625077756809,804.2921314686902,577.8027612025369,809.7535369050388,654.4193992519747,885.7436668729788,679.7328005422862,801.5055346728726,571.5812680242511,787.0971386878526,648.1739540200956,794.484083332673,679.3454446809228,1,2,trajectory,person0,28.449594559495885,30.108280853127393,0.52502367784284,7.294058411241858,51.609468672848834,29.63807606696304,14.240464129389231,65.33939764207007,14.744100888560297,-3.859197679255246,-2.988173086251415,-97.80155706952844,-92.0992626485105,-69.80755846980576,-62.112138505954746,0.8943867130001816,65.9979993385093,-0.2044735060139693,25.67541539761748,-89.72455739448475,-105.80720132004892,-17.655192394064155,-84.33430124208647,-20.597537680323292,60.713121238064225,0.06411194622658263,-690.1003318095928,604.4510944982019,0.9173873737978872,-460.51240081373163,332.3621600450588,0.5679227735643678,-311.0419358291749,338.93643109720637,0.46002716242551583,-334.1232391037073,350.5547528875953,0.48427985058356104,4.360203950921056,84.4039101251547,0.08451645652125281,-475.4352831160977,196.09407567925078,0.514287463339506,61.82567347556757,161.9194949605724,0.1733214838068101,-451.8960267480237,359.22885818444007,0.5772827656730687,-10.764914413131624,100.92252815832433,0.10149502486422582,37.62779136593179,29.797938141033857,0.04799758119462867,-24.50313014217492,178.1053245435356,0.17978295252198556,-367.2587518010514,375.1828087564687,0.5250153624046245,-542.8396982307455,117.14078214102565,0.5553349447098194,-513.960266313536,312.2693029831212,0.6013877891466081,-117.22572100845117,121.35546384714226,0.1687276452496931,-168.1212893293329,240.88009071916673,0.2937481677059982,-6.60909159622923,149.63002890499973,0.1497759180971307,-477.1956571750896,285.2240432900446,0.5559392503659792,37.281556197756935,41.86212985226286,0.056056688702546695,-461.4966903248289,271.85775541422487,0.5356172461372314,-748.4897641842917,609.0394526813445,0.9649694202465943,50.224217816130825,102.8900012330713,26.697648406048447,29.968277513843283,104.72432925237923,135.80555780831506,27.993998599722687
22,0.7403846153846153,738.1238545672587,715.6930664981157,723.517470771393,716.2263893400365,774.1280431406723,825.2038118234669,765.2002985643328,939.405215519784,812.1247073031492,950.277972189204,798.1376079767705,959.1361059172856,756.1198979531789,952.4564208522056,757.8274690570177,715.0917272603716,813.9619938147935,798.748309876956,813.1003952593903,915.7031220998476,861.1983019699092,930.5344471177483,849.5409745602988,928.9877116395005,806.7589465051357,930.5169720765748,807.510204476382,571.8198043451217,880.3447078460707,536.5112450770188,852.9702584642349,578.6891136573613,790.3723423023104,578.760418653496,791.7894767476006,654.2292862659085,858.1617583266086,691.3556038149636,787.9476811996545,573.659322416164,770.4606979122765,648.9816239433945,770.693126337887,689.9269344716166,1,2,trajectory,person0,29.82709395884012,34.63838539426924,0.495423394159053,7.049075263265289,59.894083417753215,27.542813279041447,13.020945770719695,57.037475740950434,10.160057886547389,0.1777582272762795,-0.5538145457172653,-94.3023162050881,-89.605923642915,-65.03084242938607,-55.576043818886134,2.31327805061307,64.39430129555848,-3.5506325374772065,25.93601965169965,-90.11743528663229,-105.33775719362708,-29.78674741589679,-91.93214914795983,-8.853315727611898,-357.48615324324476,0.35759576474005594,-819.5767110921437,345.36329724527127,0.8893715716441248,-402.86193177562484,61.7479019311225,0.4075666073991879,-447.09225364196374,-69.52103553808595,0.4524650899781527,-473.13191716321876,-58.120773762898445,0.47668840491597964,-60.56934682046185,-392.6084849785871,0.39725315385965015,-412.3617085148574,24.562003341359738,0.4130925691142764,81.98071463558627,-278.14201344101195,0.2899720973010705,-494.33995447426236,23.99933486374018,0.49492217435018787,-71.45673999362909,-365.8519795965158,0.37276498851851214,-4.361074987439905,-433.69297853879766,0.433714904757607,-34.47796682418719,-238.5390579692946,0.2410178673318811,-501.2810966281868,-45.5819456628002,0.5033492342371885,-443.7310700033078,20.193995199983664,0.4441903420026345,-533.7892161067363,-5.649071585966886,0.5338191072279329,-202.62730718708133,-351.89974340890586,0.4060680423637664,-263.3693375159551,-240.714185199853,0.35680068231440115,0.8133038502283595,-261.2635604790251,0.2612648263684379,-413.6165923724289,28.456107114213385,0.4145943023220116,20.643076885815308,-428.8491420894109,0.42934569206425893,-413.3543310321864,44.65964882145356,0.41575989130256646,-706.9312935593541,314.421410923471,0.7737006381415282,40.93141072337155,134.60882065107214,-0.8795512866039561,-7.279499254160914,246.1714095628731,129.42514372494455,29.271473775702034
23,0.7740384615384615,717.8723732372368,701.6390634563013,702.7955601308275,702.310830921509,762.6601907509179,802.1450110188654,763.8269991272912,918.2861548545892,812.1429327724169,925.9590801500673,800.5465146991601,935.8595437146796,756.3612197335046,931.2839398592731,738.4287929439992,700.5959896173898,804.8438563940817,773.1463831547055,807.3027341409927,889.5716921908125,857.7406675116617,902.8744301597247,847.6250095105182,901.3757518107855,801.01053523706,903.7522172538353,794.9889585414693,566.3978890224697,868.0083583520175,533.547321913353,840.7250806140531,574.1199087152296,778.0090564822287,571.8815201620988,773.4593111688964,644.9556942189698,827.1200287340121,693.4660822543136,776.0216718325166,567.5263938359108,753.0459228558198,640.2860802833359,750.5874315171852,689.9947741089871,1,2,trajectory,person0,31.471299799567895,41.15744220103027,0.3718853948601405,5.590967016303762,72.43060795686306,26.82051521657804,12.379889045907618,48.798095158456995,12.809761435230666,4.335791289484159,1.3471667711116453,-89.70244300136369,-88.0228982582834,-58.67813549765973,-47.51095237598057,3.17564362162466,60.01923100050677,-3.99012868973866,23.964980669208515,-93.53678752060236,-108.25185006004806,-43.67764453253864,-94.510179186342,0.5415568010962754,-722.6185063057773,0.7226187092370094,-922.3828221800119,62.71135934068491,0.924512187720162,-354.3728497663848,-182.2355920989511,0.39848453882077284,-576.4178045011242,-430.7304899628891,0.7195736517755266,-601.7583023777925,-417.6046618139127,0.7324661821881712,-170.8099348228203,-795.2955718756896,0.8134316692133742,-363.8567132625437,-135.7706611376293,0.38836243408956267,71.57894260814757,-691.6464197345781,0.6953404309807971,-517.4676016775713,-258.38186875602844,0.5783890635962916,-172.27335894667263,-776.4767744398989,0.7953579643452116,-102.74113818792358,-821.8976467527003,0.8282943216114527,-40.80661184352407,-627.53780262293,0.6288631594321323,-615.7367733196608,-413.490878721958,0.7416916345789294,-366.56581353758287,-88.0708597203547,0.37699731031713263,-544.6677771957807,-275.5581636804635,0.6104058396561599,-270.93894050114983,-760.7429654611573,0.8075504745701789,-340.7590424384181,-685.1757953367317,0.7652336868688351,7.170704329679876,-629.1251495042787,0.6291660136556685,-367.3662072252824,-204.4015551729461,0.42040210033753167,-56.931532907764414,-820.4696634818175,0.8224425014146549,-372.0598792088335,-161.10834101594565,0.40544352413351237,-597.4263603865677,2.0158063675823312,0.5974297611937763,48.856402124482464,193.70911654375632,-3.670843407739116,-43.326645052571095,372.51387201926394,118.6973664981665,31.02430750370396
24,0.8076923076923077,694.472405276247,678.771737223175,679.6956490092202,679.5103535386427,749.1762606221624,767.598261719779,761.4745249174773,886.5686237274364,810.9697337382964,892.4154028590704,800.9045590466608,902.1248956055127,755.6823790834843,900.3767452691364,715.7220731265094,677.28878052561,793.7900310024339,738.5465580215518,795.7983388097751,853.7682823209925,847.589967372161,866.7984069435139,839.3086791326562,865.3077798725609,788.9922326464725,867.6087377231798,782.9969542019647,555.4351644418499,856.5818093537873,526.8453424436473,828.9383451205485,564.9876541382569,765.9677106195311,558.8634475291279,754.581356436852,628.6630952001731,793.9816558797935,686.1699216157504,764.9744372576895,555.248564871406,736.673754919985,624.7630011918701,735.4732627965908,680.4194987336722,1,2,trajectory,person0,33.8803984422311,50.19130354722111,0.8452712992205367,3.245276652962174,87.33062987641563,27.073334298994883,13.42113715665184,41.8947844671406,19.770230722741115,7.9281842325324945,1.8737236156393544,-84.60283422704015,-88.51652180097072,-51.00397836423319,-38.81181588867031,3.858428076213353,53.86870361196796,-0.8680441845693889,20.851333812515666,-99.59767968388432,-112.3177608127486,-57.735418526524946,-92.82215685333207,-34.8607712995804,-996.7264109324743,0.9973358569839617,-984.6830790967754,-216.80020183159152,1.0082673721656004,-328.2606845091452,-364.8269178024272,0.49076853703923556,-674.7139602911213,-692.5570701557389,0.966888940692999,-695.3133336979824,-679.4862652128926,0.972194536412938,-357.1152769774545,-1073.97767748233,1.131794757357103,-350.2344260927076,-271.35842171576104,0.44305704627796755,10.639032040022318,-1002.4009723866683,1.0024574297417754,-486.4872758076593,-461.25720728926734,0.6703939743158881,-341.84488984189363,-1063.8727504175054,1.117444923829324,-301.62080414516277,-1071.9732612816936,1.1135985732731901,-69.90209080589469,-942.4637820639663,0.9450525291227736,-686.3973590420452,-677.4998993765993,0.9644415213765927,-339.53174166169475,-199.1445328141129,0.3936246289875357,-560.944940609316,-484.12294227281654,0.7409684538697163,-328.4565259232475,-1028.1090896708477,1.0793016212743256,-400.66535239730126,-1026.5319791728502,1.1019530974030531,-20.171265029175437,-918.3852106783446,0.9186067031791051,-357.79999134872975,-386.82272966541785,0.5269275642770608,-247.11381694218613,-1071.7340233072398,1.0998541063423184,-356.33384323099415,-325.74953039555743,0.48279039384053296,-449.10672769766245,-284.5224682950733,0.5316482745462674,71.58464538199209,268.43473714395554,14.066324015280301,-69.7005136535784,442.74350846670364,104.87268197620115,33.59885586280696
25,0.8413461538461539,669.6625997195051,651.2065422452602,656.049915003946,652.0212568499796,734.2593914767637,726.6344595808489,756.8276409957529,848.2794689929019,806.9440864866096,853.7098279423884,797.9181636132521,862.7900864983363,752.4205870787289,863.4404897006348,691.2550806759517,649.4216786412219,780.8911112205195,701.2819535690174,776.371036603397,813.8638875222421,827.2997666998457,828.2330281574792,820.7289050367426,826.7459679981675,768.3209306558097,827.1913474474586,770.4217355319489,540.3086917476672,844.300903018796,516.3214516219364,816.2320896496931,552.1168673831442,752.9331646780796,541.5618414183518,734.628046691121,607.1782882139534,760.3344267957261,670.4154141078848,753.7487650155467,539.1892941299644,722.867660182316,605.190785943522,725.2681095721658,663.4746979231999,1,2,trajectory,person0,37.283748864609585,61.53614313358929,1.932017948419885,0.5010242824188994,101.71346729703676,27.1500696796198,16.833636183869036,37.855990157184294,26.98948463389405,10.451147624228833,-0.2556321926537834,-79.87446061033933,-92.18654535471045,-42.72799029057702,-30.94011191848101,4.340433607972169,47.37534970532249,1.677085351495572,17.65027432002377,-108.00304726105558,-115.07378886882452,-70.48809054744231,-88.78284873598517,-119.61923262154912,-1150.1085118099804,1.1563123928034051,-999.803378498002,-468.1339373765799,1.1039729068141657,-333.5628323379567,-477.1897591742628,0.5822149340047116,-727.0192042451407,-828.0510274218187,1.1019189749503215,-737.2056508289005,-819.0800793437564,1.1019820089238468,-614.2329734368411,-1200.9738824785738,1.348933064333706,-377.55730541970536,-382.44623500906204,0.5374147760793291,-88.7386071641451,-1168.8057563275293,1.1721695425260803,-410.2382436335941,-581.5743959509174,0.7117051317541911,-577.2684084180928,-1185.7305883057302,1.3187857458288708,-602.9088199773705,-1145.9426839278858,1.294868209531129,-138.07883653124293,-1137.7348835404516,1.146083081771399,-702.6160961567176,-816.8188730345598,1.0774332693600817,-364.91835966831445,-312.7098987022669,0.4805755819529279,-592.8983467302978,-638.4056933048137,0.8712578715853994,-383.2821878054558,-1107.291103732452,1.171750324896037,-443.24411174899313,-1217.2101206996356,1.295401798877003,-96.92181956987487,-1097.5344511783353,1.1018056591940637,-387.3122222602727,-514.1048672916338,0.6436727212529201,-552.0847159928583,-1145.8366956962593,1.2719037962192883,-373.66364048046853,-449.4723314842848,0.5845082488614131,-303.23883866862707,-503.50265265403203,0.5877658670820759,101.12812683638937,337.10380485208316,32.29190043335207,-81.54349901042875,427.37574049845654,90.10333999589952,37.14647031976231
26,0.875,645.3129240995987,622.9801628506751,633.5135208593334,623.741011291073,718.5558684712875,684.8112094667246,748.3323462343172,808.3565183350629,798.8323477468243,814.5176803847936,790.5083064574552,822.875531964279,744.7515744307718,824.8528628058688,666.6760780871949,621.0856785073744,765.9132910278956,667.6520676121573,748.1184011133563,775.5741017014648,794.9448769605048,793.1909657837022,789.8500560454157,791.671307212541,738.1389393186973,787.7099763210833,756.3770894156262,522.0877384259437,829.94505325952,501.8898716858492,801.6050275817454,536.036579500232,738.0399111167432,521.5068290350823,713.169137719757,581.843543443885,727.5909326596721,647.7190964100237,741.3669259551834,521.2894886646578,712.045056110208,583.7850318975254,719.2313318914064,642.0340918468987,1,2,trajectory,person0,41.72221825985024,74.06031523902459,2.7206462424827422,-2.067731248424551,112.52025295758216,25.504818165077484,22.47550990485556,37.915007100509854,31.8522327902621,11.522768570263484,-6.413271279976204,-76.50384686726656,-99.40117359132924,-34.8223140808754,-25.471122606457783,4.302188830911725,42.037087147774365,-1.1345043089139202,15.173191444314943,-118.52907175723811,-114.8296111741545,-80.89557176427417,-83.6622868236301,-241.0345225536211,-1164.5666702828144,1.1892489943641968,-972.9495400427489,-674.4048687364433,1.1838296897969809,-367.91750350794075,-531.8799338262523,0.6467298921455031,-730.3475054944875,-841.9840039771835,1.114605105737216,-723.5332184200767,-838.7267020105276,1.1076835282799735,-896.8363140170514,-1173.160742040866,1.4766927577548303,-434.6327014475897,-477.8142685208153,0.6459195463598476,-220.1786126293935,-1186.0324775834151,1.206296671363251,-321.58594957120926,-636.0566916524687,0.7127311119612361,-839.5068831326398,-1137.753635817381,1.4139501910048846,-961.4024379689891,-1041.2498533922326,1.4172141351687337,-252.43161576837286,-1186.2819624043598,1.2128423702053661,-669.652854582775,-840.3272966075081,1.0745161288107974,-426.5738214184855,-428.8240895294461,0.6048597563735981,-637.636152291957,-752.8038445963172,0.9865563801165588,-445.05522858082594,-999.2880398609866,1.0939153272060613,-466.61896930557776,-1242.748003391124,1.32746218870762,-227.87923296787005,-1146.6037705873334,1.1690291491417635,-442.54239153685364,-595.9203679600101,0.7422700676012416,-917.5429414565733,-1042.218491915762,1.3885620023275684,-417.3266274564467,-541.4226129883579,0.6835934170538164,-179.37853679970752,-637.0922948386633,0.6618634690079203,131.8859477442937,372.1468282757918,23.43352645215348,-76.32873577363398,321.115916770492,76.85940122864977,41.68153278639116
27,0.908653846153846,622.9435924355855,597.2150254490707,613.1422240132949,597.5889541088796,702.7455522391424,646.8816963030308,734.5550514688795,771.4973650971555,785.4382675274766,779.5354042249727,777.2891272186725,787.0067098504844,731.0158345969658,788.8488408209188,643.4156182203172,595.3501874106714,748.3279271537048,642.3708348978356,712.1664990422922,743.5402848575762,751.1552637966081,766.3288238737304,747.5103463916786,764.5734903804674,699.9343533797526,753.556666816953,740.4557666975129,501.7264748354533,813.0486397465742,483.7513430382025,784.7422774610747,517.1594754531741,721.0662786310496,499.8820569933701,690.1819471303853,553.7128299666069,696.687675817675,619.7552426748864,727.3437177049996,502.83461407402376,703.5120027906175,561.8338313686708,716.3999294956868,618.3591489034114,1,2,trajectory,person0,47.233376034357015,85.77437787716703,1.6674118856515043,-4.061156239203201,117.4269793965763,20.82500363710825,29.501055733063183,42.39807719286879,33.954246433974916,10.676634842315917,-17.383811663972946,-75.44245699984141,-109.39333946491315,-28.198914865687463,-23.64825846436621,3.436563015961483,38.9453525589566,-9.939867278692244,13.936624388149616,-130.54214391199443,-111.09782026254956,-88.38734369495087,-77.63774324374073,-397.99552651776276,-1039.4733487489696,1.1130612210869393,-918.2682033050608,-830.9259395583691,1.2384080144411465,-416.68961657689067,-548.3734164074154,0.6887260996835657,-691.1679503300841,-764.7117354448895,1.0307750355390959,-664.6887123021097,-765.5926542191069,1.013875335756864,-1135.2219821857932,-1014.8411966941615,1.5227053567074227,-501.06457501421784,-560.9196631125827,0.7521280321863506,-392.79846880954403,-1065.8164285241899,1.135894051578395,-253.55358435354486,-652.2642442859702,0.6998128782127963,-1068.2850901116205,-951.8619862184048,1.4308299251002685,-1301.1770768700758,-798.1893596105942,1.5264887943144967,-409.3824730301522,-1095.2434104978252,1.169252811612267,-605.3185348537158,-777.0896991280346,0.985027374811659,-502.0648586703944,-538.9734226729324,0.7365877223111302,-683.0479489413333,-835.8840576105499,1.0794705453695526,-522.5365265473871,-751.2137720827046,0.9150773480656889,-469.79225375517115,-1127.048391149761,1.2210417018601896,-408.1476979188098,-1069.8337961242325,1.1450453679422532,-504.3593652891801,-642.5646549537347,0.8168645574088257,-1258.0942297110505,-805.1922715816177,1.4936986593844848,-473.0907321953685,-605.0204038317169,0.7680263862276111,-84.13309975852411,-703.4840188921954,0.7084971018371865,163.76011672820198,348.0750041048051,-31.296106602985464,-59.233199725994375,145.79987133011215,67.14426742464406,47.24354213415395
28,0.9423076923076924,603.366573748601,575.622880191462,595.2196529685642,575.2391278603324,687.2573556108908,615.9422765818941,714.6797111661174,741.0624658453027,765.5984297258447,752.4942527210367,756.9083108059185,758.7599722776101,710.2724883257398,758.5834281880916,622.4821395559513,573.9137234747219,727.4607241525835,627.6869868874625,671.3209078633486,720.597834227055,699.3056816397616,749.8134063139001,697.3172951195025,747.4429590578452,657.0958863872722,727.7132160591273,722.6490909451547,480.3715065703909,793.8090388648561,462.6727428457776,765.9518382728702,496.1951236145883,702.2047339446505,477.7613078150311,666.0261970745373,523.9248677053541,668.0880372586266,588.0188770995807,711.809904450947,484.6683103492549,696.0078916989978,539.8851687842116,715.6249066553102,593.4169678934857,1,2,trajectory,person0,53.74364743298546,94.30860957171738,-2.3215200404034313,-5.493102712401472,115.41620228866852,12.580900780222928,36.87152246725758,50.23241861221872,34.41235480834196,7.38126930881257,-32.47754866489605,-77.29270809162495,-120.44377375728004,-23.520645976321507,-26.11487665203552,1.6514427752112186,38.48070605485666,-21.428901947243688,14.16239905290179,-142.20433675135536,-104.398371097342,-92.53606814183064,-70.26761853430052,-589.5266089627727,-803.5085018312374,0.9965779122528381,-849.8178314688597,-943.0234342376485,1.26944221774912,-461.57616526327655,-539.798739250271,0.7102360419151745,-622.0233660268685,-636.9692140967827,0.8903049183231938,-581.7171266989635,-641.5951733689424,0.8660480252187064,-1272.9144477765487,-767.9196796611011,1.4866108521630954,-558.3444787352142,-622.9407403465457,0.8365427203183353,-605.6014019789728,-839.3316307368285,1.035002726776235,-222.9793010081282,-652.188831081068,0.6892532481352288,-1213.6975664600338,-681.7185330211986,1.3920495469255336,-1540.6732983748589,-490.74383606352325,1.6169427092385211,-590.581540424926,-904.3512920550498,1.0801100940794492,-532.5563967577094,-664.109122813973,0.8512680205037069,-571.69099762819,-626.3355485749076,0.8480134528282826,-717.7708588023335,-885.1280214772204,1.1395817742268513,-620.0540320333155,-436.3200551653707,0.7581834825293174,-460.22069981089925,-919.3427574280554,1.0281022313806414,-616.373717773568,-899.3151182325747,1.0902679679068261,-560.4573278244304,-657.302261299212,0.8638047690428426,-1491.4506663732202,-509.02150215791386,1.5759213114506134,-529.1126509272108,-634.5476284475642,0.8262026931326527,-23.029250114049514,-741.1390928663633,0.7414967979267283,193.44806441638693,253.58859892378044,-118.52826294563162,-42.549266632176945,-59.74880549211666,62.00135203117817,53.77206211530344
29,0.9759615384615384,586.70376016074,558.6595129926247,579.4022921995326,557.3327308196898,671.9837703304182,593.4878735029037,688.8020743860941,718.5816952124701,738.6528414970084,735.1436685822028,728.7762902759074,739.8811928943343,682.6822460787886,735.554585662077,604.439987909411,557.354589258195,702.7642348549839,623.3541466864988,628.9529268692602,707.706398030933,644.6503650163976,743.3758830394286,644.539987640129,740.0366439287839,613.4503195240205,711.6939088269716,703.1356102049459,459.4126150229484,772.8107235822778,440.03071108657946,745.8884022506045,474.3598344689994,681.6594113204808,456.26564420975467,641.2044081507403,493.86665604284553,641.9061613159361,553.5931953604917,695.2909142444867,467.4970158216823,688.3277999995814,518.2554482675058,715.4395401453171,567.2958798085101,1,2,trajectory,person0,60.773650516175685,97.65865896370428,-8.898291696410435,-6.667827901327794,106.77595009346072,1.136580216072102,43.85655234214328,58.59514330308019,34.47610475966882,1.4113226416291715,-49.23859078287717,-82.03743104779095,-130.52796016637635,-21.23549968598253,-32.83401914991977,-0.9178626916089258,40.3950010185281,-31.60100928790651,15.761258902615031,-149.7074638261146,-95.65153004808148,-92.61968184561036,-61.29267809463474,-800.6689073711387,-515.5602144110644,0.9522988154536767,-777.9757422970953,-1022.9345431043624,1.2851619878750098,-490.8499947062508,-510.23275167644476,0.70800506932256,-536.1096489257716,-492.0428452910863,0.7276810546341453,-495.12360375358685,-504.0543396225922,0.7065537207362979,-1296.896843936627,-476.0022720412003,1.3814917975873648,-596.1706703758965,-648.8200203260727,0.8811281898749871,-835.9228957489033,-560.9694445316278,1.0067044279903388,-228.20843906837425,-642.7116953535447,0.6820244973651984,-1258.9342923957722,-383.059818399058,1.3159218734567653,-1624.0436939513927,-191.28640587001266,1.6352701333216946,-768.9354928921238,-668.000041661314,1.0185704923513004,-470.0015771369445,-532.0757977790952,0.7099338962843482,-623.9499398251872,-672.791800844746,0.9175850558350278,-737.5617280214007,-893.1582894002605,1.1583302778423405,-733.8385391286764,-128.7472516857788,0.7450468819659278,-453.84367690547384,-667.2165486328628,0.8069399022459042,-819.8243410522662,-684.2856064872922,1.067875808054225,-610.4895865467571,-638.7282899853592,0.8835560897360459,-1568.239993672821,-220.07336383496553,1.5836063157314593,-579.8291419947765,-622.778491695437,0.8509141458601109,-5.508033439795687,-776.1694745249887,0.7761890179697023,208.8915201862245,99.54432479046824,-195.42407206420881,-34.9061198995251,-256.7389223718896,61.630500704510624,60.801931361808414
30,1.0096153846153846,572.6933812870553,546.1566908222359,565.1316945368217,543.9655477289583,656.3498724404892,579.9787236162547,657.7424765679566,703.9887037298363,704.6737965376699,727.1175325045167,693.3033135665094,730.1751942012864,649.2810731378908,719.7080707597131,589.4843602469438,545.6771612697892,674.1801762016607,627.2017536909327,587.982482921017,704.314306320356,592.6537200658023,745.4464357023046,594.3854212988099,740.9721963929998,571.9782560771716,705.7529342178673,682.1442204217528,440.32958974349464,750.6935844576517,417.5606338522871,725.1976804369697,453.2487149604733,659.4671144319393,436.59049923700985,616.0737763834852,465.078348871728,617.89547240622,517.2749570767216,678.3584241304083,452.07248473292486,679.6566068278589,497.4125036759478,714.2058395156535,540.2797297884173,1,2,trajectory,person0,67.45350433202509,94.82257068732036,-16.41922427154107,-7.916970345975665,92.75078704060708,-12.62139322297915,50.20300578096326,62.871656879096975,34.61882120087899,-6.979674956628409,-64.28854638668058,-89.12702087226907,-137.96503341989782,-21.652921711360683,-43.11051076045836,-3.9975072290213385,44.139518246387574,-37.91181374809002,18.424399879508595,-147.12095655175457,-85.6496550741353,-87.43107078105868,-51.04808435179966,-1009.6630502203429,-238.49090059410122,1.0374475334427435,-713.4604704601335,-1079.170509003452,1.2936903920227454,-503.13684910404345,-458.3289237802203,0.6805968640097307,-444.3957933990277,-346.9864316554889,0.5638148676150361,-416.3084008180572,-371.5124302058415,0.557973270317798,-1232.3127424206514,-176.53181695624076,1.2448928377696526,-614.8100196051499,-627.3018368247747,0.8783501321743061,-1054.0541650792577,-288.4068183077088,1.0927985522351806,-257.6583113883255,-619.3332107205807,0.6707916452438466,-1217.4074773192276,-100.79358225714434,1.221572884463712,-1545.043164246261,61.52499341117363,1.5462676690011803,-922.913763738943,-433.62031834111934,1.0197040726490383,-424.04061626340916,-397.19629755316413,0.581012343269051,-657.194991131747,-667.6822949618314,0.936859062705888,-746.7387725127217,-855.4239845132065,1.1355038474854486,-849.354885698745,114.3288938460351,0.857015062778004,-464.55010872931814,-401.4147394889982,0.6139548815665867,-992.4919959581074,-470.86787138452695,1.0985248810760289,-659.4282504023768,-584.6328791901315,0.8812725009092719,-1490.3071141420535,27.799273222413497,1.4905663668733806,-623.7441535577394,-567.0384654466264,0.8429646436200783,-36.65853299572015,-802.7656005970443,0.8036021761688626,198.48708481381095,-84.27233735540788,-223.4791393753103,-37.11737549810819,-416.7477021419369,65.79243995774826,67.4740991609084
