Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,Head_vel_X,Head_vel_Y,Head_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,879.8863029770195,573.0968487518383,877.3349039576345,573.1055778048984,884.9533427570311,806.4697746999851,859.5816805017258,1024.6165416340602,955.9612412004273,1055.0686275100345,938.2217340747054,1065.2205308485322,836.7510035970137,1049.9867418298122,884.9596733411871,573.1020192222509,877.320082591455,803.9255045539899,859.5779618250286,1004.3136030883364,958.4970971328644,1037.294260385489,943.2770888808112,1032.229878872008,834.2087590693534,1032.2273363267193,917.9167875864842,263.61482288273606,971.159997910156,131.69314051070418,973.7047865644198,210.3291888908297,872.2508533228763,291.5181461626491,773.4081903295275,413.1736965274369,682.1739361916824,517.0778653593729,915.3754541363568,296.59559925095033,796.2262505888552,420.8120062629656,694.8176680003712,522.1686209141753,10,1,baseline,person0,8.503585985360498,3.1645267674056545,2.7257236179048583,4.193585265472134,5.11033850012417,-32.04079464024349,-36.76594560088977,-2.18580706902793,-1.1543690967290354,-2.4397020114760415,-2.3341142257119247,-96.6337539273934,-95.059821597609,-88.13016794203291,-91.89529483020333,-46.891575801332266,82.9943666696725,-6.666388690774761,68.0209803931396,-129.04642797057102,-133.7707690693114,-131.23223503959895,-134.93151386673475,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.12453461170543,8.503585985360488
1,0.0336633663366336,877.4043031916494,572.3899533247306,875.7720917725952,572.5605644244014,882.1646308483713,806.8167490761776,860.3263350596224,1027.4437521549619,957.5358784368754,1056.278034329183,939.8053356926575,1066.5567888727908,837.6832049573222,1052.4483756156774,883.1721833915711,572.4351331513958,876.1382500123173,802.8805475979196,860.2937734871127,1005.4886067202009,958.1469181036284,1038.2380001109195,942.8213624882871,1032.494673710497,835.531374996358,1033.5101888462218,919.8111035960263,263.16850818335604,975.8591741551592,132.3608873130601,976.4569772423039,212.03168476127902,875.7688681341878,290.9218338934722,775.7794799716585,415.1664317031897,680.1680241621906,522.4549687681533,914.169846643174,296.7964586168547,797.5581949904549,424.1851326305836,704.5162331112533,534.1736705099593,10,1,baseline,person0,7.232188386459387,2.736222732622529,2.262267441212334,3.829299599947955,6.0586405885879335,-31.027645678613126,-34.766434233794065,-2.998835874560934,2.492265566129617,-2.0468761788187178,-2.257940788123925,-95.66828608976992,-94.48221285037134,-88.43609770331057,-91.7459901177488,-28.174561949381086,82.19536929366326,-8.965060327492791,66.80747358594913,-128.8322763849499,-132.5705656939009,-131.8311122595108,-130.08297348234808,39.566583694578554,100.20169503806417,0.10773065596087913,22.12062069045543,83.98478312090462,0.08684909703385749,56.27232851875226,-13.258171952172308,0.057813096097992775,39.28947312572364,38.108266020517085,0.054734839340108206,-59.58738675843453,159.73160126082962,0.17048413739127732,-53.09896615035692,-19.810439163636154,0.056674100840621015,81.7562524900841,50.574142033935836,0.09613443016781811,-46.424714908523356,-16.190103361824498,0.04916679368439873,-35.10737955673856,-31.041368400912496,0.04686250795190195,46.775988494488615,35.92649668646678,0.058980558354420815,21.263817020734205,34.90451965244589,0.04087144977192817,70.44125113389035,59.19595669147942,0.09201158160757436,288.1044341762033,356.6205909335799,0.4584565528703958,-73.72999362422672,-20.998952393489223,0.07666203728999471,-82.8411478748946,10.307179998658567,0.08347990022008234,47.04228335681318,39.694723661793944,0.06155199030095523,104.5057341007218,-17.713982113784137,0.10599638494900772,27.69186393857522,73.12500363893604,0.07819274573505507,-35.81363435631175,5.966704693042943,0.03630727159539222,-13.537754601448347,7.8659643198223455,0.015657081283871336,-10.402377044950388,28.03462125543197,0.029902331633516955,139.59317668980316,19.836007952337088,0.14099546868547155,-37.76798749676837,-12.723149268557576,-13.767374660572075,-10.821427122924149,28.170150274953023,170.6314669969738,7.232188386459356
2,0.0673267326732673,875.0458098432331,572.1865919843759,873.7701788312656,572.4938698960015,879.3621255920716,807.5804318602644,860.9498551900929,1030.346478809898,959.3461571613791,1057.586711233035,941.536945543296,1068.081555682055,838.567445007801,1054.9274463543527,881.7544373824712,572.1530371940696,874.9349156725926,802.3300639644896,861.0453657756949,1007.0424742712161,958.4053071829684,1039.0606823258956,942.8557052579284,1032.7697129217472,836.7811428799407,1035.043995671063,921.7340180354952,262.9743706334358,980.2056180479079,132.959650274844,979.250839058124,213.58137303055412,878.6057858443253,290.6370178636542,778.5832492067111,418.4987672011474,681.0437591120168,530.6930776021347,913.5694083492344,297.4123454290976,799.8138767534375,427.8811119943568,711.9447152953935,545.1176634759379,10,1,baseline,person0,6.10530903549329,2.20304404265321,1.9793287526415104,3.465256241604976,6.885920809551463,-29.56845935051803,-32.729830711816106,-3.3058727533294863,4.462711975418375,-1.613231620920728,-1.9879298791030229,-94.74286738174888,-93.89643058341647,-88.63755834625562,-91.69338654076329,-11.679353840457573,81.42069264968526,-11.18969212352487,65.78766830635253,-128.1477667008328,-131.30971759767587,-131.45363945416224,-126.8445004296024,67.0070170768369,109.79232815914476,0.12862463084549883,18.52221564045083,86.22805651427404,0.08819495565201106,57.121870113631715,-5.767027218217807,0.057412251725692455,37.12545771819416,45.56308509086329,0.058773245050640785,26.01447939189529,244.72029183297514,0.2460991149371486,-42.11539615267136,-8.379909320572418,0.042940999910545424,82.9941304111293,46.034857410818965,0.09490644751297972,-59.46859031596641,-1.981219814232713,0.059501583727835025,-35.74610832711419,-16.352602051891786,0.0393089284310997,53.7759268161386,38.87540214384378,0.06635621445486677,22.326712101998417,46.15900666250924,0.05127510087123277,83.28843904126667,98.98996626286247,0.12936760606370298,220.6696178229869,325.10096751877865,0.39291948197027476,-70.06112593824922,-6.041028051713196,0.07032108778778101,-83.25089143713683,22.685870939048538,0.0862864975841592,51.43899850426042,45.29454345167738,0.0685387936399321,84.27314374231973,-8.46071147400536,0.08469679093602099,26.26713091128268,73.64298370771276,0.07818728295371895,-17.836549319971382,18.29546118721536,0.025551250296153325,1.0201822746357838,8.170282451846306,0.008233728633883237,7.675675592157301,24.438501091939052,0.025615548626112726,129.11495093165365,17.78678210005128,0.1303343399552015,-33.47494542575755,-15.83854343732387,-8.404943395780332,-10.814229174306128,24.575088916857755,170.05825099594088,6.1053090354932635
3,0.100990099009901,873.0398194919374,572.7563385946722,871.2862581088247,573.151705703367,876.5530296773453,808.9677241384298,861.3964574653389,1033.4611286656577,961.4544246867807,1059.1017920736952,943.4460763555106,1069.9286282104167,839.4420414710467,1057.6125931119284,880.9445947211756,572.5531330777798,873.8473989069927,802.5321860479637,861.9064481254499,1009.3406057971162,959.5865089011006,1039.8667904651734,943.667614027187,1033.137724588492,838.0170958704699,1037.107460945134,923.5044185921938,263.12263346356826,983.812831506404,133.4174180446249,981.98717831463,214.8206554074175,880.3658256696776,290.901263085599,782.6153000394229,424.01932282703456,687.634764698424,543.3312321512436,913.6481865160424,298.6318428121751,804.1284562701026,432.3491561872675,719.5809512177058,555.2450956346715,10,1,baseline,person0,5.155988167836178,1.5582809096051795,1.9831262777715852,3.1583535898234647,7.487810339484461,-27.31099739570323,-30.365363912870095,-2.792420384055222,4.783841796344997,-1.0677242421808917,-1.425129398039837,-93.87781822595278,-93.32115009540844,-88.72183005811662,-91.76286918580328,0.8198110368604042,80.74932047471229,-13.17297734961769,65.06412312398918,-126.56167692099096,-129.61885748748264,-129.35409730504617,-124.8167581529609,128.16839152446104,132.72719514234691,0.18450920008585528,13.26671464701219,92.52342218580307,0.09346972435231424,52.59131065487123,4.404278189229338,0.05277540736711839,36.71507413042452,61.29705667093844,0.07145156278852693,195.79163653739135,375.42753219411975,0.423414922820815,-24.057090820842532,11.885201251389734,0.026832846057552342,81.28537203150049,36.81397648917691,0.0892332929530515,-73.78705675486401,19.541593101153346,0.07633088238371522,-32.305645095762515,6.004214832614251,0.03285886943900459,62.62794707810984,45.00681320784408,0.07712245451452057,25.579210978013325,68.26802473997297,0.07290280677830778,119.77562767761671,163.99297594547133,0.20307608708318908,226.8411259275131,300.84430824473236,0.376781361289692,-59.58971337672762,16.924825776448763,0.06194661950327633,-83.44667276098808,41.21074120432731,0.09306810616687905,56.71241530402054,54.868919224862005,0.07891068588296603,52.28353598840749,7.8496374754188185,0.052869508641055114,25.980659643472624,79.76465368092502,0.08388918078243386,2.34017495517922,36.226245791419004,0.03630175344196408,24.118466380918075,10.932111276825033,0.026480397986744092,35.08863927392995,23.946153549129193,0.04248094721041955,107.15545862002865,13.598395514079767,0.10801485394438126,-28.2004140098142,-19.153257775838537,0.11280883474633979,-9.116814067627244,17.879659565656684,169.47115053282891,5.155988167836156
4,0.1346534653465346,871.6733376503921,574.1304163757846,868.7446781021101,574.5728187662544,873.829601434922,810.9168622796286,861.6561802748103,1036.8550876448428,963.5701933500804,1060.8859498729394,945.2860445657008,1072.0796064620108,840.3301112766391,1060.7150022678557,880.7972179907941,573.7898231646336,873.1350405696601,803.5293590560611,862.9544510887554,1012.5607020758181,961.5489947847248,1040.929067345609,945.2268012856648,1033.7390068673128,839.4375510630397,1039.8883228914551,924.7857755358012,263.5568215831866,986.292555786044,133.71205623111072,984.4045203209616,215.628657676266,881.0094900628384,291.87324173054293,788.7575650026204,431.8941122621943,702.1501551004114,560.3045585225898,914.0476702004913,300.4126041191293,811.6856277599359,437.9601431697559,732.8080572128318,565.60435287563,10,1,baseline,person0,4.326652653104172,0.8997198320961232,2.2779591066115037,2.9994994092896583,7.799944427091171,-24.12067835085514,-27.228021332246964,-1.322721189521797,4.609268147023238,-0.3754319640998655,-0.5997740082062648,-93.0958754866372,-92.80382164146714,-88.76922283353306,-91.90410180937106,8.60710016224928,80.29595376353782,-14.676636430724436,64.64973120835448,-123.82472458731732,-126.93845530552656,-125.14744577683912,-122.28470376117636,224.49244719799162,166.67931918568536,0.2796048180792789,7.715295222532676,100.82054614638263,0.10111532181438035,38.06383861892653,12.897941200426505,0.04018970885210967,42.19587483810072,82.60795781718245,0.09276080286456159,431.1924795884517,504.2076363252813,0.6634397448015641,-4.377955814272623,36.73697022713055,0.03699691174383073,71.80927724690913,24.00242033932316,0.07571451961723732,-75.49987667005031,42.21541745636081,0.08650071010233164,-21.161232961939934,29.621904064070748,0.036404051709260386,62.850774998019276,52.999981683428466,0.08221446330357815,31.131852733488113,95.65580122026249,0.10059435651024347,182.46140037733704,233.92756851503955,0.2966719904861553,392.9228545610964,307.7308768637656,0.49908582649859196,-40.59254882237211,40.81819290951625,0.05756630865615013,-80.90183896610498,57.90086831208185,0.09948677348969874,54.65787918506096,63.89670688558803,0.08408491486486427,19.12061873801114,28.8734832762752,0.034630565941516554,26.38089716612774,92.15980139666404,0.09586125770488496,11.867015332160769,52.899085883051434,0.05421382978683752,46.31703326654685,17.861620635566755,0.04964176731688057,58.29737477824637,31.555872036468944,0.06628994619108781,73.66239771871925,8.752487304431511,0.07418055588686977,-24.636143231744917,-19.563137890710234,8.758269327303474,-4.718903598210138,9.272218484787597,169.0651765970709,4.326652653104134
5,0.1683168316831683,871.0244902771317,576.1667788772512,866.7121041947803,576.639407034346,871.3806257520071,813.1680604089624,861.7597771559668,1040.3696094205325,965.2231363731169,1062.9590224784513,946.6290169009626,1074.3915431034816,841.1611874881514,1064.229076252001,881.1071552676846,575.8009405006193,873.0135672440101,805.2483135591912,864.1846137952456,1016.4951275139349,963.7615812206388,1042.4755688435828,947.2161193333691,1034.6905865929962,841.1753797635729,1043.356291481033,925.2456850487808,264.1194189779522,987.2579318071142,133.8625178679177,986.0948555940172,215.9399385162423,880.7598793848091,293.592603882518,797.7921746028843,441.5386987373412,726.0694479745741,579.9832796053792,914.3526200329363,302.5627346052629,823.3990306426487,444.5534505545828,755.8117017831149,576.351327378057,10,1,baseline,person0,3.5609809187290034,0.3917484308711496,2.7951597980495575,3.0116056204612773,7.85268740671013,-20.0068028820116,-22.926874611366028,1.182873604101886,4.937443323267768,0.3943449908391811,0.3540769567425312,-92.43236770203718,-92.40413759533942,-88.8713867833082,-92.01238916446832,12.219222619274836,80.13492342882162,-15.431824781431136,64.5340376363721,-119.87187945319,-122.80282083356686,-118.68900584908812,-117.78643857739526,347.9569679864658,195.86001349044554,0.3992933714135659,3.077436763768864,104.40197039548391,0.10444731705263902,13.662017885569979,16.712452020978315,0.021586032179609485,51.623734927606655,103.01906692569888,0.11522993603277501,710.5437000854214,584.5737733416828,0.9201080622459595,9.206960284098278,59.74201498074804,0.06044730326187337,50.21290075841693,9.246872011060901,0.05105722323592979,-60.379401364797076,61.38982796389703,0.08610681208016084,-3.608472320777463,51.0630602400375,0.05119040138119173,49.1021309784349,61.582450928445795,0.07876177708113125,36.54306863397457,116.87557919111778,0.12245528521238526,268.3810498901927,286.50095117348053,0.39256997206035915,683.3435592937045,319.2483602191583,0.7542399721115356,-19.27458373508924,60.49194489650625,0.0634884633262053,-72.74898352188407,66.87382678314869,0.09881560257413773,39.89417819454215,68.67811787898486,0.07942436231546102,-7.414905435576572,51.07516980867208,0.051610597686940526,24.687852165513885,104.38866835255064,0.10726828107583841,9.058803846160304,63.871523264557055,0.06451072322690285,59.09444788768329,28.267515380587973,0.065507298806636,65.72683236097595,45.9401915574588,0.08019050874351555,28.67734650826071,4.469595681619305,0.029023567808110752,-22.74495446232116,-15.089738683447733,15.363902892718643,0.3596256848039768,1.5667767475043595,169.00631021212982,3.560980918728987
6,0.201980198019802,870.5864647544998,578.5195436000672,865.3716967963575,579.0094934481924,869.4375394305564,815.323478987894,861.784014253301,1043.5726977973056,966.1661070078592,1065.2107665191506,947.2091879508951,1076.6118972190525,841.8168391444043,1067.8259465469391,881.2446672406426,578.2160265891047,873.5147247332185,807.3884380269549,865.4303748194367,1020.4527083753752,965.5355098782804,1044.3985142644244,949.0992497382156,1035.9046077628045,842.997940672451,1047.0939448700583,924.655288092352,264.5897323264753,986.4347551260728,133.9068232378686,986.6335063865662,215.771666204874,880.0198055226844,295.9298897576874,810.2854092027126,451.7546584934398,759.9656070514941,599.3514831999531,914.2523285136685,304.73221444513234,839.3148041543471,451.25212693735864,789.4007649989318,585.9700509952285,10,1,baseline,person0,2.90587711911795,0.2544773706919659,3.43852238893688,3.1292676688699155,7.863343958878227,-14.976874469354042,-17.283760527565544,4.746100252808261,6.209083276749483,1.110897655390524,1.2595751255303842,-91.9232706313397,-92.17770045793304,-89.01739351222177,-91.9232230872411,12.887790590235888,80.21343295388071,-15.092657026064286,64.68994010652133,-114.76344151547336,-117.08494976119212,-110.0173412626651,-110.76505716566965,472.7920954945722,198.99009254716404,0.5129614239824254,0.7199843619875474,95.15056648650089,0.09515329043277237,-17.538262529208993,13.971073000244996,0.022422790489179327,54.140779940202705,111.03029185045463,0.12352712156012778,1006.9153137555606,575.349577368228,1.1597006446722609,4.084914490810312,71.742263216772,0.07185846406556314,16.00109707277911,-4.998677484763885,0.016763707350380037,-39.8179844825591,70.4055081760252,0.08088514987176365,14.887325414717575,63.57428566004203,0.06529412113803448,28.0117747379347,66.89004356194906,0.0725185317811126,37.0064304244988,117.56343147219611,0.12325029944093856,371.1225572301905,303.4740986370471,0.47940429809154217,997.7927602345566,285.7326721571508,1.0378986233320484,-13.011934642886859,69.89095206012172,0.0710918815549356,-57.721093666623155,64.02861072708374,0.08620549660962175,17.23449295387616,65.95757813901355,0.06817206070921786,-21.984547080763505,69.4311392329734,0.07282858920461692,19.476710965160258,106.8482058202184,0.10860884566654848,-2.979248072367756,64.44631289023877,0.06451513903126353,55.940050261618225,36.0635700443083,0.0665572708846532,52.69611600641183,57.12279044264727,0.07771675385729777,-24.453189642699527,1.316130107364902,0.024488582689925927,-19.460436400210686,-4.077757964146334,19.111653435182205,3.495254967433071,0.31656228499347006,169.23082646610249,2.905877119117932
7,0.2356435643564356,869.3712103272605,580.5832677677303,864.3488669361881,581.0792807483803,868.2412515735911,816.9329808671747,861.8258243900292,1045.900013236261,966.581273801714,1067.2520991351405,947.1436043803257,1078.359940014446,842.2189046845202,1070.9372358786368,880.3434753431684,580.3587716615776,874.4520391121947,809.3191910905571,866.3895951059369,1023.4214239293151,966.3505174480068,1046.054629430689,950.2959015995144,1036.9290860276587,844.267978052426,1050.2294538477722,922.9361980819713,264.7714717305075,983.8396985170532,133.8600674098075,985.7749464259338,215.2507090714707,879.2895013689994,298.58627379634726,826.5853925054655,461.0181530423531,803.3221633656975,614.3823812350178,913.4362531488661,306.4177102429075,858.3904062329188,456.75247851221803,831.2140656776729,591.752293750127,10,1,baseline,person0,2.5437257291106503,0.688937278640513,4.126563966521907,3.30338070450958,8.173973992328452,-8.941515719264634,-10.327444964161744,9.200066566411577,8.466847978069824,1.6941043560171856,1.9863440951864717,-91.60326624182254,-92.15719143672942,-89.0595405127119,-91.46825415808893,11.746991166621154,80.35777184958265,-13.215802563895355,65.04829272406327,-108.58374386968202,-109.98382815717058,-99.38367730327045,-101.4013944881211,566.6575911575728,163.39279678258822,0.589744039102507,1.2420070028054533,69.13495862779195,0.06914611403297745,-51.067085602486486,5.398729355074503,0.05135166511984812,37.72758099337169,93.14306080855903,0.10049378162054777,1287.944761098398,446.5060886886854,1.363146872085645,-26.770700483791682,63.65213303522832,0.06905262083605002,-25.504281183493212,-15.475491315804076,0.029832183797908817,-30.384063493268666,61.48485803499088,0.06858264417435335,27.843750669588996,57.354723359945744,0.06375608789006854,12.332895935097957,60.63958653381538,0.06188101305843368,28.494484981332675,88.1883149846872,0.0926774760887984,484.2053863464855,275.18027924713044,0.5569371977642344,1242.1009907508412,171.766623013164,1.2539213069429707,-36.10020504446322,61.30474733352144,0.07114419758405595,-35.53678633926157,47.81167347275243,0.05957196743089342,-1.94821783162057,51.92715362786683,0.051963687673331344,-21.694329271228334,78.91023173666082,0.08183806324236899,11.943711632854797,92.42359485337589,0.0931921302106018,-24.242238777958104,50.06913987508573,0.055629173180970756,35.54759940917038,30.43303080890721,0.04679531160245379,24.21051898304932,49.1963622919787,0.0548309337162173,-77.08844632675874,-1.3889231276974245,0.07710095761096755,-10.758026585510978,12.906014912589214,20.438882157672893,5.172181352825343,9.227539228962593,169.41731236229455,2.5437257291106334
8,0.2693069306930693,866.8387538030353,581.6849975495504,863.2379718516636,582.1962826997668,867.9731416839842,817.7352051750725,861.9983543462473,1047.048494538587,966.9812823640953,1068.6233974729869,946.8748286228035,1079.3766027925044,842.4365767827783,1073.100794889159,878.0534814821802,581.5373807769142,875.4978001539137,810.4012470439516,866.8228363311777,1024.655989788394,966.1349359486666,1046.606590076076,950.5457261985529,1037.2013932126445,844.3830777730496,1051.913887215003,920.2248103735669,264.5587622258693,979.7729142207148,133.5933582953841,983.5122634767628,214.5167305193027,878.954680719919,301.1095894626526,846.8352294832788,467.6716484785549,854.4837635748551,620.8730161716614,911.5803751323147,307.1692971645739,879.1757420114312,459.8044009774862,877.7274781514872,590.8548422135785,10,1,baseline,person0,2.631532505275725,1.676469611793589,4.821175237245338,3.546505656517742,8.92756505813258,-1.7633223757364722,-2.2137660727800763,14.091204316269712,11.637811440190182,2.1610188970731747,2.523529268229767,-91.48836103247292,-92.31824460903228,-88.85682852719721,-90.6417749972387,9.449233731510272,80.43065994462872,-9.506739014607245,65.55433162960134,-101.33266243110778,-101.78687731071116,-87.24145811483805,-90.09746027478784,617.4467393028667,90.66004970355512,0.6240670801187909,5.125154581772413,34.11665045144642,0.03449946445255697,-80.54416427906845,-6.318723520134686,0.0807916373539828,3.4191387597050555,50.03757943832622,0.05015426069542771,1519.800476801444,192.81003782382732,1.5319821147688122,-68.0262882234717,35.011623720290544,0.07650744855890866,-67.214993490079,-21.80348052028473,0.07066291186095996,-33.000118687343715,33.181528555897266,0.0467976673637116,31.06525447459199,32.14342685083658,0.044701788837654355,11.882607294265169,40.73562709485001,0.042433332074212626,12.869812867443947,36.673868166755035,0.038866498292945736,601.5392749291602,197.64795266364155,0.6331778679600456,1381.7219587809534,-26.65958976217662,1.3819791261461811,-75.22885557257138,32.72785528347952,0.08203958326451434,-7.964440838322737,23.830780911081096,0.025126448947256554,-7.984221032272469,30.20086487762198,0.031238438258795253,-9.946142810918163,74.95731832259892,0.07561431958915324,6.4661417423720815,64.27042943021911,0.06459488438086426,-55.13049402108574,22.32655267303233,0.05947979762298,7.421260147906574,8.089125201046393,0.01097766134935443,-6.404038656870652,16.396477995319206,0.017602732792656957,-120.80741586181827,-7.922829575518375,0.12106693584828604,2.6083777625507376,29.33551930837074,20.63404068913719,7.222241221418917,22.3860875430049,169.28748847182592,2.6315325052757146
9,0.302970297029703,863.6363044935063,581.5172241957321,862.1946435554372,582.1142004037199,868.6299385114917,817.8240566208265,862.406873204633,1047.1549072473997,967.8595722657192,1069.1568837419984,946.9189767086667,1079.7617495639947,842.6890039633633,1074.2108541374525,874.9728065821721,581.5424327012288,876.2676244287615,810.4173470916675,866.6811751422961,1024.1018460073153,965.156466353411,1045.5740767372456,950.0128991628912,1036.482589390086,843.2016799129893,1051.8691715171421,916.846161455387,263.9124261024194,974.6211501710228,132.8308160267458,979.987871077464,213.5629133269384,879.0819112380184,303.0169860548994,870.705689772683,470.0297304998349,910.6952315393072,615.6021244818099,908.5155352398272,306.8559069049398,900.499059879269,459.5077493534763,926.0267058873052,581.2488188883655,10,1,baseline,person0,3.1021509093923303,2.882748003351602,5.520447002537914,3.858547628576248,9.834033507435938,6.5542521347562195,6.7514931366310735,18.79937479898275,15.773364616762851,2.5596883637433607,2.969336115538896,-91.55022678978575,-92.56864348641348,-88.44807588039345,-89.68589548306188,6.228538897523607,80.48007100950217,-4.04349128927375,66.2246844865937,-92.96567685574163,-92.74458746156525,-74.16630205675887,-77.10833835379208,633.427971956358,-8.81229824264644,0.6334892676731484,12.13541314616568,3.161083408852066,0.012540362855430085,-100.3657472753458,-19.199984843660026,0.102185726225023,-35.094465842968575,-1.3283192599792193,0.035119595169359794,1669.811254238134,-156.5764884338241,1.6771361964702203,-91.51416614729857,0.15007186934391042,0.09151428919683163,-104.69518597917025,-28.333981302586967,0.1084614976093747,-30.99298762319723,-2.438327029631574,0.031088755531784938,22.868309341068205,0.47826612332543283,0.022873310005408227,26.090376489418034,15.847680344168644,0.03052632827004464,-4.208170610894352,-16.461329967339744,0.016990705817712,709.0930850675916,70.04890710272821,0.7125446320596074,1434.7711768581207,-285.35539877838886,1.4628725281290949,-95.13158243012802,-4.983855510486147,0.09526204276315749,19.51072928772013,2.6394105944567645,0.01968844954852542,1.311457844758918,11.441124682501577,0.01151604340383999,3.779494802363781,56.660898769684685,0.056786812116454914,7.498572129144019,32.97528943459586,0.03381713023411869,-91.0437732768316,-9.309534183248745,0.09151850129450434,-15.828097235829818,-21.352701787760928,0.026579438213474946,-29.06630268259293,-30.671719771133997,0.04225641188453039,-153.0376967702615,-22.65199092131451,0.15470503975451422,13.980134945816797,35.83356398451741,20.772484792514724,9.269482111149726,26.92744511165859,168.92814688989563,3.102150909392307
