Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,RHip_vel_X,RHip_vel_Y,RHip_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,Head_vel_X,Head_vel_Y,Head_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,981.6976791023486,795.2414545988406,963.9810066280648,800.5576580407458,983.4550871542302,1035.8600031183585,963.9672156681261,1154.309239476347,0.0,-0.0,-1115.9900387303592,-0.0,-800.5618801727512,-0.0,-1030.5571305760436,-0.0,-1154.278506784877,-0.0,-1093.7250609397888,-0.0,-1113.0814447935609,-0.0,-1097.127353908023,-0.0,-475.0547191009315,-0.0,-342.37794778753687,-0.0,-414.9036600022351,-0.0,-526.3586827943642,-0.0,-690.739597986152,-0.0,-835.6644234901119,-0.0,-528.1407658285498,-0.0,-682.0473964946814,-0.0,-807.6549806777845,-0.0,0.0,-0.0,5,2,trajectory,person0,14.08161990818599,8.856703328888184,0.0,0.0,1.6452295060347029,3.81968574779288,8.429481463730834,13.78966069853942,5.234748692774857,0.0,0.0,-99.3502591718465,-99.74046130755576,-85.2686392636605,-90.88375796621123,1.138321355644529,87.4710125277541,-1.1913645469980298,79.42679727629756,-88.70866010055998,-84.09950600851509,-74.91895943287642,-78.86475731574022,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.7396517914146,14.081619908186
1,0.0339869281045751,982.984047442506,795.2939521415677,965.331457233441,800.0325592514379,983.7980272487372,1032.8310200261405,964.9130462898432,1154.7100485623062,0.0,-0.0,-1115.990036178861,-0.0,-799.9566443091984,-0.0,-1027.1470448374541,-0.0,-1154.7969438071352,-0.0,-1093.7250609397888,-0.0,-1113.081692355914,-0.0,-1097.1273541856347,-0.0,-475.0247019990182,-0.0,-343.831874792844,-0.0,-415.42058709029027,-0.0,-526.2556772388066,-0.0,-689.511090734181,-0.0,-836.1675960625893,-0.0,-527.5016341691569,-0.0,-681.0727760267082,-0.0,-806.9701011190369,-0.0,0.0,-0.0,5,2,trajectory,person0,13.37787783079,7.680958404620121,0.0,0.0,1.5785307357622598,3.8765030657465385,8.943258843552389,13.486262770542778,3.9258181946092847,0.0,0.0,-98.84742496310956,-98.7410267827538,-85.46954713231956,-91.06006836530892,1.6215542926038482,87.36140089892888,-1.2678512884306432,79.04524180320144,-88.76525544162841,-83.69534025751875,-75.27885030844777,-79.76952206290945,39.73441204279971,-15.450022070019255,0.04263246043041697,20.151263940074564,-0.0,0.020151263940074562,100.33521500080589,-0.0,0.10033521500080589,0.0,-0.0,0.0,18.805219978290797,-0.0,0.018805219978290797,28.676332999979035,-0.0,0.028676332999979036,27.829247138985682,11.793036567642043,0.03022486902880615,-8.168184205937549e-06,-0.0,8.168184205937549e-09,-14.804885305586552,-0.0,0.014804885305586553,0.0,-0.0,0.0,17.807901369917975,-0.0,0.017807901369917976,-0.007284046157394724,-0.0,7.284046157394724e-06,0.0,-0.0,0.0,-42.77900611769004,-0.0,0.04277900611769004,36.146463375300335,-0.0,0.036146463375300336,10.090352780685913,-89.1220025210264,0.08969139620162311,3.0307403846735954,-0.0,0.0030307403846735956,0.8831954986029973,-0.0,0.0008831954986029972,7.507293210161906e-05,-0.0,7.507293210161906e-08,-15.254012385673343,-0.0,0.015254012385673343,-15.20958547546959,-0.0,0.01520958547546959,37.848914623861575,1.5446392379311067,0.037880420385467205,-20.70625727722821,-34.59403334865653,0.0,0.0,-1.962483048400733,172.83094803124845,13.377877830789998
2,0.0679738562091503,984.0909881302938,795.469676547489,966.7692215190033,799.7814510091065,983.9000528861758,1030.7362524224275,965.5467362419013,1154.9474607313643,0.0,-0.0,-1115.9900283296572,-0.0,-799.6081945358552,-0.0,-1024.6506287051805,-0.0,-1155.2625085961804,-0.0,-1093.7250609397888,-0.0,-1113.0819884056552,-0.0,-1097.127354519936,-0.0,-475.1314514098673,-0.0,-345.1816246951127,-0.0,-416.08903812166494,-0.0,-526.2813063624372,-0.0,-688.8034612569447,-0.0,-837.0258961019654,-0.0,-527.103945213431,-0.0,-680.2554265351442,-0.0,-806.4465730910621,-0.0,0.0,-0.0,5,2,trajectory,person0,12.686192661819486,6.739034676560334,0.0,0.0,1.5117095357244628,3.907743824470834,9.37096795971132,13.350586715310593,2.837015878042027,0.0,0.0,-98.44896088744996,-97.96889679681394,-85.76276822563048,-91.22986211491896,2.093389376001916,87.2584283493566,-1.182415160772865,78.6833521023861,-88.8441300239294,-83.37060369093209,-75.49324595372532,-80.53358781289003,42.3034491713491,-7.388377130136375,0.04294379965035743,15.403805438490469,-0.0,0.01540380543849047,73.45224389190224,-0.0,0.07345224389190225,0.0,-0.0,0.0,11.701232735781115,-0.0,0.011701232735781116,24.048936963324742,-0.0,0.024048936963324743,18.645108204784513,6.985396512675714,0.01991069623110716,-9.836178025925434e-06,-0.0,9.836178025925435e-09,-25.253828081644315,-0.0,0.025253828081644315,0.0,-0.0,0.0,10.25246448490719,-0.0,0.01025246448490719,-0.008710694313928373,-0.0,8.710694313928372e-06,0.0,-0.0,0.0,-39.71379520136793,-0.0,0.03971379520136793,20.820636541761786,-0.0,0.020820636541761785,3.001908178480469,-61.63450834001932,0.06170756899301689,-0.7540876760535217,-0.0,0.0007540876760535217,-3.1408961269060343,-0.0,0.003140896126906034,0.00023094772517461516,-0.0,2.3094772517461517e-07,-13.698348600747849,-0.0,0.01369834860074785,-19.6678861154461,-0.0,0.019667886115446103,32.569601006064886,5.170352712683951,0.032977438603806405,-20.351505933170863,-27.71429430637447,0.0,0.0,-1.9660853088044103,173.02119657498707,12.686192661819476
3,0.1019607843137255,984.8536981722667,795.7913765920827,968.3732086954544,799.8775224687586,983.6195298523123,1030.0428487590734,965.6877343616485,1154.9416919161865,0.0,-0.0,-1115.9900127774206,-0.0,-799.5846326755873,-0.0,-1023.5649165088274,-0.0,-1155.6035069946224,-0.0,-1093.7250609397888,-0.0,-1113.0822084065683,-0.0,-1097.1273547730568,-0.0,-475.411390528989,-0.0,-346.3476913297166,-0.0,-416.9416092070779,-0.0,-526.461749770296,-0.0,-688.9860354302824,-0.0,-838.5135639326983,-0.0,-526.9910125555888,-0.0,-679.7105886483707,-0.0,-806.2101595299113,-0.0,0.0,-0.0,5,2,trajectory,person0,11.994481533270008,6.141481641543263,0.0,0.0,1.4417692665564588,3.990380974943487,9.65706546951252,13.47597976125614,2.16526565937242,0.0,0.0,-98.20299483168333,-97.54989820075016,-86.20851329841332,-91.4084165755038,2.453610192181719,87.14981415793974,-0.8018537272256749,78.34765815365184,-88.88067640662945,-83.19312037254774,-75.40421818742003,-81.02785471317529,47.19423807635139,2.826717947455119,0.04727881599576919,6.956014395398039,-0.0,0.00695601439539804,31.944993469617245,-0.0,0.031944993469617246,0.0,-0.0,0.0,3.3228262788179737,-0.0,0.0033228262788179736,16.030807053143583,-0.0,0.016030807053143584,4.1485985233315255,-0.1697362927307085,0.004152069377654771,-7.447594464215192e-06,-0.0,7.447594464215192e-09,-43.771765019639325,-0.0,0.04377176501963932,0.0,-0.0,0.0,0.6932624271120991,-0.0,0.0006932624271120991,-0.0064731037876007294,-0.0,6.4731037876007295e-06,0.0,-0.0,0.0,-34.30926828738365,-0.0,0.034309268287383655,-5.371893946281392,-0.0,0.005371893946281392,-8.253850804057397,-20.402069325611897,0.022008418522527076,-5.309200269692561,-0.0,0.005309200269692562,-8.236670235696732,-0.0,0.008236670235696731,0.0004575946540916406,-0.0,4.5759465409164055e-07,-10.033222108009383,-0.0,0.010033222108009382,-25.08526462849722,-0.0,0.025085264628497222,22.44127623497257,9.465405158236006,0.024355795488218104,-20.352269743859626,-17.58184891492535,0.0,0.0,-2.057857919750884,173.35832745635307,11.994481533270005
4,0.1359477124183006,985.1610281176496,796.2219969219047,970.1909264439552,800.1983295566383,982.9838572270826,1030.7018484568819,965.436702228303,1154.7002703247517,0.0,-0.0,-1115.9899887302752,-0.0,-799.7909492985563,-0.0,-1023.9122099749665,-0.0,-1155.769534271787,-0.0,-1093.7250609397888,-0.0,-1113.08210038134,-0.0,-1097.1273546640716,-0.0,-475.8310669161469,-0.0,-347.2799119286756,-0.0,-417.9007722294333,-0.0,-526.765340528583,-0.0,-690.2357268220763,-0.0,-840.8120511799399,-0.0,-527.0305591219058,-0.0,-679.5216159870798,-0.0,-806.4034611983728,-0.0,0.0,-0.0,5,2,trajectory,person0,11.25041204881775,5.834580064087345,0.0,0.0,1.3624548070042073,4.286856307066856,9.757201416827227,13.844029088341175,2.0846471572792553,0.0,0.0,-98.06143926744409,-97.4621954913334,-86.81102721862632,-91.62761548529257,2.506279732173597,87.00992970770322,-0.0367571243030314,78.05021616005851,-88.73604710658086,-83.23286887546955,-74.89141357964358,-81.14822171819026,53.48284913858175,9.439131624153838,0.05430941316013639,-5.687529860503104,-0.0,0.005687529860503104,-10.218442369091084,-0.0,0.010218442369091084,0.0,-0.0,0.0,-1.1635816627885012,-0.0,0.001163581662788501,5.5601571495213244,-0.0,0.005560157149521325,-7.386137769586713,-7.103366055678064,0.01024757729769699,3.2066818431367023e-06,-0.0,3.2066818431367022e-09,-67.62856708230038,-0.0,0.06762856708230038,0.0,-0.0,0.0,-6.070469868122914,-0.0,0.006070469868122914,0.0031784346024363594,-0.0,3.1784346024363595e-06,0.0,-0.0,0.0,-27.428798392446893,-0.0,0.02742879839244689,-36.76976595086152,-0.0,0.03676976595086152,-18.70344455003036,19.389798800906405,0.026940362573204018,-8.932574234213938,-0.0,0.008932574234213939,-12.348170622145838,-0.0,0.012348170622145839,0.0007075410084745642,-0.0,7.075410084745642e-07,-4.885033347344156,-0.0,0.0048850333473441565,-28.221527388533374,-0.0,0.028221527388533375,9.042592623764659,12.670175088996631,0.015566046965918926,-21.89281367715301,-9.029988721299135,0.0,0.0,-2.3336754445181738,173.82095692632953,11.250412048817765
5,0.1699346405228758,984.9654761520909,796.7456875915443,972.2138266883809,800.5514411444594,982.2160080001788,1032.3261144452642,965.25020870726,1154.283034271002,0.0,-0.0,-1115.9899598224868,-0.0,-800.1133496866993,-0.0,-1025.368665795349,-0.0,-1155.6404242803396,-0.0,-1093.7250609397888,-0.0,-1113.081268331163,-0.0,-1097.1273537491313,-0.0,-476.3627264108006,-0.0,-347.96688440562565,-0.0,-418.8558845593791,-0.0,-527.1604102792818,-0.0,-692.4449218651065,-0.0,-843.759730051356,-0.0,-527.071570141654,-0.0,-679.7321409193061,-0.0,-807.1669029471195,-0.0,0.0,-0.0,5,2,trajectory,person0,10.366528298201214,5.642683437845745,0.0,0.0,1.2755115005580526,4.9765182349228505,9.633847583270812,14.384249137388627,2.7550082180165125,0.0,0.0,-97.87474814232502,-97.55430982967763,-87.5082198441238,-91.91162651307448,1.948574885067854,86.81286198636748,1.0916543917225454,77.80891706265989,-88.25096864873775,-83.55329043036171,-73.86620496979204,-80.79828221234516,59.51994949944665,10.389629410891283,0.06041993700520001,-22.462805299664332,-0.0,0.02246280529966433,-42.85341163817593,-0.0,0.04285341163817593,0.0,-0.0,0.0,-1.206670388744607,-0.0,0.001206670388744607,-6.194291275119557,-0.0,0.006194291275119557,-5.487213215305172,-12.276368504560521,0.013446885607083346,2.6920360171814065e-05,-0.0,2.6920360171814067e-08,-86.7297821782048,-0.0,0.0867297821782048,0.0,-0.0,0.0,-9.48601142036187,-0.0,0.00948601142036187,0.02448147636113781,-0.0,2.448147636113781e-05,0.0,-0.0,0.0,-20.212844033339408,-0.0,0.02021284403333941,-65.00131568915737,-0.0,0.06500131568915736,-22.592486868514467,47.790903119709284,0.05286199848569327,-11.624167664791793,-0.0,0.011624167664791792,-15.643058208079086,-0.0,0.015643058208079087,0.0008505560813357811,-0.0,8.505560813357811e-07,3.7988132098991008,-0.0,0.0037988132098991005,-28.102343554175306,-0.0,0.028102343554175305,-5.753740525094279,15.408590856701581,0.016447802352270037,-26.00657958544807,-5.646189195185523,0.0,0.0,-2.558139593511855,174.32108183049127,10.366528298201217
6,0.203921568627451,984.2518389690143,797.3215006455305,974.358320884142,800.7373950993111,981.6530457364728,1034.3129255629292,965.764476389376,1153.7779250062886,0.0,-0.0,-1115.9899380350382,-0.0,-800.4762779371044,-0.0,-1027.363403308165,-0.0,-1154.946056065383,-0.0,-1093.7250609397888,-0.0,-1113.0792262075254,-0.0,-1097.1273514798236,-0.0,-476.9819150876488,-0.0,-348.455364778219,-0.0,-419.7314705369069,-0.0,-527.5963395830435,-0.0,-695.1547431986006,-0.0,-846.6311569171664,-0.0,-527.0210322905441,-0.0,-680.2757137056682,-0.0,-808.5352531017122,-0.0,0.0,-0.0,5,2,trajectory,person0,9.26029819724572,5.345000955643151,0.0,0.0,1.203953688247574,6.200367580746784,9.288529658536214,15.042882756636892,4.2800163023912905,0.0,0.0,-97.45011988919646,-97.6041543373988,-88.18982169195073,-92.25915357684065,0.4232874071013269,86.5368927349118,2.399505510521762,77.62214790821047,-87.29492185236585,-84.17457760655199,-72.25207864893966,-79.89456130416066,63.097617682971524,5.471337517750719,0.06333438948548874,-40.261071856284865,-0.0,0.040261071856284865,-58.69131528093819,-0.0,0.05869131528093819,0.0,-0.0,0.0,1.486979080732606,-0.0,0.001486979080732606,-15.993583906422678,-0.0,0.01599358390642268,15.131337569952782,-14.861868750223437,0.021209255512740954,6.67700129801491e-05,-0.0,6.67700129801491e-08,-84.48621355172996,-0.0,0.08448621355172996,0.0,-0.0,0.0,-10.678465829229355,-0.0,0.010678465829229355,0.06008556087985135,-0.0,6.008556087985135e-05,0.0,-0.0,0.0,-14.37259557822601,-0.0,0.014372595578226009,-79.7312815431907,-0.0,0.0797312815431907,-16.56408198981118,58.45809634667739,0.06075950823239605,-12.826381437600112,-0.0,0.012826381437600112,-18.218436068803868,-0.0,0.018218436068803866,0.0006410537735261721,-0.0,6.410537735261721e-07,20.430449401611153,-0.0,0.020430449401611154,-25.76243356956772,-0.0,0.02576243356956772,-20.997401732827395,16.94219178074571,0.026980154593058032,-32.548693355036576,-8.758734572499398,0.0,0.0,-2.105451016058308,174.72671442686254,9.260298197245731
7,0.2379084967320262,983.0642643897044,797.7837070341737,976.4627865925496,800.5882245995646,981.555186164294,1035.993242014496,967.4268751493972,1153.2588648712785,0.0,-0.0,-1115.9899477374224,-0.0,-800.7986281766285,-0.0,-1029.2388459791205,-0.0,-1153.2049915711646,-0.0,-1093.7250609397888,-0.0,-1113.075587516852,-0.0,-1097.1273474128968,-0.0,-477.6413837456784,-0.0,-348.8409585282008,-0.0,-420.5187964508401,-0.0,-527.9763945852466,-0.0,-697.5991045433987,-0.0,-848.07110029182,-0.0,-526.844355382848,-0.0,-680.9386605719625,-0.0,-810.1684237773409,-0.0,0.0,-0.0,5,2,trajectory,person0,7.909744410089413,4.73524395879421,0.0,0.0,1.1759454600020198,8.052851079840643,8.824266847256247,15.839819097961277,6.564279953248525,0.0,0.0,-96.65609449937703,-97.388232215994,-88.7463500892876,-92.65298850365171,-2.3162311235509176,86.17106603634626,3.5478213337292,77.47214813503686,-85.76744609688413,-85.0046671163975,-69.92898297745663,-78.44038716314894,61.91985642045465,-4.3890550886950415,0.062075215857065845,-48.052906417534544,-0.0,0.04805290641753454,-55.181293972338494,-0.0,0.055181293972338494,0.0,-0.0,0.0,5.198378245672876,-0.0,0.005198378245672876,-19.505936642890312,-0.0,0.019505936642890312,48.91288659293045,-15.272346280102468,0.0512417313890957,0.00011966149993957424,-0.0,1.1966149993957425e-07,-42.36756467730738,-0.0,0.04236756467730738,0.0,-0.0,0.0,-9.484535893689685,-0.0,0.009484535893689685,0.10706147557723796,-0.0,0.00010706147557723796,0.0,-0.0,0.0,-11.345354566772665,-0.0,0.011345354566772665,-71.92063187578977,-0.0,0.07192063187578977,-2.8793297198757077,49.44008020956319,0.049523853553250494,-11.182387564824102,-0.0,0.011182387564824103,-19.403597053562386,-0.0,0.019403597053562385,-0.00028547399751802723,-0.0,2.854739975180272e-07,51.227474541419525,-0.0,0.05122747454141952,-23.165550929188733,-0.0,0.023165550929188733,-34.94209819892759,13.59953412739117,0.03749530043919605,-39.73744796825288,-17.94092702267076,0.0,0.0,-0.8240882541480385,174.91741612563385,7.909744410089431
8,0.2718954248366013,981.5990902357265,797.8812637926862,978.3022904636464,800.0555878979653,981.941845373548,1036.8936459937634,970.1497638927714,1152.6725269974074,0.0,-0.0,-1115.990027381214,-0.0,-800.966026885583,-0.0,-1030.5124267775552,-0.0,-1149.6935966918973,-0.0,-1093.7250609397888,-0.0,-1113.0704595598236,-0.0,-1097.12734164957,-0.0,-478.2767434353517,-0.0,-349.2089622406706,-0.0,-421.2317456001895,-0.0,-528.1651964190846,-0.0,-698.7425233774514,-0.0,-846.1288526486559,-0.0,-526.5952622449909,-0.0,-681.4652475261889,-0.0,-811.1863019804559,-0.0,0.0,-0.0,5,2,trajectory,person0,6.432544651431418,3.725507884487688,0.0,0.0,1.1827256105643742,10.60680433575625,8.46809721376193,16.889571517678522,9.164122915486528,0.0,0.0,-95.54732056951325,-96.80757611283,-89.11477591808178,-93.0820684381399,-6.151903107269512,85.73520595129573,4.104988379737344,77.35397764648896,-83.5561154777639,-85.79669683494235,-66.67020262764437,-76.63257391945581,54.123863899578154,-15.671810643207214,0.05634712319414899,-29.94910866857756,-0.0,0.02994910866857756,-37.47266580009972,-0.0,0.03747266580009972,0.0,-0.0,0.0,7.329086556181489,-0.0,0.007329086556181488,-15.493808460894277,-0.0,0.015493808460894277,80.11576494928038,-17.25186436582216,0.08195219714873463,0.00016957480496716305,-0.0,1.6957480496716304e-07,57.14690180848186,-0.0,0.05714690180848186,0.0,-0.0,0.0,-4.925385090393411,-0.0,0.0049253850903934115,0.15088027410958857,-0.0,0.00015088027410958856,0.0,-0.0,0.0,-10.827801539977154,-0.0,0.010827801539977153,-33.642900309629894,-0.0,0.033642900309629895,11.376703656895351,26.4926555438321,0.02883210335478412,-5.555130880235542,-0.0,0.005555130880235543,-18.694237023080426,-0.0,0.018694237023080425,-0.002343365405567724,-0.0,2.343365405567724e-06,103.31604163998115,-0.0,0.10331604163998115,-20.977157663549235,-0.0,0.020977157663549236,-43.109931838194335,2.8704200100769253,0.04320538779050608,-43.46376212974493,-29.70954218632657,0.0,0.0,0.19949289154619626,174.8499818693775,6.432544651431471
9,0.3058823529411765,980.1752229591,797.3835841555119,979.6121195917469,799.2139092899391,982.5961930802865,1036.915966140223,973.228694659962,1151.649630522762,0.0,-0.0,-1115.990224398176,-0.0,-800.8521973818189,-0.0,-1031.0434414585588,-0.0,-1143.5319634086711,-0.0,-1093.7250609397888,-0.0,-1113.0650757041444,-0.0,-1097.1273355438689,-0.0,-478.8226976393044,-0.0,-349.5823741490413,-0.0,-421.84972307242083,-0.0,-528.0101583505668,-0.0,-697.2457254236704,-0.0,-838.388501141289,-0.0,-526.4419639583388,-0.0,-681.7141456733212,-0.0,-810.5609877754949,-0.0,0.0,-0.0,5,2,trajectory,person0,5.1584743664490516,2.510562323120733,0.0,0.0,1.182881030679915,13.990578269774469,8.4311882592781,18.30981038457099,11.420995694252698,0.0,0.0,-94.44172716420108,-96.04185051939822,-89.28325279775196,-93.5312881801502,-10.436361151673903,85.28583078916988,3.663739781426544,77.28254607552664,-80.4624401167981,-86.28298095155203,-62.15947516878662,-74.86198525729934,38.53920319219144,-24.764774428466346,0.04581008879255572,18.39866795366123,-0.0,0.01839866795366123,-15.62408580645156,-0.0,0.015624085806451561,0.0,-0.0,0.0,4.5105072803410655,-0.0,0.004510507280341066,-7.323349329083448,-0.0,0.007323349329083448,90.59161680387624,-30.096761657838265,0.09546023306816862,0.000179648518369072,-0.0,1.79648518369072e-07,227.7449578129089,-0.0,0.2277449578129089,0.0,-0.0,0.0,3.349214245368292,-0.0,0.0033492142453682918,0.15840959978752323,-0.0,0.00015840959978752323,0.0,-0.0,0.0,-10.986927303984105,-0.0,0.010986927303984106,44.040401332405494,-0.0,0.04404040133240549,19.25292290980749,0.6567273862131312,0.01926412031292352,4.561697016004458,-0.0,0.004561697016004458,-16.063652539377593,-0.0,0.016063652539377592,-0.005796845230370949,-0.0,5.796845230370949e-06,181.2942100641542,-0.0,0.18129421006415422,-18.182798702190187,-0.0,0.018182798702190188,-41.8945564084358,-14.643266247628022,0.04437994032283652,-37.48706800044266,-35.74743670945074,0.0,0.0,0.00457293801494767,174.56908358692183,5.158474366449127
