Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,Head_vel_X,Head_vel_Y,Head_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,1043.2953670601278,549.0268105742268,1039.0483851611584,555.4015074650987,1217.1051707087934,636.5581251954412,1224.0561677205342,813.1696985196497,1117.5619541939316,959.9527032958675,1278.9499583336674,970.5866669937981,1221.9448732872575,831.437334448597,1062.40462894201,549.0306539732642,1045.8213196235852,756.7711821780374,1014.3073907915889,946.2208495420368,1108.758953684562,965.3384427755784,1101.439078936148,958.9697951095392,996.579066029369,969.5829114941696,998.7028362150596,272.8915709514706,1022.0839480775647,149.7088251587069,1036.936277760218,219.7970960959321,949.8624358123784,323.8621713602204,958.3808990983648,468.3070011421794,996.6543870201964,600.0115270320572,1017.8198092898821,321.7441282634769,1051.7953426980039,453.448988230999,1138.8970056096814,515.0406113719628,12,1,baseline,person0,63.18989270172165,5.016939235776047,11.666165780680908,-131.64423071345783,-13.662277040177177,-5.796341704298352,5.290792911018042,12.83191811450184,40.265777056004445,-129.34836558354715,2.159660703187761,-87.70301150638811,-99.50624362987824,-24.51311880466643,-94.48930439410223,15.247566362490616,99.17297264607495,1.7859206216234635,79.25285024177062,-86.62336905822339,-75.536234442907,-73.79145094372154,-35.27595432128245,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.68609145074139,63.189892701721675
1,0.0336633663366336,1043.1535474287944,546.870275819134,1037.1975914994152,553.6702222807024,1228.4665483459812,609.25845238417,1215.5063075295848,775.8291523201646,1213.806230492585,854.5672759379426,1302.1767342120213,862.1606259405539,1255.0370933859365,802.5451744841821,1060.9251319518185,546.9821242040811,1060.263955343131,746.5420955307225,1028.7037083561343,936.6293235454766,1121.0368765243145,968.3635859922493,1108.7962382449232,951.6218292598128,1015.8011974599948,958.336945523662,997.6047954225512,273.93072049764,1021.9234364532956,150.7088363550774,1035.9303951418362,221.0847445588502,949.7052533014656,324.945576373528,947.9773006107561,467.5487129878822,971.9351660002136,600.0818043159047,1020.02110005516,322.0150563267972,1055.3875546964089,450.8390993492748,1146.9515086489007,501.4838102100594,12,1,baseline,person0,74.18195161157989,10.659034527342431,5.951097607396226,-75.73265161757239,-8.202564684582775,-10.229168915036864,5.897588327805806,10.912221068435535,45.92262485705637,-76.25227241270095,-3.434494632994084,-90.52682600500044,-99.38674166542675,-16.344874393420508,-88.72770713808437,15.226351958869245,99.47485754649838,2.372108783124013,78.83854080138165,-90.75431136853844,-74.6275541256958,-79.84209030010292,-28.722255091616656,106.70982701144558,-77.52905207474839,0.1319004969528989,689.9718716805164,-3220.8912195228468,3.293964394420451,-4.669245177115241,32.18350186590272,0.03252044961061544,-4.768139426817709,29.706214951006032,0.030086448117199675,218.55090887832668,-218.27780906540264,0.30888460904022885,429.03123755121237,-303.86404452317913,0.5257386806662692,-734.3062714759611,2.0876487260599945,0.7343092390853675,65.39128449796348,8.048157175102956,0.06588469414218116,427.6553158879671,-284.92474283899503,0.5138785637571434,337.4997474576352,-810.9608688054111,0.87838693653059,-32.61827060098531,30.868854165620597,0.04490921658743843,571.0103748509435,-334.0713420650806,0.6615561274575115,-54.979458775317084,-51.429354007065086,0.0752842569254078,2859.0211488717646,-3130.567106808954,4.239628797422035,-4.212877283727997,-64.06176772481592,0.06420014345027601,-309.04807272014267,-22.525618701181035,0.30986789886967253,-253.98114096643488,-1109.233872396472,1.1379394551724993,364.72653141617747,89.8645484952243,0.37563423671854834,239.26611969445236,-402.716740397719,0.46843254480256147,983.0335970489944,-858.2671048252696,1.3049817915021784,-29.88063072251999,38.25073375139054,0.048538342832191675,-43.94976353216456,-60.85338431985183,0.07506474603775576,326.5288087928484,167.60341895535464,-169.7711427946335,1660.902790789541,162.1855729161869,115.8197319399189,74.18195161157993
2,0.0673267326732673,1043.4495905627139,544.7554768417303,1035.744124485263,552.0412953911099,1237.5930661558614,586.0485013908697,1197.9121065979857,742.6237872943799,1303.4292730120007,759.2475895021548,1334.2692580080907,763.5169346344677,1275.830834444846,777.8851608927653,1060.0690953649696,544.8148266743858,1067.86462772399,739.9053727701299,1035.6074671830274,931.8448498814253,1134.9956290431523,969.8761497235232,1113.59949207744,949.9742856029724,1024.3320393996896,953.6079023186084,996.6228567630022,275.0535154322394,1021.8889339616964,151.72301220773198,1034.9606423993441,222.43717192301048,949.5974738517419,326.1143404343706,937.9709758100084,466.97011499108584,948.1337409413716,600.1861122034511,1021.7253297302232,322.3660234496305,1058.6752983457366,448.2848359210462,1153.5245266512784,488.0563654357722,12,1,baseline,person0,85.7446341916362,13.150509060723955,3.254792161671636,-22.85987402100492,-6.094399315511566,-14.611649442930627,6.534112691794669,9.084269906167975,51.250905208870506,-28.22463799101732,-6.134301326511601,-95.3874353408226,-99.39290940853816,-9.642801149186385,-86.24240034781423,15.651195249533448,99.85199896769733,2.9714582021245333,78.42750484629468,-94.75965047523329,-73.61388834050801,-85.67538056906533,-22.39763935278472,97.6653260535584,-75.87664889737952,0.12367611637274223,953.3367362949956,-2930.2978887984395,3.081476375029701,-3.2016836535546425,34.719167689735954,0.03486647936464827,-1.0249269563324022,30.126988564151077,0.030144417645897665,142.684893260054,-48.94173804143503,0.15084519378206734,225.78467954904775,-197.14970553524975,0.2997444376659922,-707.0423326303049,3.0985578359353876,0.7070491221916376,50.6256462298161,10.425788060635627,0.051688036457886326,205.08224750476845,-142.1270117850539,0.24951716518218933,271.1112643523255,-689.4720736245101,0.7408596749498507,-29.16935429836692,33.35361423368744,0.044309308419713506,253.41618703210926,-140.48040109129883,0.2897490413110373,-43.17652012628487,-48.38871054377673,0.06485120814838295,2662.331557194407,-2831.5553911807488,3.886607164836441,8.794222507612266,-62.82196962287581,0.06343451912650497,-297.2467073163251,-17.18776402248073,0.2977432186339255,-522.6512629680947,-986.3946669424249,1.116305863844942,414.6570601184239,44.93204025254642,0.41708436286596823,195.25729948239768,-398.8740947655899,0.44410129078423943,617.6964255734847,-732.5474625685566,0.9582143074917482,-28.807360879912757,40.17504817064423,0.04943580217189878,-25.429322138745274,-64.3814854409469,0.06922157244688204,343.47968840755453,74.01144937398048,-80.09613235828918,1570.6325109568554,62.62491243417407,109.49480011688371,85.74463419163622
3,0.100990099009901,1044.6357274774355,542.7050056846429,1035.2325359092802,550.4622610085643,1242.8785999390605,570.1847161153032,1168.647111651267,719.0576512330207,1376.7342919535051,688.6415042243752,1372.4847691224913,689.9759562205152,1273.817534264744,762.6847959786896,1060.4995928063872,542.4664054810572,1069.9799616988569,734.1031700083283,1037.967551401517,930.0832969451658,1160.0774063591311,967.6849633858448,1122.1186906524422,953.9638567168568,1022.1409364752187,955.4915704142069,995.8030014533716,276.262630309002,1022.0460022061295,152.75115058257,1033.975915514885,223.8094786306854,949.5651648785533,327.2553955927375,928.7940656840348,466.4986451618758,926.1005412694134,600.1378318773258,1023.0504152296725,322.7835438466594,1061.9120507820867,445.7234150482779,1158.127038247467,475.2971001831379,12,1,baseline,person0,97.32472711155056,11.907766743358346,3.2816925985503858,21.16741131506531,-7.4115900467267455,-18.8787317806271,7.192127798264546,7.371311437932979,55.7802400018855,8.293189754836352,-5.636027558636129,-102.91954048587344,-98.92550137107538,-5.59481337432287,-87.01773462771706,16.539527089396046,100.39385541900968,3.500259524907122,78.01172714284503,-98.4848763616174,-72.4140167827258,-91.11356492368444,-16.687762914102706,96.15058707981267,-76.08926710282246,0.12261530069301017,1135.2254772219019,-2184.5996528850565,2.4619529905177324,-0.9597665564855259,33.896050292663084,0.0339096354637689,4.665850790515,30.54175760548191,0.03089610203943794,253.07031061035812,118.51373014774316,0.27944603476513175,62.83786219457074,-172.35955262998692,0.18345684045026256,-654.5156373140507,-1.4342096878415929,0.6545172086706709,39.36283395422973,12.402811794094209,0.04127060015686691,70.10838413748016,-52.328484283001515,0.0874840316499235,157.01144473620423,-471.24773906829626,0.49671624229043604,-24.354525374320133,35.91782428030127,0.04339623263877871,-65.08864569751422,55.95602283983711,0.08583477320287454,-15.197190051252823,-46.90660959915153,0.04930704421825661,2177.5902685564497,-2097.416062663453,3.0234175228754654,35.23524364319656,-60.91105496053897,0.0703681675972966,-272.60821256568784,-14.00542727947459,0.2729677445258687,-869.3424969466378,-700.0528653521422,1.116167725427124,745.076326151135,-65.0911235604481,0.7479141569439866,136.72166800443011,-379.0252325047235,0.4029304423559646,-59.806858291263126,-451.54025185930465,0.4554837640880688,-29.252180979522194,40.765581610342835,0.050174921385969726,12.788306347991716,-69.7619236841753,0.07092437363394043,343.99687791510286,-36.91675707468424,0.7991012131628534,1307.8693585126732,-39.12831289786264,105.98866879333255,97.32472711155057
4,0.1346534653465346,1046.9495735525436,540.6253724258933,1036.0435722976576,548.6912625679618,1242.4346627378507,564.3096700373794,1129.752975705072,712.7741606037988,1425.5414230666313,657.6595998229155,1406.208710189231,657.5694009533154,1242.606136478898,762.9838505659552,1062.6947333018363,539.8397757204775,1073.546969424506,722.1748181042985,1046.0321512784037,925.4503610456652,1207.8630212011947,959.1325227858256,1145.875582578637,959.9268815834864,1015.6825525558826,960.065474145951,995.1358049819744,277.49921970500367,1022.3604040320268,153.7773125348434,1032.8720763332904,225.1048180179532,949.5278193870068,328.1904039953411,920.8142704463633,465.9134506462606,906.5471426419713,599.6558689795805,1024.5540826860579,323.2468638192575,1065.6002619598169,443.03533167810673,1161.1382746564811,463.95485492450325,12,1,baseline,person0,107.20403276351163,8.341774211145268,3.690270673026184,51.08930183816601,-9.730829900340916,-22.91262303914444,7.814309520966299,5.748121449950458,59.09360862817773,28.7019301669615,-3.212710829489984,-112.45793166353944,-96.9152824612081,-5.2538989000277905,-88.57350825006283,17.47839236109066,101.15732165027808,3.8160016699080255,77.59802074831997,-101.75530138886634,-71.02836882875565,-96.00717993891593,-12.00028532621698,109.5615673384533,-79.8518883492028,0.13557308401962384,1001.7994258060896,-962.6653182315257,1.389361941493726,-1.1093807782945055,27.775249606754997,0.027797395856964602,9.339583651657188,30.483046229298008,0.03188171780509673,705.7194366310882,177.13691515576147,0.7276107544214833,105.96111185016483,-354.3422183255933,0.3698461368088432,-580.8509592269606,-14.317133138900317,0.5810273807112685,44.66776855733483,13.763328597766375,0.04674011940487235,239.56605516634,-137.6254487792808,0.27628365666405297,-13.187546271229966,-174.52342760891239,0.17502096491854657,-19.819659885623793,36.73397911652073,0.041739718970242076,-191.85199289792783,135.8718461488707,0.23509220692062285,24.09255153709094,-52.609071323779254,0.057863334030436545,1449.8588948311035,-920.3448072198321,1.717301772868525,68.73483928997916,-61.77734092167947,0.09241708707578201,-237.04685853083205,-17.38371943445075,0.2376834172606747,-1155.384626636976,-186.65663339747272,1.1703650431640304,1419.5138526612989,-254.0577942946866,1.442069672636938,89.4514345030636,-336.9314032712061,0.3486033987857261,-927.1621106971957,8.883680386417371,0.927204669579315,-32.79051686501351,38.47919944530846,0.050555581158034005,65.20858530599169,-78.0263546525148,0.10168712611716792,293.47349142590303,-105.93095463338868,12.137172212369322,888.8561596568163,-68.89506623971519,106.41122055030587,107.20403276351165
5,0.1683168316831683,1050.1669795418218,538.3764890018929,1038.0644837968812,546.573389869095,1234.2309210782428,569.8655017626265,1087.0745505772138,729.0990610734076,1447.6284523204497,671.0255619827637,1426.0467723101679,671.3956039877622,1185.648060899547,782.8010970285204,1066.6454086765973,536.8833510901749,1084.1926767095522,699.5878161369195,1067.973252703858,913.5546736143853,1279.3465315833403,942.341787969462,1191.2539167239613,964.9277420878464,1009.8754404530721,964.2060497686929,994.6192465868544,278.7386516926524,1022.6944245794614,154.7588502278928,1031.6039754948615,226.2272644102328,949.27761506387,328.8846701620131,914.2327396664356,465.09839371946197,890.0388915832946,598.6301095846703,1026.5864132238246,323.8164419794411,1069.8739772186061,440.3011267477361,1163.0756639559925,454.6359401021257,12,1,baseline,person0,112.5222948088024,4.236915517222418,2.7358113430067084,65.54223442795582,-10.49876570183729,-26.511581661027844,8.343710720714576,4.208140069099259,61.0996093558076,33.86868268536146,0.1174157391684005,-121.759137094048,-92.6336051914162,-9.236842285245595,-88.39668967419377,18.071683429834977,102.10207602764352,3.8313349429095505,77.24764409067647,-104.40950563338431,-69.55421325164193,-100.20136556428506,-8.50525245888725,126.95448268756377,-81.22196999042164,0.15071313507319753,589.3071394748952,410.71956072915503,0.7183129277700866,-7.432540187299846,20.623789068786117,0.021922210864545776,9.922375085553576,29.157443234702743,0.030799513361794,1348.0034554934534,148.5549738059879,1.356164406060264,316.24012817343464,-670.9668231486095,0.7417575725486648,-490.39216380186633,-30.47108790762741,0.49133793006092136,60.372171857182,16.919821817218796,0.06269832138964768,651.7797776384931,-353.37189134096434,0.7414098543507323,-243.69938459423477,165.0408836029283,0.2943261512540876,-15.34482291385859,36.81842080956423,0.03988808971570125,-172.50538893642897,122.99945232262507,0.2118654631689043,60.03295924164116,-62.913277231042024,0.08695997152287079,656.1146925399003,397.0476994543138,0.7668985365800948,95.57588379914708,-66.8050664188361,0.11660903251126462,-195.510179050791,-24.21198517842953,0.1970036810284337,-1267.8002758569578,484.94557277367187,1.3573834196776395,2123.480749587265,-498.7835930743305,2.1812738403483025,57.551858603131876,-276.82658737062746,0.2827457796394891,-1691.9898922101263,588.6887919762016,1.7914754503312722,-37.67005431803093,33.34326047654094,0.05030711690735077,117.35829789730909,-87.82320225310825,0.14658064312638247,157.98366663951967,-121.93844943711981,-28.353056568225576,429.33711516728516,-22.81221057386282,111.33891831288912,112.5222948088024
6,0.201980198019802,1053.672309534301,536.0074241279615,1040.7411922730107,544.3366458208733,1217.7735065111385,586.0205910591939,1051.845206555714,763.6350759801685,1447.106137771767,717.2994499895667,1428.9880415754847,719.3933198317148,1120.178558341373,819.6549192233,1071.6918500716904,533.8429139989654,1103.3854203658211,668.7278530721019,1105.4011393073188,894.4690264905679,1358.7098097359808,918.4983195881324,1252.3184062905882,967.8840937596024,1006.4093775960285,966.783264991579,994.2777483237039,280.0330982068763,1022.8915864732837,155.6657939700282,1030.255881952094,227.14136599973781,948.6347224620756,329.4388849788943,909.1229688731643,464.1211808632844,877.0228042318276,597.2066374695255,1028.9901888860045,324.580493923805,1074.4043472365267,437.8892389143732,1164.249721135321,447.6443285810389,12,1,baseline,person0,109.93545392918578,1.6251450709715152,0.0256145893380827,66.51975671669756,-7.769903071631554,-29.434377473847174,8.789765826369445,2.7987796409664516,62.05324318202775,29.479570576291717,3.7346195552845063,-127.10622850992516,-86.30330919026011,-17.170774580739362,-84.67816411928858,18.287048388331325,103.09173895234298,3.566863784534081,77.04726551242746,-106.3426385215042,-68.11849522128759,-103.54385888053774,-6.046756942285597,134.57863876764333,-71.64725622636784,0.1524622554513695,87.3729987638223,1425.8145000703562,1.4284890722451686,-19.097691994480634,16.463440148528893,0.025214414548829858,5.856868022369825,26.94156410461045,0.027570832041022855,1813.974543008618,87.82103495510486,1.8160991649312297,570.1373850832811,-916.7224322195821,1.0795539150983557,-386.65435955828,-42.285495185184296,0.38895971111219213,71.40627702358152,22.696837170810195,0.07492664957094197,1111.8283961616337,-566.9559880898672,1.2480390518498645,-488.88202096397566,479.9011820450898,0.6850626065916133,-10.144507228880753,38.45267586370965,0.03976832040703168,-102.96245545923445,76.55845220926409,0.12830613328626583,79.51398708502816,-66.44445555011566,0.10362113594971502,-15.515814534400501,1374.606673143264,1.3746942374035973,104.12892036481693,-70.37516243149163,0.12568013185703308,-151.79025003541352,-29.02897013939274,0.15454113081366755,-1046.5187488739668,1025.9227957596593,1.465509834359377,2357.5562039460847,-708.2912666218481,2.4616554944056355,34.87640444475513,-207.69198930287223,0.21059991929622984,-1944.8293406986954,1094.7753063743346,2.2317916873869614,-40.04630818221571,27.15419427647206,0.04838447132943983,149.90899438364565,-90.31886653298446,0.17501486865097768,-76.84439083567001,-77.58494560921794,-80.50878591780322,29.038162106739854,81.06327225022912,120.26251353308234,109.9354539291858
7,0.2356435643564356,1056.7773874783045,533.893461173599,1043.4013991300703,542.4921530201971,1197.3086002698064,607.6134376850672,1036.7640639944536,798.608095028507,1435.6683869547871,769.5950574788563,1422.214926975383,773.716774520076,1071.35180445098,861.1771611213172,1076.5907343628824,531.3463222618637,1126.7834119943943,640.4915908549383,1149.7413431849125,874.7602324565069,1420.103199226494,895.0338059406869,1308.012879672595,969.0179451138512,1004.9607204584432,967.971538257048,994.1471788764163,281.42914682571416,1022.8696693350885,156.51894396935558,1029.038337387476,227.9459841856523,947.57359834963,329.9716540777451,905.4715984857011,463.1733458878148,867.8376057018347,595.7075550381019,1031.425897697156,325.61831984664553,1078.7658639177223,436.25061529386613,1164.9388570480821,442.7878896229356,12,1,baseline,person0,99.06005652720955,2.5375589250224104,-3.426869217106244,58.59898176288426,-1.186294909197866,-31.488994921879463,9.215388321997604,1.6391230798365737,62.503029094298746,22.688120528333435,6.799317309689015,-125.88639376446808,-79.77106458091887,-26.826337237258517,-77.23350565589647,18.30324279436578,103.95278925330142,3.0831638546687055,77.04980217675988,-107.53620566857803,-66.83182242470099,-105.89708258874144,-4.1548887267908166,129.5627014119825,-48.676760491534395,0.13840491540809066,-201.20134547361172,1613.726153977791,1.6262207972635034,-31.52162804617914,15.826376171744524,0.03527162056684142,-0.6510679287402249,25.34357350943151,0.025351934988789175,1654.453473994918,33.68205493503841,1.6547962951488924,695.0579866134975,-838.7830835098605,1.0893404729181408,-272.8544269203774,-44.53156634523066,0.27646446189557033,72.35487939008927,30.829534766733097,0.07864914993493298,1317.1648798932215,-585.4671168941694,1.441421196523936,-607.928097168988,641.4345615332944,0.8837504557605139,-3.8786806400146197,41.470856030185,0.04165184345720553,-43.03363849885905,35.29870582716733,0.05565871607864648,79.02379193029965,-54.79228613773494,0.09616108522288376,-339.76848015146055,1553.4871636524297,1.5902091018911018,92.23908010128383,-62.797134820765265,0.1115864151213239,-108.4671791569957,-28.156274271303765,0.11206205751777308,-447.9986466727383,1038.904389377119,1.13138195039856,1823.7448054534834,-697.0340818800032,1.9524091852685141,20.47139034967119,-144.26480434365817,0.14571002571944933,-1450.4418067440308,1233.4548328528667,1.9039937655987693,-36.16823559600141,23.901893169812684,0.04335252891388231,145.5256804148249,-74.16346042566843,0.16333383765315576,-323.0632757645885,27.10405860562958,-102.55907777966988,-235.29360892210136,195.57188953111867,130.77912649055995,99.06005652720957
8,0.2693069306930693,1058.9867294102266,532.5721637917178,1045.6195634244382,541.4315032435898,1182.9798156756779,624.3100293695092,1049.9987475474747,811.2257974127982,1430.4791958335761,797.2247545005224,1421.0957590542714,802.9640403457873,1059.1523547246563,889.3553236795376,1079.9605560399277,530.1455816991773,1143.9226725853396,629.1740265759447,1181.1501384348708,865.9588872191899,1442.545705327559,884.619915144675,1331.332897266037,969.1665877465359,1004.3260237256959,968.4777951894295,994.2560279833308,282.8586091893992,1022.6123138520728,157.33005513236938,1028.19735995896,228.7727040455593,946.2025535159628,330.52668070755396,903.1467043015087,462.490601034726,862.6605893068055,594.5186177412769,1033.7414353375584,326.9847518975985,1082.6666302771553,435.696411493668,1165.538327855369,439.4393574414222,12,1,baseline,person0,84.32973598054916,7.038196468878082,-5.4672807571816655,47.36194882093301,6.154131999565769,-32.596414896598866,9.649432609948413,0.9177290310805752,63.15408246799311,18.94159917109637,8.14866584765183,-118.19261746274256,-76.34661147012518,-33.86288148219341,-69.30841500124711,18.137942895704818,104.53745299918714,2.400419751004611,77.26588333238925,-108.05896189741172,-65.81311439086446,-107.14123286633112,-2.222322193337923,115.87570655962831,-16.46311288823781,0.11703936712347666,-33.24587059772547,868.815837763777,0.8694516938053398,-40.7280965295233,16.487555767852164,0.043938790858604686,-7.6449717013470035,24.094772783645197,0.025278521867583274,692.7416990992999,4.415560559165221,0.6927557714274467,509.13685873102077,-336.1982329936347,0.6101226047168993,-153.7878399699884,-35.31843146450759,0.15779129039255582,68.78508872960319,40.59106974889765,0.07986878849024354,933.0259765428813,-261.45172616735465,0.9689656743247856,-425.64918941381507,495.98698827313035,0.6535903342192938,3.2334587642231756,42.46344080358431,0.04258637176914043,-18.85422647278733,15.038808873685355,0.024117371917901666,65.89252756798874,-31.507537481568182,0.07303800454181766,-154.14950095361965,820.76452917302,0.8351146514059368,65.63045150710164,-39.25030457941347,0.07647184171054563,-69.06303311865169,-20.281538282931347,0.07197946470119092,393.1479526044546,374.819982592178,0.5431899593949386,666.6744459433976,-309.3538148227044,0.7349521070241898,17.80780927528879,-99.47110303907363,0.10105255271884557,-362.39541834078824,837.0571818765447,0.9121376896968449,-24.981976552977525,24.558442897237615,0.035031646693103075,100.10352628869691,-35.6690578915658,0.10626851681614695,-437.5771691802051,133.6954093910065,-60.61222516106389,-333.8059785697277,218.05385817209586,138.40033448138055,84.32973598054915
9,0.302970297029703,1060.0915540940807,532.3825771479975,1047.313602924264,541.2190414186329,1184.6139417567454,626.3355054396959,1093.4711317754432,790.5195202957103,1441.958850526097,785.6793665581803,1435.4957602617842,792.3443644656562,1090.4663034946225,891.5960724386007,1080.9258423652718,530.665370322779,1144.5400081911762,641.8003693760634,1180.3716537217663,874.8021921278848,1418.402005776067,894.4078740863578,1309.0829364524989,969.180432454146,1003.3940480733197,968.9944864420203,994.5978133297432,284.1570337857287,1022.1286119797235,158.06228506436258,1027.8964774056506,229.6364026268269,944.736786140961,331.0323271391107,901.9467912328738,462.2594162254441,861.4665408036692,593.9929053002684,1035.919281365809,328.615664156306,1085.91352496953,436.292205770893,1166.447690329719,436.94689643277417,12,1,baseline,person0,70.6710602072168,12.25127360182726,-4.309269174731417,35.74157904395203,9.114451812468191,-32.81329304338074,10.053882094011994,0.8421990271014085,64.53612107263619,20.231534645005578,7.228168816918893,-104.93876274535263,-78.365550518572,-34.26770253813592,-66.11427691674476,17.62598036992616,104.77127127078704,1.5257099144801691,77.67620934221189,-108.04202177259369,-65.17484663520094,-107.19982274549224,0.1491737673185682,96.45187174407228,17.69859470580156,0.09806224460767353,427.7647417525835,-315.4668423215421,0.531509174794734,-43.54191319858326,15.020673408008005,0.04605994826986889,-14.36879091390752,21.75153621509227,0.026068975431421577,-660.9547182845115,0.41126925547386234,0.6609548462375916,18.338498879262033,375.0766537682302,0.3755246952506819,-35.47026435786951,-15.61675192407658,0.038755936245629494,64.69483789802774,48.44768768513405,0.08082450428359196,-23.125575301045068,262.6981752288775,0.26371409424144615,48.543157114063916,60.168553849665805,0.07730907433775694,10.15303529048546,38.57084830272941,0.03988476481567877,-27.685159085294103,15.34876956225596,0.03165521695792461,50.32293808305802,-6.311365976661834,0.050717171035090824,341.01327174841407,-342.96593593428173,0.48364830685099636,32.819792079194954,-5.631838534043106,0.03329949485195114,-35.644476450627415,-6.867548746315694,0.036300026545752755,1291.3855314778805,-615.0982320076087,1.4303924027794936,-717.2098984413822,290.75995679704846,0.7739065776299613,27.013414679224702,-74.04075349219136,0.07881470516549052,930.2084781666383,66.56341901922747,0.9325869941215257,-8.937981730664896,25.656928443537907,0.027169201213405665,28.674682017577847,15.44077970110905,0.032567699743570835,-405.7430156195786,154.859056008196,34.399755831610285,-345.19333749266997,87.9389120891601,139.03897380892295,70.67106020721671
