Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,954.4651825152072,592.2343734485358,952.986294320326,587.805442544456,960.3933040901001,695.5536956560076,942.6767099013916,803.2846466628542,982.3163348627396,823.9431656064743,972.1845038384096,828.3758439550028,930.8714997913589,820.9839777004146,961.8347558317815,587.8037531369571,960.3869591827005,694.0713579039085,945.6248289902455,798.8510695120973,979.3107099761298,820.3750444117882,979.3389299135972,818.0367712322043,932.3347972133096,813.6015032913658,986.967393774432,438.7902902121117,1012.0655028800741,366.475264605504,1022.3898247825649,410.7415576579072,973.681082265733,455.0083992144105,1020.9092567162025,511.066207348584,1087.3245551230998,536.1448000029111,976.6509083590737,453.54085919970385,1015.0185189868089,509.60016093693406,1084.391368557332,531.7071842023157,1,1,baseline,person0,13.270200167105456,7.237704778549722,-0.6502472323369708,5.742679259734525,11.180546454103252,15.893706549857226,52.04334250037076,46.32328305508453,29.21584180596266,37.91470552716552,-3.59608775295169,-8.66966390333819,-99.3387665922764,-98.01947084954676,-86.06856628324444,-90.78172631643444,102.32643125260196,78.03772618908926,26.49556610931465,70.8607026954388,-49.21183928147759,-54.93189872676165,-19.992338815535888,-17.066419920381577,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.10629247233368,13.270200309031964
1,0.0334757834757834,953.6919256314385,594.401473599839,953.882184171302,590.5585374269162,960.4753680364896,696.0550942728756,942.3563916797542,805.4279750117714,985.5759376645959,825.0920416228415,975.6720374291368,829.1220768572272,930.6870396511582,822.3353795297758,959.71259341211,590.2257840671068,960.4440330124556,694.7908080077019,944.6098398594908,800.93368004609,983.5392411134932,825.0304849153906,980.759195350118,819.6675158189281,931.7256913562768,815.5628716563652,989.834207702866,439.16566830398,1019.3380738797355,370.97288076566184,1027.441176821991,414.2924229948267,978.0458304181756,456.6478453492598,1010.5773070394173,521.0117151551699,1062.4890919872412,562.4123655949488,977.8189380903489,454.63656301212666,1004.9297774617316,519.0538168943393,1058.287495616339,556.6510737718664,1,1,baseline,person0,12.95602829655926,8.89026019777371,0.3933440167206846,8.421119716281494,13.486671912820944,16.615741938198862,40.77228426186336,37.26036052480183,24.338674642140425,29.67004167058159,-0.985076253999997,-8.076501590565845,-99.40619510992036,-98.470853019859,-86.45016659455852,-89.57923671586677,65.33185904799215,76.93408918047729,12.943493175157505,66.36735636296534,-61.91731388763588,-65.42923762469105,-37.57179380703992,-35.41791125415891,-779.7837789181833,745.132360758496,1.0785568955384095,2.4514421432110467,14.97795017197306,0.01517723821831953,104.18079066768014,22.291723291980585,0.1065389978902994,-23.09899286832536,64.73635345595346,0.06873397217028188,26.762326612134036,82.24138755264188,0.08648622984197181,-308.63951800439565,297.0955949031191,0.4283971808787074,-741.8934094201217,784.6736615153403,1.0798697078892912,85.63844160683773,11.213422148577314,0.08636945940047303,130.38524268147674,48.97409304954052,0.13927947910274738,126.31612163528244,139.06890355442238,0.18787209085121906,-18.19541751646852,58.590663499130635,0.06135095001601009,-30.320100842122702,62.21245084522959,0.06920764087329229,-63.39395823869946,72.35173246659967,0.09619546315751272,-5.51025610301944,40.36953549836506,0.04074386234360484,42.42665261436765,48.714157441708416,0.06459945810388648,34.89178175979441,32.73123729024875,0.047841094562349765,-301.3743213023073,282.4028290254671,0.4130107012923679,217.24871667073973,134.35432103960818,0.25543705384516446,97.37196454907021,34.31961546765189,0.10324308928927338,150.89570773093786,106.0726581496808,0.18444761700428572,-9.568654961255577,64.02623408254718,0.06473729843421555,1.7049288718353564,21.491658419699963,0.02155917818672776,-9.385049069082104,49.365698055116674,31.17451305695641,80.01128512748834,68.88936476680097,21.568886919822543,163.3842557750358,12.956028515361837
2,0.0669515669515669,953.4044720317169,596.7388655335413,954.7714693996244,593.3112685920992,960.397278080228,696.7893545077493,942.0121386321756,807.4788158866575,986.5554224254064,826.3314035959554,977.2026284929002,829.934088556175,930.4102160167738,823.7655358078059,958.3746254016776,592.7142693503503,960.5475408738652,695.7876527230662,943.7610175317251,803.0406640712084,986.1609591255819,828.3391221514787,981.1603790574121,821.3512256408922,931.2668924092792,817.4999196379514,992.9278181291222,440.0652474843119,1026.4558817334791,375.4109612643567,1032.467213330654,417.8483441976706,982.1859651712977,458.5543872624935,999.4196794873392,529.2568560435167,1035.4369969292693,584.5991040372527,979.68937979716,456.24337865901185,994.443530990566,526.9723630883794,1030.9490674051397,577.5580618410751,1,1,baseline,person0,12.505722503792745,10.089965035186228,0.905452137738652,8.187748270223333,15.324993171181182,17.183580054856776,29.125091900324584,27.462777543051867,19.58139658660714,22.133639879848833,-1.245026534453942,-7.971151291088684,-99.43277344090788,-98.87926154446424,-86.92705067509931,-88.78563797594985,32.498918208406884,75.88936530707693,2.4459672134462664,62.35670012772057,-75.6565043044827,-77.31881866174307,-56.065016810461,-54.12096662605429,-816.6628342239089,624.5406648759347,1.0280998136787607,-2.3327297572606147,21.93407169707706,0.022057768004331853,45.72233730901755,24.256689900484556,0.05175827599454843,-8.586911787428178,69.8233675514475,0.07034939736962646,26.565031075844605,82.23052246631559,0.08641504325720044,-333.3044485769697,246.3016554731688,0.414434989992425,-808.1093927955824,662.7698036807374,1.0451337729666226,92.41338379710068,26.872535514595455,0.09624119008934492,123.67551475283663,56.95286906766182,0.13615895947170475,78.31685295686447,98.83673786101457,0.12610404516935228,-13.705398331588752,57.86415672653319,0.059465103860165854,-25.35630953581031,62.94054406949552,0.06785613104974327,-39.96823588610826,74.33687952497672,0.08440042379845314,-8.269369844164235,42.72211519902723,0.04351507330452893,11.984296277467474,50.29635297951955,0.0517044145146867,55.87447141197606,47.999344004825815,0.07366066508294192,-313.24872437269084,236.54550758366878,0.3925283944877537,212.62557929055689,132.57585149292763,0.25057133389061026,29.2595022165503,37.02264277131453,0.04718892399422432,150.13947357793825,106.22368869771896,0.1839166484220782,-10.283644229793834,61.26341677319178,0.0621205245741757,3.0920220727450767,29.778084688755413,0.029938185119158984,-13.451687937110375,35.83799131334415,15.297868125728208,-6.971351282248041,54.91495844122922,16.96265352739809,162.81641598217624,12.50572276580857
3,0.1004273504273504,953.9492288607761,599.2563131005078,955.5894611429344,595.9949242935242,960.1037517303296,697.852616064762,941.6297833951633,809.3453748368273,983.3824704541483,827.7265764814864,975.0054911237106,830.8673206685237,929.9590720587863,825.2535781368003,958.4642960251548,595.2556194302299,960.8112046338108,697.1941486840062,943.1998212123345,805.1990351398691,986.0106863212542,829.5777786966387,979.7558432100165,823.1194532309801,930.9903901750241,819.4526822604275,996.3249877974823,441.9225752517806,1033.346927553818,379.6916583090255,1037.4253255412145,421.40811103845533,985.8810858475862,460.8933419405309,987.126991042261,534.3396134739762,1005.3290759856748,599.1893982166298,982.7183065388359,458.6750449476688,983.4867212423052,531.9574632755832,1002.0913059134864,591.092587661834,1,1,baseline,person0,11.914756033267103,10.54679805036577,0.2533365326136754,2.4820467630475695,16.34817421053179,17.54432058944647,16.87063695825406,16.393390164092757,15.086962485553576,15.919294931878902,-6.931410804855303,-8.990233760298672,-99.41345587604728,-99.24848975490896,-87.49869964734393,-88.69484694895975,7.543167677728813,74.95697433002167,-2.5334987148883865,59.141688261122184,-90.9417786591814,-91.41902545332393,-75.84345896960089,-73.37985247645608,-862.0488751974693,404.3079628158637,0.9521518744536167,-8.768319048029747,31.762111192462672,0.032950191597779885,-65.63363545408878,27.87782735611669,0.0713088168533013,16.2731614467894,75.20205072384636,0.07694260339074337,24.435327821430228,80.16707669788825,0.08380838521309106,-367.2113739763797,151.83386026308776,0.39736345365422254,-899.3940639320592,435.84623463500833,0.9994356519965354,101.48140881654486,55.48272735161706,0.1156581573853076,110.38190275551233,69.8700503822238,0.13063685695982535,-4.489000367578724,37.001569987332054,0.03727287627521593,-8.259768870086006,58.33358982886115,0.05891546048457107,-16.764247498386883,64.47559532765092,0.06661938446910308,2.678671390680624,75.91607472661444,0.07596331800491707,-13.476725893921433,44.451307019324,0.046449336233643806,-41.95677297326873,52.82109652092628,0.06745694208903501,90.48113075134214,72.63956317604952,0.11603163861830429,-327.3055507778346,148.91660984753386,0.3595901559532244,205.8516666331004,127.87443937691539,0.24233609079455232,-94.78350143928138,41.67707938905479,0.10354173598840147,148.11041582184723,106.33856690344192,0.18233097950155996,-11.421845803518002,55.758484383797175,0.0569163170131158,7.876253594969965,42.01532615233534,0.042747198766461776,-17.653551587617017,13.64667134706542,-19.480219353095027,-170.44265778882476,30.564812324430935,10.776164054551732,162.4556739773656,11.914756228703354
4,0.1339031339031339,955.3475277063812,601.7638171925217,956.243502233694,598.4493185664631,959.713687950621,699.2490693996289,941.2639432674408,810.9583331692282,974.6729895826033,829.2327706955679,967.930617245254,831.9087461839861,929.30756458734,826.6686595158636,960.1109105303069,597.6952184348103,961.329289134054,698.9445328458064,942.9548859220522,807.3512003443642,982.0513737993206,827.4645269936593,975.5770238527583,824.8956537701843,930.742376430268,821.4143096725201,999.8929217795276,444.9024935291534,1039.9297582627692,383.729326605522,1042.2238551439377,424.9509688785179,988.9922630841696,463.6682045597982,974.1618074499244,535.4182775756422,973.3548732098092,604.0902183696894,986.7837679569044,461.89535685258346,972.3584485164744,533.1036700425764,972.7337142368286,595.49060972426,1,1,baseline,person0,11.338445756486925,10.27749619685708,-1.9068215512484656,-10.99281626558839,16.52159256895898,17.79940651278564,4.057650569585039,3.972863510667877,11.11934101493716,11.482428572296408,-20.378550194990897,-11.51232746367398,-99.38573254862166,-99.61268789408912,-88.0472868857293,-89.32510237377106,-7.311649096485735,74.15330115804464,-1.7476308134513692,56.80054758585391,-107.831653760075,-107.91644081897005,-96.70531142691392,-93.1424379804611,-876.9799726388817,131.37921224778964,0.8867662430542468,-11.652118015125785,41.71532940751426,0.04331212949989694,-211.34304096495936,31.10981752572723,0.21362046182611003,41.77045913254564,74.90501585505483,0.08576440203481675,19.53773811545745,73.31850125970725,0.07587704420730879,-387.30037794979813,32.22222124976776,0.3886384622014727,-955.144270155644,146.39896797650678,0.9662987295012573,106.58253852747917,89.01713322194536,0.13886643772350163,92.93814553538775,82.89164079683567,0.1245332205058094,-118.2739315062717,-63.12777427623503,0.13406654600988843,-7.4087510135663,58.59840184208206,0.05906489896738287,-7.316790373540993,64.29021164066289,0.0647052295735945,49.18822904752325,72.87653196661628,0.08792309587538905,-19.46205297682369,42.27179268521066,0.046536823730182975,-124.83111441681504,53.05926717111911,0.13563957003500182,121.44484746740504,96.19825350000423,0.15492887062401364,-332.42755121418037,34.239878741668406,0.33418624463388774,196.64455990143114,120.61460187832053,0.23068802553468895,-260.1725775244502,44.99354631000876,0.2640344471944276,143.34330983454305,105.83345547761417,0.1781797541042583,-10.928500836645089,48.18284039767903,0.04940666189214531,15.476396560458385,52.28807155675421,0.054530370231833346,-17.215736778710003,-8.044676645238306,-64.52897765409455,-402.525695578827,5.180412238973873,7.62001353974881,162.20058804377396,11.338445662892354
5,0.1673789173789173,957.1838686235903,603.9649478002573,956.6844241763248,600.4675097455834,959.4583295202964,700.9532043966308,941.080904523564,812.2618667317389,960.2546276350616,830.6919513242398,956.1144341587055,832.9904348350838,928.540628896439,827.8259198944644,962.6617284300072,599.7629110427301,961.991501756286,700.829932592125,943.000935861619,809.2900285439142,973.533283747686,820.3886713976856,967.6805929440154,826.5116813063918,930.312839992014,823.2474140537151,1003.3503737372736,448.7349821638349,1046.0532658540558,387.4708638358157,1046.735357037246,428.4042721575379,991.5526382405692,466.6521773419749,961.6114257643732,532.3662273355386,942.2489809743776,599.0761442668746,991.1855671190593,465.4819841166366,961.6168863405992,530.1667915154904,944.792939243868,590.8327990532866,1,1,baseline,person0,10.968214145854256,9.545520239638291,-5.615455022460068,-33.03130001432113,16.203288685814865,18.16032234415409,-9.004498159911616,-9.341952559588677,8.045107348302937,9.002479846985043,-42.41442100280396,-15.536304799779844,-99.38312126379674,-99.92881826152536,-88.41490785052926,-90.37194354933202,-12.260994471304,73.42476789505676,2.1346008457580705,55.17899513033387,-125.60195481197468,-125.93940921163605,-117.56497445208558,-112.95843904017462,-834.656342342912,-139.13970600099216,0.8461743718639149,-7.628153961184062,50.906500761505164,0.05147485359509684,-352.97704369178757,32.31257162002502,0.35445295267227406,54.85580101620656,65.75292283533369,0.08563063567741977,13.171370371353836,60.28809394648671,0.0617101229066981,-374.9092741811482,-91.17188376820067,0.3858358151557183,-929.2058020967246,-149.78212851812899,0.9412003552239229,103.28218188670871,114.48540517218797,0.15418857640149358,76.48439828904081,89.13825076970461,0.11745420780848753,-254.45528579776672,-211.3723671648346,0.33079566211074896,-12.831258708695552,54.75911811059434,0.056242352513915135,1.375619471314795,57.91733600357694,0.05793367016408584,76.19890066338614,61.766817479137366,0.0980887975449269,-22.91016404308606,34.570075990541795,0.041472470031009095,-235.88487225266155,48.27452469862378,0.2407739659774962,131.49204305671552,107.14095061128926,0.16961527255857548,-320.8756020197617,-87.73143514954847,0.33265290722454827,182.92350336524447,111.76847385813518,0.21436697467658408,-430.7102164755038,43.58914048202868,0.4329102721631093,134.76912038734062,103.15825114349109,0.16971841558581996,-5.467795668150058,38.93959833542529,0.03932161120799727,19.781840885398026,56.3213030602417,0.05969430799681655,-11.059684709112078,-21.865834977344274,-110.78556156555538,-658.3410890046989,-9.508481956049742,10.781400579602181,161.83967574558602,10.968213413267478
6,0.2008547008547008,958.798830424452,605.5767895661211,956.913304957304,601.8558844276535,959.4816950751373,702.8194429567492,941.264353251582,813.1895522118128,942.3744637331693,831.9798983363793,942.0703926135454,834.0863274255083,927.839525120528,828.586092603855,965.0747327653744,601.1772871793577,962.5159897525016,702.571350258961,943.3325908127011,810.7429573912973,960.6082727498532,807.2933572351096,955.9559640541962,827.8568233872882,929.6414226609464,824.7652042777488,1006.3902755245622,452.7704896329562,1051.581813377864,390.8345033172726,1050.8583949769604,431.58736536837637,993.7321616260116,469.3612526272449,950.743784233183,525.55149495812,915.004624868467,585.5132570425005,995.0976841642995,468.758546085204,951.9782284952016,523.4686521694321,920.2962935526637,578.5300802892202,1,1,baseline,person0,10.85707220815147,8.634360334340581,-10.186233251160523,-60.61061539854873,15.908365873572071,18.798079751502456,-21.85574090134373,-22.73517131682425,6.105641715228573,8.239466677063373,-69.98856622593027,-20.233526199716344,-99.37795493458287,-100.0519582415853,-88.52088452811492,-91.4106003149404,-9.716929866522554,72.68104361776145,4.792003825126085,53.951648093892665,-142.28656939525192,-143.16599981074248,-136.2203904815252,-131.8844843383279,-731.7721393712953,-367.51100307977083,0.8188741059190612,0.6979838084369281,55.748913583110124,0.05575328283692289,-419.52838998733677,32.73687653098286,0.42080372276201616,48.2426886895685,48.14948594197448,0.06815959219710033,6.837204606270984,41.47400114098741,0.04203379756185061,-324.64188744236355,-203.5720054871456,0.383189139329651,-813.8526802701793,-405.15518431959873,0.9091242536441334,90.80898105006892,120.55005290736783,0.15092576418663897,65.10746453534529,80.92641915997974,0.10386562114712442,-386.10032853100597,-391.187682643757,0.5496373956927817,-20.05680708125249,45.33994626687732,0.04957808223174735,9.907309602538112,43.40238514310447,0.04451878052767078,72.08208695437257,42.2507254430864,0.0835520859115127,-20.943610667637046,22.70813795711674,0.030891655139810917,-350.2421055597045,40.182542161246275,0.35253959947988184,116.86409215993768,97.87857455039642,0.15243828716035848,-287.9292684029386,-200.0890987631043,0.3506264551440504,165.15065368992535,100.47978365884018,0.19331561069488667,-534.1223429416362,38.47399159667848,0.5355062326984106,123.16479292252428,95.08644400036653,0.15559883691172993,5.480042853984796,27.712136468591613,0.028248776563514304,15.667683972058317,52.02022136676041,0.05432844330638464,-3.320069798610895,-27.218478873148594,-136.53984325734965,-823.8586978607557,-8.810034646571955,19.051306381215035,161.20192814587637,10.857070406467955
7,0.2343304843304843,959.6635323680166,606.3315201839092,956.9168049511312,602.3730442376691,959.7256419626465,704.4635517590619,941.8624886182728,813.6678317542246,926.584310185124,833.0897978761562,931.330616507734,835.2226365716389,927.4434263974022,828.9236041571982,966.5563905932852,601.6483689297187,962.6990302627886,703.8014474213342,943.9670770758701,811.4853225309968,945.8431026049392,789.2391219089134,942.6939455512148,828.891476161694,928.8665908539843,825.7779496900063,1008.7966816397928,456.22358636213414,1056.50616792595,393.68910783138426,1054.5632421077796,434.2217508180231,995.7242588612968,471.14155016336366,942.5769509333072,515.618335631458,893.7062431833821,565.642129118192,998.0291136456406,470.9748509263273,944.2042742772336,513.7568929687139,900.6886405380043,560.6111628163607,1,1,baseline,person0,10.898542833577633,7.742077684832417,-13.310898930284472,-85.2063231746624,16.022134830806863,19.745974252282284,-33.97618021540203,-35.27512968003101,5.19434085704926,8.462913229558085,-94.497548303234,-23.167767891225353,-99.29123583380422,-99.85048297492143,-88.39269621412487,-92.1165359780562,-2.8565179422352616,71.8613560277003,2.745982036323554,52.72738482631712,-154.14091529590155,-155.4398647605964,-149.03615312374333,-148.19179145880932,-585.7264857996119,-535.2800028062724,0.7934735014929268,7.287264469422923,49.11337783930161,0.04965106349549137,-320.82224792679284,33.94421364185572,0.32261296378875487,25.830670824780288,22.545569944140826,0.03428594871611841,0.10455300709353148,15.44877389919104,0.015449127687983507,-243.96242453245912,-296.72671690709274,0.3841411317604739,-636.23250820977,-593.5970979942382,0.8701432751277667,71.88498267625276,103.15208101629379,0.12572908395577054,59.50860677319892,53.18165405767652,0.07980953958266893,-441.07018900977,-539.322263786797,0.69671473061019,-23.146039510099726,30.2530757193513,0.03809183292365833,18.953589648703957,22.176184173150904,0.02917227630907411,44.26058702950783,14.072314415040278,0.04644383271428389,-11.832395899333843,10.082260019013674,0.015545338845119263,-396.16753145076547,30.90749989927236,0.3973713458791622,87.56865940006395,66.20621270078912,0.10977947307810572,-232.22620685163974,-290.11297697464244,0.37161075140231076,147.10199543644575,85.27371782580417,0.170031185413791,-471.6888421586279,33.15529689035718,0.4728526594287429,110.67245471638621,78.69525896391488,0.1357988807625018,17.86770329433924,14.287329309491488,0.02287755668362327,5.467848434954753,36.74588119089335,0.03715046636319505,1.2388246403900522,-26.65457106190344,-93.34107688276637,-734.7313556949695,3.398545020375465,28.315827214784626,160.25405224182515,10.898539619679354
8,0.2678062678062678,959.5652913552136,605.9643296000922,956.617382656519,601.7012299865863,960.0409138018988,705.3465663536626,942.752298768288,813.6073632092846,919.7382710169616,833.9844767792216,929.6871731202724,836.321087594867,927.571369614001,828.8250733729085,966.7083540480784,600.8561299888155,962.5339528852552,704.0831132353676,944.8751459926624,811.3506205463727,935.1147346637412,771.69558217299,933.3477971465344,829.4674587047004,928.2113692742456,826.043956785648,1010.5303264193657,458.442998694857,1060.9559588382772,395.9225771605033,1057.8863471790673,436.07096445821855,997.6899240912112,471.43166716923616,937.6049640415358,503.466459865188,879.0671760740124,542.0430461072615,999.950014782618,471.52761802871316,938.846486847264,502.10481267227283,886.5132230282461,539.3648330878951,1,1,baseline,person0,10.99568542514663,7.062653760272819,-12.027900733375343,-96.10307347443997,16.776426159373276,20.981560923639,-44.844092936484365,-46.117013070291776,4.910055665815543,8.716964632057866,-105.17669018816744,-21.363160372241342,-99.0736364051987,-99.30627634375674,-88.07795551428731,-92.2830866025143,5.894734164066477,70.94053778877611,-4.284283449074703,51.17650848114904,-155.438712835309,-156.7116329692745,-150.68108848047183,-158.72763828436308,-423.4528975255409,-634.6775944418205,0.7629731353784562,9.41790770873113,26.377712570625658,0.028008582721528775,-49.09350034034178,32.81330290664489,0.059049848630715114,-2.9346889781996497,-10.968842120829924,0.011354642084647988,-8.944444715650052,-20.068664011067916,0.021971671908629364,-148.52488502227632,-363.00496969878776,0.3922145452388249,-437.30319620329834,-704.959841432902,0.8295796908330885,51.78802703234575,66.29904074772175,0.08412825059378712,58.71902091063349,8.666473962659452,0.05935512772835105,-320.48145934983006,-524.0665912603488,0.614291590258436,-19.573002084110446,7.946254516616758,0.02112452062006246,27.12614381226668,-4.023863540684795,0.027422967671603782,4.539504053821808,-23.66603134102291,0.024097471578755796,3.821963321377325,-2.9433451306958007,0.004823969754086801,-279.1913268121546,17.205946603850517,0.27972100665782307,57.38181268758028,16.512447058506062,0.05971041228439572,-160.04965003568802,-348.07490928092284,0.38310838276846526,132.9256689554736,66.71895612942703,0.14873013337673227,-204.50721259787232,26.726152763910545,0.20624618116734,99.2689259593223,55.24033937945607,0.11360376206743726,26.580711715348052,-1.8063369594847838,0.026642017350524377,-4.931247618230323,8.41401708303811,0.009752583583131157,2.9018765651675142,-20.295982767695197,38.326158903413074,-325.5114344869721,22.53244734696263,36.90986567201765,159.01849330306342,10.995680890911387
9,0.3012820512820513,958.5167355200613,604.255454441488,955.8438533560987,599.5591139126267,960.3220671425944,704.9878747310185,943.7298499324304,812.8279014204946,925.1664558811312,834.4035727552614,937.8645602219208,837.0281753612173,928.2709469337644,828.0769699849689,965.3727269282581,598.53709084005,962.1363467147828,703.0412837349193,945.9322034362492,810.1567325880629,934.4379376640463,763.8053558356569,933.2825657810359,829.1978627137374,927.8384304809308,825.2382764572521,1011.7584883668383,459.1112303892004,1065.1665584355735,397.5025686502744,1060.9297573994002,437.0705383703113,999.7342063531079,470.0357566917525,935.6524817865084,490.2105655161157,870.5717370510284,517.2654160514095,1001.1982074612284,470.2071884574718,936.0056622077266,489.7144180252445,877.5353650652269,517.045018954521,1,1,baseline,person0,11.19787122407324,6.838231308655589,-6.729398385540709,-88.2498083862521,18.357028454834328,22.579269542032065,-54.017405663720474,-54.697947326932464,4.835459215112202,8.322669503752753,-97.00065297122168,-15.318073562643844,-98.75087317433332,-98.52389501318632,-87.55300671924407,-91.7752367984987,15.32294108426384,69.8678097024321,-13.464292062943532,49.12762589548521,-139.26733811558466,-139.94787977907473,-134.63693462681704,-158.40014406225148,-268.18962936338175,-666.7450860267536,0.7186617333898412,8.398708305033356,-10.714958259415042,0.013614280432473943,244.2776912917943,21.12236646714546,0.24518920210323608,-31.322816862850335,-51.048100482558986,0.059891797594504546,-23.107130591275258,-63.99002059232631,0.06803427238949936,-58.3252145969893,-395.9845886403727,0.40025694884470153,-253.77864655892603,-740.1657999663012,0.782463425911419,36.68807179258424,19.96164465655541,0.04176699497512842,61.06749565325394,-41.699112986958774,0.07394629841485877,-20.21751037386186,-235.6995271833138,0.2365650330039393,-11.140554591786545,-24.06755704399656,0.02652092115064265,31.57677980416589,-35.66422752057265,0.047634337902819124,-39.89830800484712,-69.27512691205938,0.07994321853873274,20.8980118499548,-22.34759907802622,0.03059643907112476,-1.9486135565907468,-8.053463219405046,0.008285853282507428,37.28643661210719,-39.444321660062194,0.054278290931560655,-84.86208072149974,-370.13008690271715,0.3797339252358094,125.7804645660427,47.19804365188604,0.13434426147407585,162.15258615519468,12.519377667232671,0.1626351622927608,90.91378615632205,29.859612182514137,0.09569176011009309,29.201741158634736,-23.284347903427694,0.03734839412858014,-11.877426879645517,-31.121885502753088,0.03331133480555528,6.039763014743788,-6.704023873842366,158.27866587999617,234.5954081662927,47.21628984738968,47.72729574944382,157.42081642167616,11.197866455089255
