Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Likert_Score,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,925.4846128966948,599.915069460992,920.9701406928672,596.8970556283447,920.9691388513912,700.7668907324452,905.9160890894128,807.6217234001016,946.5464550200232,825.6868231384174,936.0124978593818,830.2042228338486,898.3865133878248,824.1732271003008,933.0012236486895,596.8968172322687,925.4800434070528,699.2578855443503,910.4324210499643,803.1072697357265,954.068742753424,822.680806788623,951.061641239044,819.6710850808824,898.3894587930088,818.1554874261171,930.001614345038,438.8637727806602,952.5767457991404,368.1201185989676,954.0785532368063,410.2614372889042,905.9200783534852,461.4456962725634,901.4251217853804,536.6878289598105,952.5890302329489,593.8553549168528,934.5154586090032,461.4399025586926,929.991554497253,530.668417170034,952.4350564552776,592.3606434740542,1,5,trajectory,person0,8.0177113467509,4.041933499792579,3.5985886103969795,6.219938422840271,-2.596235889112155,1.605655958660412,-1.809055772451101,-2.131451539428215,45.25814232700141,23.75312994174916,-1.799986196315588,-4.640536676148225,-98.01851527836386,-98.2446292791776,-90.00080393161294,-94.20269577938554,2.898022054331537,88.3935401097265,-7.4629319546745,72.30210758227656,-93.4155158707454,-93.7379115467182,-48.15737354328716,-69.98478160496904,4,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.39434404133942,8.017711346750929
1,0.0334722222222222,924.9557518422225,600.1213465505656,920.4758520752729,597.3500230899053,921.3908995619624,700.8384491958323,906.16699085724,808.827198040701,947.5053788598256,826.2219105522692,937.537111306517,830.3651181321611,898.4750572778125,825.5233222092284,932.5656390404879,596.8905981853999,925.9476423015705,699.6577393789402,910.2521227101113,805.0465105651172,953.9994728433172,822.9190721549131,950.1980084471612,820.6927706604828,897.8913572733587,819.7814697081442,930.122996075062,438.666615079796,953.5781717208812,369.6230779211963,957.0416176921116,411.3522598705298,906.8527882841744,460.9739624014053,901.533870089933,535.8910729721911,955.7780433426541,591.3562686463177,934.9408775294636,461.3939821291068,929.2262584126506,531.802575043921,956.2912802991273,590.858054313637,1,5,trajectory,person0,8.532484595371878,4.778756571167908,5.242232789425375,7.160369727238181,-1.8532689516565208,2.344207560818821,-2.2438377334517416,-2.806502687211689,48.33179491963504,29.431168918520733,-0.696768345704873,-3.3058716261645,-98.02245428188888,-98.46620277015954,-89.48996968651709,-93.68744619899245,4.209740241513997,88.16582275266406,-5.647389095731333,71.2127123658002,-94.07801527278032,-94.64068014262564,-45.746220352546025,-65.20951122410492,4,115.20668745110991,-44.89063051868585,0.12364363931000615,12.600319983870069,2.1378462090761907,0.012780393190726836,45.54861750777275,4.806830489005216,0.0458015521158335,-15.799998307884707,6.162635041204747,0.016959304737525185,-14.767128824396243,13.532637855753848,0.02002998704570965,3.2489120032327805,-23.80349838531028,0.02402419539930982,95.27342070488592,-74.66149853880735,0.12104281910493707,3.626342141794708,-5.89018857353637,0.0069169848027283275,27.865192950049863,-14.093294076091556,0.031226429768045946,-2.069474492817447,7.11830139953568,0.007413024989237097,-14.881041250958228,48.57706402736384,0.050805280613646114,-5.386506418848201,57.935825608348864,0.05818568844931978,-13.013316095645825,-0.18579725085259838,0.013014642385544794,2.6452946386364173,40.33479163600754,0.04042144233009681,-25.801477599819304,30.523386610463948,0.039967403925021544,12.709610901722723,-1.371896651525631,0.012783438883792433,-22.86361746530014,33.88355473853408,0.040875913265868605,29.918118823791403,44.90168929479978,0.053956051889303754,28.648347081231726,15.986014023787503,0.03280671325895737,88.5230874614018,32.58889040541297,0.09433118673882467,7.495820449608128,36.01418013408971,0.036785982315868986,13.969759504261457,11.945840701439426,0.01838089471900294,15.379117801124663,22.012971426980798,49.104722361014346,28.095872994460393,22.19652261278245,22.064612180666177,177.65579243918114,8.532484595371798
2,0.0669444444444444,924.2858714374186,600.2276378917211,919.9973556951554,597.7515331867057,921.6702965467496,700.9829491656693,906.3497509078288,809.929514678856,948.4670472047981,826.6885329257038,939.0786970576348,830.5491080666316,898.352540399224,826.7075487325043,931.9629781451434,596.894270824064,926.1770203912022,700.0143273861638,910.0838822508812,806.7898035019607,954.0195138357476,823.1878443638271,949.4391374175308,821.5523595353342,897.3984057802868,821.1944361428066,930.3134335956877,438.5196956065621,954.9259953628052,371.212864324745,960.1658004960656,412.67566070942166,907.8882923217948,460.6286994435245,902.4729723233588,535.2488588138199,959.8532935222061,588.5384939712685,935.1039139718588,461.3568531213146,928.365592420222,532.8550894724094,960.2378123336329,588.7870761674011,1,5,trajectory,person0,8.933442914085555,5.355285527309547,6.525072853411687,7.959741485997898,-1.0766672812079106,3.0689464006814533,-2.0521847824592685,-3.284685361710274,51.14137589234142,35.35068945551698,0.268572582861176,-2.212845240347939,-98.00131903510965,-98.56877533022234,-89.06787612102443,-93.2134898029138,5.400890316845968,87.86317747829435,-4.378186721639774,69.88451374700894,-94.18900760872064,-95.42150817608103,-43.04763171582665,-60.07081872056406,4,117.90469148730334,-61.87154627758749,0.13315256104745352,8.347129835965655,4.317011546997771,0.009397402045000527,46.05567389231744,5.496794722768365,0.04638253820027256,-20.013024541861647,3.1755089473834377,0.020263390841319447,-14.295327538778075,11.99532239403504,0.01866130083294799,28.0561663098149,-19.186481079968857,0.03398925601180461,121.75021283308931,-84.18247991848173,0.14801960765428385,5.68941970333867,-4.389295465907976,0.00718577840235688,30.936220211066722,-10.31490994498619,0.03261053645864766,0.5987350435625947,8.029709145980847,0.00805200053536004,-14.727181535755772,42.21310510194988,0.04470834506370564,-5.0262709811461,52.08178068578424,0.052323754446503924,-18.004806831870482,0.10972198498816571,0.018005141153763827,-3.6602552939285355,35.379381608245325,0.03556821772029882,-22.671665615512484,25.6806634810371,0.03425639938183644,4.870798279024509,-1.1092483655771737,0.00499550876402832,-25.71284292732814,31.444414461064724,0.04061897945794139,40.2669303811315,47.49569338402688,0.06226770087572196,28.730340596687803,13.940585430415933,0.03193387531986076,93.33658169489104,39.53728647311828,0.10136525294273423,5.460051303898209,32.932281305874504,0.033381841055436894,6.8527893997866896,10.65325166809101,0.012666984394934442,11.978837737504048,17.224101594273055,38.32551228506825,23.881645904854633,23.201377706348538,21.651948742784047,176.93105359931877,8.93344291408522
3,0.1004166666666666,923.4003973462536,600.2361619978368,919.5467903046548,598.1008113116286,921.7164240583984,701.22238560531,906.4558219541689,810.8730518925677,949.5045490649632,827.064589912267,940.6641175411696,830.7693928550233,897.9358048238593,827.6239501893572,931.1261804425952,596.96612472547,925.9874546525364,700.3416721822815,909.9099350991809,808.2192876250588,954.216399524812,823.5377089613432,948.8930636264696,822.2149231493848,896.9014305384119,822.2749045433743,930.643587084478,438.428787220939,956.6399972743044,372.8847076087763,963.3877432228588,414.2750025759746,909.1365024549019,460.4467925134585,904.9278820121406,534.8406151839858,965.4393894573782,585.120092145154,934.8337161744856,461.3124651929451,927.6203019065432,533.7520114394099,964.5654810901208,585.7509181145289,1,5,trajectory,person0,9.127118818181636,5.6328919983170245,7.203561307505936,8.487126038258676,-0.2807055807889069,3.772702582781744,-0.7372842097450553,-3.2160335354699976,53.432841316922726,41.41900683250809,0.9686900878627104,-1.5180129590742657,-97.919020395798,-98.47820173950392,-88.7919015776171,-92.84530974118776,6.3666022398875,87.43539583960187,-4.223646449833572,68.34014255254665,-93.30188850606469,-95.78063800214724,-39.86904718906366,-54.36163116963916,4,129.29134874154835,-90.70679660033353,0.1579366195943897,1.3780833355653865,7.153287823292122,0.007284822603373563,47.36525925913181,6.581122308799349,0.04782027766050871,-26.45399774434908,0.25466209142450996,0.026455223481173525,-13.460874736947103,10.434865142925235,0.0170317808591708,73.3417002457638,-12.196490185913495,0.0743489029360525,166.88751341593067,-102.12652758516433,0.19565599855551521,9.863506719049205,-2.7159351721437583,0.010230594736183051,37.290925138471316,-5.434563885790221,0.037684845525911434,5.8820620799321865,10.452386315832797,0.011993791477576423,-14.84739311825653,32.2795538758796,0.035530475381478716,-5.196761378600631,42.70657961122863,0.04302160237504321,-24.99976538733173,2.146672573120816,0.02509176104935281,-12.450191463181138,27.377968835439358,0.030075911374788915,-16.314237741247386,19.79443162309159,0.02565100146893273,-8.072299340608325,-1.3261123828223853,0.008180500638485425,-22.265940657623194,26.79600897262665,0.03483960691841809,51.2066961111787,49.94718524906806,0.07153213991575623,30.995906195805563,11.234897523879185,0.03296921478093229,96.25721009506707,47.78116779743158,0.10746390320182955,3.1689275255128795,28.188663646157316,0.02836622745128693,-5.6633747651192765,9.779595568662616,0.011301075312411438,5.786168089177513,8.293637308107204,20.270194479164303,15.755887038496287,23.779768643223363,21.02508095901285,176.22729741721895,9.127118818180904
4,0.1338888888888889,922.3045772923044,600.2262096891774,919.1011658020763,598.4355462930272,921.5091253952385,701.527898513445,906.5367663407216,811.640652103968,950.6802007768874,827.3826104521821,942.2632419950612,831.0427588642359,897.3289184444595,828.2642095645397,930.0960609029214,597.169252828421,925.3268642211025,700.687751475876,909.7193835446094,809.3191340821729,954.6147370631104,823.987294487653,948.61088753386,822.7464969548894,896.4025555091374,823.039676906029,931.1476222604274,438.3279982963061,958.39541066456,374.55453916711826,966.4606556040541,415.97581106931904,910.6926740337755,460.3717264482271,909.2411240921488,534.632703483716,972.6871586058008,580.9018243644475,934.0722619310188,461.2256971804769,927.3719572548556,534.4166586015904,969.3269796800912,581.5949090604697,1,5,trajectory,person0,9.078811890081717,5.543990646526173,7.25815088793559,8.66075500995898,0.4898725483560348,4.465084781575056,1.9119777316637143,-2.239294937808855,55.04620360399491,47.02575028242797,1.3465366143155393,-1.1983730153179313,-97.73858229915194,-98.17897328881668,-88.65977040907138,-92.6349826422904,7.0719940432845165,86.87514480935495,-5.888785444384981,66.84868774165179,-91.2128770975484,-95.36415026751811,-36.16667349467526,-48.33839998509018,4,142.25224003231148,-124.1629260963714,0.18881772165510138,-6.193155081956649,9.127356591587283,0.011030131831449581,47.77467248140699,8.166951312578073,0.0484677049636944,-32.73819248312801,-0.29733038318572524,0.03273954264217972,-13.313263147575439,10.000381187011401,0.016650843808111403,128.86034429899877,-6.211469883578825,0.12900996353371746,216.5308625254887,-126.02293784683452,0.2505342197975742,15.058312310519204,-3.0111213998207313,0.015356419560743729,46.49143306177915,-2.2426376334688594,0.04654549142175795,11.900540563272639,13.431600786015686,0.017945215668054664,-14.904150252183648,22.84797100047258,0.027279359845460118,-5.69282652661691,32.85848336606552,0.033347986490643744,-30.77535554212181,6.068557432563641,0.03136797567673648,-18.131045359660916,19.12808091831615,0.02635561202954187,-8.430157123606573,15.881043152001743,0.01797985207737917,-22.748840468719198,-2.5922393766435525,0.02289605746972735,-7.419425278635463,19.856678704147956,0.021197536664080047,52.44388551801085,49.88708390067358,0.07238150501570877,35.12320467159553,9.501028578374365,0.03638556101601123,91.80485122242978,50.81253590074602,0.10492875922566257,2.4182555318650696,22.932454448477593,0.02305960595606299,-19.735481768981355,10.33929839784506,0.022279818940320786,-1.4431945324457063,-2.6559739954113244,1.6308920294336333,5.187255586067139,23.021421285657958,20.685277308347878,175.53491521842633,9.078811890080559
5,0.1673611111111111,921.0634847358968,600.247733563848,918.6147526530109,598.758049784093,921.0831550328172,701.8177054241921,906.6304893351532,812.2001945903748,951.871590466676,827.6967136053299,943.6887128166812,831.3883672378711,896.7497605399194,828.6847145462156,928.9593680334424,597.4828393292349,924.3051187684617,701.033898534952,909.5430206944336,810.0812565516511,955.0755504431504,824.4570742859205,948.5081648269168,823.1787538853167,895.9451474405201,823.5700477623506,931.792705423407,438.1338226275575,959.8314339631617,376.0724383285281,969.1269991995907,417.4964239614842,912.6018044095716,460.3190834911483,915.3799503439112,534.421964302039,981.3125156283452,575.7565684343599,932.8072154201383,461.0319125408041,927.8542223270694,534.6481786737718,974.2038445249902,576.2785926972188,1,5,trajectory,person0,8.82919527334005,5.141960424457792,6.883000191893784,8.486182727189622,1.2112857100259071,5.155144830765098,5.820184757501284,-0.1852059335884684,55.917660189013645,51.38163608879444,1.440835684391252,-1.09187179540583,-97.45504188111924,-97.71166615297992,-88.62584660778063,-92.56970572851984,7.581015687417173,86.21900856145642,-10.03162322834682,65.68773607827187,-87.96080535102733,-93.96619701522596,-32.043145165309404,-42.58456092643156,4,145.69886673557244,-158.82770877762414,0.21553283008298266,-12.72608551631807,8.658131773353803,0.015392092072665082,42.58668014798444,10.32522941980608,0.043820493933756165,-37.07828384288225,0.643036919619032,0.03708385941637326,-14.531845117306263,9.634959069188245,0.017435795329674833,183.400618309915,-6.29594235715585,0.18350865289305504,257.68701478140986,-153.71718961257332,0.30005261533494815,19.27219408071896,-5.801098817384821,0.020126356157386328,57.036260189762274,-1.572735647167372,0.05705793962149467,13.767038739784352,14.034915134964653,0.019659862626895005,-13.665303294789846,15.845104421225376,0.020923858350173616,-5.268931623507845,22.768804067397163,0.02337049591071449,-33.9592890466767,9.36855936041595,0.03522787556815445,-17.3026427912397,12.562804431807674,0.021382364292871957,-3.0688941493411845,12.913899996170276,0.013273542270658092,-37.79392065701236,-5.789416620929809,0.03823477191561686,14.407919169873699,6.916782239444694,0.015982177928978002,42.90194087108506,45.34802473921453,0.06242611535450922,35.593384923144974,9.383994616864866,0.0368096238130263,79.65839787495678,45.42909885306679,0.09170203582585632,2.8000230701576703,16.71662200053428,0.01694950088652058,-30.52517534860081,10.341322926748113,0.032229323448346114,-7.457425894356863,-12.01086140619231,-11.20782162448547,-5.21543749352438,21.55259238183852,20.61590188451579,174.84485516923706,8.829195273338613
6,0.2008333333333333,919.7705594252832,600.2682744129628,918.0637459108071,599.0038337470147,920.516669284298,701.9780496448682,906.7074564674552,812.5071011293252,952.8165569805068,828.0311481347288,944.6930758900652,831.7977267255752,896.3711455473891,828.9507339342674,927.7950965910871,597.7921525120695,923.1342152443443,701.2650352622543,909.4221821762361,810.4551340859941,955.3415550058763,824.7920549117111,948.4089531036905,823.4477552840034,895.5811989649033,823.9232769969627,932.4841668632588,437.8280170534922,960.8096177853464,377.26079899356404,971.210369453225,418.6021997321446,914.8223346927056,460.2243567596883,923.0124423659832,533.8650049141595,990.7761826905968,569.6635877929732,931.0194564219059,460.6423037190916,929.11874220996,534.1362723553474,978.8174288347295,569.8102876058392,1,5,trajectory,person0,8.485010572902521,4.583333308916548,6.3636902996182885,8.067571503021915,1.892299879810084,5.83487001070469,10.726743351431644,2.9500878267951234,56.023259673413854,53.85099386571177,1.332917219887266,-1.029478436087642,-97.11814078143146,-97.15903364834736,-88.6331302085301,-92.57570033942474,8.000563056221802,85.53199978076776,-16.776375807502884,64.95777853449273,-83.74125406076634,-91.5179110673431,-27.71799439376029,-37.66691720163136,4,137.8332241913831,-193.24396953498996,0.23736307516678368,-16.924055557421642,4.790366758788738,0.017588953072721597,30.00586775255192,12.229827018543993,0.03240248090018948,-38.626814258996916,0.6136685212734473,0.038631688661680964,-16.46161221521286,7.34292337359229,0.018025071439372806,228.02465792082504,-16.639450592253176,0.22863096014302461,282.7319620257724,-182.03095692109792,0.3362627419571687,20.6577691573973,-9.13610013805009,0.0225878673692935,66.33949393595233,-2.830010234489422,0.06639982992151088,7.947024280609695,10.007719940632821,0.012779266541031996,-10.87314947900893,10.552906594224273,0.015152201727118548,-3.610113406728541,11.169785258381184,0.011738697607817946,-34.783213215591125,9.240891769331215,0.035989804143587205,-11.311319278911261,7.9474671949124405,0.013824188173042169,-2.9640016897500447,8.036556309311775,0.008565719078371647,-53.41022733307961,-11.639765627925826,0.05466385028192112,37.778187372667304,-15.293466774503376,0.0407563684244217,29.223749044523082,35.502891237587505,0.045983505678071475,28.231364728555114,9.99140502768357,0.02994725578185631,62.241766913554486,33.03562468363022,0.07046552381667878,2.2994329982336086,9.168992035032103,0.009452925846099067,-34.98135009811372,6.9053296123523715,0.03565639398119265,-10.282696444606671,-16.689274821149194,-15.514652383334326,-12.506227444014485,20.345651545419404,20.30714230524922,174.16512998929787,8.48501057290136
7,0.2343055555555555,918.5197219283926,600.2106138974225,917.4619909866284,599.0937534351593,919.9115075514578,701.9263424222153,906.71613364484,812.5426177965579,953.3553423822603,828.3288792374768,945.1868304482132,832.1796423066229,896.2534617898856,829.0788994809627,926.6749465601588,597.9631201526861,922.024782435966,701.2776911918966,909.366871561748,810.4064032093992,955.2306796847088,824.8657397726796,948.1900639777872,823.4363061965912,895.3344544190433,824.083790236318,933.0970391655062,437.47283455541583,961.3949841092342,378.0037954106948,972.6420096092264,419.2394769559535,917.2020738796308,460.02346603360877,931.643195524354,532.6059407354073,1000.4937352751824,562.6879209860157,928.7521572456208,459.983988701699,931.3833868094737,532.6619960874203,983.3466913988432,562.2767089821015,1,5,trajectory,person0,8.167846538981065,4.042781594308192,5.904587799874471,7.562401340955452,2.5383697643761844,6.480127919000457,16.32652208833228,7.246534652905016,55.363203297870776,54.13573562235188,1.0936652536054936,-0.9500945802346086,-96.80101592524676,-96.61770913520932,-88.63316938626551,-92.57492754088982,8.368488615013458,84.88670269473592,-25.10698649092229,64.58812929894624,-78.78677066663337,-87.86675984798396,-23.423567378520985,-33.7310242256321,4,135.31406830547107,-225.06956884195685,0.26261418069114634,-18.079520649167765,-1.5447800958545166,0.018145396453322034,14.751173521431943,11.40992607279498,0.018648955285646474,-37.369418994241705,-1.7226378086742864,0.037409102595318516,-17.977740473391528,2.686397322163708,0.01817734532601359,257.8482271380493,-37.61519538180554,0.2605774571252212,290.31692368886536,-208.40166394229877,0.35737259228162044,18.309877909468646,-10.61126135332053,0.02116247850720992,71.09594251394931,-6.001714638060922,0.07134881653218574,-3.312457727828801,2.2013734397222713,0.003977237888254537,-7.371621287105082,4.795416279494045,0.008794135414816927,-1.6524332959117662,-1.4558602136253662,0.0022022862572915265,-33.46506316466466,5.107746939580871,0.03385261483864715,-3.5158632947115556,3.829012183426801,0.00519832944395898,-6.5394261680650345,-0.3420474247607247,0.0065483655249504195,-67.73673887657064,-19.667502594302,0.0705342218496071,67.65743201866329,-44.04476817043522,0.08073084732955196,17.488122539387685,22.197403333367436,0.028258788804491095,16.096493330396864,8.894871119442337,0.018390645169949857,42.77099221248972,19.03898759927029,0.04681709969280481,0.25923517498281773,1.0610788550839547,0.0010922871475279054,-33.144880582258864,0.37810246234197936,0.03314703712678148,-9.475440017570477,-16.149262843071245,-13.715925303549753,-15.092220609454516,19.30167289990012,19.277414687674376,173.51987208100144,8.167846538981252
8,0.2677777777777778,917.3973892990828,600.0020799497522,916.8519572594702,598.9769997117164,919.3426349188,701.6537946050729,906.6507344902648,812.3261297320535,953.5099475619168,828.4686001310167,945.2563170380081,832.3744726462643,896.3874710858265,829.0261721329408,925.6812619936632,597.896096782892,921.1181795649416,701.0872446445102,909.3506377858024,809.9642915459026,954.7370358321342,824.6699460744514,947.8287691599596,823.0732462643595,895.2201791602334,823.9724526894096,933.537281351544,437.1485102269498,961.7136113093164,378.27757629377066,973.4831866200068,419.5309328386777,919.5048638522863,459.6460005048064,940.7580476676887,530.4230302656255,1009.9887550381533,554.9151416231034,926.2456787738136,459.0460365705875,935.1151651517459,530.2159792565363,988.8548731261352,553.8858792576992,1,5,trajectory,person0,7.933305102350333,3.63935793281723,5.523674140052231,7.092329916864688,3.127278990184349,7.04965719408638,22.372494698102948,12.838669292973242,54.00148387878336,52.66400467542117,0.780665256499886,-0.935670248923546,-96.54217514527645,-96.1706061796586,-88.60887004292275,-92.53124824682482,8.622176315377486,84.34147276298987,-32.84659992919029,64.45733580370097,-73.28602673983049,-82.81985338918032,-19.284542872543753,-30.15584871375915,4,164.55978604357657,-250.68039010662102,0.29986760606426865,-16.99536495907156,-8.142507400103852,0.018845234327351395,2.075947910884589,5.8206574498676975,0.006179774500530454,-33.53026942336415,-6.230059847411031,0.03410414363835738,-18.225074006385327,-3.488078044766716,0.01855586190357661,272.3109354025311,-65.21558249970862,0.28001128145233317,283.6686402215351,-232.21581499157088,0.36659525662143283,13.152463649261326,-9.689357530934991,0.016336185277090465,68.79704482622343,-11.276978453846311,0.06971516061711333,-14.747866135007408,-5.8494382873154205,0.015865543917975514,-3.414032628342683,-3.3262669615819633,0.004766515570844194,-0.4849924763835984,-13.208315257990094,0.013217216411052769,-29.686841820616056,-2.0023579357585093,0.029754294052878712,4.00359722312982,-1.5752568703627308,0.00430235109360891,-10.793870076175443,-10.846603784519864,0.015302171247235352,-74.88234438594058,-28.02180640664981,0.07995365617047395,111.48881354506554,-73.0760215035906,0.13330364010213533,9.51915286552761,8.179345884424954,0.012550536656826351,4.618909931642735,4.17423416384984,0.0062256373016165234,25.130599492192896,8.7073956664498,0.02659634881199137,-1.953833663659306,-6.467693213411598,0.00675636895736599,-27.085231001558718,-5.689689382495668,0.02767638530728103,-7.007047069465828,-12.052491131680156,-11.379993156515031,-14.043627607690851,17.593968571862145,17.014982492193518,172.9503428059126,7.9333051023537
9,0.30125,916.4764770693864,599.5953628893163,916.2909541711268,598.6399849062859,918.8317798914908,701.2290844509708,906.5574541250336,811.9242124465562,953.3838979846818,828.3673515906573,945.024416132616,832.2766477449798,896.725978306812,828.7621610046773,924.8769307512745,597.5570553295984,920.4464055085529,700.8133447852564,909.346395989146,809.2409659052445,953.9773905780336,824.3147116351075,947.3504527732404,822.4257569101685,895.2639459901732,823.5475694965843,933.7961407578574,436.8523262916622,961.8352087601772,378.1236997107648,973.9130884038115,419.61207647540886,921.5164954287112,459.060833788772,949.8968829838128,527.3052438786586,1018.9276385683781,546.4273085824916,923.9348499535508,457.90414564749284,940.654013869624,526.9605576032853,996.866873863373,544.9346037646671,1,5,trajectory,person0,7.747318408347745,3.3894197766379066,5.104986591477919,6.6975399822921045,3.619160035275733,7.49550573421044,28.657461864863507,19.62987310587823,52.14397626367494,50.78170214300243,0.4475208054041354,-1.102275331692368,-96.32847503828604,-95.8469221055206,-88.58115662992951,-92.45750232886424,8.708147520729728,83.92333763585268,-37.80777732321087,64.49788154040871,-67.41919546555044,-76.44678344012992,-15.27521921006837,-25.66508129712743,4,239.3626776270227,-267.42399813207913,0.35890122069689906,-15.262058907162432,-12.688436139148653,0.01984759062815811,-6.928159829139967,-2.922569664931585,0.007519362477264083,-27.51273051375043,-12.15088313335241,0.030076474215616468,-16.760258240964415,-10.068492112448858,0.019552002192160793,273.0274451290165,-93.14548541975508,0.2884788852719726,267.0537818158467,-253.5784144913082,0.3682658478301668,7.733559026791193,-8.848648689089375,0.011751872993007824,60.09853672306485,-17.4821591512359,0.062589615790822,-22.694795973131754,-10.612813125627845,0.025053653759513322,1.307556745088988,-12.693605760755794,0.012760773168233984,-0.12672587521099188,-21.6097286835592,0.02161010025947333,-24.02981305061876,-10.129039268521103,0.026077372408870685,10.11307880122642,-7.887469392106798,0.01282523045606732,-14.289950142649678,-19.344080291180404,0.024049867305061118,-69.03720956801692,-34.11458359453016,0.07700611091833214,165.47597829345113,-97.25741038758139,0.19194088482518032,3.632786913684306,-4.597142728805865,0.005859254391921261,-3.7657964983053636,-3.024852658040825,0.004830212921756719,12.843538769267324,2.42420823429232,0.013070320335817462,-2.7867992932128396,-12.007487367551523,0.012326637951305335,-20.0695983651408,-8.182900359451313,0.021673685354151716,-5.556448949454923,-7.467032051830407,-12.508507675249136,-11.794554061919492,14.69520134712847,13.319956385449087,172.50449426578217,7.747318408356534
