Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,Hip_vel_X,Hip_vel_Y,Hip_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,963.9863020314152,566.4986179503443,965.8335587121892,568.3473681901239,967.687043008188,679.1980559168355,949.2073529191276,780.8171953149547,969.5376699860486,801.1417986163175,963.9985356813776,801.1402962595924,943.6665938677928,793.7470414736237,960.2848206047394,564.6539889363579,962.1403188997863,679.2005831064434,949.206300075876,780.8146169505387,971.3717433048672,804.828105974102,962.1475094624979,799.2915473508056,943.6630655620836,791.8953199832789,978.7780605936845,418.71562314336506,1012.0334728619939,354.0534017866419,1013.8813014647541,385.4617440514566,975.0940711312244,426.1124353546661,1034.1607922648498,374.42947485119896,1076.6207090982496,315.35579226366673,975.0731099399376,424.2560407469145,1021.2223923861503,383.6629544089114,1061.8309313857758,328.2897579205123,4,1,baseline,person0,11.26495088300876,8.18197126241184,-17.76396061856512,-5.643841938829116,6.646931792036248,6.676871534637782,136.85709044495863,137.02615288778043,13.108886128838034,12.386348526562122,-15.950792189431754,-25.017673319408335,-100.3069502311114,-97.25391035312116,-89.04199934780098,-89.07193909109395,-33.70512508471839,84.28112910782995,89.92654687007541,62.78330654152797,41.140212596618795,41.30927503944061,54.24906817601403,53.69562356647535,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.32312845563092,11.26495088331042
1,0.0335555555555555,959.32753561881,564.7907004143376,960.8119101267092,566.8758810877562,966.7618812182124,677.5951404957734,950.0381294796348,780.6663187252094,972.3100741387511,800.1575102576588,966.2593890839212,801.2179788079134,943.1229157167188,793.9448842215935,956.3657571753092,563.6538624576184,962.3820039952981,677.0368456139881,949.7063723396419,780.1093534002861,972.0843209863303,803.2740909238744,964.4598531420337,797.8254416276282,942.4637657052007,791.3182994466217,982.3359176994464,418.65194699281125,1021.4159826558557,356.3539814022651,1018.3721512057235,387.44199541610055,978.102648243188,425.6758428057948,1042.2969570271937,378.4876511922489,1087.4116279722662,323.1196907630968,976.5370489121328,424.00591328712153,1022.7105042098339,392.2894861183421,1066.5470077717198,345.97096764143333,4,1,baseline,person0,12.30639451012695,10.06676220781547,-15.09514035910116,-3.2587388530109216,12.02100435226991,12.03803416855499,135.47995309741646,127.00350133482044,14.302593637274706,12.719317677964574,-12.947529955331383,-22.106223456666655,-99.23390705793643,-97.01130457191996,-86.92751254892197,-86.94454236655145,-21.461530027393064,81.03445326906247,40.73464247445946,58.0040084417034,36.5150748905066,28.038623127910576,50.81763707466541,40.75794080633346,7.2025359589613025,-64.4822431526431,0.06488325058315679,21.2357587191007,-46.31170679486126,0.050948323177795164,-116.79328100950823,-29.8050937372694,0.12053636008131893,44.34770335480875,257.08207081084834,0.26087910979079976,279.6112190223718,68.56031967088984,0.2878939930539562,67.37642590361617,2.315042830754006,0.06741618641582825,106.02885414522392,-1.897633625777278,0.10604583407530371,321.5836750534727,231.37445859228814,0.39616940839718046,-149.65177903748497,-43.852264640096,0.1559444647403339,-16.202329005517598,5.8959759328765236,0.017241751575872332,-27.57104672112698,-47.76900261443554,0.05515469361782836,140.5453227599195,526.9234685042697,0.5453451470493343,133.83327042624276,59.01411351587836,0.146266913097422,242.46848629501764,120.93903003128966,0.2709561142161334,89.65958280686458,-13.01103622464127,0.09059871882504704,14.902815807593552,-21.017787921437765,0.025765118437639588,43.627320363433526,-7.4541295964792615,0.04425954281434422,-138.83740964717535,-50.89820471542949,0.1478730995170905,-35.74072421174332,-17.195976257996126,0.03966233687827107,68.91090435702759,-43.69189241257166,0.08159469469208855,82.62131580901574,-29.333096781219993,0.08767389801297495,24.758241869420782,-4.496322210950247,0.025163216286663848,31.03639948365471,56.16926658487648,79.534378593297,71.07923103431717,160.1544802718644,159.7697473683939,167.96196581798444,12.306394509014467
2,0.0671111111111111,954.654552269795,563.3400632425553,955.5856291135226,565.457965793496,965.9575908677124,675.9216189973715,950.79757174922,780.2179512196911,974.6992000889948,799.0731282772381,968.1809637117747,801.0871425720878,942.6257606613594,793.9400860001671,952.3327762137869,562.5918195939053,962.5666414978066,674.9334011002272,950.2905914067999,779.0096524141918,973.0840006494203,801.3961643826921,966.8491695221876,796.1974040393378,941.599542878959,790.4871565259621,985.9252031270098,418.9004127298705,1030.078651040785,359.0976707778502,1022.8075278350263,389.8767244056005,981.1517098862232,425.5978859842793,1050.2608552572501,383.0703556353115,1098.6556236019728,331.6698901398877,978.1221735598043,424.021877957386,1024.3015468963904,401.7890465402952,1070.873325862177,365.16890577219607,4,1,baseline,person0,13.642984049771131,11.936456323481284,-12.488831430011237,-1.159064805481733,17.43685933313961,17.58042622858441,134.15056608187592,116.78659191155168,14.93657588181838,13.143920252601296,-10.357688483788586,-19.212287401396324,-98.286551221731,-96.723590390901,-84.64356717577097,-84.78713407326318,-5.588023589084355,77.77600658194827,2.6331145176878787,53.63371582575113,31.92359560679055,14.559621436466308,46.860158405192045,27.703541689191685,5.502442127737412,-62.68543252929759,0.06292646756933222,29.79177803910601,-55.964698247156086,0.06340029565093995,-120.18817435000129,-31.650284017941274,0.12428571008769534,47.41517940068765,283.0994827734364,0.28704270829301104,258.15899160384794,81.76557741809927,0.2707982174912361,57.26546904199085,-3.8990931206289337,0.05739805634133048,106.96545976182385,7.404608058057945,0.10722144283002265,335.08596247470535,254.80726619575373,0.42096240349199043,-155.7500964194669,-42.255753802458464,0.16138042404234543,-14.815879133227453,-0.14299335376704495,0.014816569157184338,-23.968917730132517,-49.8731572371406,0.05533390307898414,128.9300093182589,572.1239840293531,0.5864714830274579,132.18009822425617,72.5581486937079,0.15078548772488762,237.33471546525962,136.57066221047407,0.2738235069192986,90.86607545469128,-2.3232165352305,0.09089576999842854,17.410502001393972,-32.772545943205884,0.03711017848973626,47.23881400345751,0.4757683191404299,0.047241209806129565,-139.26109318256616,-43.23090909285288,0.1458168837117221,-25.754984887996347,-24.769159887208577,0.03573276546951023,71.20479278604444,-48.51767647222837,0.08616314435979776,71.1991177224929,-32.31601928406092,0.07818976574225811,22.632385517437655,-13.361945528689358,0.026282436388614796,39.83213859866762,55.719361062888424,77.67145815168637,62.57306764159827,161.39965174777225,165.17062430551235,162.41957375771923,13.642984045960034
3,0.1006666666666666,949.9503083618034,562.3797357340443,950.1183130400208,564.2087556401559,965.358666218236,674.2206815963215,951.4541994771524,779.4338493050578,976.6635648497712,797.9797884254509,969.6929902888864,800.7698079765318,942.3011198558136,793.6919937986548,948.0854310575916,561.507825038237,962.6488092226311,672.9571309208876,950.9529562097923,777.4696387805046,974.6240802014204,799.2570646181381,969.4194177644616,794.5356283104278,941.2773507894177,789.4221977892089,989.4950090862624,419.6956209495748,1037.4713282221392,362.4961948300869,1027.0963781608648,393.107681583735,984.2762510714371,426.11949895974436,1057.921247557157,388.72564818110425,1110.4480634892998,341.92784100364594,979.9312774266168,424.51522914441307,1027.2255124827448,411.7062705107315,1076.158207297327,384.7201313370242,4,1,baseline,person0,15.40738483171563,13.809227249596574,-10.085002767647612,0.3956675092658785,22.90339885628124,23.343349760858,132.7386673342547,107.63590410875427,14.75456978537084,13.690045418743072,-8.43305365784975,-16.46224041148576,-97.5352799918908,-96.37707331436626,-82.12789516803258,-82.56784607502154,15.496278720076948,74.5287550657943,-19.824627658937985,49.98784964619276,27.257559932968295,2.154796707467869,42.01216968675389,15.844842125444256,2.4487070311970234,-58.89546892071833,0.05894635209676619,45.8964104900688,-63.748006228429176,0.07855118582155678,-126.57651127734665,-32.3044735132911,0.1306338096210747,87.1380472754635,295.54640971499003,0.3081245195994659,220.31157162976692,101.2805181130136,0.24247666267750057,45.06039468213988,-9.456991258292936,0.04604208783895067,106.38494580554132,23.698258203108374,0.10899249577796244,351.43032776801806,305.70052242988197,0.46578544920278414,-162.9332604685974,-37.22811715251685,0.1671322233252742,-9.674725993087943,-7.393476204006832,0.012176362897866784,-17.848747832078704,-50.69018744851451,0.05374079365564554,157.49646661043207,582.652417494879,0.6035635646784834,127.81342030644491,96.2868033218888,0.16002318239673913,228.2898367521892,168.53520831832645,0.2837611072843544,93.11546578451645,15.544757546973267,0.09440407541765151,19.739348433552312,-45.8944460370381,0.04995940405597115,53.913691395072604,14.702518818688173,0.055882467549822866,-140.19269924478368,-28.619031710590928,0.14308403788539859,-9.601751012820742,-31.73718089661749,0.03315783879834189,76.5968019220739,-49.52311774897418,0.09121189207701036,58.540671678768106,-32.58297571551166,0.06699746672135407,19.568375997985513,-23.367275601654526,0.03047869597345356,52.58148025662421,55.811054089528604,71.63727801745911,46.3330822275779,162.91011823932035,171.74275427305426,156.6566502338269,15.407384823858223
4,0.1342222222222222,945.2012320884236,562.081057388707,944.5861529937723,563.3035627639032,964.9854635091226,672.7073256637706,952.000488930419,778.5233307335327,978.4923267251199,797.1152155951263,971.0358442718042,800.4801980115641,942.2643759935085,793.2904584389165,943.6165116135452,560.594477054181,962.5946750659128,671.2344191037646,951.58768726917,775.8011222551422,976.8270177082587,797.2692626823201,972.2381613296787,793.1809920725342,941.4892553691552,788.3828650483277,992.9450579778039,421.1415437481913,1043.411064479156,366.4522816620173,1031.1963781048157,397.2383987812954,987.4843516708212,427.2938238039954,1065.1456804971137,395.89643893167107,1122.4221620833273,354.67399956194953,982.0406059979134,425.6041226722553,1033.6346797484043,419.98039935129214,1085.523413388657,400.4846170016399,4,1,baseline,person0,17.530419691786005,15.705351877182624,-8.085513401191562,1.215680833132235,28.366690431147557,29.196111647470495,130.97687976605243,102.5273016220598,13.897104375612326,14.008988437414787,-7.215862463544892,-14.08455453195636,-96.99390710003364,-95.99826050176584,-79.46348742077117,-80.29290863881332,39.60668104005396,71.34040095022067,-28.66213110615386,47.20492377673417,22.297184983638296,-6.152393160354344,36.19443171949329,7.856595274637039,-1.613269571078129,-51.33909388777219,0.051364435166041236,65.65045550180386,-59.239130537620504,0.08842656215440908,-133.1797185311831,-27.218979657300004,0.13593274175720016,191.00167347992328,246.57999855975314,0.3119027652359932,177.01200765944165,117.89662744163549,0.2126801956406332,40.018827305496714,-8.630760545392933,0.040938937046521864,102.81602656911883,43.090414528306084,0.1114805774280121,356.84399783525737,379.85240736666253,0.5211770238347985,-164.86569674250353,-26.97594664329509,0.16705807271632533,-1.0950157640599245,-11.966285555114982,0.012016282682680747,-11.121935039801528,-45.100011234959474,0.0464511404857086,279.09554576810774,469.80255291901017,0.5464510613008426,122.18542879323645,123.10084363590639,0.1734447944253702,215.29767039606614,213.69906210298595,0.3033486047794995,95.60564700151417,34.99643575582467,0.10180957840100163,18.915826272842764,-49.72400241146141,0.053200421985162755,62.860785237317096,32.45046937278059,0.0707425705156794,-141.52876311396852,-8.901010291510914,0.14180838752619465,6.315037144495645,-30.973492277913028,0.031610708913694066,84.0022916786571,-40.36995410941064,0.09319934657529581,54.4995260865521,-25.765415473249487,0.06028312349379333,16.280149269535137,-27.134659416311848,0.03164384619286326,63.26925079679918,56.50702532541201,59.58743145067693,24.437483161580136,162.8133250787974,174.420056223551,150.80388837099184,17.530419679262465
5,0.1677777777777777,940.4103366707944,562.5178904497865,939.278530038375,562.9439967226061,964.7662197787118,671.6416588532591,952.399977985128,777.7722023025806,980.4563944292703,796.6415384640165,972.4795056467644,800.3883709720885,942.4899746137713,792.8875706523758,939.0715945160456,560.1502653042675,962.3878889520264,669.9246462934725,952.0429329032316,774.4278868414993,979.5285892601005,795.8467730722633,975.1876605528515,792.4006561238033,942.0134060352344,787.6840722026944,996.2387243071644,423.320133047529,1048.0793898749732,370.7629734163027,1035.1774388044837,402.1946607874885,990.7386913781257,429.1485627840471,1071.6653044200928,404.9316735825912,1133.8049530239944,370.43750161714587,984.5367676344208,427.4283137354934,1044.2495604405392,425.4886379972212,1100.3975337719646,410.2148614476115,4,1,baseline,person0,19.807650818196095,17.612897649848257,-6.564549344946135,1.3656599656792596,33.744532327268786,34.943958794880075,128.64481089900522,103.17170450803977,12.69945566691632,13.6275214472389,-6.533145481087045,-12.209925902586756,-96.6389399070391,-95.6436132062946,-76.83128910448431,-78.03071557101235,61.78582660804186,68.22475216463056,-28.54392096812479,45.28596090622737,16.837812790464373,-8.635293600501154,29.53756580740916,4.992227841885012,-6.162500082706077,-39.032964545128806,0.03951643618104541,80.51041048534871,-42.39207447189008,0.09098908821693744,-135.44454926323334,-13.238098507355751,0.13608994517307627,316.3375040702458,164.15280732901277,0.35639242505332347,139.12228000779382,128.46432380320715,0.18936232805070347,43.02302110808593,-2.7365674015917385,0.04310996574355241,98.15561908690117,64.92484666900529,0.1176850087025815,339.22224657617494,469.7732400555222,0.5794468307312161,-158.17419403501998,-10.715544277064561,0.15853674194893083,6.723137689955343,-12.006589665121403,0.0137607694474073,-6.5337535552894375,-31.75828243246067,0.0324234242266482,443.26848824427344,289.9741722309419,0.5296904503871894,118.64088177818475,147.703172369993,0.18945153986511978,194.29342816824865,269.2619597956325,0.33204207447604467,96.98363366139547,55.2736782134622,0.11162887037596111,13.56692286938633,-40.92423418141011,0.043114433076161085,74.38892294227193,54.363309831599445,0.0921362106468339,-142.77502900219238,13.018203807006644,0.1433672993989133,15.620384088454443,-20.82495235331163,0.0260321923699972,87.89898347203663,-23.255044829730274,0.09092320058956423,58.531818997855275,-14.116205894000545,0.06020997512073484,11.9053029549037,-22.38462211446816,0.025353649552984987,67.86450376718821,56.847390576128234,45.3267433980426,4.469576797759016,160.26681147381169,171.29345803538507,145.05604126911487,19.80765080255479
6,0.2013333333333333,935.6538909076995,563.6291412090163,934.45837369145,563.2618668584395,964.56010282101,671.1225831453972,952.5962306391024,777.3843902015657,982.5342335147076,796.5318756361384,974.0242671577943,800.4757799067106,942.8239200132832,792.6531887335271,934.7213795172731,560.4037287624609,962.0493496537116,669.1080986893805,952.2029754385172,773.6258629238255,982.2832141998532,795.1326132645918,977.9498210692016,792.2160655104791,942.5364680671288,787.5250176788851,999.4260321611021,426.4018680654588,1051.7800861377116,375.33020494824495,1039.1030613641965,407.8676632135518,993.945683920923,431.859987709095,1077.0711085290602,416.05315225662633,1143.603858779214,389.4452691606537,987.4873044917371,430.2298678901465,1056.8641210069081,430.0822751679734,1117.8833776772283,417.27088875906037,4,1,baseline,person0,21.99421574545319,19.482489365072276,-5.378677075396699,1.191974549901702,38.9562645246109,40.42734978677199,125.72542161053742,107.50445487616471,11.418897025925856,12.52596060398744,-6.099640239542258,-10.756814454098716,-96.41578711512332,-95.37514599685085,-74.42157138264047,-75.89265663763746,77.7257966963569,65.15107896305469,-23.92979178358936,44.21290755169359,10.837270564248362,-7.383696170124529,22.256646040459312,5.142264426297106,-10.088919486203938,-24.33420012194365,0.02634273319103217,82.09147171448603,-21.28290817564167,0.08480549456646695,-129.64216883758837,7.553546767354068,0.12986203452002582,375.93061290502925,136.89647197605956,0.4000805790820682,110.28565021405778,136.10954896516517,0.17518200239361975,46.03593907042381,2.604902025162302,0.04610957818779595,94.9859956471473,91.8397853025435,0.13212450769443634,292.0203701886657,566.4566486475825,0.6372982279923396,-143.64704345140728,9.472951067882704,0.14395905631208128,9.952015217239492,-6.9848916213163,0.012158590290231062,-6.14255834210617,-15.469143611778916,0.016644080841789328,521.1013084350083,210.27895961271477,0.5619286560663047,116.98875177952178,169.06298620718349,0.20559343702613875,161.10012245267401,331.43479492157593,0.3685135991235244,95.57262544759897,80.80405405771842,0.12515359318497302,4.769479528377756,-23.901375030014187,0.02437260066749136,87.9299063438624,83.49002447641696,0.12125284580871955,-141.74838366838972,33.116744480358165,0.14556552832857902,15.587941347844515,-4.740035477762869,0.01629269320260746,82.31604187798094,-5.50104476794,0.0824996499628719,61.92235685078183,-3.268097519547966,0.062008537632755406,5.848589025726621,-11.55731426865612,0.012952895687695944,65.16253094474774,55.716309394093166,35.34056432432087,-5.176055437079521,155.31652243734754,163.41231432790448,139.57265034569514,21.994215732482857
7,0.2348888888888888,931.1076868978672,565.2542082450947,930.2558093646412,564.2434657731433,964.246235323674,671.1016573172418,952.5777562127245,777.4654905018209,984.5066874252902,796.7193084493213,975.4699733628014,800.6739101573122,943.1142441453958,792.7543286850383,930.8506125427884,561.3945172438357,961.6286231941039,668.8057011121421,952.0681223109232,773.4905707449448,984.6251929629392,795.0702131926188,980.2004247524557,792.4945914057965,942.8218922724864,787.950207161758,1002.5546902497089,430.5645854492586,1054.7877819323758,380.1914734079911,1042.9123902063277,414.1587365318154,997.0146389070612,435.6786028926644,1081.073807923346,429.2641972389281,1151.0028882977304,411.60065605669996,990.8853562332705,434.2377303412255,1068.3372823639413,436.68885697713847,1133.491802814101,427.0931122471527,4,1,baseline,person0,23.90331263563184,21.21766434828887,-4.3649983784208555,1.0390380470051384,43.90185203421106,45.548151883545586,122.33303678203896,111.86509030309148,10.144060542981071,11.02094017855636,-5.696276424742844,-9.583996160183853,-96.25433523788342,-95.21498679974854,-72.35102260027377,-73.99732243239617,85.3998318552712,62.10082572793472,-18.076351787331703,43.92607511518485,4.402155116680338,-6.065791362267532,14.54682008881086,4.955148807095952,-12.538205749900708,-9.011848328299356,0.015440855342859574,69.79406909858803,-1.8596047939006959,0.06981883851316906,-115.35398268332025,29.52680904759323,0.11907297667160581,341.9154046797959,196.88488835260168,0.39455012763775027,89.63331838402928,144.87223886660763,0.17035873138397156,43.08395975186934,5.904543892099422,0.04348667872434529,93.23815495848244,124.05449157019147,0.15518656648950221,220.5008796908814,660.2598743854865,0.6961061267278079,-125.24198324926805,29.25294778918735,0.1286129438375736,8.652043672230027,3.0141045152337114,0.009162024106873322,-9.353667139151538,-0.6236173953590842,0.009374432655144404,465.1517424895833,292.7152695126851,0.5495892762299676,113.52304496417663,187.4823174316975,0.21917367790749476,119.28574353831449,393.7066385454185,0.4113806094679492,91.45892342796091,113.79979023882356,0.1459970100139104,-4.01880181571468,-4.031886125585348,0.0056927035548743656,101.26644262847906,119.43960946924133,0.15659090878078435,-135.4829009552707,48.429150081804984,0.14387841752292693,8.506019364961555,12.671209754492095,0.015261452161555156,67.0709706930009,8.300440588932615,0.0675826340391656,58.78173905709893,5.585746088232047,0.05904653593513399,-0.5505623755010327,2.4168963652214996,0.002478811604285053,56.89361593247638,51.71051274486549,30.208967790670886,-4.557710351222103,147.38505823311755,152.60668500318684,134.45184832820848,23.90331263760966
8,0.2684444444444444,926.9843550052592,567.2382749878799,926.6598719611694,565.7736737711215,963.7906427805232,671.5267574121713,952.3967015231524,778.0858580072115,986.1795460965013,797.2332800017507,976.6760309514642,801.0367849365638,943.3115132860892,793.3464804904534,927.6377324795878,563.0301138882485,961.1632623191306,669.0639801374989,951.7632432661633,774.0517565500036,986.2835418036876,795.5999293982383,981.7610231075014,793.1187041733733,942.8034688017234,788.944633735788,1005.5832984793045,435.8000893010654,1057.3493001288473,385.4293564782426,1046.4547278689615,420.9225915403115,999.9424186576074,440.6974943194648,1083.6629396819146,444.3164196144629,1155.6494368758283,436.49514922368246,994.6483801842514,439.4690269790526,1076.919137316903,446.7782152012407,1144.6845477599127,442.5101629196484,4,1,baseline,person0,25.46315126939207,22.682746843628273,-3.50116058360643,1.0634474674971088,48.444200679679,50.241129626736,118.51639460174262,114.0260962218266,8.878797996614786,9.380620575045295,-5.224832298134602,-8.621617520410013,-96.10007319523883,-95.11659771630949,-70.63692188895017,-72.43385080570447,84.50352918218375,59.12194874972857,-12.872965716752269,44.21195491504348,-2.354415695400457,-6.844714075317118,6.524896835191111,2.5359064926025487,-13.868370446220453,7.697057047056957,0.015861159668172125,49.42099194283451,15.786244538332157,0.051881017349679405,-95.74808135366146,48.74294635667337,0.1074410066149648,255.75064429356746,300.6762384666227,0.394733571456764,76.33663499418513,156.09585308696597,0.17376189799027608,35.94211356942022,10.81414905054664,0.037533736125311856,90.25653664357772,156.0249492260311,0.18024990204679467,138.4733019962976,741.8888692147102,0.7547012320318811,-107.16369745445941,45.60222510531076,0.11646295971967373,5.878881676293415,17.64690810839231,0.0186003928869769,-13.577261219727683,12.6685458753814,0.018569708582133547,333.5586242129276,459.4485299750378,0.5677625449807729,105.5663541844506,201.5718380015387,0.22754221808516203,77.159555718934,448.57616350931437,0.4551638952152054,87.25171442024933,149.56961205696547,0.17315868595061554,-9.085799347150935,16.724080283209773,0.01903277728278073,112.14309787691533,155.89956867696716,0.19204361461682554,-122.88075176646177,59.12781683797204,0.13636633704369847,-0.5490438306846493,29.63522902738194,0.02964031458391415,46.507897998051824,18.59938711321228,0.050089138315450386,49.8534041089413,15.317033019418666,0.052153364242082854,-5.395669556783838,18.487773339455824,0.01925905015874608,46.48525729749037,43.66139886773052,25.7435104414895,0.7274330610189876,135.3680059907664,139.85695261163477,129.75887063867873,25.463151306288665
9,0.302,923.4542966746611,569.4932905041287,923.6010085620771,567.7282090361858,963.2333816631187,672.3718790842695,952.1377645764449,779.2932197942417,987.4864635618388,798.1577158174172,977.66263169293,801.7214113704631,943.4542110649492,794.5273960606715,925.1104148060017,565.1933831952575,960.6602074719303,669.9237721925894,951.4590858463864,775.3051255030929,987.1780494536152,796.6968553084947,982.6280370870174,794.0493831487936,942.5578456024576,790.4772971525613,1008.3958788699632,441.8595035095962,1059.6679888658743,391.0844881344936,1049.5864083749882,427.9432011644037,1002.8237512753826,446.7648398151952,1084.915410157859,460.7845761345173,1157.4405966186894,463.4940889687325,998.6160866882128,445.67609213459343,1082.2140383161113,460.2706538224035,1150.863908885663,463.4953907923438,4,1,baseline,person0,26.688995936419772,23.760477221395135,-2.866512643923895,1.268408093240004,52.44736775040683,54.444866904996985,114.17870496732009,113.39735749273692,7.632236471117366,7.801546350624506,-4.672789636170771,-7.861092616269041,-95.92463046764227,-94.9936109068978,-69.23563443385302,-71.23313354623576,76.0067208870184,56.31949888307209,-9.2553718837755,44.73318599495804,-9.404936879383955,-10.186284353967912,-1.7727399595817357,-2.3847380008036416,-14.991700744378498,25.622942039119565,0.029686465770601245,26.657512746186725,32.68984500764255,0.042181144513121036,-75.31741411349469,64.46829060622662,0.09914067461154648,157.7950628903122,402.09254169028094,0.4319464017161248,69.0999954743213,168.53041359688314,0.18214639629069723,29.40200885163086,20.40277452017858,0.035787586292353214,83.81862091366915,180.5785691284007,0.19908335148959583,53.37893273426922,804.604164587582,0.8063728493268671,-91.15818076764896,58.24773968734609,0.10817861664650828,4.252582813708645,35.19284811908734,0.03544885074752917,-16.607119392846183,25.185745194981514,0.030168164935156103,184.15314613163258,625.387585610127,0.6519371238589212,93.32822700079359,209.22346561864234,0.22909521278408868,37.32527908443736,490.77287642546133,0.49219019971313155,85.8675283442949,180.81493199196532,0.20016810948604508,-9.064293966859797,37.352054893388214,0.038436147438008626,118.24290905845174,184.97876291346762,0.21954163220583509,-105.20041382576956,67.20244915973046,0.12483307351090625,-7.319896666861537,45.6753998376173,0.04625822129675698,25.83816495246506,27.735466154910096,0.03790602657811759,38.94787148356478,27.549411725159953,0.047706464755865735,-7.716663974727793,35.980980408184145,0.03679915561576098,36.53179471274599,32.11779271490643,18.913349195837103,6.108098118165737,119.29968091572992,125.27693875612192,125.55513331692512,26.688996033789252
