Frame#,time,Hip_X,Hip_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,RBigToe_X,RBigToe_Y,RSmallToe_X,RSmallToe_Y,RHeel_X,RHeel_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,LBigToe_X,LBigToe_Y,LSmallToe_X,LSmallToe_Y,LHeel_X,LHeel_Y,Neck_X,Neck_Y,Head_X,Head_Y,Nose_X,Nose_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_X,LShoulder_Y,LElbow_X,LElbow_Y,LWrist_X,LWrist_Y,participant_id,video_number,condition,person_tracked,right_knee,left_knee,left_ankle,right_ankle,left_hip,right_hip,right_shoulder,left_shoulder,right_elbow,left_elbow,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh,pelvis,trunk,shoulders,head,right_arm,left_arm,right_forearm,left_forearm,Likert_Score,Hip_vel_X,Hip_vel_Y,Hip_velocity,RHeel_vel_X,RHeel_vel_Y,RHeel_velocity,LHip_vel_X,LHip_vel_Y,LHip_velocity,LBigToe_vel_X,LBigToe_vel_Y,LBigToe_velocity,LHeel_vel_X,LHeel_vel_Y,LHeel_velocity,LShoulder_vel_X,LShoulder_vel_Y,LShoulder_velocity,LWrist_vel_X,LWrist_vel_Y,LWrist_velocity,LSmallToe_vel_X,LSmallToe_vel_Y,LSmallToe_velocity,Head_vel_X,Head_vel_Y,Head_velocity,RShoulder_vel_X,RShoulder_vel_Y,RShoulder_velocity,RAnkle_vel_X,RAnkle_vel_Y,RAnkle_velocity,RElbow_vel_X,RElbow_vel_Y,RElbow_velocity,RHip_vel_X,RHip_vel_Y,RHip_velocity,RKnee_vel_X,RKnee_vel_Y,RKnee_velocity,RSmallToe_vel_X,RSmallToe_vel_Y,RSmallToe_velocity,RWrist_vel_X,RWrist_vel_Y,RWrist_velocity,LElbow_vel_X,LElbow_vel_Y,LElbow_velocity,Neck_vel_X,Neck_vel_Y,Neck_velocity,LKnee_vel_X,LKnee_vel_Y,LKnee_velocity,LAnkle_vel_X,LAnkle_vel_Y,LAnkle_velocity,RBigToe_vel_X,RBigToe_vel_Y,RBigToe_velocity,Nose_vel_X,Nose_vel_Y,Nose_velocity,right_knee_ang_vel,left_knee_ang_vel,left_ankle_ang_vel,right_ankle_ang_vel,left_hip_ang_vel,right_hip_ang_vel,Trunk_Leg_Angle,Thigh_Leg_Angle
0,0.0,961.9706172529028,587.3279744239946,959.3351466480282,588.6509923296867,979.1006601709552,686.3799168556727,959.3142717164535,782.7552405731735,987.0289182601226,797.2725154417492,980.4312479816491,799.9065572294559,951.3961981490778,794.6329536168453,961.9744307718272,584.691829864206,977.7847097010151,683.742627982104,960.6337945289364,777.4781232757168,988.3557004085875,793.3090652986532,983.0723096984007,789.3518289076159,951.3970567536968,788.0348057297725,994.8876622446036,457.906378004512,1037.143798696963,395.8466423285214,1035.8107574858416,430.17871603086513,992.2668916508268,465.83255789841496,944.9149675189273,483.0225107974336,901.5440951744016,501.54037154463094,981.7011005886168,463.1908193993724,944.906222809182,479.0502957239563,900.194117323416,501.4512606185869,6,4,pure,person0,23.03138049848509,19.43039996397712,2.24574361284377,7.361650434998478,23.331466193531032,25.699324623481424,-55.68761575804937,-52.34917248531173,3.239963242355461,3.400846716734085,-4.23979131030235,-8.122951833052836,-101.60144631332268,-100.3683242087651,-78.57056133203328,-80.93841976198368,56.31501530826067,75.72909151562256,-13.84192745625471,55.741920069606266,-159.9569747427742,-155.93763868876127,-156.71703838599075,-153.2176762276966,4,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.29965284765584,23.030884981289404
1,0.0335429769392033,961.6167148166782,582.0505016995943,958.1625265999724,582.0651869130601,981.1839228817372,680.1489783304362,959.7834146709748,777.5629570072174,992.3595182999632,793.7902022847319,984.5683660868197,796.5801655909033,952.1217886263852,790.2371297951952,961.7031481853384,578.5214211259573,979.4825094806532,677.8825754747853,961.0642621270746,773.5288516312123,991.83451730639,789.8101641143609,987.1764149506657,786.4998315532705,950.4319402287603,784.1775510652182,995.6549211207134,452.7126159331787,1035.0612946715996,393.0158891116634,1036.9364255549963,426.11029331766383,992.4804382713361,459.5882429696178,941.5113576495878,468.84337257869817,896.7721962797273,475.16277368809176,983.9139565438652,458.0614853750013,946.2674105856593,474.6811485361332,902.2148789480448,493.9141545570024,6,4,pure,person0,25.48291781941415,20.92884235061372,3.052180022791011,7.416935676722788,24.808069940842707,27.862710416251936,-64.06623885264099,-51.34278865331678,-2.643713270467668,-0.1483279028740898,-4.938713574305809,-7.8046495191157375,-102.3554800028184,-100.85604500942718,-76.87354923800844,-79.92818971341768,46.360696771693895,75.26266335913408,-7.727780442706064,56.684754343965885,-88.90190588631022,-158.68173106178818,-49.75173464900344,-156.22642334058773,4,-10.550716379945115,-157.33465559618654,0.1576880194171411,21.63166610472566,-131.05049768294222,0.13282380028222796,-8.087612109696938,-183.955310509043,0.18413301098422122,103.71222876574035,-104.31099155671443,0.14709523906334362,-28.772536399671903,-114.99440468702954,0.11853932663970539,65.9707681658412,-152.9182706015637,0.16654170569609353,60.2439559342438,-224.69997446098918,0.2326357942135653,122.35363783315415,-85.02517112642181,0.14899561206989945,-62.08465125614536,-84.39183027757912,0.10476872118717928,6.366358623930788,-186.1586388147662,0.1862674671742091,13.986324331665482,-154.79495381006421,0.15542552876979526,-101.47011922968126,-422.7155581460498,0.43472362277107984,-34.95873518266509,-196.33932398317984,0.19942728827255252,62.10726956518738,-185.75985478361298,0.1958673954032979,123.3378335103951,-99.1680507243507,0.15826093472334016,-142.26223579747872,-786.3821360980746,0.7991466747151414,40.58041058622664,-130.25520053697662,0.13643015425584892,22.87390524402477,-154.83903175162482,0.15651945979619689,50.61565593045857,-174.70281537443546,0.18188737813555028,12.833315269496632,-117.7376609017917,0.1184350065454956,158.91851368774633,-103.8164609935785,0.18982347474944614,33.55897931167473,-121.2898521373137,0.1258468645772823,73.0864563801978,44.67231365160373,24.041885471552167,1.6481912689059792,44.02124921672937,64.495938946971,152.1362125971425,25.48193076480996
2,0.0670859538784067,960.8898041314568,577.0813202620137,956.7894643874856,576.0711986451734,983.5556257241808,674.1297764470088,960.3030751298916,772.3594421188344,996.9999728827388,790.0251367407171,988.2010102274103,792.9161308748531,952.7380085692132,785.7615873701579,961.097432424606,572.8863860198256,981.5409705607524,672.0939422614077,961.4988603846735,769.4054606927737,994.9445312877968,786.0321095459083,990.5844451086442,783.2556158710797,949.6920380492085,780.1217839871942,996.6543365836508,447.98323492043653,1033.2327802275108,390.6088004753342,1038.1334522119214,422.5432774641858,992.914493797765,454.0705846295951,938.7365037724952,455.76779073358944,892.7622561363656,451.3250874805879,985.7969235653314,453.4685614064649,946.9393146537252,469.91197988899444,902.9235063381947,485.9926055777405,6,4,pure,person0,28.41317181581676,23.10934342624301,4.072007256705236,7.83930690244349,27.01056575677884,30.61353523644586,-71.5800114642633,-51.27123421576846,-7.328963388741523,-2.790309097521073,-5.428280006397316,-7.495513987147354,-103.2671072221654,-101.5662483122586,-74.8554680238936,-78.45843750356063,37.97484583002985,74.53049178563454,-1.865425429813329,57.65425993520153,-13.16270816641474,-161.09859520995687,46.05910513944216,-159.5292054565348,4,-21.671024803164755,-148.14372160786897,0.1497203912893937,18.37105704556006,-133.42710854642544,0.13468589024849936,-18.05790111683549,-167.99448410154852,0.16896222797208507,92.7172918206888,-112.6332518219928,0.14588607068037446,-22.05833372788732,-120.91255601358762,0.12290816200964774,56.135954327463594,-136.9265458119909,0.1479869058946038,21.125954068843093,-236.1611789442449,0.2371042141667974,101.60189908473136,-96.71818002531306,0.1402759859884535,-54.51258686439801,-71.76132997056457,0.09011831448597331,12.940280381662898,-164.49518926192692,0.16500338828846273,15.492377431454555,-155.12978760991794,0.15590145849983858,-82.7253312108243,-389.81578375730453,0.3984969581944913,-40.934417209762266,-178.69577523637423,0.18332432080777403,70.70639099034945,-179.4474561496796,0.19287504567846864,108.2982034413575,-109.23403497224484,0.1538199443015868,-119.5463405239689,-710.6610200612082,0.7206458304653609,20.031140029215894,-142.1808402928246,0.1435849501766942,29.795073488819966,-140.99467144237585,0.14410844451088806,61.367870950457814,-172.57362767382057,0.1831602373701631,12.956460554668693,-122.92859235220419,0.12360950079908534,138.34355224899807,-112.24601653093747,0.1781519202139981,35.686357209583264,-106.34166013181324,0.112169803291617,87.35819726775266,65.00618831719815,30.403599411067784,12.59194216679843,65.66190651259585,82.00896495203123,149.38595980952812,28.4116391982718
3,0.10062893081761,959.4893242353043,572.8721791048118,955.0169125314816,571.3169262091757,986.4037460692816,668.5612772939539,960.9154889428958,767.1642939576632,1000.6005643459089,785.8336067909185,991.0591879293422,788.7526946067593,953.1636523344667,781.173616339462,959.878439173218,568.3820585227514,984.1329599673933,666.5535387172482,961.9472318212592,765.0454742246656,997.4562819507674,781.8360381480917,992.9067380722388,779.4561248574779,949.3254422617376,775.7585966190298,997.972084348926,444.3364070480136,1031.91050886622,389.1397069446549,1039.4413130747123,420.0670276332214,993.6904098094096,450.04982245775074,936.8072771319108,445.1702611631629,889.6233397690403,432.4198860896879,987.2169431919488,450.0604864371907,946.5591634603949,465.1278747202195,901.6992749772633,478.3201858264263,6,4,pure,person0,32.21746025848343,26.42283373294736,5.3926953994658,8.854940213423978,30.450884416760957,34.41486838321416,-77.42591650463523,-52.3792923445598,-10.28787439453638,-4.034789679057298,-5.593461652553601,-7.225769765176554,-104.44748369049354,-102.61684113141062,-72.23187588939179,-76.19585985584501,32.152413623110355,73.35446656088267,2.811081925447019,58.596310379954225,61.4868299958675,-162.81350902934025,118.4368632184784,-163.0594212609,4,-41.751806904047996,-125.48502074908319,0.13224864389531846,12.689504751621728,-136.7788863526205,0.13736625234279526,-36.34123630700384,-134.2852635065245,0.1391158418417479,74.8815666398112,-125.09537854740869,0.14579472815006708,-10.929136913972657,-130.0775234134024,0.13053584998401246,42.33433511852857,-101.60323502148724,0.1100700381428091,-36.497397447767895,-228.73401383605386,0.23162752234139278,69.23335897716568,-113.27232584300309,0.1327549539457739,-39.42021495848253,-43.79735088337702,0.05892504808461862,23.13199609715519,-119.86897224811086,0.12208054616218415,18.25758680018933,-154.88035455491908,0.15595276112600218,-57.5150692224216,-315.93885031834157,0.3211313443563792,-52.844202207119366,-141.73674699818125,0.15126736315720374,84.90958778831912,-166.01088100044637,0.18646514609686882,85.20942273884711,-124.1224437425463,0.15055572644077383,-93.5789442008865,-563.6113164662077,0.5713271697079741,-11.333257451160986,-142.62613534410258,0.1430757044632266,39.285355252268985,-108.7210559466088,0.11560106895458458,77.27368418548043,-165.173280660256,0.18235524371859743,13.36707345320834,-129.98209658047264,0.13066760916217446,107.34263299575711,-124.95998662837593,0.16473445030298214,38.99060197195011,-73.82319808562612,0.08348731411253228,113.41534919700021,98.78342976862356,39.37301525604938,30.27856808360584,102.56450005071707,113.32724443803023,145.58634245027446,32.215607801101754
4,0.1341719077568134,957.2715592830601,569.9427563286299,952.7067141932092,568.3589077714479,989.716037123249,663.6901928824423,961.6509201157464,762.0584568225623,1003.1414896236224,781.2655604079162,993.1118547247768,784.1774192519496,953.3991413084888,776.5041746470636,957.8971296445479,565.5395097956178,987.21369844341,661.5134747603521,962.4386165623564,760.5051340237142,999.292900121455,777.2737330226441,994.1140264020188,775.2332767161909,949.3564153459224,771.1275043913754,999.5817195362772,442.44414966389115,1031.282163579887,389.1259636531721,1040.8776380794218,419.2345866640817,994.8106291625636,448.2110114792283,935.5137545928019,438.4324912535361,886.8279357593002,420.3906576969112,988.2480997980946,448.4763013420975,945.1042315445548,461.292845579933,898.6244480718514,472.2052379497962,6,4,pure,person0,37.04732603809668,30.99382475319955,6.972374985891968,10.439508247448147,35.333491271172264,39.479153914284,-81.02159455460476,-54.301158747586825,-11.588810362621844,-3.901917927572408,-5.465745304118011,-7.025072716214867,-105.90387330012484,-103.9960346583394,-68.8579636933762,-73.00362633648795,29.052352310957293,71.66745822999165,4.8561359483336375,59.43809661386806,120.30447397275572,-162.166673067861,159.73271343150986,-166.53955278606497,4,-66.11711763877466,-87.33341651492312,0.10953811612871846,7.020515038031928,-139.20773045462917,0.1393846471090985,-59.06779032347546,-84.74348392767128,0.10329792796517044,54.75417921362362,-136.01372155240432,0.14662111918783252,0.9233850722581554,-138.06443703694492,0.13806752483593018,30.741356320722616,-47.228518147466765,0.05635214206082347,-91.66827711759011,-182.3018835720358,0.20405158608454724,35.99228333156649,-125.89366021211967,0.13093761163632245,-18.73254384880051,-0.4097218773307614,0.0187370240717142,33.3965394659031,-54.819552297198925,0.06419121561680345,21.925041840607765,-152.21776959019303,0.15378867591186776,-38.56314069718615,-200.86976543074775,0.20453796343132635,-68.87278795974571,-88.18592467475676,0.11189378102508632,98.74767704640159,-145.21920401819352,0.17561241680968387,61.195128838893574,-136.40039651526482,0.14949886943763238,-83.3379820403766,-358.621371459655,0.36817727702584524,-43.37515774098017,-114.33180624479097,0.1222831395910791,47.98724902290558,-56.41292326414924,0.0740620954334479,91.84451581624933,-150.25690671496648,0.17610381342001488,14.649407593960934,-135.35889224086338,0.1361493108742298,75.75133484183499,-136.1848827932539,0.15583512772071678,42.82043920290436,-24.81714639247736,0.049492229375885675,143.99037355471984,136.27266979126824,47.09419767033009,47.239934514345485,145.5627168471369,150.97901239501925,140.52542192336784,37.04590960674864
5,0.1677148846960167,954.2885495742077,568.8272648443256,949.8518069002963,567.6271196058368,993.2910409697462,659.8399854998955,962.5065253020726,757.2987865350069,1004.7220655081312,776.6557415773854,994.43479232626,779.5833299287215,953.5184148089509,771.9471302893434,955.2012242962176,564.8044087988889,990.6068904710113,657.3483140477781,963.0161650652492,756.0297874753445,1000.4693810918357,772.6903282098982,994.3983395124518,771.0222016481055,949.6939127757405,766.4991766534365,1001.4166807422775,442.946140342571,1031.361545896155,391.0326234503771,1042.416758893438,420.4917977967169,996.1432391086635,449.13861031015614,934.4971708332212,436.8164945644487,883.7885502435356,416.8776991535529,989.0742846947533,449.3143588135115,942.7709921598438,459.6324165037157,894.2529051761913,469.24711807398563,6,4,pure,person0,42.77253507725299,36.66608693761459,8.657110969947201,12.323848303383418,41.56116127499556,45.73080179463698,-82.03547303702305,-56.45002917368289,-11.492144589914655,-2.6563260971792517,-5.227687995007499,-6.955998584970969,-107.54993886028744,-105.6131312402904,-64.77683812638783,-68.94647864602926,28.072533239948307,69.50209662008541,3.38787840344343,60.20561419033156,150.28887133592815,-156.83442748402686,169.35210276465676,-169.6156226493468,4,-88.93097694516734,-33.255589875823276,0.09494552605789724,3.555841232524454,-135.8568849145336,0.13590341123589117,-80.37167819710072,-21.91519846498398,0.08330595764996614,35.073838929474675,-136.64275597998687,0.14107238191459365,10.061642126450167,-137.98202068730592,0.13834838154179063,24.630637231635855,24.984588366530577,0.03508415520261848,-130.32662257686385,-88.18894879760282,0.1573604754769079,8.476084604783129,-125.54267546729889,0.1258284839522235,2.3665853037372937,56.8422952041742,0.056891539354093336,39.72843401810183,27.654040147035097,0.04840552040815696,25.50772961735029,-141.89767044774612,0.144172095596648,-30.306903332499413,-48.17690129341839,0.05691680075198572,-85.11192366996366,-21.816434687282353,0.0878635099075047,106.57980217369874,-114.784307592174,0.1566355371580778,39.44007724421692,-136.96128794873897,0.14252688900557392,-90.61168068873073,-104.7300765738699,0.1384877814697208,-69.55969915669598,-49.50154183472755,0.08537537344448534,54.704780953885574,14.965597108142822,0.056714920047689875,101.15953732286225,-124.1738537436126,0.16016365987612688,17.218164742492277,-133.42126897326781,0.13452769310270907,47.12091855692117,-137.43022388519967,0.1452840232192931,45.88503926786113,37.48060689168745,0.059247216994407145,170.68279447984781,169.10431637287354,50.22619152464671,56.17688791757034,185.6624119889824,186.3772524330236,134.27893474647323,42.77310073389961
6,0.20125786163522,950.7782130138775,570.0124972689247,946.6146106933676,569.4501782401805,996.8368906184774,657.4341724719266,963.4226874355885,753.3657630180519,1005.4369230813955,772.6238897003906,995.110847280858,775.6225920255251,953.589519372434,767.9315857187215,952.07306167938,566.5537464091635,994.0817162892416,654.6034625293394,963.6936850933988,752.1352334210054,1001.0693268218336,768.7651761363813,994.0514673065992,767.5034449524244,950.1897599678439,762.4020529495161,1003.3940841975121,446.3062582284962,1031.9011331273261,395.21285472226657,1043.9436132738995,424.1467221841885,997.4323860594463,453.275205073488,933.5439835409072,441.3690211868363,880.4569830944388,423.30754073764336,989.9108341918909,453.07389836939683,939.9146539036136,461.4086964880939,889.4410085337041,471.05931623487317,6,4,pure,person0,49.06275420614205,43.06098665301467,10.20661144681203,14.13782202898325,48.73737921141807,52.8314297200676,-80.31941541471963,-58.23491960303898,-10.174673274899058,-0.6208648217521814,-5.126847402114309,-7.145778411710016,-109.26359000415968,-107.3558729596818,-60.19583832253362,-64.28988883118315,28.06282533765171,66.98860602142746,-1.141829527495074,61.07542913454651,145.9911150492177,-144.94907427512334,149.6810780777116,-171.8891126399094,4,-104.65190870484348,35.334741658361146,0.11045617213913406,2.1198047988410416,-119.7134225116629,0.11973218907980053,-93.25834801447023,52.152127506315686,0.10685019362557586,17.885882075562005,-117.01859619172448,0.11837760190299002,14.782444414582114,-122.14550042312554,0.1230367584768307,24.939631883415593,112.08127300983118,0.11482245859580167,-143.4546686541519,54.02615767146071,0.1532907944770789,-10.341127636980977,-104.90293398999071,0.10541140583690496,16.086444329294775,124.6231447932056,0.12565708061747968,38.43269347021739,123.3222313818322,0.1291721513344492,27.313083605441715,-117.25326359922155,0.12039240989658104,-28.41689615211036,135.72219992993016,0.1386651922464313,-96.50891191906351,54.34993553637262,0.11076048741590756,105.71064265279817,-71.72330089632412,0.12774573128497185,20.154888333952705,-118.07949873904282,0.11978725953212936,-99.32234563245093,191.68965222569804,0.21589314744183313,-85.1545842638635,52.95534703427463,0.10027747504136653,58.95134050918376,100.17351447414406,0.11623249782195717,103.59324470599192,-81.83088589345473,0.1320145985670643,20.198565839209408,-116.10639274498575,0.1178502290969931,21.31169140294146,-120.19958408290888,0.12207427330997507,45.519346217505756,108.96243330149602,0.11808819903382439,187.5271577800055,190.6479477653654,46.194482966532775,54.07909169444507,213.94099722959643,211.68747002690054,127.18444434396108,49.06775168162606
7,0.2348008385744234,947.095561649541,573.9064950941727,943.3206509478567,574.0886007886352,1000.0848697430833,657.0048828650949,964.2873587430204,750.981364302738,1005.3283018597552,770.018786065395,995.1508151883716,773.1274757129612,953.6310748785987,765.1524955575592,948.950010200154,571.1141519938844,997.4226539877708,653.9788303784957,964.4136014990968,749.6486400329908,1001.2162067613347,766.465889604588,993.375586278808,765.537094603175,950.6828211130453,759.6335923177074,1005.371442517602,452.6734005264537,1032.3576636533696,401.85321515665913,1045.234909459152,430.3578131406186,998.3479550778393,460.82096697954637,932.83102206724,452.8151045314014,877.788306137506,440.7093044197542,990.9341094757076,460.06522936730846,937.1452599134024,467.8683775156829,885.4547807585628,479.1533359150469,6,4,pure,person0,55.48547333088797,49.686856754974855,11.388913843908076,15.559824115021453,56.22613392473445,60.221467670279885,-75.737054807661,-58.912180409558246,-7.738929574829957,1.7812232475669565,-5.376049643762522,-7.734966466141597,-110.93675474897702,-109.1334719186093,-55.43881450803521,-59.43414825358065,27.817925949881733,64.36008403298203,-6.836987672838723,62.33345516582716,108.3160473155563,-126.7475057709791,103.81229517675337,-172.8040765037127,4,-109.78904379927965,116.08981016520636,0.15978259655717766,1.238873527538193,-82.85162542965394,0.08286088729885116,-93.10597222442438,135.95709149449243,0.16478183392442586,4.378858196374186,-68.54747972908562,0.06868719950844814,14.699385391317408,-82.53473258579639,0.08383348981100212,30.50639439878645,208.429055375241,0.21064973587410357,-118.83941554639794,241.30296171517813,0.26897941560633626,-20.149703141026862,-58.621819786998024,0.06198813024935323,13.61031630766677,197.9657454503271,0.19843305440802558,27.295401360836728,224.95802682436505,0.22660792741685123,25.778013352815034,-71.0848867002964,0.0756145957445511,-21.255163933702562,341.2363597098463,0.34189769695316197,-98.20117491304153,138.28297222580554,0.16960439605713257,96.83037765231468,-12.798196403668241,0.0976724928906637,1.1915432427490167,-74.38565506830898,0.07439519779690609,-79.55993177855707,518.7900797729282,0.5248551510801907,-82.5625583331729,192.57924063499618,0.2095312386305926,58.94999491767459,189.82042975785885,0.1987634208154309,99.60170513740063,-18.621845997025666,0.10132755210017974,21.462507844872118,-74.13156538018518,0.0771759562863193,-3.2382701701528736,-77.66465211830149,0.07773213352502101,38.49676752283942,185.168149138573,0.1891275880592579,191.47731390648732,197.53375241468757,35.24739021342583,42.39343719001386,223.25849989074405,220.3155063907035,119.79889854101724,55.497940240941816
8,0.2683438155136268,943.6291190233131,580.7847788227913,940.3888334137978,581.6989302584626,1002.8675226350355,659.2016636067123,964.9783870483593,751.0868207932497,1004.3851018245335,769.8589024330786,994.4810274783858,773.0435616367587,953.6407416016044,764.5405927181366,946.2474104956248,578.700715651188,1000.4681252076242,656.2332707033206,965.0670565373343,749.6179941333182,1000.9843949524416,766.8889814150741,992.5831784220244,766.0618342360688,951.0231854924468,759.1994300125633,1006.9648702957974,461.84047411302396,1032.056310979934,410.8367666894163,1045.928908152795,439.02724528701,998.5185121456049,471.59663251337344,933.0151839143408,471.2655772516698,877.82209087582,468.94308258989395,992.1189442013276,470.27525545110836,935.4724695122655,480.121355296247,884.3017433497645,494.8390958366365,6,4,pure,person0,61.561668600006435,56.037958263057824,12.074755056551895,16.366584209651574,63.214130073247425,67.12139593949593,-68.07984378024149,-57.339584622477666,-4.442857352851871,4.119332104186901,-6.121382179781223,-8.783701169399249,-112.49302058874083,-110.8765761180407,-50.90893938258871,-54.816205248837214,26.762185547975665,61.987600941797794,-10.718169062809295,64.12853728526511,45.21143015745194,-107.03740357332624,38.74619701774266,-171.27145126484865,4,-103.34332079441802,205.05883365944334,0.2296278885819169,0.2881891796050193,-18.242353400285783,0.01824462963680435,-80.5712536912779,226.1744290333631,0.24009706218517557,-6.9108895526252345,12.613424600115465,0.014382589285361055,10.14711306090863,-12.943463722109897,0.016446797761158174,35.32288525754718,304.3864026232841,0.306429091838327,-34.37492774980084,467.63171766238963,0.46889344100944824,-23.623659230360563,15.643800305646078,0.0283338271935708,-8.984076576794376,267.82213007032396,0.2679727728470623,5.084732582761545,321.24952872721803,0.32128976674164067,20.60128135291438,3.143921623378118,0.0208397945420746,5.490325066692429,550.0547179730011,0.5500821179003147,-87.40481023413453,226.88294731922994,0.24313673650093592,82.9578393413225,65.49152585946666,0.10569362832064129,-19.968046103949085,-2.501688396788893,0.020124147436452168,1.0072075109845346,841.7195116972897,0.8417201143128837,-49.870063833889915,365.2919000830673,0.36868034329632204,47.50406563745296,273.2933812996257,0.2773912552952419,90.79311074188045,67.21050218384266,0.11296300528045317,19.48112832745692,-0.9136308839896848,0.019502540406393837,-28.11915105004501,-4.766530788437434,0.028520281757590846,20.689836054230426,258.45744586429265,0.25928424680000267,181.14657146059406,189.34221370972335,20.446641151943833,24.05153532116047,208.32963517754294,205.70411152600303,112.8965403243865,61.58408120615212
9,0.3018867924528301,940.7429802974896,590.6732336807073,938.224374580699,592.2205860280527,1005.0961831578784,664.7252838938189,965.4305117080947,754.6932770622461,1002.6322942150383,773.2054072652635,993.0629760612072,776.3257940770031,953.6530232065912,767.1328647449448,944.2411953108824,589.2881144283618,1003.0722213343299,662.0614239756677,965.5703677912978,753.1068566081013,1000.3996120101538,771.0096670624462,991.7737476040747,769.9599686711755,951.1365791064338,762.1404671487159,1007.4057343741621,473.252102831427,1030.452469719059,421.58794792406263,1045.4594382287582,449.6444247878894,997.5371221117297,484.95280664481237,935.1314834011024,495.7565970024148,883.3177476913942,505.7051411636574,993.0469081188038,483.1977540764904,936.2984711533506,498.59569465078255,888.8571226365232,518.655574836305,6,4,pure,person0,66.74031065854122,61.5666387331616,12.261569189207837,16.40984709300871,68.72122568896756,72.52567000923173,-57.118939549504574,-52.02248676282989,-0.7642867961915673,6.360089909286144,-7.430000050994876,-10.193974793375403,-113.85170722665484,-112.4824796215394,-47.07954043712374,-50.8839847573879,25.129063016737096,60.3951155906791,-9.55220539432795,66.20423437825058,-25.997836495323764,-94.49601664068452,-30.40379726127715,-165.29427707064036,4,-86.04301076361466,294.7995604516212,0.3070996264141925,0.3661453486685509,77.28210979922038,0.07728297715173185,-59.81029019513349,315.6368260444924,0.32125360195438624,-17.43384146695533,122.84794086228122,0.12407882737355909,3.3805471169871284,87.67966962154853,0.08774481502490086,27.664924289758705,385.25199026920205,0.386244021367761,135.80724498649215,710.0287801776208,0.7229000459754732,-24.131156260122374,116.2131328466177,0.11869205933202127,-47.81451758983547,320.5195905578931,0.3240664068115486,-29.257690384904627,398.1809412935246,0.3992543981674544,13.47896641836586,107.5174775194574,0.10835908133541212,63.092178449080826,730.1385263190866,0.7328593934697556,-64.5279289617578,313.6768626309044,0.3202452618947873,66.44194183725654,164.6729298093663,0.1775716910070574,-42.275657874638725,97.85155462478934,0.10659342377098896,163.83926881430534,1095.968871230324,1.1081475861596581,24.625173924847743,550.7662420070923,0.5513164722057957,13.143260336245643,340.20918116739,0.34046296750579547,77.63461577741545,173.75181943184782,0.1903071946164526,15.004966758784237,104.01171252947405,0.1050884644989457,-52.255576858077326,99.76767530951254,0.11262430621066992,-13.996072110341897,316.52466386996815,0.3168339515779744,154.38826637006838,164.82378651496884,5.569396329805256,1.2897747100846515,164.1802880436568,161.11492070399882,107.47465602780284,66.7721667895311
